"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"DC","Flow Categories","-6.840000","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-661.910020","0.000000","1.000000","Volumetric","-1.000000"
"D1","Flow Categories","-684.359996","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-38.839999","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-41.629999","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-23.989999","0.000000","1.000000","Volumetric","-1.000000"
"IH","Flow Categories","","","1.000000","Volumetric","0"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"PL-DC","Flow Categories","-29.819999","0.000000","1.000000","Volumetric","0"
