"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"96111806105339","Nodes","P00059396, ROCK  ROAD, 21.88","24.000000","31.887597","CSEP DDS Matched","Known Flow","560643.144844","157183.103761","","0.000000","","","","","","","-21.850001","","","","","-19.538661","-21.850001","","","","","","","","","DC PROFILE","","","",""
"96111800002038","Nodes","2038","21.000000","31.775489","Default Known Flow Node","Known Flow","560624.918707","157179.590980","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111806105315","Nodes","6105315","21.000000","33.366170","DDS demands","Known Flow","561011.824781","157200.062988","","0.000000","-1.869999","","","","","-13.460000","","","","","","-13.708360","-15.330000","","","C1 PROFILE","","","","","D1 PROFILE","","","","",""
"96111800001313","Nodes","Logger 1313, 0p 59 Station Rd","21.000000","33.072921","Val Log Cath","Known Flow","560962.015487","157305.004980","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111806105316","Nodes","6105316","21.000000","33.058998","Default Known Flow Node","Known Flow","560961.854799","157308.708015","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111806105039","Nodes","6105039","21.000000","23.571277","DDS demands","Known Flow","562480.481136","156793.598695","","0.000000","","","","","","-3.099999","","","","","","-2.772075","-3.099999","","","","","","","","D1 PROFILE","","","","",""
"96111806105157","Nodes","6105157","21.000000","23.923597","DDS demands","Known Flow","562649.600597","156820.477154","","0.000000","","","","","","-16.149999","","","","","","-14.441618","-16.149999","","","","","","","","D1 PROFILE","","","","",""
"96111800002162","Nodes","2162","21.000000","25.895967","Default Known Flow Node","Known Flow","561919.873229","157280.372374","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111800001308","Nodes","Logger 1308, Long Mill Maidstone Road,","21.000000","25.782774","Val Log Post","Known Flow","561923.206906","157273.369695","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111800002161","Nodes","2161","21.000000","25.493025","Default Known Flow Node","Known Flow","561936.318064","157243.506997","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111806105013","Nodes","6105013","21.000000","33.744394","DDS demands","Known Flow","561166.132019","159126.806610","","0.000000","-5.559999","","-10.060000","","","-3.650000","","","","","","-17.231579","-19.269998","","","C1 PROFILE","","C3 PROFILE","","","D1 PROFILE","","","","",""
"96111806105186","Nodes","6105186","21.000000","36.353166","DDS demands","Known Flow","561130.382255","158056.686860","","0.000000","","","","","","-9.590000","","","","","","-8.575549","-9.590000","","","","","","","","D1 PROFILE","","","","",""
"96111806105261","Nodes","6105261","21.000000","36.266622","DDS demands","Known Flow","561133.356992","157857.408098","","0.000000","","","","","","-4.460000","","","","","","-3.988211","-4.460000","","","","","","","","D1 PROFILE","","","","",""
"96111806105256","Nodes","6105256","21.000000","31.781594","DDS demands","Known Flow","560815.466397","157528.951834","","0.000000","","","","","","-7.190000","","","","","","-6.429426","-7.190000","","","","","","","","D1 PROFILE","","","","",""
"96111800001312","Nodes","Logger 1312, 13 Fairfield Road","21.000000","31.677944","Val Log Cath","Known Flow","560777.669143","157536.872448","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111800002042","Nodes","2042","21.000000","31.632964","Default Known Flow Node","Known Flow","560764.401743","157537.140631","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111806105193","Nodes","6105193","21.000000","35.322311","DDS demands","Known Flow","560616.515155","157339.432035","","0.000000","","","","","","-32.319999","","","","","","-28.901122","-32.319999","","","","","","","","D1 PROFILE","","","","",""
"96111806105205","Nodes","6105205","21.000000","32.802346","DDS demands","Known Flow","560851.502472","157359.713881","","0.000000","","","","","","-34.909998","","","","","","-31.217145","-34.909998","","","","","","","","D1 PROFILE","","","","",""
"96111800002233","Nodes","2233","21.000000","32.646783","Default Known Flow Node","Known Flow","560885.008480","157361.507470","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111806105235","Nodes","6105235","21.000000","33.306184","DDS demands","Known Flow","561335.582007","157533.184910","","0.000000","","","","","","-18.700000","","","","","","-16.721875","-18.700000","","","","","","","","D1 PROFILE","","","","",""
"96111806105234","Nodes","6105234","21.000000","33.437958","DDS demands","Known Flow","561405.504919","157510.160070","","0.000000","","","","","","-8.489999","","","","","","-7.591909","-8.489999","","","","","","","","D1 PROFILE","","","","",""
"96111806105048","Nodes","6105048","21.000000","23.662527","Default Known Flow Node","Known Flow","562286.819159","156896.405903","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111806105019","Nodes","6105019","21.000000","30.958224","DDS demands","Known Flow","560888.826779","159187.669526","","0.000000","","","","","","-23.360001","","","","","","-20.888930","-23.360001","","","","","","","","D1 PROFILE","","","","",""
"96111800001309","Nodes","Logger 1309, op 26 West Street","21.000000","30.950013","Val Log Post","Known Flow","560886.173473","159187.680688","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111806105172","Nodes","6105172","21.000000","33.879686","DDS demands","Known Flow","562275.869230","157438.909303","","0.000000","","-23.510000","","","","-27.670000","","","","","","-45.766072","-51.180001","","","","C2 PROFILE","","","","D1 PROFILE","","","","",""
"96111800002189","Nodes","2189","21.000000","34.138529","Default Known Flow Node","Known Flow","562258.167966","157429.107323","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111806105047","Nodes","6105047","21.000000","23.645680","Default Known Flow Node","Known Flow","562290.308588","156900.835544","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111806105156","Nodes","6105156","21.000000","23.421647","DDS demands","Known Flow","562376.673217","156836.191764","","0.000000","","","","","","-12.380000","","","","","","-11.070417","-12.380000","","","","","","","","D1 PROFILE","","","","",""
"96111806105244","Nodes","6105244","21.000000","33.888152","DDS demands","Known Flow","561132.337845","157658.546110","","0.000000","","","","","","-21.399998","","","","","","-19.136262","-21.399998","","","","","","","","D1 PROFILE","","","","",""
"96111806105245","Nodes","6105245","21.000000","33.562633","DDS demands","Known Flow","561181.247044","157640.357582","","0.000000","","","","","","-2.850000","","","","","","-2.548521","-2.850000","","","","","","","","D1 PROFILE","","","","",""
"96111800002119","Nodes","2119","21.000000","33.280735","Default Known Flow Node","Known Flow","561251.531871","157597.927808","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111806105249","Nodes","","0.000000","34.565767","DDS demands","Known Flow","561054.903917","157712.569001","","0.000000","","","","","","-7.780000","","","","","","-6.957015","-7.780000","","","","","","","","D1 PROFILE","","","","",""
"96111806105248","Nodes","","0.000000","34.973258","DDS demands","Known Flow","561060.828392","157726.993987","","0.000000","","","","","","-0.680000","","","","","","-0.608068","-0.680000","","","","","","","","D1 PROFILE","","","","",""
"96111806105255","Nodes","6105255","21.000000","31.295967","DDS demands","Known Flow","560753.408826","157533.670203","","0.000000","","","","","","-2.349999","","","","","","-2.101411","-2.349999","","","","","","","","D1 PROFILE","","","","",""
"96111806105258","Nodes","6105258","21.000000","30.760830","DDS demands","Known Flow","560640.456041","157511.068191","","0.000000","","","","","","-10.239999","","","","","","-9.156791","-10.239999","","","","","","","","D1 PROFILE","","","","",""
"96111806105260","Nodes","6105260","21.000000","30.669815","DDS demands","Known Flow","560674.926434","157610.866881","","0.000000","","","","","","-21.559998","","","","","","-19.279336","-21.559998","","","","","","","","D1 PROFILE","","","","",""
"96111806105347","Nodes","6105347","21.000000","30.447506","Default Known Flow Node","Known Flow","560598.959700","157581.975089","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111806105259","Nodes","6105259","21.000000","30.551596","DDS demands","Known Flow","560636.162550","157643.278964","","0.000000","","","","","","-8.260000","","","","","","-7.386240","-8.260000","","","","","","","","D1 PROFILE","","","","",""
"96111800002213","Nodes","2213","21.000000","31.310846","Default Known Flow Node","Known Flow","560766.964671","157553.347476","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111806105272","Nodes","6105272","21.000000","29.630704","DDS demands","Known Flow","560825.343065","156966.201795","","0.000000","","","","","","-8.130000","","","","","","-7.269991","-8.130000","","","","","","","","D1 PROFILE","","","","",""
"96111806105274","Nodes","6105274","21.000000","29.676226","DDS demands","Known Flow","560827.206400","156842.537136","","0.000000","","","","","","-20.479999","","","","","","-18.313583","-20.479999","","","","","","","","D1 PROFILE","","","","",""
"96111806105335","Nodes","6105335","21.000000","29.629035","Default Known Flow Node","Known Flow","560905.260000","156834.275886","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111806105301","Nodes","6105301","21.000000","30.247515","DDS demands","Known Flow","560661.820779","156988.930319","","0.000000","","","","","","-8.859999","","","","","","-7.922770","-8.859999","","","","","","","","D1 PROFILE","","","","",""
"96111806105271","Nodes","6105271","21.000000","29.727205","DDS demands","Known Flow","560937.826793","156996.816933","","0.000000","","","","","","-6.919999","","","","","","-6.187987","-6.919999","","","","","","","","D1 PROFILE","","","","",""
"96111806105285","Nodes","6105285","21.000000","35.290786","Default Known Flow Node","Known Flow","561470.916937","156762.963867","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111800002147","Nodes","2147","21.000000","35.272535","DDS demands","Known Flow","561485.426941","156763.540867","","0.000000","","","","","","-4.280000","","","","","","-3.827252","-4.280000","","","","","","","","D1 PROFILE","","","","",""
"96111800002145","Nodes","2145","21.000000","35.064142","Default Known Flow Node","Known Flow","561255.593932","156994.007084","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111806105283","Nodes","6105283","21.000000","35.345365","DDS demands","Known Flow","561315.813895","156929.676912","","0.000000","","","","","","-7.239999","","","","","","-6.474137","-7.239999","","","","","","","","D1 PROFILE","","","","",""
"96111806105284","Nodes","6105284","21.000000","35.356428","DDS demands","Known Flow","561369.184910","156868.307895","","0.000000","","","","","","-11.369999","","","","","","-10.167257","-11.369999","","","","","","","","D1 PROFILE","","","","",""
"96111800002202","Nodes","2202","21.000000","35.482815","Default Known Flow Node","Known Flow","561387.910915","156848.667890","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111800002203","Nodes","2203","21.000000","35.962520","DDS demands","Known Flow","561486.857942","156896.391903","","0.000000","","","","","","-1.789999","","","","","","-1.600649","-1.789999","","","","","","","","D1 PROFILE","","","","",""
"96111800002201","Nodes","2201","21.000000","35.482051","Default Known Flow Node","Known Flow","561384.071914","156844.795889","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111800002173","Nodes","Logger 1310, os Glebe Housce, COMP Lane","21.000000","23.648649","Val Log Post","Known Flow","562289.426160","156901.644904","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111806105051","Nodes","6105051","21.000000","22.981384","Default Known Flow Node","Known Flow","562375.908900","156683.557440","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111800002178","Nodes","2178","21.000000","23.568195","Default Known Flow Node","Known Flow","562482.620213","156777.273871","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111800002179","Nodes","2179","21.000000","23.568195","Default Known Flow Node","Known Flow","562483.945213","156775.697870","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111806105049","Nodes","6105049","21.000000","23.948826","DDS demands","Known Flow","562229.060127","156953.887837","","0.000000","","","","","","-16.169999","","","","","","-14.459503","-16.169999","","","","","","","","D1 PROFILE","","","","",""
"96111806105050","Nodes","6105050","21.000000","23.991134","DDS demands","Known Flow","562234.458145","156877.348898","","0.000000","","","","","","-1.469999","","","","","","-1.314500","-1.469999","","","","","","","","D1 PROFILE","","","","",""
"96111806105154","Nodes","6105154","21.000000","23.665410","DDS demands","Known Flow","562280.457899","156902.592040","","0.000000","","","","","","-6.139999","","","","","","-5.490497","-6.139999","","","","","","","","D1 PROFILE","","","","",""
"96111806105053","Nodes","6105053","21.000000","22.988566","DDS demands","Known Flow","562327.724170","156628.222830","","0.000000","","","","","","-11.700000","","","","","","-10.462349","-11.700000","","","","","","","","D1 PROFILE","","","","",""
"96111806105052","Nodes","6105052","21.000000","23.105763","Default Known Flow Node","Known Flow","562375.724183","156672.111842","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111800002177","Nodes","2177","21.000000","22.981236","DDS demands","Known Flow","562406.356192","156723.675856","","0.000000","","","","","","-3.229999","","","","","","-2.888323","-3.229999","","","","","","","","D1 PROFILE","","","","",""
"96111806105046","Nodes","6105046","21.000000","23.660059","DDS demands","Known Flow","562482.353213","156774.144870","","0.000000","","","","","","-8.510000","","","","","","-7.609794","-8.510000","","","","","","","","D1 PROFILE","","","","",""
"96111800002180","Nodes","2180","21.000000","23.660059","Default Known Flow Node","Known Flow","562486.036214","156768.885868","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111800002181","Nodes","2181","21.000000","23.626256","Default Known Flow Node","Known Flow","562496.504216","156755.301865","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96111806105158","Nodes","P00041279, BEECHIN WOOD LANE, 11.9","25.000000","26.080742","CSEP DDS Matched","Known Flow","562920.902304","156719.115723","","0.000000","","","","","-7.659999","-12.119999","-10.249999","","","","","-26.853363","-30.029999","","","","","","","CC PROFILE","D1 PROFILE","DC PROFILE","","","",""
"96111806105159","Nodes","6105159","21.000000","33.667409","DDS demands","Known Flow","562929.145334","156981.175926","","0.000000","","","","","","-6.409999","","","","","","-5.731936","-6.409999","","","","","","","","D1 PROFILE","","","","",""
"96111806105160","Nodes","6105160","21.000000","26.394243","DDS demands","Known Flow","563106.371382","156846.449889","","0.000000","","","","","","-9.330000","","","","","","-8.343053","-9.330000","","","","","","","","D1 PROFILE","","","","",""
