"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)"
"96106105201015","Nodes","5201015","21.000000","27.103498","DDS demands","Known Flow","624336.974041","157717.336126","","0.000000","-8.739999","","","","-19.479999","","-25.234828","-28.219998","","","C1 PROFILE","","","","D1 PROFILE",""
"96106105201013","Nodes","5201013","21.000000","28.383433","DDS demands","Known Flow","624550.213024","158249.491358","","0.000000","","","","","-36.639999","","-32.764144","-36.639999","","","","","","","D1 PROFILE",""
"96106105201052","Nodes","-352831","21.000000","28.871616","Default Known Flow Node","Known Flow","624324.337146","157332.453754","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96106105201043","Nodes","-206153","21.000000","27.803608","Default Known Flow Node","Known Flow","624324.808375","157403.294429","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96106105201019","Nodes","5201019","21.000000","28.481749","DDS demands","Known Flow","624323.430782","157398.591351","","0.000000","-8.039999","","","","-30.209999","","-34.203834","-38.249999","","","C1 PROFILE","","","","D1 PROFILE",""
"96106105201044","Nodes","-206156","21.000000","29.975020","Default Known Flow Node","Known Flow","624363.632048","157176.993979","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96106105201022","Nodes","5201022","21.000000","30.555307","DDS demands","Known Flow","624418.853377","157161.752250","","0.000000","","","-1.259999","","-33.549998","","-31.127723","-34.809999","","","","","C3 PROFILE","","D1 PROFILE",""
"96106105201045","Nodes","-206158","21.000000","30.575015","Default Known Flow Node","Known Flow","624420.728206","157161.111125","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96106105201027","Nodes","-206128","21.000000","21.716118","Default Known Flow Node","Known Flow","624131.920985","157419.023045","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96106105201018","Nodes","5201018","21.000000","21.759912","DDS demands","Known Flow","624229.022627","157414.425996","","0.000000","","","-6.949999","-21.129999","-53.909999","","-73.316925","-81.989996","","","","","C3 PROFILE","C4 PROFILE","D1 PROFILE",""
"96106105201036","Nodes","-206142","21.000000","22.089957","Default Known Flow Node","Known Flow","624236.274881","157413.688692","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96106105201024","Nodes","5201024","21.000000","49.206193","DDS demands","Known Flow","624881.993154","156761.797819","","0.000000","","","-3.579999","","-2.030000","","-5.016562","-5.609999","","","","","C3 PROFILE","","D1 PROFILE",""
"96106105201012","Nodes","5201012","21.000000","30.741838","DDS demands","Known Flow","624664.645259","158439.505859","","0.000000","","","","","-13.210000","","-11.812618","-13.210000","","","","","","","D1 PROFILE",""
"96106105201011","Nodes","Popsal Lane RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","624963.711211","156888.678901","","499.999994","","","","","","","12.304438","13.759999","","","","","","","",""
"96106105201001","Nodes","Ashentree Cottages DG, Site ID 7401","21.000000","42.000001","Default Known Pressure Node","Known Pressure","624769.736159","158610.334369","","201.000008","","","","","","","82.607491","92.379599","","","","","","","",""
"96106105201038","Nodes","-206145","21.000000","21.940867","Default Known Flow Node","Known Flow","624242.984610","157259.240507","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96106105201032","Nodes","-206135","21.000000","21.893354","Default Known Flow Node","Known Flow","624213.353899","157267.839211","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96106105201041","Nodes","-206150","21.000000","21.970368","Default Known Flow Node","Known Flow","624273.680331","157271.392589","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
