"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"D1","Flow Categories","-3933.660003","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-289.829997","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-325.750000","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-62.079999","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-15.999999","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-188.179998","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-194.770001","0.000000","1.000000","Volumetric","-1.000000"
"PL-AF","Flow Categories","-213.439998","0.000000","1.000000","Volumetric","-1.000000"
"PL-90","Flow Categories","0.000000","0.000000","1.000000","Volumetric","0.000000"
"PL-PL","Flow Categories","","","1.000000","Volumetric","0.000000"
"CC","Flow Categories","-4.999999","0.000000","1.000000","Volumetric","-1.000000"
"DM","Flow Categories","0.000000","0.000000","1.000000","Volumetric","0.000000"
"IM","Flow Categories","","","1.000000","Volumetric","0.000000"
"DH","Flow Categories","","","1.000000","Volumetric","0.000000"
"DL","Flow Categories","","","1.000000","Volumetric","0.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"PL-DC","Flow Categories","-250.529997","0.000000","1.000000","Volumetric","-1.000000"
