"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"64300600000815","Nodes","815","21.000000","25.269652","Default Known Flow Node","Known Flow","349770.633412","636208.383844","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300600000751","Nodes","Hall Street DG, Tel, Profile, Site ID 6281","21.000000","38.000000","Default Known Pressure Node","Known Pressure","348845.736080","636495.325406","","999998.967025","","","","","","","","","","","","","","3106.157244","3473.602253","","","","","","","","","","","","","","",""
"64300600000021","Nodes","","21.000000","49.211720","Default Known Flow Node","Known Flow","347175.483833","637597.757463","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300600000020","Nodes","","21.000000","49.258578","Default Known Flow Node","Known Flow","347178.835016","637579.216912","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300600000030","Nodes","","21.000000","49.533444","Default Known Flow Node","Known Flow","347151.461619","637576.756700","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300600000032","Nodes","","21.000000","27.168357","Default Known Flow Node","Known Flow","348771.582224","636909.508835","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300600005252","Nodes","-369","21.000000","25.269560","Default Known Flow Node","Known Flow","349983.736389","634168.449773","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300600005568","Nodes","-1462696","21.000000","25.804530","Default Known Flow Node","Known Flow","349770.486331","634114.324758","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300600000259","Nodes","Kingsview Gardens RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","350673.736577","634797.074944","","999998.967025","","","","","","","","","","","","","","5.821358","6.509999","","","","","","","","","","","","","","",""
"64300600001038","Nodes","1038","21.000000","49.996045","DDS demands","Known Flow","350674.235936","634798.573021","","0.000000","","","","","","","-0.610000","","","","","","","-0.545472","-0.610000","","","","","","","","","D1 PROFILE","","","","","",""
