"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"64302300000321","Nodes","321","21.000000","40.091410","DDS demands","Known Flow","340155.608715","672359.460165","","0.000000","","","","","","-7.730000","","","","","-6.912304","-7.730000","","","","","","","","D1 PROFILE","","","",""
"64302300000641","Nodes","-1462616","21.000000","41.336765","DDS demands","Known Flow","340194.983726","672368.210167","","0.000000","","","","","","-4.119999","","","","","-3.684177","-4.119999","","","","","","","","D1 PROFILE","","","",""
"64302300000611","Nodes","-1462508","21.000000","40.772649","Default Known Flow Node","Known Flow","340255.483742","672483.835199","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000672","Nodes","","21.000000","43.534137","DDS demands","Known Flow","340230.483736","672377.710170","","0.000000","","","","","","-5.599999","","","","","-5.007620","-5.599999","","","","","","","","D1 PROFILE","","","",""
"64302300000670","Nodes","-1462700","21.000000","47.384623","Default Known Flow Node","Known Flow","340223.358734","672286.960145","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000669","Nodes","-1462697","21.000000","47.694811","Default Known Flow Node","Known Flow","340288.358751","672219.460127","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000614","Nodes","-1462521","21.000000","47.571827","Default Known Flow Node","Known Flow","340301.483755","672230.460130","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000760","Nodes","-583","21.000000","44.487449","Default Known Flow Node","Known Flow","340425.983789","672463.960193","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000283","Nodes","283","21.000000","48.747451","DDS demands","Known Flow","340529.733817","672240.335132","","0.000000","","","","","","-10.419999","","","","","-9.317750","-10.419999","","","","","","","","D1 PROFILE","","","",""
"64302300000277","Nodes","277","21.000000","46.228931","DDS demands","Known Flow","340761.733880","672362.085165","","0.000000","","","","","","-7.510000","","","","","-6.715576","-7.510000","","","","","","","","D1 PROFILE","","","",""
"64302300000275","Nodes","275","21.000000","46.491546","DDS demands","Known Flow","340701.358864","672330.710157","","0.000000","","","","","","-10.359999","","","","","-9.264096","-10.359999","","","","","","","","D1 PROFILE","","","",""
"64302300000263","Nodes","263","21.000000","46.514178","DDS demands","Known Flow","340846.108903","672411.960179","","0.000000","","","","","","-3.749999","","","","","-3.353317","-3.749999","","","","","","","","D1 PROFILE","","","",""
"64302300000262","Nodes","262","21.000000","46.566818","DDS demands","Known Flow","340794.483889","672395.335174","","0.000000","","","","","","-10.880000","","","","","-9.729090","-10.880000","","","","","","","","D1 PROFILE","","","",""
"64302300000211","Nodes","211","21.000000","31.846347","DDS demands","Known Flow","340872.243704","672434.712860","","0.000000","","","","","","-3.520000","","","","","-3.147647","-3.520000","","","","","","","","D1 PROFILE","","","",""
"64302300000740","Nodes","-501","21.000000","47.888003","Default Known Flow Node","Known Flow","340522.358815","672328.210156","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000754","Nodes","-575","21.000000","43.042979","Default Known Flow Node","Known Flow","340693.233861","672451.335190","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000269","Nodes","269","21.000000","42.927454","DDS demands","Known Flow","340694.733862","672463.460193","","0.000000","","","","","","-14.179999","","","","","-12.680009","-14.179999","","","","","","","","D1 PROFILE","","","",""
"64302300000750","Nodes","-555","21.000000","31.707607","Default Known Flow Node","Known Flow","340890.152377","672412.405409","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000710","Nodes","-350","21.000000","49.989285","Default Known Flow Node","Known Flow","340903.733919","672054.460082","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000509","Nodes","509","21.000000","49.975526","DDS demands","Known Flow","340877.608912","672048.585080","","0.000000","","","","","","-2.369999","","","","","-2.119296","-2.369999","","","","","","","","D1 PROFILE","","","",""
"64302300000508","Nodes","Carlaverock Drive RRI","21.000000","49.999982","Default Known Pressure Node","Known Pressure","340905.483919","672051.460081","","0.000000","","","","","","","","","","","6.590385","7.369999","","","","","","","","","","","",""
"64302300000709","Nodes","-336","21.000000","49.999739","Default Known Flow Node","Known Flow","340982.108940","672040.335078","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000505","Nodes","505","21.000000","49.995868","DDS demands","Known Flow","340986.358941","672061.585084","","0.000000","","","","","","-1.409999","","","","","-1.260847","-1.409999","","","","","","","","D1 PROFILE","","","",""
"64302300000504","Nodes","Carlaverock Avenue RRI","21.000000","49.999982","Default Known Pressure Node","Known Pressure","340983.358940","672041.585078","","0.000000","","","","","","","","","","","1.260847","1.409999","","","","","","","","","","","",""
"64302300000279","Nodes","279","21.000000","48.928738","DDS demands","Known Flow","340587.858833","672223.585128","","0.000000","","","","","","-10.159999","","","","","-9.085253","-10.159999","","","","","","","","D1 PROFILE","","","",""
"64302300000280","Nodes","280","21.000000","46.787084","DDS demands","Known Flow","340592.233834","672276.585142","","0.000000","","","","","","-16.520000","","","","","-14.772480","-16.520000","","","","","","","","D1 PROFILE","","","",""
"64302300000282","Nodes","282","21.000000","46.509057","DDS demands","Known Flow","340654.733851","672291.460146","","0.000000","","","","","","-8.229999","","","","","-7.359412","-8.229999","","","","","","","","D1 PROFILE","","","",""
"64302300000281","Nodes","281","21.000000","46.651368","DDS demands","Known Flow","340582.358831","672349.085162","","0.000000","","","","","","-6.249999","","","","","-5.588861","-6.249999","","","","","","","","D1 PROFILE","","","",""
"64302300000273","Nodes","273","21.000000","47.154494","DDS demands","Known Flow","340670.608855","672313.460152","","0.000000","","","","","","-3.780000","","","","","-3.380143","-3.780000","","","","","","","","D1 PROFILE","","","",""
"64302300000274","Nodes","274","21.000000","46.957874","DDS demands","Known Flow","340644.983848","672362.710166","","0.000000","","","","","","-7.269999","","","","","-6.500963","-7.269999","","","","","","","","D1 PROFILE","","","",""
"64302300000272","Nodes","272","21.000000","49.528673","DDS demands","Known Flow","340716.108868","672278.710143","","0.000000","","","","","","-18.479999","","","","","-16.525146","-18.479999","","","","","","","","D1 PROFILE","","","",""
"64302300000261","Nodes","261","21.000000","49.952364","DDS demands","Known Flow","340818.233895","672329.835157","","0.000000","","","","","","-7.560000","","","","","-6.760287","-7.560000","","","","","","","","D1 PROFILE","","","",""
"64302300000276","Nodes","276","21.000000","46.464069","DDS demands","Known Flow","340747.858876","672350.210162","","0.000000","","","","","","-2.799999","","","","","-2.503810","-2.799999","","","","","","","","D1 PROFILE","","","",""
"64302300000268","Nodes","268","21.000000","43.579039","DDS demands","Known Flow","340712.733867","672402.960176","","0.000000","","","","","","-17.190000","","","","","-15.371606","-17.190000","","","","","","","","D1 PROFILE","","","",""
"64302300000270","Nodes","270","21.000000","42.886321","DDS demands","Known Flow","340648.358849","672373.460168","","0.000000","","","","","","-8.209999","","","","","-7.341529","-8.209999","","","","","","","","D1 PROFILE","","","",""
"64302300000271","Nodes","271","21.000000","42.606561","DDS demands","Known Flow","340622.733842","672457.710191","","0.000000","","","","","","-6.769999","","","","","-6.053854","-6.769999","","","","","","","","D1 PROFILE","","","",""
"64302300000266","Nodes","266","21.000000","44.406740","DDS demands","Known Flow","340759.858880","672440.710187","","0.000000","","","","","","-10.310000","","","","","-9.219387","-10.310000","","","","","","","","D1 PROFILE","","","",""
"64302300000264","Nodes","264","21.000000","44.651195","DDS demands","Known Flow","340768.858882","672440.710187","","0.000000","","","","","","-5.500000","","","","","-4.918198","-5.500000","","","","","","","","D1 PROFILE","","","",""
"64302300000265","Nodes","265","21.000000","44.403847","DDS demands","Known Flow","340811.858894","672487.210199","","0.000000","","","","","","-6.520000","","","","","-5.830300","-6.520000","","","","","","","","D1 PROFILE","","","",""
"64302300000085","Nodes","85","21.000000","31.726182","DDS demands","Known Flow","340892.366916","672417.918181","","0.000000","","","","","","-17.059999","","","","","-15.255356","-17.059999","","","","","","","","D1 PROFILE","","","",""
"64302300000086","Nodes","86","21.000000","30.878075","DDS demands","Known Flow","340915.608922","672355.960164","","0.000000","","","","","","-4.619999","","","","","-4.131286","-4.619999","","","","","","","","D1 PROFILE","","","",""
"64302300000230","Nodes","230","21.000000","30.439449","DDS demands","Known Flow","340873.733911","672304.460150","","0.000000","","","","","","-11.249999","","","","","-10.059950","-11.249999","","","","","","","","D1 PROFILE","","","",""
"64302300000651","Nodes","-1462651","21.000000","43.042979","Default Known Flow Node","Known Flow","340676.608857","672459.710192","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000510","Nodes","510","21.000000","49.920128","DDS demands","Known Flow","340935.858927","672065.210085","","0.000000","","","","","","-4.999999","","","","","-4.471089","-4.999999","","","","","","","","D1 PROFILE","","","",""
"64302300000731","Nodes","-4904545","21.000000","49.999739","Default Known Flow Node","Known Flow","340983.360352","672037.332477","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000506","Nodes","506","21.000000","49.999739","Default Known Flow Node","Known Flow","340990.733942","672023.460073","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000253","Nodes","253","21.000000","27.767103","DDS demands","Known Flow","341104.608973","672491.585201","","0.000000","","","","","","-12.510000","","","","","-11.186666","-12.510000","","","","","","","","D1 PROFILE","","","",""
"64302300000703","Nodes","","21.000000","27.631063","DDS demands","Known Flow","341145.608985","672480.960198","","0.000000","","","","","","-7.459999","","","","","-6.670865","-7.459999","","","","","","","","D1 PROFILE","","","",""
"64302300000252","Nodes","252","21.000000","28.629031","DDS demands","Known Flow","341069.983964","672488.460200","","0.000000","","","","","","-9.850000","","","","","-8.808046","-9.850000","","","","","","","","D1 PROFILE","","","",""
"64302300000201","Nodes","201","21.000000","27.647162","DDS demands","Known Flow","341262.234016","672466.460194","","0.000000","","","","","","-7.340000","","","","","-6.563559","-7.340000","","","","","","","","D1 PROFILE","","","",""
"64302300000372","Nodes","372","21.000000","29.141988","DDS demands","Known Flow","341136.983982","672399.210175","","0.000000","","","","","","-15.970000","","","","","-14.280660","-15.970000","","","","","","","","D1 PROFILE","","","",""
"64302300000373","Nodes","373","21.000000","28.977831","DDS demands","Known Flow","341102.608973","672349.335162","","0.000000","","","","","","-6.749999","","","","","-6.035970","-6.749999","","","","","","","","D1 PROFILE","","","",""
"64302300000429","Nodes","429","21.000000","25.969502","DDS demands","Known Flow","341213.609003","672180.335116","","0.000000","","","","","","-5.290000","","","","","-4.730413","-5.290000","","","","","","","","D1 PROFILE","","","",""
"64302300000717","Nodes","-434","21.000000","25.968939","Default Known Flow Node","Known Flow","341209.234002","672183.585117","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000443","Nodes","443","21.000000","25.472278","DDS demands","Known Flow","341316.234031","672116.085098","","0.000000","","","","","","-1.490000","","","","","-1.332384","-1.490000","","","","","","","","D1 PROFILE","","","",""
"64302300000442","Nodes","442","21.000000","25.474542","DDS demands","Known Flow","341327.484034","672106.960096","","0.000000","","","","","","-4.330000","","","","","-3.871963","-4.330000","","","","","","","","D1 PROFILE","","","",""
"64302300000713","Nodes","-373","21.000000","49.894254","Default Known Flow Node","Known Flow","341041.895874","672096.539020","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000494","Nodes","494","21.000000","49.888776","DDS demands","Known Flow","341047.983958","672089.710091","","0.000000","","","","","","-2.949999","","","","","-2.637942","-2.949999","","","","","","","","D1 PROFILE","","","",""
"64302300000741","Nodes","-515","21.000000","26.454190","Default Known Flow Node","Known Flow","341140.233983","672342.335160","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000738","Nodes","-497","21.000000","26.404069","Default Known Flow Node","Known Flow","341128.733980","672318.585154","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000751","Nodes","-563","21.000000","29.224836","Default Known Flow Node","Known Flow","341154.108987","672426.335183","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000639","Nodes","-1462611","21.000000","29.268874","Default Known Flow Node","Known Flow","341119.233977","672416.460180","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000694","Nodes","-1462787","21.000000","23.189486","Default Known Flow Node","Known Flow","341251.734013","672155.960109","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000716","Nodes","-430","21.000000","23.189486","Default Known Flow Node","Known Flow","341270.234018","672180.835116","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000202","Nodes","202","21.000000","27.000404","DDS demands","Known Flow","341218.734004","672405.335177","","0.000000","","","","","","-3.459999","","","","","-3.093993","-3.459999","","","","","","","","D1 PROFILE","","","",""
"64302300000090","Nodes","90","21.000000","26.875290","DDS demands","Known Flow","341208.734002","672393.460174","","0.000000","","","","","","-4.999999","","","","","-4.471089","-4.999999","","","","","","","","D1 PROFILE","","","",""
"64302300000092","Nodes","P10124069, NEW ROW, -12SCMH","22.999998","35.559742","CSEP DDS Matched","Known Flow","340411.107425","672795.255195","","0.000000","","","","","","","-12.000000","","","","-10.730614","-12.000000","","","","","","","","","DC PROFILE","","",""
"64302300000422","Nodes","422","21.000000","26.831985","DDS demands","Known Flow","341275.359020","672344.960161","","0.000000","","","","","","-12.449999","","","","","-11.133012","-12.449999","","","","","","","","D1 PROFILE","","","",""
"64302300000444","Nodes","444","21.000000","28.247262","DDS demands","Known Flow","341385.486095","672496.462928","","0.000000","","","","","","-20.109999","","","","","-17.982721","-20.109999","","","","","","","","D1 PROFILE","","","",""
"64302300000366","Nodes","366","21.000000","26.445718","DDS demands","Known Flow","341234.484009","672303.335149","","0.000000","","","","","","-7.840000","","","","","-7.010668","-7.840000","","","","","","","","D1 PROFILE","","","",""
"64302300000622","Nodes","-1462545","21.000000","26.445718","Default Known Flow Node","Known Flow","341236.234009","672305.835150","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000423","Nodes","423","21.000000","26.446147","DDS demands","Known Flow","341241.609011","672298.210148","","0.000000","","","","","","-2.619999","","","","","-2.342850","-2.619999","","","","","","","","D1 PROFILE","","","",""
"64302300000367","Nodes","367","21.000000","26.207293","DDS demands","Known Flow","341274.234020","672274.335141","","0.000000","","","","","","-1.879999","","","","","-1.681129","-1.879999","","","","","","","","D1 PROFILE","","","",""
"64302300000424","Nodes","424","21.000000","26.170775","DDS demands","Known Flow","341252.234014","672236.710131","","0.000000","","","","","","-3.859999","","","","","-3.451680","-3.859999","","","","","","","","D1 PROFILE","","","",""
"64302300000686","Nodes","-1462759","21.000000","26.163039","Default Known Flow Node","Known Flow","341284.734022","672286.460145","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000091","Nodes","91","21.000000","26.339896","DDS demands","Known Flow","341126.983979","672257.460137","","0.000000","","","","","","-9.970000","","","","","-8.915352","-9.970000","","","","","","","","D1 PROFILE","","","",""
"64302300000096","Nodes","96","21.000000","26.349005","DDS demands","Known Flow","341124.733979","672289.835146","","0.000000","","","","","","-5.830000","","","","","-5.213290","-5.830000","","","","","","","","D1 PROFILE","","","",""
"64302300000609","Nodes","-1462503","21.000000","26.876183","Default Known Flow Node","Known Flow","341267.359018","672353.085163","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000430","Nodes","430","21.000000","25.959859","DDS demands","Known Flow","341188.112957","672199.082215","","0.000000","","","","","","-4.330000","","","","","-3.871963","-4.330000","","","","","","","","D1 PROFILE","","","",""
"64302300000719","Nodes","-443","21.000000","25.959783","Default Known Flow Node","Known Flow","341188.983996","672200.460121","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000458","Nodes","458","21.000000","26.140040","DDS demands","Known Flow","341236.109009","672248.960135","","0.000000","","","","","","-4.770000","","","","","-4.265419","-4.770000","","","","","","","","D1 PROFILE","","","",""
"64302300000426","Nodes","426","21.000000","26.110851","DDS demands","Known Flow","341244.109011","672216.210126","","0.000000","","","","","","-5.229999","","","","","-4.676759","-5.229999","","","","","","","","D1 PROFILE","","","",""
"64302300000427","Nodes","427","21.000000","26.148417","DDS demands","Known Flow","341211.984003","672240.210132","","0.000000","","","","","","-1.539999","","","","","-1.377095","-1.539999","","","","","","","","D1 PROFILE","","","",""
"64302300000428","Nodes","428","21.000000","26.099016","DDS demands","Known Flow","341231.734008","672199.585121","","0.000000","","","","","","-1.209999","","","","","-1.082003","-1.209999","","","","","","","","D1 PROFILE","","","",""
"64302300000432","Nodes","432","21.000000","25.758373","DDS demands","Known Flow","341177.983993","672126.710101","","0.000000","","","","","","-3.349999","","","","","-2.995629","-3.349999","","","","","","","","D1 PROFILE","","","",""
"64302300000433","Nodes","433","21.000000","25.618567","DDS demands","Known Flow","341151.483986","672144.585106","","0.000000","","","","","","-10.509999","","","","","-9.398229","-10.509999","","","","","","","","D1 PROFILE","","","",""
"64302300000711","Nodes","-361","21.000000","25.592689","Default Known Flow Node","Known Flow","341213.609003","672070.460086","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000368","Nodes","368","21.000000","25.112474","Default Known Flow Node","Known Flow","341319.484032","672242.335133","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000445","Nodes","P10124901, MUIRPARK WYND, -80.31SCMH","22.999998","23.551897","CSEP DDS Matched","Known Flow","341349.520949","672237.920737","","0.000000","","","","","","","-59.851003","","","","-53.519839","-59.851003","","","","","","","","","DC PROFILE","","",""
"64302300000425","Nodes","Low Point Muirpark Road ID:6525","21.000000","23.848248","Low Point","Known Flow","341345.984039","672232.710130","","0.000000","","","","","","-1.970000","","","","","-1.761609","-1.970000","","","","","","","","D1 PROFILE","","","",""
"64302300000450","Nodes","450","21.000000","23.352649","DDS demands","Known Flow","341313.984030","672199.585121","","0.000000","","","","","","-5.929999","","","","","-5.302711","-5.929999","","","","","","","","D1 PROFILE","","","",""
"64302300000446","Nodes","446","21.000000","23.233259","DDS demands","Known Flow","341371.359046","672199.585121","","0.000000","","","","","","-2.480000","","","","","-2.217660","-2.480000","","","","","","","","D1 PROFILE","","","",""
"64302300000369","Nodes","369","21.000000","23.159691","DDS demands","Known Flow","341292.859025","672170.085113","","0.000000","","","","","","-19.520000","","","","","-17.455132","-19.520000","","","","","","","","D1 PROFILE","","","",""
"64302300000447","Nodes","447","21.000000","22.978129","DDS demands","Known Flow","341394.484052","672185.085117","","0.000000","","","","","","-11.079999","","","","","-9.907934","-11.079999","","","","","","","","D1 PROFILE","","","",""
"64302300000688","Nodes","-1462767","21.000000","22.978129","Default Known Flow Node","Known Flow","341403.734055","672191.085119","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000448","Nodes","448","21.000000","22.945583","DDS demands","Known Flow","341359.734043","672153.585109","","0.000000","","","","","","-2.850000","","","","","-2.548521","-2.850000","","","","","","","","D1 PROFILE","","","",""
"64302300000370","Nodes","370","21.000000","23.189486","DDS demands","Known Flow","341272.734019","672184.835117","","0.000000","","","","","","-7.369999","","","","","-6.590385","-7.369999","","","","","","","","D1 PROFILE","","","",""
"64302300000653","Nodes","-1462653","21.000000","23.145018","Default Known Flow Node","Known Flow","341289.859024","672207.335123","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000608","Nodes","-1462500","21.000000","23.204159","Default Known Flow Node","Known Flow","341271.734019","672139.460105","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000643","Nodes","-1462624","21.000000","25.474542","Default Known Flow Node","Known Flow","341332.859035","672112.960098","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000439","Nodes","439","21.000000","25.568744","Default Known Flow Node","Known Flow","341241.234011","672094.960093","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000441","Nodes","441","21.000000","25.541777","DDS demands","Known Flow","341258.859015","672107.585096","","0.000000","","","","","","-6.789999","","","","","-6.071739","-6.789999","","","","","","","","D1 PROFILE","","","",""
"64302300000440","Nodes","440","21.000000","25.554729","DDS demands","Known Flow","341232.609008","672110.460097","","0.000000","","","","","","-3.349999","","","","","-2.995629","-3.349999","","","","","","","","D1 PROFILE","","","",""
"64302300000434","Nodes","434","21.000000","25.581443","DDS demands","Known Flow","341215.234003","672069.335086","","0.000000","","","","","","-3.660000","","","","","-3.272837","-3.660000","","","","","","","","D1 PROFILE","","","",""
"64302300000435","Nodes","435","21.000000","25.541808","DDS demands","Known Flow","341237.609010","672051.835081","","0.000000","","","","","","-3.359999","","","","","-3.004572","-3.359999","","","","","","","","D1 PROFILE","","","",""
"64302300000436","Nodes","436","21.000000","25.388267","DDS demands","Known Flow","341254.734014","672039.960078","","0.000000","","","","","","-5.830000","","","","","-5.213290","-5.830000","","","","","","","","D1 PROFILE","","","",""
"64302300000438","Nodes","438","21.000000","25.369277","DDS demands","Known Flow","341230.484008","672015.210071","","0.000000","","","","","","-2.789999","","","","","-2.494867","-2.789999","","","","","","","","D1 PROFILE","","","",""
"64302300000437","Nodes","437","21.000000","25.377432","DDS demands","Known Flow","341265.984017","672041.460078","","0.000000","","","","","","-3.520000","","","","","-3.147647","-3.520000","","","","","","","","D1 PROFILE","","","",""
"64302300000708","Nodes","-329","21.000000","49.970734","Default Known Flow Node","Known Flow","341034.233954","672036.585077","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000502","Nodes","502","21.000000","50.013231","Default Known Flow Node","Known Flow","341010.483948","672017.835072","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000634","Nodes","-1462601","21.000000","26.404069","Default Known Flow Node","Known Flow","341154.608987","672309.460151","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000697","Nodes","-1462791","21.000000","26.454190","Default Known Flow Node","Known Flow","341166.108990","672323.335155","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000645","Nodes","-1462629","21.000000","26.684742","Default Known Flow Node","Known Flow","341182.483995","672341.335160","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000431","Nodes","431","21.000000","25.960111","DDS demands","Known Flow","341115.483976","672174.460114","","0.000000","","","","","","-2.450000","","","","","-2.190834","-2.450000","","","","","","","","D1 PROFILE","","","",""
"64302300000629","Nodes","-1462579","21.000000","23.189486","Default Known Flow Node","Known Flow","341263.859017","672185.585117","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000337","Nodes","337","21.000000","43.471392","DDS demands","Known Flow","340022.733679","672507.710205","","0.000000","","","","","","-5.820000","","","","","-5.204348","-5.820000","","","","","","","","D1 PROFILE","","","",""
"64302300000814","Nodes","","21.000000","30.879854","DDS demands","Known Flow","340086.983696","672912.210315","","0.000000","","","","","","-18.959999","","","","","-16.954371","-18.959999","","","","","","","","D1 PROFILE","","","",""
"64302300000315","Nodes","315","21.000000","44.470229","DDS demands","Known Flow","340327.483762","672523.710209","","0.000000","","","","","","-5.619999","","","","","-5.025504","-5.619999","","","","","","","","D1 PROFILE","","","",""
"64302300000764","Nodes","-597","21.000000","44.252417","Default Known Flow Node","Known Flow","340418.233787","672506.960205","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000328","Nodes","328","21.000000","41.091677","DDS demands","Known Flow","340114.858704","672510.460206","","0.000000","","","","","","-9.949999","","","","","-8.897467","-9.949999","","","","","","","","D1 PROFILE","","","",""
"64302300000647","Nodes","","21.000000","44.455780","DDS demands","Known Flow","340337.608765","672500.460203","","0.000000","","","","","","-5.820000","","","","","-5.204348","-5.820000","","","","","","","","D1 PROFILE","","","",""
"64302300000350","Nodes","350","21.000000","41.591075","DDS demands","Known Flow","340223.233734","672749.085271","","0.000000","","","","","","-2.419999","","","","","-2.164007","-2.419999","","","","","","","","D1 PROFILE","","","",""
"64302300000346","Nodes","346","21.000000","41.399104","DDS demands","Known Flow","340250.983741","672611.460233","","0.000000","","","","","","-9.949999","","","","","-8.897467","-9.949999","","","","","","","","D1 PROFILE","","","",""
"64302300000786","Nodes","-656","21.000000","41.638907","Default Known Flow Node","Known Flow","340221.483733","672643.085242","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000215","Nodes","215","21.000000","37.372095","DDS demands","Known Flow","340495.358808","672896.210311","","0.000000","","","","","","-9.590000","","","","","-8.575549","-9.590000","","","","","","","","D1 PROFILE","","","",""
"64302300000816","Nodes","","21.000000","37.742645","Default Known Flow Node","Known Flow","340490.108806","672923.085318","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000396","Nodes","396","21.000000","38.534872","DDS demands","Known Flow","340478.108803","672985.710335","","0.000000","-4.880000","","","","","-4.219999","","","","","-8.137382","-9.099999","","","C1 PROFILE","","","","","D1 PROFILE","","","",""
"64302300000392","Nodes","392","21.000000","38.329117","DDS demands","Known Flow","340480.233803","672968.585330","","0.000000","","","","","","-4.519999","","","","","-4.041864","-4.519999","","","","","","","","D1 PROFILE","","","",""
"64302300000623","Nodes","-1462546","21.000000","42.438412","Default Known Flow Node","Known Flow","340085.108696","672595.585229","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000775","Nodes","-618","21.000000","42.481386","Default Known Flow Node","Known Flow","340072.983693","672566.460221","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000690","Nodes","-1462771","21.000000","41.998534","Default Known Flow Node","Known Flow","340140.108711","672697.460257","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000789","Nodes","-662","21.000000","42.041524","Default Known Flow Node","Known Flow","340153.608715","672664.960248","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000788","Nodes","-660","21.000000","42.055114","Default Known Flow Node","Known Flow","340149.733714","672662.835247","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000790","Nodes","-665","21.000000","42.160698","Default Known Flow Node","Known Flow","340117.108705","672669.335249","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000791","Nodes","-667","21.000000","41.677837","Default Known Flow Node","Known Flow","340254.983742","672675.835251","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
