"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-DC)"
"64305000000049","Nodes","49",21.000000,44.615610,"DDS","Known Flow",314149.039869,670865.179295,,0.000000,,,,-5.899999,,-5.275885,-5.899999,,"",,,,"D1 PROFILE",
"64305000000051","Nodes","51",21.000000,44.607736,"DDS","Known Flow",314103.810571,670865.989671,,0.000000,,,,-9.390000,,-8.396706,-9.390000,,"",,,,"D1 PROFILE",
"64305000000050","Nodes","50",21.000000,44.568601,"DDS","Known Flow",314188.953649,670869.327759,,0.000000,,,,-6.969999,,-6.232698,-6.969999,,"",,,,"D1 PROFILE",
"64305000000053","Nodes","53",21.000000,44.763235,"DDS","Known Flow",314155.992370,670790.803388,,0.000000,,,,-7.420000,,-6.635097,-7.420000,,"",,,,"D1 PROFILE",
"64305000000055","Nodes","55",21.000000,44.810874,"DDS","Known Flow",314168.189823,670753.368904,,0.000000,,,,-4.530000,,-4.050807,-4.530000,,"",,,,"D1 PROFILE",
"64305000000048","Nodes","48",21.000000,42.010990,"DDS","Known Flow",314331.437305,670761.977241,,0.000000,,,,-24.139999,,-21.586418,-24.139999,,"",,,,"D1 PROFILE",
"64305000000046","Nodes","46",21.000000,41.696285,"DDS","Known Flow",314319.839685,670887.249764,,0.000000,,,,-19.319998,,-17.276288,-19.319998,,"",,,,"D1 PROFILE",
"64305000000072","Nodes","72",21.000000,38.936166,"DDS","Known Flow",314718.150949,670868.097270,,0.000000,-30.649999,,,-1.850000,,-29.062081,-32.499999,,"","C1 PROFILE",,,"D1 PROFILE",
"64305000001014","Nodes","-3462135",21.000000,48.915160,"Default Known Flow Node","Known Flow",314231.976661,670046.584535,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000001015","Nodes","-3462136",21.000000,48.729205,"Default Known Flow Node","Known Flow",314308.352535,670076.189316,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000001017","Nodes","-3462138",21.000000,48.402816,"Default Known Flow Node","Known Flow",314488.982731,670144.674562,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000001016","Nodes","-3462137",21.000000,48.563834,"Default Known Flow Node","Known Flow",314402.349368,670109.308543,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000070","Nodes","70",21.000000,45.095595,"DDS","Known Flow",314511.664737,670193.005575,,0.000000,,,,-5.019999,,-4.488973,-5.019999,,"",,,,"D1 PROFILE",
"64305000000060","Nodes","60",21.000000,48.857268,"DDS","Known Flow",314181.114647,670025.211529,,0.000000,,,,-2.650000,,-2.369677,-2.650000,,"",,,,"D1 PROFILE",
"64305000000073","Nodes","73",21.000000,26.815444,"Default Known Flow Node","Known Flow",313523.266127,670552.510757,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000026","Nodes","26",21.000000,26.604434,"DDS","Known Flow",313500.109462,670588.778683,,0.000000,-3.440000,,,-16.330000,,-17.678687,-19.769999,,"","C1 PROFILE",,,"D1 PROFILE",
"64305000001004","Nodes","-156108",21.000000,26.117234,"Default Known Flow Node","Known Flow",313467.857225,670667.672244,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000001003","Nodes","-156106",21.000000,25.559011,"Default Known Flow Node","Known Flow",313396.667749,670696.436574,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000001012","Nodes","-220757",21.000000,26.204076,"DDS","Known Flow",313599.980489,670705.928715,,0.000000,,,,-15.100000,,-13.502690,-15.100000,,"",,,,"D1 PROFILE",
"64305000001011","Nodes","-220754",21.000000,26.001405,"Default Known Flow Node","Known Flow",313586.174485,670734.562723,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000002","Nodes","West Croft DG, GCU, Tel, Clocked, Site ID 5986",21.000000,45.000001,"Default Known Pressure Node","Known Pressure",314183.397648,670758.381729,,2514.899876,,,,,,539.696271,603.540001,,"",,,,,
"64305000000004","Nodes","East Gateside RRI",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",314640.263772,669225.913312,,499.999994,,,,,,1.216136,1.360000,,"",,,,,
"64305000000074","Nodes","74",21.000000,49.983613,"DDS","Known Flow",314674.015781,669313.638336,,0.000000,,,,-1.360000,,-1.216136,-1.360000,,"",,,,"D1 PROFILE",
"64305000000033","Nodes","33",21.000000,38.639946,"DDS","Known Flow",313984.111594,670771.910733,,0.000000,,,,-8.560000,,-7.654505,-8.560000,,"",,,,"D1 PROFILE",
"64305000000027","Nodes","27",21.000000,26.761797,"DDS","Known Flow",313419.246440,670566.865677,,0.000000,,,,-6.020000,,-5.383191,-6.020000,,"",,,,"D1 PROFILE",
"64305000000028","Nodes","28",21.000000,26.756103,"DDS","Known Flow",313390.230523,670572.536776,,0.000000,,,,-5.639999,,-5.043388,-5.639999,,"",,,,"D1 PROFILE",
"64305000000062","Nodes","62",21.000000,29.533941,"DDS","Known Flow",313665.199202,670644.963369,,0.000000,,,,-17.049999,,-15.246414,-17.049999,,"",,,,"D1 PROFILE",
"64305000001013","Nodes","-220760",21.000000,34.602979,"Default Known Flow Node","Known Flow",313861.365017,670667.965404,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000032","Nodes","32",21.000000,36.472406,"DDS","Known Flow",313832.138552,670716.720718,,0.000000,,,-3.219999,-25.459998,,-25.646169,-28.679997,,"",,,"C4 PROFILE","D1 PROFILE",
"64305000000047","Nodes","47",21.000000,41.684170,"DDS","Known Flow",314253.118904,670886.818889,,0.000000,,,,-9.270000,,-8.289400,-9.270000,,"",,,,"D1 PROFILE",
"64305000000052","Nodes","52",21.000000,44.723269,"DDS","Known Flow",314199.467940,670801.840284,,0.000000,,,,-7.600000,,-6.796056,-7.600000,,"",,,,"D1 PROFILE",
"64305000000085","Nodes",,21.000000,30.067157,"DDS","Known Flow",313771.981308,670574.067259,,0.000000,,,,-15.949999,,-14.262775,-15.949999,,"",,,,"D1 PROFILE",
"64305000000093","Nodes",,21.000000,26.758867,"Default Known Flow Node","Known Flow",313391.531432,670572.090678,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000095","Nodes",,21.000000,28.965765,"Default Known Flow Node","Known Flow",313729.688524,670704.271714,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000096","Nodes",,21.000000,30.892619,"DDS","Known Flow",313750.568073,670726.141907,,0.000000,,,,-12.119999,,-10.837920,-12.119999,,"",,,,"D1 PROFILE",
"64305000000100","Nodes",,21.000000,33.441585,"Default Known Flow Node","Known Flow",313882.352566,670630.870694,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000152","Nodes",,21.000000,37.114949,"Default Known Flow Node","Known Flow",313879.787565,670733.259722,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000103","Nodes",,21.000000,26.796268,"Default Known Flow Node","Known Flow",313534.662471,670538.923669,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000098","Nodes",,21.000000,26.624241,"Default Known Flow Node","Known Flow",313522.474468,670598.238685,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000116","Nodes",,21.000000,27.625441,"Default Known Flow Node","Known Flow",313569.881481,670613.347690,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000106","Nodes",,21.000000,29.053706,"Default Known Flow Node","Known Flow",313721.896522,670712.799717,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000107","Nodes",,21.000000,29.053706,"Default Known Flow Node","Known Flow",313714.875520,670710.020716,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000109","Nodes",,21.000000,34.709833,"Default Known Flow Node","Known Flow",313859.390560,670671.532705,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000112","Nodes",,21.000000,29.555767,"Default Known Flow Node","Known Flow",313664.714507,670646.551699,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000115","Nodes",,21.000000,28.921802,"DDS","Known Flow",313704.967518,670737.500723,,0.000000,,,,-7.510000,,-6.715576,-7.510000,,"",,,,"D1 PROFILE",
"64305000000126","Nodes",,21.000000,48.724639,"Default Known Flow Node","Known Flow",314307.221682,670077.734544,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000127","Nodes",,21.000000,48.560247,"Default Known Flow Node","Known Flow",314400.696707,670112.404553,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000133","Nodes",,21.000000,39.125503,"Default Known Flow Node","Known Flow",313992.943596,670771.925733,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000135","Nodes",,21.000000,38.513449,"DDS","Known Flow",313979.575592,670804.894742,,0.000000,,,-12.680000,,,-11.338683,-12.680000,,"",,,"C4 PROFILE",,
"64305000000137","Nodes",,21.000000,39.042723,"Default Known Flow Node","Known Flow",313974.668591,670709.863716,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000156","Nodes",,21.000000,38.956377,"Default Known Flow Node","Known Flow",314020.900604,670703.596714,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000140","Nodes",,21.000000,44.761180,"Default Known Flow Node","Known Flow",314155.564640,670792.309738,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000141","Nodes",,21.000000,44.755686,"Default Known Flow Node","Known Flow",314198.379652,670801.558741,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000142","Nodes",,21.000000,44.616071,"Default Known Flow Node","Known Flow",314147.573638,670865.284758,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000143","Nodes",,21.000000,42.032508,"Default Known Flow Node","Known Flow",314330.342688,670761.694730,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000144","Nodes",,21.000000,38.705679,"Default Known Flow Node","Known Flow",313983.174593,670780.630735,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000145","Nodes",,21.000000,38.913214,"Default Known Flow Node","Known Flow",314032.612607,670702.077714,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000146","Nodes",,21.000000,38.913214,"Default Known Flow Node","Known Flow",314030.858606,670674.170706,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000147","Nodes",,21.000000,38.999548,"Default Known Flow Node","Known Flow",313994.853597,670753.953728,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000153","Nodes",,21.000000,37.158272,"Default Known Flow Node","Known Flow",313865.957561,670752.564727,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000149","Nodes",,21.000000,44.878879,"Default Known Flow Node","Known Flow",314166.353643,670754.313728,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000157","Nodes",,21.000000,38.513449,"Default Known Flow Node","Known Flow",313913.709574,670815.191744,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000158","Nodes",,21.000000,44.607736,"Default Known Flow Node","Known Flow",314075.763619,670868.902759,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000159","Nodes",,21.000000,44.650456,"Default Known Flow Node","Known Flow",314044.159610,670870.803760,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000160","Nodes",,21.000000,44.607736,"Default Known Flow Node","Known Flow",314102.226626,670866.145758,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000161","Nodes",,21.000000,41.684170,"Default Known Flow Node","Known Flow",314251.860666,670886.810764,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000163","Nodes",,21.000000,41.855688,"Default Known Flow Node","Known Flow",314254.242667,670872.763760,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000164","Nodes",,21.000000,44.568601,"Default Known Flow Node","Known Flow",314202.110653,670857.265756,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000169","Nodes",,21.000000,48.406568,"Default Known Flow Node","Known Flow",314489.396726,670141.773624,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000139","Nodes",,21.000000,33.389044,"Default Known Flow Node","Known Flow",313895.608570,670605.352687,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000117","Nodes",,21.000000,27.537183,"Default Known Flow Node","Known Flow",313592.950487,670585.065682,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000094","Nodes",,21.000000,26.800368,"Default Known Flow Node","Known Flow",313339.334418,670589.989683,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000113","Nodes",,21.000000,29.417237,"DDS","Known Flow",313737.856763,670560.729952,,0.000000,,,,-10.869999,,-9.720147,-10.869999,,"",,,,"D1 PROFILE",
"64305000000136","Nodes",,21.000000,38.513449,"Default Known Flow Node","Known Flow",313960.412587,670810.210743,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000138","Nodes",,21.000000,38.913214,"Default Known Flow Node","Known Flow",314052.902612,670699.450713,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000148","Nodes",,21.000000,38.985329,"Default Known Flow Node","Known Flow",313964.083588,670723.204719,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000151","Nodes",,21.000000,44.723269,"Default Known Flow Node","Known Flow",314215.472657,670805.980742,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000000150","Nodes",,21.000000,38.936166,"Default Known Flow Node","Known Flow",314719.023794,670870.107759,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000010096","Nodes",,21.000000,29.053706,"Default Known Flow Node","Known Flow",313718.636521,670700.099713,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64305000010113","Nodes",,21.000000,29.533941,"Default Known Flow Node","Known Flow",313669.350508,670631.359694,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
