"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"64303000000124","Nodes","124","21.000000","42.317837","DDS demands","Known Flow","308264.564783","605675.469512","","0.000000","","","","","-3.829999","","","","","","","","-3.424854","-3.829999","","","","","","","D1 PROFILE","","","","","","",""
"64303000000255","Nodes","P00098071, Edinburgh Road, 12.55","22.999998","42.274723","CSEP DDS Matched","Known Flow","308213.626023","605707.448028","","0.000000","","","","","","-12.550000","","","","","","","-11.222435","-12.550000","","","","","","","","DC PROFILE","","","","","",""
"64303000000072","Nodes","72","21.000000","35.568253","DDS demands","Known Flow","309120.265716","605363.911650","","0.000000","","","","","-22.989998","","","","","","","","-20.558068","-22.989998","","","","","","","D1 PROFILE","","","","","","",""
"64303000000073","Nodes","P00083128, St Ninians Road, 12.1","22.999998","34.858091","CSEP DDS Matched","Known Flow","309204.594639","605379.338594","","0.000000","","","","","","-12.099999","","","","","","","-10.820037","-12.099999","","","","","","","","DC PROFILE","","","","","",""
"64303000002393","Nodes","-170","21.000000","34.682973","Default Known Flow Node","Known Flow","309212.849396","605351.174749","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64303000000065","Nodes","65","21.000000","43.293089","DDS demands","Known Flow","308746.065168","605116.883867","","0.000000","","","","","-11.130000","","","","","","","","-9.952645","-11.130000","","","","","","","D1 PROFILE","","","","","","",""
"64303000001001","Nodes","1001","21.000000","48.529704","Default Known Flow Node","Known Flow","308771.045181","605107.982077","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64303000002411","Nodes","-61","21.000000","48.852517","Default Known Flow Node","Known Flow","308772.589175","605107.431865","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64303000000244","Nodes","244","21.000000","49.554868","Default Known Flow Node","Known Flow","308771.579175","605116.722867","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64303000001000","Nodes","1000","21.000000","49.098218","Default Known Flow Node","Known Flow","308771.559046","605111.556683","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64303000002413","Nodes","-64","21.000000","48.960369","Default Known Flow Node","Known Flow","308773.232176","605111.012866","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64303000000055","Nodes","55","21.000000","35.647614","DDS demands","Known Flow","308608.398131","605322.430923","","0.000000","","","","","-7.099999","","","","","","","","-6.348946","-7.099999","","","","","","","D1 PROFILE","","","","","","",""
"64303000000130","Nodes","Logger 9697, Old Well Road","21.000000","35.691258","Val Log Cath","Known Flow","308621.177719","605352.567611","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64303000002362","Nodes","-1462497","21.000000","35.778562","Default Known Flow Node","Known Flow","308639.885139","605400.599945","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64303000002403","Nodes","-24","21.000000","33.368784","Default Known Flow Node","Known Flow","308446.691962","604971.005288","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64303000000117","Nodes","117","21.000000","33.336910","DDS demands","Known Flow","308443.849281","604971.299056","","0.000000","","","","","-8.930000","","","","","","","","-7.985366","-8.930000","","","","","","","D1 PROFILE","","","","","","",""
"64303000000038","Nodes","38","21.000000","36.330501","DDS demands","Known Flow","308475.308095","605268.714909","","0.000000","-3.690000","","","-4.849999","-11.319999","","","","","","","","-17.759168","-19.860000","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","","","","","","",""
"64303000000039","Nodes","39","21.000000","34.178222","DDS demands","Known Flow","308379.629069","605210.128893","","0.000000","-7.960000","","","","-1.700000","","","","","","","","-8.638145","-9.660000","","","C1 PROFILE","","","","D1 PROFILE","","","","","","",""
"64303000000032","Nodes","32","21.000000","39.715698","DDS demands","Known Flow","308402.334075","605467.481963","","0.000000","","","-3.739999","","-15.560000","","","","","","","","-17.258406","-19.300001","","","","","C3 PROFILE","","D1 PROFILE","","","","","","",""
"64303000000035","Nodes","35","21.000000","39.468930","DDS demands","Known Flow","308404.101075","605451.290958","","0.000000","","","","","-14.049999","","","","-4.289999","","","","-16.399956","-18.339999","","","","","","","D1 PROFILE","","","","I2 PROFILE","","",""
"64303000002397","Nodes","-186","21.000000","38.415550","Default Known Flow Node","Known Flow","308459.365090","605436.546954","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64303000000164","Nodes","164","21.000000","38.868785","DDS demands","Known Flow","308405.534076","605417.903949","","0.000000","","","-2.170000","-2.009999","-7.199999","","","","-6.000000","","","","-15.541507","-17.379999","","","","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","","","I2 PROFILE","","",""
"64303000000115","Nodes","115","21.000000","39.244102","Default Known Flow Node","Known Flow","308324.048807","605463.477618","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64303000000152","Nodes","152","21.000000","38.330814","DDS demands","Known Flow","308401.144074","605405.831946","","0.000000","-10.920000","","","","","","","","","","","","-9.764859","-10.920000","","","C1 PROFILE","","","","","","","","","","",""
"64303000000046","Nodes","46","21.000000","37.750987","DDS demands","Known Flow","308483.872097","605314.068921","","0.000000","-9.029999","","-5.879999","","-5.509999","","","","-9.880000","","","","-27.094802","-30.300000","","","C1 PROFILE","","C3 PROFILE","","D1 PROFILE","","","","I2 PROFILE","","",""
"64303000000216","Nodes","216","21.000000","37.071050","DDS demands","Known Flow","308430.552082","605348.561930","","0.000000","-3.069999","","","","-1.710000","","","","","","","","-4.274361","-4.779999","","","C1 PROFILE","","","","D1 PROFILE","","","","","","",""
"64303000000163","Nodes","163","21.000000","36.741132","DDS demands","Known Flow","308445.427086","605322.167923","","0.000000","-19.610001","","-10.260000","-0.820000","-3.629999","","","","","","","","-30.689560","-34.320001","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","","","","","",""
"64303000000217","Nodes","217","21.000000","36.855136","DDS demands","Known Flow","308384.292070","605321.264923","","0.000000","","","","-6.049999","-10.270000","","","","","","","","-14.593635","-16.320000","","","","","","C4 PROFILE","D1 PROFILE","","","","","","",""
"64303000000218","Nodes","218","21.000000","36.764968","DDS demands","Known Flow","308340.749058","605250.130904","","0.000000","","","","","-0.720000","","","","","","","","-0.643836","-0.720000","","","","","","","D1 PROFILE","","","","","","",""
"64303000002352","Nodes","-1462473","21.000000","36.721451","Default Known Flow Node","Known Flow","308353.802062","605223.928897","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64303000002360","Nodes","-1462495","21.000000","36.764968","Default Known Flow Node","Known Flow","308333.890056","605265.067908","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64303000000040","Nodes","40","21.000000","33.803186","DDS demands","Known Flow","308332.583154","605185.294695","","0.000000","","","","","-5.090000","","","","","","","","-4.551569","-5.090000","","","","","","","D1 PROFILE","","","","","","",""
"64303000002334","Nodes","2334","21.000000","33.787364","Default Known Flow Node","Known Flow","308327.144054","605182.426885","","0.000000","","","","","","","","-11.000000","","","","","0.000000","0.000000","","","","","","","","","","DM PROFILE","","","",""
"64303000000235","Nodes","235","21.000000","36.757147","Default Known Flow Node","Known Flow","308486.013097","605230.412898","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64303000002349","Nodes","-146","21.000000","36.741132","Default Known Flow Node","Known Flow","308448.669087","605316.164922","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64303000000236","Nodes","236","21.000000","36.653433","DDS demands","Known Flow","308412.513077","605201.169890","","0.000000","","","","","-1.710000","","","","","","","","-1.529112","-1.710000","","","","","","","D1 PROFILE","","","","","","",""
"64303000000043","Nodes","43","21.000000","37.088820","DDS demands","Known Flow","308488.216098","605198.020889","","0.000000","","","","","-11.560000","","","","","","","","-10.337159","-11.560000","","","","","","","D1 PROFILE","","","","","","",""
