"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"C1","Flow Categories",-184.519998,0.000000,1.000000,"Volumetric",-1.000000
"D1","Flow Categories",-1115.520006,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-227.179994,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-52.219999,0.000000,1.000000,"Volumetric",-1.000000
"C3","Flow Categories",-8.479999,0.000000,1.000000,"Volumetric",-1.000000
"I2","Flow Categories",-22.279999,0.000000,1.000000,"Volumetric",-1.000000
"DC","Flow Categories",-142.890002,0.000000,1.000000,"Volumetric",-1.000000
"PL-AF","Flow Categories",-52.429999,0.000000,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
"DM","Flow Categories",,,1.000000,"Volumetric",0.000000
"PL-PL","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",0.000000
"PL-DC","Flow Categories",-26.310000,0.000000,1.000000,"Volumetric",-1.000000
