"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"64400200000729","Nodes","729","21.000000","39.228843","DDS demands","Known Flow","271808.125000","677919.375000","0.000000","","","","","","-3.920000","","","","","","","","-3.505334","-3.920000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000727","Nodes","727","21.000000","39.375917","Default Known Flow Node","Known Flow","271775.500000","677896.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000726","Nodes","726","21.000000","39.373258","DDS demands","Known Flow","271776.500000","677897.250000","0.000000","","","","","","-1.409999","","","","","","","","-1.260847","-1.409999","","","","","","","D1 PROFILE","","","","","","",""
"64400200000569","Nodes","569","21.000000","35.858342","DDS demands","Known Flow","271625.750000","677629.875000","0.000000","","","","","","-14.399999","","","","","","","","-12.876737","-14.399999","","","","","","","D1 PROFILE","","","","","","",""
"644002-518","Nodes","-518","21.000000","36.334516","Default Known Flow Node","Known Flow","271679.250000","677598.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000162","Nodes","162","21.000000","37.899294","Default Known Flow Node","Known Flow","271819.750000","677719.500000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000738","Nodes","738","21.000000","37.992003","Default Known Flow Node","Known Flow","271824.250000","677739.875000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000881","Nodes","881, CSEP Shuttle St 345367,14.80 scmh","22.999998","37.334056","CSEP DDS Matched","Known Flow","271868.843750","677676.937500","0.000000","","","","","","","-14.800000","","","","","","","-13.234425","-14.800000","","","","","","","","DC PROFILE","","","","","",""
"64400200000578","Nodes","578","21.000000","37.843548","DDS demands","Known Flow","271845.875000","677788.750000","0.000000","","","","","","-4.590000","","","","","","","","-4.104460","-4.590000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000338","Nodes","338","21.000000","34.639736","DDS demands","Known Flow","271928.250000","677704.875000","0.000000","-3.380000","","","","","-1.420000","","","","","","","","-4.292245","-4.799999","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"644002-610","Nodes","-610","21.000000","34.648201","Default Known Flow Node","Known Flow","271934.875000","677710.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000737","Nodes","737","21.000000","38.166673","Default Known Flow Node","Known Flow","271825.375000","677759.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-1462915","Nodes","-1462915","21.000000","38.166673","Default Known Flow Node","Known Flow","271824.625000","677761.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000669","Nodes","669","21.000000","38.516921","Default Known Flow Node","Known Flow","271842.625000","677804.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-690","Nodes","-690","21.000000","38.503129","Default Known Flow Node","Known Flow","271846.750000","677806.375000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-1462564","Nodes","-1462564","21.000000","39.992595","Default Known Flow Node","Known Flow","271537.750000","677696.375000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-607","Nodes","-607","21.000000","39.992595","Default Known Flow Node","Known Flow","271543.375000","677706.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000561","Nodes","561","21.000000","39.992595","DDS demands","Known Flow","271545.000000","677708.500000","0.000000","","","","","","-8.079999","","","","","","","","-7.225280","-8.079999","","","","","","","D1 PROFILE","","","","","","",""
"644002-632","Nodes","-632","21.000000","39.966939","Default Known Flow Node","Known Flow","271558.250000","677730.375000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-645","Nodes","-645","21.000000","39.983517","Default Known Flow Node","Known Flow","271571.250000","677751.375000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-547","Nodes","-547, st patricks primary 159023","21.000000","33.064534","CSEP Unmatched","Known Flow","271560.125000","677618.750000","0.000000","","","","","","","","","","","-62.300000","","","-55.709777","-62.300000","","","","","","","","","","","","PL-AF PROFILE","",""
"644002-545","Nodes","-545","21.000000","33.131695","Default Known Flow Node","Known Flow","271563.000000","677618.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000556","Nodes","556","21.000000","33.289865","DDS demands","Known Flow","271574.750000","677638.250000","0.000000","","","","","","-15.380000","","","","","","","","-13.753071","-15.380000","","","","","","","D1 PROFILE","","","","","","",""
"644002-651","Nodes","-651","21.000000","40.252375","Default Known Flow Node","Known Flow","271576.125000","677763.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000554","Nodes","554","21.000000","40.252375","DDS demands","Known Flow","271578.125000","677766.500000","0.000000","","","","","","-27.820000","","","","","","","","-24.877141","-27.820000","","","","","","","D1 PROFILE","","","","","","",""
"644002-575","Nodes","-575","21.000000","33.755114","Default Known Flow Node","Known Flow","271581.750000","677649.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-578","Nodes","-578","21.000000","34.003843","Default Known Flow Node","Known Flow","271589.250000","677652.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-515","Nodes","-515","21.000000","33.396509","Default Known Flow Node","Known Flow","271595.875000","677596.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-523","Nodes","-523","21.000000","33.396509","Default Known Flow Node","Known Flow","271619.250000","677605.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-516","Nodes","-516","21.000000","33.457485","Default Known Flow Node","Known Flow","271600.000000","677597.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000555","Nodes","555","21.000000","33.457485","DDS demands","Known Flow","271602.500000","677595.625000","0.000000","","","","","","-11.260000","","","","","","","","-10.068893","-11.260000","","","","","","","D1 PROFILE","","","","","","",""
"644002-672","Nodes","-672","21.000000","39.618622","Default Known Flow Node","Known Flow","271666.000000","677792.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000720","Nodes","720","21.000000","39.618622","DDS demands","Known Flow","271670.000000","677789.375000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-526","Nodes","-526","21.000000","36.428889","Default Known Flow Node","Known Flow","271684.375000","677606.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-537","Nodes","-537","21.000000","36.515478","Default Known Flow Node","Known Flow","271689.000000","677613.875000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-566","Nodes","-566","21.000000","37.050174","Default Known Flow Node","Known Flow","271703.375000","677638.375000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-487","Nodes","-487","21.000000","33.622699","Default Known Flow Node","Known Flow","271689.750000","677538.875000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-473","Nodes","-473","21.000000","33.751985","Default Known Flow Node","Known Flow","271734.500000","677509.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-576","Nodes","-576","21.000000","37.177201","Default Known Flow Node","Known Flow","271710.250000","677649.500000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-1462993","Nodes","-1462993","21.000000","35.367372","Default Known Flow Node","Known Flow","271725.250000","677602.500000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000565","Nodes","565","21.000000","35.367372","DDS demands","Known Flow","271748.375000","677579.250000","0.000000","","","","","","-13.449999","","","","","","","","-12.027230","-13.449999","","","","","","","D1 PROFILE","","","","","","",""
"644002-789","Nodes","-789","21.000000","40.369728","Default Known Flow Node","Known Flow","271731.250000","677973.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000716","Nodes","716","21.000000","40.373497","Default Known Flow Node","Known Flow","271731.125000","677974.500000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-585","Nodes","-585","21.000000","37.423666","Default Known Flow Node","Known Flow","271733.625000","677665.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000549","Nodes","549","21.000000","37.421032","DDS demands","Known Flow","271730.750000","677654.125000","0.000000","","","","","","-1.710000","","","","","","","","-1.529112","-1.710000","","","","","","","D1 PROFILE","","","","","","",""
"644002-481","Nodes","-481","21.000000","33.795238","Default Known Flow Node","Known Flow","271744.500000","677526.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-484","Nodes","-484","21.000000","33.795238","Default Known Flow Node","Known Flow","271745.000000","677527.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-1462632","Nodes","-1462632","21.000000","39.333042","Default Known Flow Node","Known Flow","271773.250000","677895.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-647","Nodes","-647","21.000000","38.234419","Default Known Flow Node","Known Flow","271819.625000","677756.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000736","Nodes","736","21.000000","38.328093","Default Known Flow Node","Known Flow","271823.875000","677762.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-538","Nodes","-538","21.000000","37.617742","Default Known Flow Node","Known Flow","271836.375000","677614.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000110","Nodes","110","21.000000","37.580242","DDS demands","Known Flow","271836.875000","677575.500000","0.000000","","","","","","-2.769999","","","","","","","","-2.476983","-2.769999","","","","","","","D1 PROFILE","","","","","","",""
"644002-712","Nodes","-712","21.000000","38.279781","Default Known Flow Node","Known Flow","271888.125000","677825.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000524","Nodes","524","21.000000","38.258551","DDS demands","Known Flow","271896.250000","677826.000000","0.000000","","","","-13.689999","","-12.119999","","","","","","","","-23.079762","-25.809997","","","","","C4 PROFILE","","D1 PROFILE","","","","","","",""
"64400200000799","Nodes","799","21.000000","37.218552","Default Known Flow Node","Known Flow","271834.125000","677942.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000800","Nodes","800","21.000000","37.218552","Default Known Flow Node","Known Flow","271826.875000","677935.875000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000801","Nodes","801","21.000000","37.261592","Default Known Flow Node","Known Flow","271854.875000","677905.500000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000803","Nodes","803","21.000000","37.338778","Default Known Flow Node","Known Flow","271865.000000","677975.500000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000802","Nodes","802","21.000000","37.338778","Default Known Flow Node","Known Flow","271866.875000","677984.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000804","Nodes","804","21.000000","37.424817","Default Known Flow Node","Known Flow","271870.125000","677967.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000711","Nodes","711","21.000000","40.679575","Default Known Flow Node","Known Flow","271732.500000","677983.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-793","Nodes","-793","21.000000","40.693121","Default Known Flow Node","Known Flow","271730.875000","677984.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000712","Nodes","712","21.000000","40.642868","Default Known Flow Node","Known Flow","271732.625000","677980.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000713","Nodes","713","21.000000","40.402469","Default Known Flow Node","Known Flow","271732.750000","677976.500000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000714","Nodes","714","21.000000","40.381087","Default Known Flow Node","Known Flow","271732.625000","677975.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000710","Nodes","710","21.000000","40.647430","Default Known Flow Node","Known Flow","271731.125000","677980.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000709","Nodes","709","21.000000","40.686899","Default Known Flow Node","Known Flow","271731.000000","677983.375000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000715","Nodes","715","21.000000","40.399864","Default Known Flow Node","Known Flow","271731.250000","677976.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000354","Nodes","354","21.000000","40.346932","DDS demands","Known Flow","271731.625000","677972.500000","0.000000","-2.240000","","","","","-0.230000","","","","","","","","-2.208718","-2.470000","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"64400200000721","Nodes","721","21.000000","40.183802","DDS demands","Known Flow","271737.000000","677960.750000","0.000000","-2.480000","","","","","-17.299999","","","","","","","","-17.687630","-19.780000","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"644002-785","Nodes","-785","21.000000","40.313501","Default Known Flow Node","Known Flow","271732.500000","677970.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000733","Nodes","733","21.000000","39.324654","DDS demands","Known Flow","271774.500000","677884.000000","0.000000","","","","","","-1.500000","","","","","","","","-1.341326","-1.500000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000725","Nodes","725","21.000000","39.407988","DDS demands","Known Flow","271771.750000","677891.625000","0.000000","","","","","","-2.539999","","","","","","","","-2.271313","-2.539999","","","","","","","D1 PROFILE","","","","","","",""
"64400200000734","Nodes","734, P10124302, 36-48 Main Street, -13.57 SCMHS","22.999998","39.268574","CSEP DDS Matched","Known Flow","271777.092383","677876.428593","0.000000","","","","","","","-13.569999","","","","","","","-12.134536","-13.569999","","","","","","","","DC PROFILE","","","","","",""
"644002-737","Nodes","-737","21.000000","39.539097","Default Known Flow Node","Known Flow","271776.375000","677863.875000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000730","Nodes","730, P10124853, 56 Main Street, -10.06 SCMHS","22.999998","39.200039","CSEP Unmatched","Known Flow","271794.625000","677916.625000","0.000000","","","","","","","","","","","","-10.060000","","-8.995832","-10.060000","","","","","","","","","","","","","PL-DC PROFILE",""
"64400200000731","Nodes","731","21.000000","38.954905","Default Known Flow Node","Known Flow","271788.250000","677929.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000732","Nodes","732","21.000000","38.844682","DDS demands","Known Flow","271782.625000","677937.000000","0.000000","-14.319999","","","","","","","","","","","","","-12.805199","-14.319999","","C1 PROFILE","","","","","","","","","","","",""
"64400200000722","Nodes","722","21.000000","39.496090","Default Known Flow Node","Known Flow","271768.375000","677898.875000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000723","Nodes","723","21.000000","39.496090","Default Known Flow Node","Known Flow","271763.500000","677896.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000724","Nodes","724","21.000000","39.425051","DDS demands","Known Flow","271771.125000","677893.125000","0.000000","-23.829999","","","-9.390000","","-3.170000","","","","","","","","-32.540589","-36.390000","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","",""
"64400200000897","Nodes","897","21.000000","40.115579","Default Known Flow Node","Known Flow","271640.500000","677859.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-743","Nodes","-743","21.000000","40.050203","Default Known Flow Node","Known Flow","271642.500000","677881.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000898","Nodes","898","21.000000","40.115579","Default Known Flow Node","Known Flow","271646.625000","677854.875000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000891","Nodes","891","21.000000","40.115579","Default Known Flow Node","Known Flow","271661.500000","677845.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-716","Nodes","-716","21.000000","40.115579","Default Known Flow Node","Known Flow","271652.375000","677830.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000718","Nodes","718","21.000000","39.966182","Default Known Flow Node","Known Flow","271605.375000","677810.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-681","Nodes","-681","21.000000","40.081822","Default Known Flow Node","Known Flow","271625.125000","677798.500000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-1463023","Nodes","-1463023","21.000000","39.967452","Default Known Flow Node","Known Flow","271606.125000","677811.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000719","Nodes","719","21.000000","39.880144","Default Known Flow Node","Known Flow","271640.625000","677789.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000575","Nodes","575","21.000000","39.458393","DDS demands","Known Flow","271650.250000","677783.000000","0.000000","-17.270000","","","","","-1.059999","","","","","","","","-16.391014","-18.330000","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"644002-629","Nodes","-629","21.000000","37.779598","Default Known Flow Node","Known Flow","271628.500000","677727.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000557","Nodes","557","21.000000","33.217113","DDS demands","Known Flow","271556.750000","677649.000000","0.000000","","","","","","-9.489999","","","","","","","","-8.486127","-9.489999","","","","","","","D1 PROFILE","","","","","","",""
"64400200000560","Nodes","560","21.000000","33.154497","DDS demands","Known Flow","271528.000000","677663.000000","0.000000","","","","","","-5.530000","","","","","","","","-4.945025","-5.530000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000558","Nodes","558","21.000000","33.291451","DDS demands","Known Flow","271597.375000","677716.250000","0.000000","","","","","","-6.150000","","","","","","","","-5.499440","-6.150000","","","","","","","D1 PROFILE","","","","","","",""
"644002-571","Nodes","-571","21.000000","33.250731","Default Known Flow Node","Known Flow","271565.125000","677644.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-503","Nodes","-503","21.000000","33.513415","Default Known Flow Node","Known Flow","271636.875000","677573.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000547","Nodes","547","21.000000","37.390954","DDS demands","Known Flow","271726.125000","677712.000000","0.000000","","","","","","-3.510000","","","","","","","","-3.138704","-3.510000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000548","Nodes","548","21.000000","37.343833","DDS demands","Known Flow","271738.750000","677736.250000","0.000000","","","","","","-1.450000","","","","","","","","-1.296616","-1.450000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000185","Nodes","185","21.000000","33.228346","DDS demands","Known Flow","271799.250000","677502.125000","0.000000","","","","","","-7.909999","","","","","","","","-7.073263","-7.909999","","","","","","","D1 PROFILE","","","","","","",""
"64400200000186","Nodes","186","21.000000","33.335738","DDS demands","Known Flow","271859.250000","677472.625000","0.000000","","","","","","-6.049999","","","","","","","","-5.410018","-6.049999","","","","","","","D1 PROFILE","","","","","","",""
"64400200000183","Nodes","183","21.000000","31.515159","DDS demands","Known Flow","271844.250000","677520.750000","0.000000","","","","","","-16.350000","","","","","","","","-14.620463","-16.350000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000563","Nodes","563","21.000000","35.405090","DDS demands","Known Flow","271781.250000","677547.250000","0.000000","","","","","","-4.519999","","","","","","","","-4.041864","-4.519999","","","","","","","D1 PROFILE","","","","","","",""
"64400200000564","Nodes","564","21.000000","35.138768","DDS demands","Known Flow","271767.000000","677547.500000","0.000000","","","","","","-3.650000","","","","","","","","-3.263895","-3.650000","","","","","","","D1 PROFILE","","","","","","",""
"644002-505","Nodes","-505","21.000000","35.379705","Default Known Flow Node","Known Flow","271755.500000","677576.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000171","Nodes","171","21.000000","37.425569","DDS demands","Known Flow","271726.625000","677671.250000","0.000000","","","","","","-19.739999","","","","","","","","-17.651861","-19.739999","","","","","","","D1 PROFILE","","","","","","",""
"64400200000550","Nodes","550","21.000000","37.585358","DDS demands","Known Flow","271760.000000","677696.750000","0.000000","","","","","","-3.059999","","","","","","","","-2.736306","-3.059999","","","","","","","D1 PROFILE","","","","","","",""
"64400200000551","Nodes","551","21.000000","37.455043","DDS demands","Known Flow","271787.875000","677673.875000","0.000000","","","","","","-5.469999","","","","","","","","-4.891371","-5.469999","","","","","","","D1 PROFILE","","","","","","",""
"64400200000167","Nodes","167","21.000000","37.754727","DDS demands","Known Flow","271825.125000","677664.375000","0.000000","","","","","","-6.740000","","","","","","","","-6.027028","-6.740000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000108","Nodes","108","21.000000","37.600210","DDS demands","Known Flow","271815.375000","677638.750000","0.000000","","","","","","-13.999999","","","","","","","","-12.519050","-13.999999","","","","","","","D1 PROFILE","","","","","","",""
"64400200000109","Nodes","109","21.000000","37.623249","DDS demands","Known Flow","271827.375000","677619.375000","0.000000","","","","","","-5.099999","","","","","","","","-4.560511","-5.099999","","","","","","","D1 PROFILE","","","","","","",""
"644002-527","Nodes","-527","21.000000","37.537083","Default Known Flow Node","Known Flow","271813.375000","677606.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000168","Nodes","168","21.000000","37.468099","DDS demands","Known Flow","271804.000000","677617.500000","0.000000","","","","","","-1.290000","","","","","","","","-1.153541","-1.290000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000566","Nodes","566","21.000000","37.497577","Default Known Flow Node","Known Flow","271808.000000","677624.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000562","Nodes","562","21.000000","37.529089","Default Known Flow Node","Known Flow","271796.000000","677628.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-561","Nodes","-561","21.000000","37.481176","Default Known Flow Node","Known Flow","271772.875000","677635.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000552","Nodes","552","21.000000","37.474272","DDS demands","Known Flow","271751.250000","677631.750000","0.000000","","","","","","-7.730000","","","","","","","","-6.912304","-7.730000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000553","Nodes","553","21.000000","37.292858","DDS demands","Known Flow","271763.250000","677604.375000","0.000000","","","","","","-2.030000","","","","","","","","-1.815262","-2.030000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000577","Nodes","577","21.000000","37.960560","DDS demands","Known Flow","271848.625000","677741.375000","0.000000","","","","","","-7.250000","","","","","","","","-6.483080","-7.250000","","","","","","","D1 PROFILE","","","","","","",""
"644002-662","Nodes","-662","21.000000","37.896261","Default Known Flow Node","Known Flow","271889.875000","677783.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000673","Nodes","673","21.000000","38.601262","DDS demands","Known Flow","271817.750000","677789.000000","0.000000","-7.040000","-1.249999","","","","-21.080000","","","","","","","","-26.263180","-29.369999","","C1 PROFILE","C2 PROFILE","","","","D1 PROFILE","","","","","","",""
"64400200000735","Nodes","735","21.000000","38.424940","DDS demands","Known Flow","271819.750000","677774.125000","0.000000","","","","","","-1.019999","","","","","","","","-0.912102","-1.019999","","","","","","","D1 PROFILE","","","","","","",""
"644002-717","Nodes","-717","21.000000","38.210140","Default Known Flow Node","Known Flow","271922.500000","677836.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000525","Nodes","525","21.000000","38.139969","DDS demands","Known Flow","271871.375000","677850.375000","0.000000","","","","","","-5.709999","","","","","","","","-5.105984","-5.709999","","","","","","","D1 PROFILE","","","","","","",""
"644002-702","Nodes","-702","21.000000","38.516921","Default Known Flow Node","Known Flow","271838.125000","677811.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000672","Nodes","672, ""342069"", ""High Craigends"", 19.60 scmh","24.000000","38.168136","CSEP DDS Matched","Known Flow","271992.500000","677829.250000","0.000000","","","","-3.349999","-4.999999","","-13.999999","","","","","","","-19.985769","-22.349999","","","","","C4 PROFILE","CC PROFILE","","DC PROFILE","","","","","",""
"644002-1462750","Nodes","-1462750","21.000000","38.168136","Default Known Flow Node","Known Flow","271988.500000","677829.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000181","Nodes","181","21.000000","31.346951","DDS demands","Known Flow","271898.000000","677545.375000","0.000000","","","","","","-9.180000","","","","","","","","-8.208920","-9.180000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000179","Nodes","179","21.000000","31.390611","DDS demands","Known Flow","271926.750000","677558.125000","0.000000","","","","","","-9.500000","","","","","","","","-8.495070","-9.500000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000182","Nodes","182","21.000000","31.177531","DDS demands","Known Flow","271951.625000","677502.750000","0.000000","","","","","","-2.580000","","","","","","","","-2.307082","-2.580000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000180","Nodes","180","21.000000","31.377062","DDS demands","Known Flow","271980.875000","677509.500000","0.000000","","","","","","-3.339999","","","","","","","","-2.986687","-3.339999","","","","","","","D1 PROFILE","","","","","","",""
