"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"644002-201","Nodes","-201","21.000000","40.942984","Default Known Flow Node","Known Flow","271069.250000","678236.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000538","Nodes","538","21.000000","40.944500","DDS demands","Known Flow","271069.250000","678234.125000","0.000000","","","","","","-7.129999","","","","","","","","-6.375773","-7.129999","","","","","","","D1 PROFILE","","","","","","",""
"64400200000584","Nodes","584","21.000000","40.963166","DDS demands","Known Flow","271068.500000","678228.625000","0.000000","","","","","","-13.499999","","","","","","","","-12.071941","-13.499999","","","","","","","D1 PROFILE","","","","","","",""
"64400200000585","Nodes","585","21.000000","40.588470","DDS demands","Known Flow","271021.750000","678202.750000","0.000000","","","","","","-5.130000","","","","","","","","-4.587338","-5.130000","","","","","","","D1 PROFILE","","","","","","",""
"644002-174","Nodes","-174","21.000000","41.173150","Default Known Flow Node","Known Flow","271072.000000","678184.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000829","Nodes","829","21.000000","41.111547","Default Known Flow Node","Known Flow","271076.000000","678171.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000582","Nodes","582","21.000000","41.145908","DDS demands","Known Flow","271081.625000","678152.625000","0.000000","","","","","","-13.309999","","","","","","","","-11.902040","-13.309999","","","","","","","D1 PROFILE","","","","","","",""
"64400200000830","Nodes","830","21.000000","41.025579","Default Known Flow Node","Known Flow","271074.000000","678153.875000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-146","Nodes","-146","21.000000","41.243005","Default Known Flow Node","Known Flow","271083.500000","678129.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-166","Nodes","-166","21.000000","41.020240","Default Known Flow Node","Known Flow","271135.875000","678170.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000827","Nodes","827","21.000000","41.243005","Default Known Flow Node","Known Flow","271080.750000","678129.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000828","Nodes","828","21.000000","41.243005","Default Known Flow Node","Known Flow","271076.750000","678144.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000048","Nodes","48","21.000000","40.136353","CSEP Unmatched","Known Flow","271182.875000","678121.000000","0.000000","","-106.069999","","","","-7.010000","","","","","-96.999998","","","-187.857296","-210.080001","","","C2 PROFILE","","","","D1 PROFILE","","","","","PL-AF PROFILE","",""
"64400200000852","Nodes","852","21.000000","40.825511","Default Known Flow Node","Known Flow","271218.000000","678247.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000265","Nodes","265","21.000000","38.176125","DDS demands","Known Flow","271238.750000","678108.500000","0.000000","","","","","","-15.279999","","","","","","","","-13.663649","-15.279999","","","","","","","D1 PROFILE","","","","","","",""
"644002-849","Nodes","-849","21.000000","38.176125","Default Known Flow Node","Known Flow","271261.125000","678099.375000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-866","Nodes","-866","21.000000","37.832694","Default Known Flow Node","Known Flow","271265.625000","678121.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000374","Nodes","374","21.000000","43.143886","DDS demands","Known Flow","271341.375000","678051.000000","0.000000","","","","","","-18.889999","","","","","","","","-16.891776","-18.889999","","","","","","","D1 PROFILE","","","","","","",""
"64400200000754","Nodes","754","21.000000","43.143886","Default Known Flow Node","Known Flow","271337.750000","678065.875000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-838","Nodes","-838","21.000000","43.741121","Default Known Flow Node","Known Flow","271335.250000","678075.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-1462633","Nodes","-1462633","21.000000","39.413220","Default Known Flow Node","Known Flow","271485.750000","678186.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-1462533","Nodes","-1462533","21.000000","36.781521","Default Known Flow Node","Known Flow","271004.000000","678337.500000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-217","Nodes","-217","21.000000","36.422293","Default Known Flow Node","Known Flow","271121.625000","678311.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-172","Nodes","-172","21.000000","41.182216","Default Known Flow Node","Known Flow","271073.500000","678179.375000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000046","Nodes","46","21.000000","41.149462","DDS demands","Known Flow","271086.125000","678108.250000","0.000000","","","","","","-31.929999","","","","","","","","-28.552378","-31.929999","","","","","","","D1 PROFILE","","","","","","",""
"644002-1462576","Nodes","-1462576","21.000000","41.311249","Default Known Flow Node","Known Flow","271090.750000","678195.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-4904554","Nodes","-4904554","21.000000","41.095335","Default Known Flow Node","Known Flow","271097.125000","678054.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000790","Nodes","790","21.000000","36.405312","DDS demands","Known Flow","271124.250000","678310.750000","0.000000","","-11.260000","","","","","","","","","","","","-10.068893","-11.260000","","","C2 PROFILE","","","","","","","","","","",""
"64400200000583","Nodes","583","21.000000","41.095721","DDS demands","Known Flow","271144.625000","678188.625000","0.000000","","","","","","-9.140000","","","","","","","","-8.173152","-9.140000","","","","","","","D1 PROFILE","","","","","","",""
"644002-90","Nodes","-90","21.000000","43.562884","Default Known Flow Node","Known Flow","271063.875000","677974.375000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-1463010","Nodes","-1463010","21.000000","43.357055","Default Known Flow Node","Known Flow","271320.625000","678072.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-1462806","Nodes","-1462806","21.000000","43.741121","Default Known Flow Node","Known Flow","271345.250000","678077.875000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-876","Nodes","-876","21.000000","39.194055","Default Known Flow Node","Known Flow","271420.125000","678130.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-1462957","Nodes","-1462957","21.000000","39.064845","Default Known Flow Node","Known Flow","271434.875000","678136.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-1462845","Nodes","-1462845","21.000000","36.996457","Default Known Flow Node","Known Flow","271455.125000","678482.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000969","Nodes","969","21.000000","40.899932","Default Known Flow Node","Known Flow","271120.375000","678218.500000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-1462785","Nodes","-1462785","21.000000","41.029109","Default Known Flow Node","Known Flow","271130.625000","678214.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000064","Nodes","64","21.000000","35.679570","DDS demands","Known Flow","271963.875000","678004.500000","0.000000","-12.640000","","","","","-7.030000","","","","","","","","-17.589266","-19.670001","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"64400200000520","Nodes","520","21.000000","37.293971","DDS demands","Known Flow","271833.375000","678008.750000","0.000000","","","","","","-19.390000","","","","","","","","-17.338884","-19.390000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000387","Nodes","387","21.000000","35.552292","Default Known Flow Node","Known Flow","271999.875000","678034.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000894","Nodes","894","21.000000","36.217060","DDS demands","Known Flow","271675.750000","678453.750000","0.000000","","","","","","-1.360000","","","","","","","","-1.216136","-1.360000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000056","Nodes","56","21.000000","35.739209","DDS demands","Known Flow","271778.875000","678467.500000","0.000000","","","","","","-15.940000","","","","","","","","-14.253832","-15.940000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000506","Nodes","506","21.000000","36.386815","DDS demands","Known Flow","271670.250000","678443.500000","0.000000","","","","","","-12.939999","","","","","","","","-11.571179","-12.939999","","","","","","","D1 PROFILE","","","","","","",""
"64400200000652","Nodes","652","21.000000","36.605606","DDS demands","Known Flow","271650.250000","678434.250000","0.000000","","-46.089998","","","","","","","","","","","","-41.214501","-46.089998","","","C2 PROFILE","","","","","","","","","","",""
"64400200000263","Nodes","263","21.000000","37.570198","DDS demands","Known Flow","271596.375000","678327.375000","0.000000","","","","","","-17.530000","","","","","","","","-15.675640","-17.530000","","","","","","","D1 PROFILE","","","","","","",""
"644002-963","Nodes","-963","21.000000","37.572355","Default Known Flow Node","Known Flow","271596.625000","678327.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-1463025","Nodes","-1463025","21.000000","37.016150","Default Known Flow Node","Known Flow","271609.250000","678426.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-974","Nodes","-974","21.000000","36.929417","Default Known Flow Node","Known Flow","271609.375000","678424.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-884","Nodes","-884","21.000000","37.106463","Default Known Flow Node","Known Flow","271762.125000","678139.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-914","Nodes","-914","21.000000","36.890577","Default Known Flow Node","Known Flow","271755.125000","678181.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-4904550","Nodes","-4904550","21.000000","36.890577","Default Known Flow Node","Known Flow","271769.750000","678183.375000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-931","Nodes","-931","21.000000","36.976801","Default Known Flow Node","Known Flow","271775.750000","678190.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-845","Nodes","-845","21.000000","37.401462","Default Known Flow Node","Known Flow","271794.625000","678092.375000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000368","Nodes","368","21.000000","37.358652","DDS demands","Known Flow","271812.000000","678095.500000","0.000000","","","","","","-2.900000","","","","","","","","-2.593232","-2.900000","","","","","","","D1 PROFILE","","","","","","",""
"644002-906","Nodes","-906","21.000000","36.175837","Default Known Flow Node","Known Flow","271809.500000","678176.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000574","Nodes","574","21.000000","36.167679","DDS demands","Known Flow","271807.750000","678176.375000","0.000000","","","","","","-9.300000","","","","","","","","-8.316226","-9.300000","","","","","","","D1 PROFILE","","","","","","",""
"644002-896","Nodes","-896","21.000000","36.003176","Default Known Flow Node","Known Flow","271811.500000","678163.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-893","Nodes","-893","21.000000","36.003176","Default Known Flow Node","Known Flow","271802.125000","678159.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-911","Nodes","-911","21.000000","36.294924","Default Known Flow Node","Known Flow","271825.750000","678179.375000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-907","Nodes","-907","21.000000","36.195702","Default Known Flow Node","Known Flow","271813.750000","678177.375000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-901","Nodes","-901","21.000000","36.079109","Default Known Flow Node","Known Flow","271827.875000","678166.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-898","Nodes","-898","21.000000","36.079109","Default Known Flow Node","Known Flow","271832.875000","678164.375000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-936","Nodes","-936","21.000000","36.420395","Default Known Flow Node","Known Flow","271952.500000","678197.500000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000704","Nodes","704","21.000000","36.420395","Default Known Flow Node","Known Flow","271950.250000","678197.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-909","Nodes","-909","21.000000","36.448907","Default Known Flow Node","Known Flow","271971.750000","678178.875000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000698","Nodes","698","21.000000","36.448907","Default Known Flow Node","Known Flow","271969.750000","678178.500000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-925","Nodes","-925","21.000000","36.448907","Default Known Flow Node","Known Flow","271984.000000","678185.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000697","Nodes","697","21.000000","36.448907","Default Known Flow Node","Known Flow","271992.500000","678184.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000808","Nodes","808","21.000000","35.475796","Default Known Flow Node","Known Flow","271903.500000","678062.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-834","Nodes","-834","21.000000","35.475796","Default Known Flow Node","Known Flow","271905.125000","678063.375000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000066","Nodes","66","21.000000","41.721518","DDS demands","Known Flow","271685.125000","678072.750000","0.000000","","","","-3.880000","","-7.760000","","","","","","","","-10.408696","-11.640000","","","","","C4 PROFILE","","D1 PROFILE","","","","","","",""
"644002-1463002","Nodes","-1463002","21.000000","37.408908","Default Known Flow Node","Known Flow","271766.625000","678087.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000070","Nodes","70","21.000000","37.408908","DDS demands","Known Flow","271771.000000","678088.000000","0.000000","","","","","","-3.499999","","","","","","","","-3.129762","-3.499999","","","","","","","D1 PROFILE","","","","","","",""
"64400200000816","Nodes","816","21.000000","35.813732","Default Known Flow Node","Known Flow","271997.250000","678293.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-960","Nodes","-960","21.000000","35.782840","Default Known Flow Node","Known Flow","271997.500000","678297.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000068","Nodes","68, Logger-9124-Parkfoot Street","21.000000","42.076723","Val Log Post","Known Flow","271671.000000","678065.750000","0.000000","","","","","","-2.059999","","","","","","","","-1.842088","-2.059999","","","","","","","D1 PROFILE","","","","","","",""
"64400200000052","Nodes","52","21.000000","41.655091","DDS demands","Known Flow","271578.875000","678111.750000","0.000000","-27.079999","","-15.999999","","","-15.959999","","","","","","","","-52.794624","-59.039997","","C1 PROFILE","","C3 PROFILE","","","D1 PROFILE","","","","","","",""
"64400200000262","Nodes","262","21.000000","37.636395","DDS demands","Known Flow","271506.875000","678285.000000","0.000000","","","","","","-15.270000","","","","","","","","-13.654708","-15.270000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000053","Nodes","53","21.000000","39.204646","DDS demands","Known Flow","271594.125000","678239.375000","0.000000","","","","","","-29.720000","","","","","","","","-26.576156","-29.720000","","","","","","","D1 PROFILE","","","","","","",""
"644002-943","Nodes","-943","21.000000","38.869085","Default Known Flow Node","Known Flow","271601.750000","678217.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-984","Nodes","-984","21.000000","35.724221","Default Known Flow Node","Known Flow","271793.625000","678458.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-982","Nodes","-982","21.000000","35.739209","Default Known Flow Node","Known Flow","271781.375000","678453.875000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-972","Nodes","-972","21.000000","36.929417","Default Known Flow Node","Known Flow","271623.000000","678417.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000653","Nodes","653","21.000000","36.605606","Default Known Flow Node","Known Flow","271563.500000","678465.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-987","Nodes","-987","21.000000","36.605606","Default Known Flow Node","Known Flow","271542.000000","678468.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000072","Nodes","72","21.000000","36.496775","DDS demands","Known Flow","271737.125000","678357.625000","0.000000","-6.000000","","","","","-34.520001","","","","","","","","-36.233710","-40.520002","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"644002-961","Nodes","-961","21.000000","36.100010","Default Known Flow Node","Known Flow","271836.500000","678299.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000054","Nodes","54","21.000000","36.667394","DDS demands","Known Flow","271751.875000","678393.375000","0.000000","","","","","","-5.919999","","","","","","","","-5.293770","-5.919999","","","","","","","D1 PROFILE","","","","","","",""
"644002-968","Nodes","-968","21.000000","36.670106","Default Known Flow Node","Known Flow","271733.500000","678386.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000302","Nodes","302","21.000000","39.492876","DDS demands","Known Flow","271647.625000","678177.250000","0.000000","","","","","","-12.279999","","","","","","","","-10.980995","-12.279999","","","","","","","D1 PROFILE","","","","","","",""
"644002-882","Nodes","-882","21.000000","41.179651","Default Known Flow Node","Known Flow","271582.750000","678138.500000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000301","Nodes","301","21.000000","38.655899","DDS demands","Known Flow","271634.250000","678354.000000","0.000000","","","","","","-12.459999","","","","","","","","-11.141954","-12.459999","","","","","","","D1 PROFILE","","","","","","",""
"644002-843","Nodes","-843","21.000000","37.409266","Default Known Flow Node","Known Flow","271774.000000","678088.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000370","Nodes","370","21.000000","37.231600","DDS demands","Known Flow","271768.000000","678105.000000","0.000000","","","","","","-19.920001","","","","","","","","-17.812821","-19.920001","","","","","","","D1 PROFILE","","","","","","",""
"64400200000371","Nodes","371","21.000000","37.231600","Default Known Flow Node","Known Flow","271725.500000","678121.875000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000062","Nodes","62","21.000000","37.342419","DDS demands","Known Flow","271818.375000","678097.000000","0.000000","-2.519999","","","","","-9.800000","","","","","","","","-11.016764","-12.319999","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"64400200000369","Nodes","369","21.000000","37.431770","DDS demands","Known Flow","271813.750000","678085.625000","0.000000","","","","","","-4.800000","","","","","","","","-4.292246","-4.800000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000521","Nodes","521","21.000000","37.819568","Default Known Flow Node","Known Flow","271780.500000","678080.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000573","Nodes","573","21.000000","36.464980","DDS demands","Known Flow","271862.125000","678185.625000","0.000000","","","","","","-27.430000","","","","","","","","-24.528397","-27.430000","","","","","","","D1 PROFILE","","","","","","",""
"644002-919","Nodes","-919","21.000000","36.365667","Default Known Flow Node","Known Flow","271840.875000","678182.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-326917","Nodes","-326917","21.000000","42.076723","Default Known Flow Node","Known Flow","271667.250000","678057.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000126","Nodes","126","21.000000","35.749450","DDS demands","Known Flow","271869.750000","678456.750000","0.000000","","","","","","-8.090000","","","","","","","","-7.234223","-8.090000","","","","","","","D1 PROFILE","","","","","","",""
"64400200000127","Nodes","127","21.000000","35.532147","Default Known Flow Node","Known Flow","271935.500000","678459.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000050","Nodes","50","21.000000","35.518963","DDS demands","Known Flow","271934.750000","678043.500000","0.000000","-6.000000","","","","","-1.630000","","","","","","","","-6.822882","-7.629999","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"64400200000678","Nodes","678","21.000000","36.660522","DDS demands","Known Flow","271956.750000","678245.625000","0.000000","","","","","","-5.480000","","","","","","","","-4.900314","-5.480000","","","","","","","D1 PROFILE","","","","","","",""
"644002-4904564","Nodes","-4904564","21.000000","36.663621","Default Known Flow Node","Known Flow","271955.125000","678245.375000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000702","Nodes","702","21.000000","36.348863","Default Known Flow Node","Known Flow","271945.625000","678220.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000699","Nodes","699","21.000000","36.416564","Default Known Flow Node","Known Flow","271963.625000","678202.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-938","Nodes","-938","21.000000","36.420395","Default Known Flow Node","Known Flow","271964.000000","678200.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000705","Nodes","705","21.000000","36.420395","Default Known Flow Node","Known Flow","271946.500000","678210.500000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-942","Nodes","-942","21.000000","36.420395","Default Known Flow Node","Known Flow","271948.375000","678211.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-941","Nodes","-941","21.000000","36.420395","Default Known Flow Node","Known Flow","271946.875000","678208.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000696","Nodes","696","21.000000","36.448907","Default Known Flow Node","Known Flow","271979.125000","678184.125000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-912","Nodes","-912","21.000000","36.448907","Default Known Flow Node","Known Flow","271969.375000","678180.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000695","Nodes","695","21.000000","36.448907","Default Known Flow Node","Known Flow","271976.250000","678199.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000677","Nodes","677","21.000000","36.475188","DDS demands","Known Flow","271984.625000","678206.000000","0.000000","","","","","","-8.189999","","","","","","","","-7.323644","-8.189999","","","","","","","D1 PROFILE","","","","","","",""
"644002-865","Nodes","-865","21.000000","41.008532","Default Known Flow Node","Known Flow","271611.000000","678120.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-965","Nodes","-965","21.000000","37.579642","Default Known Flow Node","Known Flow","271624.625000","678352.500000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-945","Nodes","-945","21.000000","38.663490","Default Known Flow Node","Known Flow","271626.750000","678220.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-908","Nodes","-908","21.000000","39.461393","Default Known Flow Node","Known Flow","271648.500000","678178.500000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-829","Nodes","-829","21.000000","42.076723","Default Known Flow Node","Known Flow","271671.500000","678050.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-904","Nodes","-904","21.000000","36.911738","Default Known Flow Node","Known Flow","271713.000000","678175.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-890","Nodes","-890","21.000000","36.782417","Default Known Flow Node","Known Flow","271714.625000","678154.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-880","Nodes","-880","21.000000","36.782417","Default Known Flow Node","Known Flow","271700.125000","678137.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-1462996","Nodes","-1462996","21.000000","36.670106","Default Known Flow Node","Known Flow","271743.750000","678397.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-4904549","Nodes","-4904549","21.000000","37.106463","Default Known Flow Node","Known Flow","271774.250000","678141.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-980","Nodes","-980","21.000000","35.782668","Default Known Flow Node","Known Flow","271769.750000","678450.750000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-979","Nodes","-979","21.000000","35.782668","Default Known Flow Node","Known Flow","271769.875000","678449.625000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-978","Nodes","-978","21.000000","35.782668","Default Known Flow Node","Known Flow","271765.250000","678449.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-875","Nodes","-875","21.000000","37.106463","Default Known Flow Node","Known Flow","271782.125000","678130.250000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64400200000893","Nodes","893","21.000000","35.521992","Default Known Flow Node","Known Flow","271762.000000","678422.875000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-853","Nodes","-853","21.000000","37.401462","Default Known Flow Node","Known Flow","271792.500000","678105.500000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-854","Nodes","-854","21.000000","37.401462","Default Known Flow Node","Known Flow","271799.625000","678105.875000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"644002-858","Nodes","-858","21.000000","37.401462","Default Known Flow Node","Known Flow","271787.375000","678110.500000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
