"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IC)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IC)","NodeFlowProfileNameByCategory(PL-AF)"
"64400400000367","Nodes","367",21.000000,30.320193,"Default Known Flow Node","Known Flow",292384.720716,680548.212393,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400040510","Nodes","40510",21.000000,30.353719,"Default Known Flow Node","Known Flow",292405.788030,680598.000868,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000384","Nodes","384",21.000000,30.356413,"Default Known Flow Node","Known Flow",292418.095725,680577.337401,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462795","Nodes","1462795",21.000000,30.356413,"Default Known Flow Node","Known Flow",292448.845734,680579.837402,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000523","Nodes","523",21.000000,29.470111,"Default Known Flow Node","Known Flow",292476.258409,680729.405485,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463126","Nodes","1463126",21.000000,29.534151,"Default Known Flow Node","Known Flow",292463.470738,680670.337426,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000438","Nodes","438",21.000000,30.435773,"Default Known Flow Node","Known Flow",292446.845733,680625.962414,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462610","Nodes","1462610",21.000000,30.435773,"Default Known Flow Node","Known Flow",292468.720739,680635.587417,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463186","Nodes","1463186",21.000000,30.435773,"Default Known Flow Node","Known Flow",292437.845731,680619.962412,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400404904631","Nodes","4904631",21.000000,30.435773,"Default Known Flow Node","Known Flow",292455.095735,680611.337410,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000623","Nodes","623",21.000000,26.112271,"DDS demands","Known Flow",292462.587747,680921.870870,,0.000000,,,,,,-3.930000,,,,,,-3.514276,-3.930000,,"",,,,,,"D1 PROFILE",,,,,
"64400401463271","Nodes","1463271",21.000000,26.113917,"Default Known Flow Node","Known Flow",292484.220743,680915.337493,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000570","Nodes","570",21.000000,29.414847,"Default Known Flow Node","Known Flow",292484.928743,680818.159466,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462759","Nodes","1462759",21.000000,29.425972,"Default Known Flow Node","Known Flow",292464.595738,680779.962456,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000422","Nodes","422",21.000000,30.467843,"Default Known Flow Node","Known Flow",292470.220739,680608.337409,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400040610","Nodes","40610",21.000000,30.467843,"Default Known Flow Node","Known Flow",292493.720746,680599.337407,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400040010","Nodes","40010",21.000000,30.467843,"Default Known Flow Node","Known Flow",292453.970735,680592.962405,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000535","Nodes","535",21.000000,29.457049,"Default Known Flow Node","Known Flow",292497.715234,680743.595781,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463668","Nodes","1463668",21.000000,29.414847,"Default Known Flow Node","Known Flow",292479.970742,680790.962459,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463631","Nodes","1463631",21.000000,30.467843,"Default Known Flow Node","Known Flow",292489.845745,680598.337407,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463473","Nodes","1463473",21.000000,29.457049,"Default Known Flow Node","Known Flow",292481.470742,680756.087449,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463529","Nodes","1463529",21.000000,28.117429,"Default Known Flow Node","Known Flow",292002.720612,680677.337428,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462667","Nodes","1462667",21.000000,28.982341,"Default Known Flow Node","Known Flow",292016.220616,680732.712443,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000533","Nodes","533",21.000000,28.982341,"Default Known Flow Node","Known Flow",292012.699078,680743.448648,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000561","Nodes","561",21.000000,29.829598,"Default Known Flow Node","Known Flow",292012.126312,680791.203635,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463422","Nodes","1463422",21.000000,29.829598,"Default Known Flow Node","Known Flow",292044.345624,680779.087456,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400051410","Nodes",,21.000000,28.364975,"Default Known Flow Node","Known Flow",292031.351821,680715.420359,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000500","Nodes","500",21.000000,28.330210,"Default Known Flow Node","Known Flow",292043.655591,680696.791412,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000560","Nodes","560",21.000000,29.829670,"Default Known Flow Node","Known Flow",292052.470626,680786.962458,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000472","Nodes","472",21.000000,28.247243,"Default Known Flow Node","Known Flow",292038.458327,680655.699383,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463405","Nodes","1463405",21.000000,28.247243,"Default Known Flow Node","Known Flow",292059.970628,680638.212417,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000484","Nodes","484",21.000000,28.289130,"Default Known Flow Node","Known Flow",292057.170588,680674.232534,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462730","Nodes","1462730",21.000000,28.330210,"Default Known Flow Node","Known Flow",292075.720632,680698.837434,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463112","Nodes","1463112",21.000000,29.829670,"Default Known Flow Node","Known Flow",292060.595628,680769.712453,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000482","Nodes","482",21.000000,28.285818,"Default Known Flow Node","Known Flow",292057.036483,680672.132839,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462618","Nodes","1462618",21.000000,28.280533,"Default Known Flow Node","Known Flow",292066.720630,680642.337419,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463610","Nodes","1463610",21.000000,28.293063,"Default Known Flow Node","Known Flow",292084.970635,680665.962425,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400034410","Nodes","34410",21.000000,29.192080,"Default Known Flow Node","Known Flow",292054.720626,680507.462382,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400035210","Nodes","35210",21.000000,29.192080,"Default Known Flow Node","Known Flow",292046.595624,680518.212385,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400034210","Nodes","34210",21.000000,29.192080,"Default Known Flow Node","Known Flow",292050.720625,680504.837381,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463242","Nodes","1463242",21.000000,28.494879,"Default Known Flow Node","Known Flow",292146.220651,680841.837473,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463293","Nodes","1463293",21.000000,29.529260,"Default Known Flow Node","Known Flow",292177.720660,680551.587394,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462878","Nodes","1462878",21.000000,29.486064,"Default Known Flow Node","Known Flow",292162.095656,680542.212391,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000340","Nodes","340",21.000000,30.466102,"Default Known Flow Node","Known Flow",292299.345693,680502.712381,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462595","Nodes","1462595",21.000000,30.460158,"Default Known Flow Node","Known Flow",292297.845693,680505.462381,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463161","Nodes","1463161",21.000000,29.610712,"Default Known Flow Node","Known Flow",292259.095682,680591.337405,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000450","Nodes","450",21.000000,34.416671,"DDS demands","Known Flow",292704.345803,680506.212381,,0.000000,,,,,,-25.989999,,,,,,-23.240723,-25.989999,,"",,,,,,"D1 PROFILE",,,,,
"64400400148910","Nodes","148910",21.000000,29.422061,"Default Known Flow Node","Known Flow",292606.220776,680901.462489,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400122810","Nodes","122810",21.000000,33.585037,"Default Known Flow Node","Known Flow",292849.845843,680513.587383,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400060410","Nodes","60410",21.000000,27.586693,"Default Known Flow Node","Known Flow",292517.148752,680875.189482,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000257","Nodes","257",21.000000,26.115425,"DDS demands","Known Flow",292474.720741,680931.087497,,0.000000,,,,,,-41.619998,,,,,,-37.217347,-41.619998,,"",,,,,,"D1 PROFILE",,,,,
"64400404904564","Nodes","4904564",21.000000,26.155412,"Default Known Flow Node","Known Flow",292505.081682,680950.987946,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462770","Nodes","1462770",21.000000,29.470111,"Default Known Flow Node","Known Flow",292483.345743,680684.712430,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000580","Nodes","580",21.000000,29.403470,"Default Known Flow Node","Known Flow",292507.698716,680833.202235,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462861","Nodes","1462861",21.000000,30.467843,"Default Known Flow Node","Known Flow",292506.720749,680601.712407,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000551","Nodes","551",21.000000,29.427079,"Default Known Flow Node","Known Flow",292548.345761,680772.337454,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001134","Nodes","1134",21.000000,29.130013,"DDS demands","Known Flow",292802.970830,680900.962489,,0.000000,,,,,,-11.340000,,,,,,-10.140432,-11.340000,,"",,,,,,"D1 PROFILE",,,,,
"64400400148210","Nodes","148210",21.000000,29.085564,"Default Known Flow Node","Known Flow",292824.095836,680891.712486,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462724","Nodes","1462724",21.000000,29.427079,"Default Known Flow Node","Known Flow",292527.220755,680786.337458,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000552","Nodes","552",21.000000,29.425283,"Default Known Flow Node","Known Flow",292551.845762,680772.837454,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463376","Nodes","1463376",21.000000,29.425283,"Default Known Flow Node","Known Flow",292530.720756,680734.587444,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400123710","Nodes","123710",21.000000,34.236274,"Default Known Flow Node","Known Flow",292761.845819,680536.712390,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400123110","Nodes","123110",21.000000,34.236274,"Default Known Flow Node","Known Flow",292763.470819,680524.837387,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400124110","Nodes","124110",21.000000,34.104052,"Default Known Flow Node","Known Flow",292763.095819,680548.712393,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400124410","Nodes","124410",21.000000,34.104052,"DDS demands","Known Flow",292788.369313,680553.340781,,0.000000,,,,,,-1.019999,,,,,,-0.912102,-1.019999,,"",,,,,,"D1 PROFILE",,,,,
"64400400001464","Nodes","1464",21.000000,28.875424,"Default Known Flow Node","Known Flow",292885.470852,680876.212482,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400143610","Nodes","143610",21.000000,28.875424,"Default Known Flow Node","Known Flow",292883.095852,680861.087478,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400145410","Nodes","145410",21.000000,28.687153,"Default Known Flow Node","Known Flow",292909.845859,680872.837481,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400144210","Nodes","144210",21.000000,28.687153,"Default Known Flow Node","Known Flow",292909.095859,680863.962479,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400145210","Nodes","145210",21.000000,28.498611,"Default Known Flow Node","Known Flow",292934.470866,680871.837481,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400143110","Nodes","143110",21.000000,28.498611,"Default Known Flow Node","Known Flow",292934.845866,680859.087477,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400145510","Nodes","145510",21.000000,28.346607,"Default Known Flow Node","Known Flow",292956.845872,680873.087481,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400144010","Nodes","144010",21.000000,28.346607,"Default Known Flow Node","Known Flow",292956.970872,680862.087478,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400145910","Nodes","145910",21.000000,28.342446,"Default Known Flow Node","Known Flow",292979.220878,680874.337482,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400143910","Nodes","143910",21.000000,28.342446,"Default Known Flow Node","Known Flow",292980.095878,680861.462478,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000390","Nodes","390",21.000000,31.926231,"DDS demands","Known Flow",292629.440783,680652.672421,,0.000000,,,,,,-23.580000,,,,,,-21.085659,-23.580000,,"",,,,,,"D1 PROFILE",,,,,
"64400400000458","Nodes","458",21.000000,31.232094,"Default Known Flow Node","Known Flow",292575.690758,680642.942739,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400125410","Nodes","125410",21.000000,33.492733,"Default Known Flow Node","Known Flow",292638.790548,680586.064570,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000391","Nodes","391",21.000000,31.023682,"DDS demands","Known Flow",292622.547781,680700.520434,,0.000000,,,,,,-3.000000,,,,,,-2.682653,-3.000000,,"",,,,,,"D1 PROFILE",,,,,
"64400400050310","Nodes","50310",21.000000,30.818734,"Default Known Flow Node","Known Flow",292558.510228,680698.558865,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000379","Nodes","379",21.000000,30.881763,"DDS demands","Known Flow",292621.359648,680709.072409,,0.000000,,,,,,-4.239999,,,,,,-3.791483,-4.239999,,"",,,,,,"D1 PROFILE",,,,,
"64400400133210","Nodes","133210",21.000000,30.862808,"Default Known Flow Node","Known Flow",292603.766247,680707.061574,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000378","Nodes","378",21.000000,29.485353,"DDS demands","Known Flow",292596.081774,680768.805453,,0.000000,,,,,,-15.779999,,,,,,-14.110758,-15.779999,,"",,,,,,"D1 PROFILE",,,,,
"64400400138210","Nodes","138210",21.000000,29.485353,"Default Known Flow Node","Known Flow",292588.286772,680767.711453,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000377","Nodes","377",21.000000,29.403293,"DDS demands","Known Flow",292594.845773,680777.962455,,0.000000,,,,,,-18.690000,,,,,,-16.712933,-18.690000,,"",,,,,,"D1 PROFILE",,,,,
"64400400000451","Nodes","451",21.000000,33.876978,"DDS demands","Known Flow",292777.970823,680625.462414,,0.000000,,,,,,-14.040000,,,,,,-12.554819,-14.040000,,"",,,,,,"D1 PROFILE",,,,,
"64400400127010","Nodes","127010",21.000000,33.835640,"Default Known Flow Node","Known Flow",292798.845829,680627.087414,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000724","Nodes","724",21.000000,33.873041,"DDS demands","Known Flow",292776.470823,680637.462417,,0.000000,,,,,,-12.850000,,,,,,-11.490700,-12.850000,,"",,,,,,"D1 PROFILE",,,,,
"64400400127710","Nodes","127710",21.000000,33.915721,"Default Known Flow Node","Known Flow",292766.097935,680636.071639,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400129410","Nodes","129410",21.000000,33.910194,"Default Known Flow Node","Known Flow",292773.320111,680661.834100,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001160","Nodes","1160",21.000000,28.690490,"DDS demands","Known Flow",292697.345801,680685.462430,,0.000000,,,,,,-2.640000,,,,,,-2.360735,-2.640000,,"",,,,,,"D1 PROFILE",,,,,
"64400400001161","Nodes","1161",21.000000,28.588853,"DDS demands","Known Flow",292753.470817,680692.212432,,0.000000,,,,,,-5.320000,,,,,,-4.757239,-5.320000,,"",,,,,,"D1 PROFILE",,,,,
"64400400001159","Nodes","1159",21.000000,28.686522,"DDS demands","Known Flow",292676.970796,680727.462442,,0.000000,,,,,,-3.599999,,,,,,-3.219184,-3.599999,,"",,,,,,"D1 PROFILE",,,,,
"64400400001162","Nodes","1162",21.000000,28.585477,"DDS demands","Known Flow",292749.345815,680737.587444,,0.000000,,,,,,-4.590000,,,,,,-4.104460,-4.590000,,"",,,,,,"D1 PROFILE",,,,,
"64400401462687","Nodes","1462687",21.000000,28.628739,"Default Known Flow Node","Known Flow",292751.345816,680724.962441,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001158","Nodes","1158",21.000000,28.764029,"DDS demands","Known Flow",292670.970794,680765.212452,,0.000000,,,,,,-2.640000,,,,,,-2.360735,-2.640000,,"",,,,,,"D1 PROFILE",,,,,
"64400400137810","Nodes","137810",21.000000,28.762498,"Default Known Flow Node","Known Flow",292671.345794,680762.462451,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001163","Nodes","1163",21.000000,28.613427,"DDS demands","Known Flow",292742.845814,680774.587454,,0.000000,,,,,,-5.800000,,,,,,-5.186464,-5.800000,,"",,,,,,"D1 PROFILE",,,,,
"64400400001157","Nodes","1157",21.000000,28.813167,"DDS demands","Known Flow",292664.970792,680808.337464,,0.000000,,,,,,-4.489999,,,,,,-4.015038,-4.489999,,"",,,,,,"D1 PROFILE",,,,,
"64400400001164","Nodes","1164",21.000000,28.785968,"DDS demands","Known Flow",292696.722226,680812.200756,,0.000000,,,,,,-6.390000,,,,,,-5.714052,-6.390000,,"",,,,,,"D1 PROFILE",,,,,
"64400400140810","Nodes","140810",21.000000,28.785968,"Default Known Flow Node","Known Flow",292697.845801,680812.337465,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400142810","Nodes","142810",21.000000,28.749873,"Default Known Flow Node","Known Flow",292725.720809,680846.837474,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000376","Nodes","376",21.000000,29.372245,"DDS demands","Known Flow",292570.840496,680873.819935,,0.000000,,,,,,-19.000000,,,,,,-16.990140,-19.000000,,"",,,,,,"D1 PROFILE",,,,,
"64400400001131","Nodes","1131",21.000000,29.369713,"Default Known Flow Node","Known Flow",292580.310769,680889.345486,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001132","Nodes","1132",21.000000,29.406895,"Default Known Flow Node","Known Flow",292597.849596,680900.338002,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400404904632","Nodes","4904632",21.000000,29.371380,"Default Known Flow Node","Known Flow",292566.757834,680880.496582,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001156","Nodes","1156",21.000000,29.184459,"DDS demands","Known Flow",292706.720804,680948.587502,,0.000000,,,,,,-8.850000,,,,,,-7.913828,-8.850000,,"",,,,,,"D1 PROFILE",,,,,
"64400400151810","Nodes","151810",21.000000,29.189814,"Default Known Flow Node","Known Flow",292680.345797,680955.962504,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400151510","Nodes","151510",21.000000,28.933646,"Default Known Flow Node","Known Flow",292630.970783,680949.962502,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000373","Nodes","373",21.000000,28.730197,"DDS demands","Known Flow",292603.386776,680932.115497,,0.000000,,,,,,-13.090000,,,,,,-11.705312,-13.090000,,"",,,,,,"D1 PROFILE",,,,,
"64400400001165","Nodes","1165",21.000000,28.461622,"DDS demands","Known Flow",292744.096718,680849.209116,,0.000000,,,,,,-2.880000,,,,,,-2.575347,-2.880000,,"",,,,,,"D1 PROFILE",,,,,
"64400400142710","Nodes","142710",21.000000,28.461622,"Default Known Flow Node","Known Flow",292744.970814,680845.962474,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001136","Nodes","1136",21.000000,29.177121,"DDS demands","Known Flow",292766.595820,680914.962493,,0.000000,,,,,,-1.039999,,,,,,-0.929986,-1.039999,,"",,,,,,"D1 PROFILE",,,,,
"64400400149310","Nodes","149310",21.000000,29.177121,"Default Known Flow Node","Known Flow",292764.834663,680911.593323,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400150210","Nodes","150210",21.000000,29.178860,"Default Known Flow Node","Known Flow",292750.345816,680924.087495,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463109","Nodes","1463109",21.000000,29.130660,"Default Known Flow Node","Known Flow",292797.845829,680898.587488,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001485","Nodes","1485",21.000000,29.036489,"DDS demands","Known Flow",292864.595847,680879.087483,,0.000000,,,,,,-9.149999,,,,,,-8.182093,-9.149999,,"",,,,,,"D1 PROFILE",,,,,
"64400400145010","Nodes","145010",21.000000,29.036489,"Default Known Flow Node","Known Flow",292861.845846,680871.087481,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001115","Nodes","1115",21.000000,33.595590,"Default Known Flow Node","Known Flow",292816.970834,680794.462460,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400140210","Nodes","140210",21.000000,33.594756,"Default Known Flow Node","Known Flow",292815.964077,680800.503002,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000453","Nodes","453",21.000000,33.845690,"DDS demands","Known Flow",292847.845842,680687.087431,,0.000000,,,,,,-30.110000,,,,,,-26.924900,-30.110000,,"",,,,,,"D1 PROFILE",,,,,
"64400404904558","Nodes","4904558",21.000000,33.800320,"Default Known Flow Node","Known Flow",292829.849770,680685.587758,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000721","Nodes","721",21.000000,33.260588,"DDS demands","Known Flow",292968.288476,680724.690122,,0.000000,,,,,,-33.599998,,,,,,-30.045720,-33.599998,,"",,,,,,"D1 PROFILE",,,,,
"64400400135010","Nodes","135010",21.000000,33.108776,"Default Known Flow Node","Known Flow",292985.720880,680731.462443,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001078","Nodes","1078",21.000000,33.457444,"DDS demands","Known Flow",292983.436879,680678.684428,,0.000000,-6.000000,,,,,,,,,,,-5.365307,-6.000000,,"","C1 PROFILE",,,,,,,,,,
"64400400000437","Nodes","437",21.000000,30.587175,"Default Known Flow Node","Known Flow",292525.345754,680623.462413,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463068","Nodes","1463068",21.000000,30.587175,"Default Known Flow Node","Known Flow",292529.970756,680624.587414,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462713","Nodes","1462713",21.000000,30.818734,"Default Known Flow Node","Known Flow",292544.595760,680678.212428,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462612","Nodes","1462612",21.000000,30.825721,"Default Known Flow Node","Known Flow",292583.595770,680720.837440,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000456","Nodes","456",21.000000,31.128431,"Default Known Flow Node","Known Flow",292567.711766,680641.461418,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400045010","Nodes","45010",21.000000,31.128431,"Default Known Flow Node","Known Flow",292569.720767,680631.962416,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463593","Nodes","1463593",21.000000,31.128431,"Default Known Flow Node","Known Flow",292550.595761,680610.837410,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463625","Nodes","1463625",21.000000,31.128431,"Default Known Flow Node","Known Flow",292593.220773,680636.337417,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463528","Nodes","1463528",21.000000,31.248867,"Default Known Flow Node","Known Flow",292591.970773,680661.712424,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400136010","Nodes","136010",21.000000,29.485353,"Default Known Flow Node","Known Flow",292590.095772,680749.962448,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463357","Nodes","1463357",21.000000,29.485353,"Default Known Flow Node","Known Flow",292564.845765,680746.212447,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463254","Nodes","1463254",21.000000,29.485353,"Default Known Flow Node","Known Flow",292600.470775,680751.587448,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
