"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)"
"64300800000203","Nodes","203","21.000000","28.060832","DDS demands","Known Flow","335963.982575","672870.085304","","0.000000","","","","","","-3.510000","","","","","","","","-3.138704","-3.510000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001098","Nodes","1098","21.000000","26.037390","Default Known Flow Node","Known Flow","336045.841207","672899.513562","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800020056","Nodes","-1234","21.000000","25.272909","Default Known Flow Node","Known Flow","336070.732604","672922.460318","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800000886","Nodes","886","21.000000","30.947800","Default Known Flow Node","Known Flow","333867.732004","672411.960179","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001016","Nodes","Logger 9015, 57 Eskside West","21.000000","30.673783","Val Log Cath","Known Flow","333963.462929","672485.689742","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800000887","Nodes","887","21.000000","30.655314","DDS demands","Known Flow","333976.482034","672495.710202","","0.000000","","","","","","-16.290001","","","","","","","","-14.566810","-16.290001","","","","","","","","D1 PROFILE","","","","","","",""
"64300800000485","Nodes","485","21.000000","24.817122","DDS demands","Known Flow","334425.857156","672022.085073","","0.000000","","","","","","-0.829999","","","","","","","","-0.742200","-0.829999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800002025","Nodes","303884 - Inveresk Gate - 1.1","21.000000","25.551001","DDS demands","Known Flow","334492.206582","672041.041040","","0.000000","","","","","","-0.950000","","","","","","","","-0.849507","-0.950000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800000909","Nodes","-, Inveresk Road, 25.4","25.000000","25.662651","CSEP DDS Matched","Known Flow","334501.982177","672042.460078","","0.000000","","","","","","-19.749999","-25.400000","","","","","","","-40.373938","-45.150002","","","","","","","","D1 PROFILE","DC PROFILE","","","","","",""
"64300800001105","Nodes","1105","21.000000","48.075553","DDS demands","Known Flow","334096.482066","671187.084846","","0.000000","","","","","","-7.450000","","","","","","","","-6.661923","-7.450000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001071","Nodes","Logger 9390, 1 Ferguson Gardens","21.000000","48.127967","Val Log Cath","Known Flow","334097.713191","671203.795315","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001290","Nodes","1290","21.000000","48.455382","Default Known Flow Node","Known Flow","334043.357052","671251.959863","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001051","Nodes","1051","21.000000","33.607035","Default Known Flow Node","Known Flow","333378.731871","671828.210020","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001087","Nodes","Logger 9113, 16 Whitehill Farm Road","21.000000","33.579963","Val Log Cath","Known Flow","333372.409235","671840.715821","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001054","Nodes","1054","21.000000","33.390764","DDS demands","Known Flow","333374.231870","671868.460031","","0.000000","","","","","","-9.770000","","","","","","","","-8.736509","-9.770000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800000294","Nodes","294","21.000000","37.019405","DDS demands","Known Flow","333780.856981","671763.585003","","0.000000","","","","","","-24.239998","","","","","","","","-21.675841","-24.239998","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001090","Nodes","Logger 9388, 41 Monktonhall Terrace","21.000000","37.527187","Val Log Cath","Known Flow","333810.612003","671712.474077","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800000801","Nodes","801","21.000000","38.009756","DDS demands","Known Flow","333868.982004","671612.834961","","0.000000","","","","","","-12.780000","","","","","","","","-11.428104","-12.780000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001030","Nodes","1030,","21.000000","29.518884","DDS demands","Known Flow","333501.354013","672841.517759","","0.000000","","","","-8.369999","","-1.620000","","","","","","","","-8.933236","-9.989999","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","",""
"64300800001091","Nodes","Logger 9532, 253 North High Street","21.000000","30.092263","Val Log Cath","Known Flow","333606.041980","672838.696041","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800000036","Nodes","36","21.000000","30.592078","DDS demands","Known Flow","333697.356958","672836.460294","","0.000000","","","","","","-16.670000","","","","","","","","-14.906612","-16.670000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800000387","Nodes","387","21.000000","27.412030","DDS demands","Known Flow","334376.982143","672417.835181","","0.000000","","","","","","-12.189999","","","","","","","","-10.900516","-12.189999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001092","Nodes","","21.000000","27.404525","Default Known Flow Node","Known Flow","334395.736433","672424.451764","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800000389","Nodes","389","21.000000","27.337132","DDS demands","Known Flow","334456.107164","672444.960188","","0.000000","","","","","","-14.290000","","","","","","","","-12.778373","-14.290000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800000709","Nodes","709","21.000000","26.606567","DDS demands","Known Flow","332957.231756","672919.960317","","0.000000","","","","","","-17.520000","","","","","","","","-15.666698","-17.520000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001093","Nodes","Logger 9111, O/S 52  Newhailes Crescent","21.000000","26.635702","Val Log Post","Known Flow","332967.757989","672915.267588","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800000025","Nodes","25","21.000000","26.573214","DDS demands","Known Flow","333007.981770","672897.335311","","0.000000","","","","","","-14.720000","","","","","","","","-13.162887","-14.720000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800000360","Nodes","360","21.000000","26.599147","DDS demands","Known Flow","336861.982819","671654.709973","","0.000000","","","","","","-5.700000","","","","","","","","-5.097042","-5.700000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001094","Nodes","Logger 9109, 23 Fa'side Terrce","21.000000","26.678027","Val Log Cath","Known Flow","336885.995245","671547.966299","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800000364","Nodes","364","21.000000","26.675403","DDS demands","Known Flow","336893.482827","671515.584935","","0.000000","","","","","","-5.989999","","","","","","","","-5.356365","-5.989999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800020201","Nodes","20201","21.000000","25.449443","DDS demands","Known Flow","335033.672125","671382.574353","","0.000000","","","","","","-14.229999","","","","","","","","-12.724720","-14.229999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001095","Nodes","Logger 9197, 36 Carberry Road","21.000000","25.260944","Val Log Cath","Known Flow","335070.037164","671298.217413","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800000307","Nodes","307","21.000000","24.996763","Default Known Flow Node","Known Flow","335114.232343","671210.959852","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001181","Nodes","1181","21.000000","30.833755","DDS demands","Known Flow","335473.482441","672009.585069","","0.000000","","","","","","-14.609999","","","","","","","","-13.064523","-14.609999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001096","Nodes","Logger 9580, 0/s 34 Pinkie Hill Crescent","21.000000","30.803040","Val Log Cath","Known Flow","335451.588837","672029.395606","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800020223","Nodes","20223","21.000000","30.245129","DDS demands","Known Flow","335462.294599","672282.318526","","0.000000","","","","","","-15.050000","","","","","","","","-13.457979","-15.050000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800000272","Nodes","272,","21.000000","31.605664","DDS demands","Known Flow","333704.106960","672073.835087","","0.000000","-1.009999","","","","","-33.390000","","","","","","","","-30.761096","-34.399999","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"64300800000473","Nodes","473","21.000000","31.972581","Default Known Flow Node","Known Flow","333816.623534","672324.662406","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800000740","Nodes","740","21.000000","31.755636","DDS demands","Known Flow","333835.981996","672368.335167","","0.000000","","","","","","-7.970000","","","","","","","","-7.126916","-7.970000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800000479","Nodes","479","21.000000","30.833699","DDS demands","Known Flow","335345.857406","672426.335183","","0.000000","","","","","","-13.290000","","","","","","","","-11.884156","-13.290000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001119","Nodes","1119","21.000000","30.773644","Default Known Flow Node","Known Flow","335340.071881","672445.156925","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800000478","Nodes","478","21.000000","30.633866","DDS demands","Known Flow","335326.607401","672488.960200","","0.000000","","","","","","-7.440000","","","","","","","","-6.652981","-7.440000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800020198","Nodes","-424","21.000000","27.215546","Default Known Flow Node","Known Flow","333459.356893","672917.085316","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001120","Nodes","1120","21.000000","27.182461","Default Known Flow Node","Known Flow","333536.575316","672940.563090","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800000037","Nodes","37,","21.000000","27.372505","DDS demands","Known Flow","333674.356952","672942.835323","","0.000000","-1.009999","","","","","-40.140001","","","","","","","","-36.797066","-41.150002","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"64300800000890","Nodes","890,","21.000000","30.575857","DDS demands","Known Flow","334178.982089","672678.085251","","0.000000","-1.820000","-11.149999","","","","-7.329999","","","","","","","","-18.152622","-20.300000","","","C1 PROFILE","C2 PROFILE","","","","D1 PROFILE","","","","","","",""
"64300800000894","Nodes","P00079947, Bridge Street, 12.7","22.999998","30.279578","CSEP DDS Matched","Known Flow","334094.119008","672741.551231","","0.000000","","","","","","","-12.700000","","","","","","","-11.356567","-12.700000","","","","","","","","","DC PROFILE","","","","","",""
"64300800000891","Nodes","891,","21.000000","30.278098","DDS demands","Known Flow","334091.232065","672743.710269","","0.000000","-6.000000","","","","","","","","","","","","","-5.365307","-6.000000","","","C1 PROFILE","","","","","","","","","","","",""
"64300800000333","Nodes","333","21.000000","32.624725","DDS demands","Known Flow","336957.357845","672404.335177","","0.000000","","","","","","-3.079999","","","","","","","","-2.754191","-3.079999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001142","Nodes","1142","21.000000","30.589836","Default Known Flow Node","Known Flow","336993.107855","672463.960193","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001037","Nodes","1037,","21.000000","29.714648","DDS demands","Known Flow","337018.607862","672447.210189","","0.000000","-24.999999","","","","","-1.879999","","","","","","","","-24.036577","-26.879999","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"64300800000875","Nodes","875","21.000000","27.015634","DDS demands","Known Flow","333154.045062","672961.935454","","0.000000","","","","","","-2.409999","","","","","","","","-2.155065","-2.409999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800020153","Nodes","-1542458","21.000000","26.986997","Default Known Flow Node","Known Flow","333148.356808","672954.835327","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800020197","Nodes","-420","21.000000","26.957940","Default Known Flow Node","Known Flow","333123.481802","672899.460312","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800020205","Nodes","-4904545","21.000000","32.500603","Default Known Flow Node","Known Flow","335109.859588","672274.836330","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001122","Nodes","1122","21.000000","32.464697","Default Known Flow Node","Known Flow","335110.482342","672237.335131","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001077","Nodes","1077","21.000000","39.701537","Default Known Flow Node","Known Flow","333821.981992","671346.709889","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800000728","Nodes","728","21.000000","39.698504","Default Known Flow Node","Known Flow","333817.231990","671335.834886","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800000481","Nodes","481","21.000000","39.606026","DDS demands","Known Flow","333916.982018","671484.959927","","0.000000","","","","","","-4.519999","","","","","","","","-4.041864","-4.519999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001287","Nodes","1287","21.000000","39.724456","DDS demands","Known Flow","333840.606997","671379.959898","","0.000000","","-24.999999","","","","","","","","","","","","-22.355447","-24.999999","","","","C2 PROFILE","","","","","","","","","","",""
"64300800002003","Nodes","2003","21.000000","32.980392","Default Known Flow Node","Known Flow","333532.606913","671421.334909","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800000935","Nodes","935","21.000000","32.880167","DDS demands","Known Flow","333576.856925","671395.334902","","0.000000","","","","","","-10.889999","","","","","","","","-9.738032","-10.889999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001280","Nodes","1280","21.000000","33.306081","Default Known Flow Node","Known Flow","333637.981942","671449.209917","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001281","Nodes","1281","21.000000","32.951173","Default Known Flow Node","Known Flow","333702.356959","671440.709915","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001002","Nodes","1002","21.000000","38.940493","DDS demands","Known Flow","333712.981962","671328.459884","","0.000000","","","","","","-5.659999","","","","","","","","-5.061273","-5.659999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001296","Nodes","1296","21.000000","38.900272","Default Known Flow Node","Known Flow","333700.356959","671318.834882","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800000998","Nodes","998","21.000000","39.280279","DDS demands","Known Flow","333779.856980","671322.334882","","0.000000","","","","","","-4.940000","","","","","","","","-4.417436","-4.940000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800020159","Nodes","-20","21.000000","39.248142","Default Known Flow Node","Known Flow","333797.106985","671364.209894","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001000","Nodes","1000","21.000000","39.044836","DDS demands","Known Flow","333723.356965","671346.334889","","0.000000","","","","","","-1.710000","","","","","","","","-1.529112","-1.710000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001001","Nodes","1001","21.000000","39.033415","DDS demands","Known Flow","333720.606964","671339.334887","","0.000000","","","","","","-0.999999","","","","","","","","-0.894217","-0.999999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001003","Nodes","1003","21.000000","38.951688","DDS demands","Known Flow","333746.731971","671380.334898","","0.000000","","","","","","-5.670000","","","","","","","","-5.070216","-5.670000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800000729","Nodes","729","21.000000","39.420087","DDS demands","Known Flow","333802.356986","671312.834880","","0.000000","","","","","","-11.069999","","","","","","","","-9.898992","-11.069999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001294","Nodes","1294","21.000000","39.420087","Default Known Flow Node","Known Flow","333783.356981","671273.959869","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800000764","Nodes","764","21.000000","32.860133","DDS demands","Known Flow","333720.231964","671444.084916","","0.000000","","","","","","-15.290000","","","","","","","","-13.672592","-15.290000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001183","Nodes","1183","21.000000","32.400707","DDS demands","Known Flow","333747.731971","671492.209929","","0.000000","","","","","","-10.329999","","","","","","","","-9.237270","-10.329999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001101","Nodes","1101,","21.000000","39.748353","DDS demands","Known Flow","333828.201642","671362.093679","","0.000000","-3.469999","","","","","-36.209998","","","","","","","","-35.482564","-39.679997","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"64300800001102","Nodes","1102","21.000000","49.590218","DDS demands","Known Flow","333876.857007","671312.459880","","0.000000","","","","","","-8.909999","","","","","","","","-7.967481","-8.909999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001293","Nodes","1293","21.000000","49.590218","Default Known Flow Node","Known Flow","333855.732001","671300.959877","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001103","Nodes","1103","21.000000","49.499844","DDS demands","Known Flow","333906.482015","671309.709879","","0.000000","","","","","","-18.049999","","","","","","","","-16.140632","-18.049999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001188","Nodes","1188","21.000000","49.331758","DDS demands","Known Flow","333927.357020","671303.084877","","0.000000","","","","","","-0.660000","","","","","","","","-0.590183","-0.660000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800000008","Nodes","Monktonhall DG, Tel, Clocked, Site ID 5740","21.000000","40.000000","Default Known Pressure Node","Known Pressure","333946.107025","671488.709928","","2124.040083","","","","","","","","","","","","","","839.002438","938.252724","","","","","","","","","","","","","","",""
"64300800020095","Nodes","-1462806","21.000000","32.880167","Default Known Flow Node","Known Flow","333580.106926","671393.459902","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001304","Nodes","1304","21.000000","32.880167","Default Known Flow Node","Known Flow","333605.356933","671392.084901","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001303","Nodes","1303","21.000000","38.900272","Default Known Flow Node","Known Flow","333670.981951","671317.084881","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001004","Nodes","1004","21.000000","38.794985","DDS demands","Known Flow","333732.106967","671291.959874","","0.000000","","","","","","-6.269999","","","","","","","","-5.606746","-6.269999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001283","Nodes","1283","21.000000","32.951173","Default Known Flow Node","Known Flow","333698.106958","671409.834906","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800000999","Nodes","999","21.000000","39.246543","DDS demands","Known Flow","333797.856985","671366.334894","","0.000000","","","","","","-3.209999","","","","","","","","-2.870439","-3.209999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001295","Nodes","1295","21.000000","39.248142","Default Known Flow Node","Known Flow","333783.981981","671368.084895","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001286","Nodes","1286","21.000000","39.724456","Default Known Flow Node","Known Flow","333811.356989","671405.709905","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001285","Nodes","1285","21.000000","39.639342","Default Known Flow Node","Known Flow","333862.107003","671470.459923","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001284","Nodes","1284","21.000000","39.511719","Default Known Flow Node","Known Flow","333843.856998","671497.959930","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001288","Nodes","1288","21.000000","48.858990","Default Known Flow Node","Known Flow","333986.232036","671280.084871","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001292","Nodes","1292","21.000000","49.331758","Default Known Flow Node","Known Flow","333916.232017","671235.709859","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001289","Nodes","1289","21.000000","48.858990","Default Known Flow Node","Known Flow","333979.982035","671224.584856","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001104","Nodes","1104","21.000000","48.507093","DDS demands","Known Flow","334028.357048","671259.084865","","0.000000","","","","","","-34.380000","","","","","","","","-30.743212","-34.380000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001291","Nodes","1291","21.000000","48.455382","Default Known Flow Node","Known Flow","334040.107051","671207.959851","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001012","Nodes","1012","21.000000","25.486006","DDS demands","Known Flow","335014.232316","671471.209923","","0.000000","","","","","","-5.110000","","","","","","","","-4.569453","-5.110000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800020210","Nodes","-4904573","21.000000","25.485474","Default Known Flow Node","Known Flow","335014.551284","671469.832560","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001013","Nodes","1013","21.000000","25.481426","Default Known Flow Node","Known Flow","335016.982317","671459.334920","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001014","Nodes","1014","21.000000","25.457089","Default Known Flow Node","Known Flow","335026.107319","671398.584903","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800001167","Nodes","1167","21.000000","27.866943","DDS demands","Known Flow","332859.731730","671966.585058","","0.000000","","","","","","-9.469999","","","","","","","","-8.468243","-9.469999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001168","Nodes","1168","21.000000","27.870780","DDS demands","Known Flow","332890.106738","671877.335033","","0.000000","","","","","","-2.380000","","","","","","","","-2.128238","-2.380000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001169","Nodes","1169","21.000000","27.082440","DDS demands","Known Flow","332785.106710","671971.960059","","0.000000","","","","","","-13.130000","","","","","","","","-11.741081","-13.130000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800000755","Nodes","755","21.000000","33.681170","DDS demands","Known Flow","333223.481829","671668.459977","","0.000000","","","","","","-7.739999","","","","","","","","-6.921246","-7.739999","","","","","","","","D1 PROFILE","","","","","","",""
"64300800020217","Nodes","-53","21.000000","33.681234","Default Known Flow Node","Known Flow","333226.231830","671664.709976","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"64300800000280","Nodes","280","21.000000","33.796675","DDS demands","Known Flow","333411.981880","671742.209997","","0.000000","","","","","","-12.140000","","","","","","","","-10.855805","-12.140000","","","","","","","","D1 PROFILE","","","","","","",""
"64300800000281","Nodes","281","21.000000","33.814650","DDS demands","Known Flow","333453.231891","671694.709984","","0.000000","","","","","","-32.279998","","","","","","","","-28.865352","-32.279998","","","","","","","","D1 PROFILE","","","","","","",""
"64300800001070","Nodes","1070","21.000000","33.814683","Default Known Flow Node","Known Flow","333332.981859","671745.834998","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
