"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"64304800004769","Nodes","4769",21.000000,29.116673,"Default Known Flow Node","Known Flow",333561.476921,636810.949492,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004770","Nodes","4770",21.000000,29.116673,"Default Known Flow Node","Known Flow",333562.861921,636812.583492,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004767","Nodes","4767",21.000000,29.027820,"Default Known Flow Node","Known Flow",333588.102928,636785.794485,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004766","Nodes","4766",21.000000,29.027820,"Default Known Flow Node","Known Flow",333594.158930,636779.156483,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004763","Nodes","4763",21.000000,29.027820,"Default Known Flow Node","Known Flow",333606.380933,636766.122479,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004757","Nodes","4757",21.000000,26.455866,"Default Known Flow Node","Known Flow",333633.350940,638193.576868,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004774","Nodes","4774",21.000000,22.158156,"Default Known Flow Node","Known Flow",333293.863848,636255.450340,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004760","Nodes","4760",21.000000,26.737407,"DDS demands","Known Flow",333498.997034,636615.308932,,0.000000,,,,,-10.960000,,,,,,-9.800629,-10.960000,,"",,,,,"D1 PROFILE",,,,,
"64304800004773","Nodes","4773",21.000000,25.239761,"Default Known Flow Node","Known Flow",333688.379884,636843.612290,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800000091","Nodes","91",21.000000,25.232931,"Default Known Flow Node","Known Flow",333672.920951,636819.018494,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004764","Nodes","4764",21.000000,25.162281,"Default Known Flow Node","Known Flow",333647.621864,636798.387577,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004771","Nodes","4771",21.000000,25.232931,"Default Known Flow Node","Known Flow",333676.888952,636825.207495,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800000292","Nodes","292",21.000000,25.230087,"DDS demands","Known Flow",333689.667956,636845.665501,,0.000000,,,,,-14.290000,,,,,,-12.778373,-14.290000,,"",,,,,"D1 PROFILE",,,,,
"64304800000293","Nodes","293",21.000000,25.185397,"Default Known Flow Node","Known Flow",333750.979972,636895.748515,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004015","Nodes","4015",21.000000,23.412487,"Default Known Flow Node","Known Flow",332454.044619,636340.726364,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004017","Nodes","4017",21.000000,25.870960,"Default Known Flow Node","Known Flow",333056.626783,636368.892371,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004019","Nodes","4019",21.000000,26.368648,"DDS demands","Known Flow",333099.152795,636509.773410,,0.000000,,,,,-7.489999,,,,,,-6.697691,-7.489999,,"",,,,,"D1 PROFILE",,,,,
"64304800004074","Nodes","4074",21.000000,25.705356,"Default Known Flow Node","Known Flow",333110.616798,636492.094405,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004083","Nodes","4083",21.000000,22.755315,"Default Known Flow Node","Known Flow",333158.821425,636245.321518,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004026","Nodes","4026",21.000000,26.513329,"Default Known Flow Node","Known Flow",332942.863752,636579.965429,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004027","Nodes","4027",21.000000,26.513329,"Default Known Flow Node","Known Flow",332946.995754,636609.322437,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004028","Nodes","4028",21.000000,25.690699,"Default Known Flow Node","Known Flow",332939.395752,636309.514355,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004032","Nodes","4032",21.000000,25.447053,"Default Known Flow Node","Known Flow",333103.330796,636478.872401,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004033","Nodes","4033",21.000000,25.447053,"DDS demands","Known Flow",333098.651795,636484.722403,,0.000000,,,,,-7.450000,,,,,,-6.661923,-7.450000,,"",,,,,"D1 PROFILE",,,,,
"64304800004034","Nodes","4034",21.000000,22.253764,"Default Known Flow Node","Known Flow",332768.430705,636595.722433,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004035","Nodes","4035",21.000000,23.495990,"Default Known Flow Node","Known Flow",332883.760074,636519.582229,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004036","Nodes","4036",21.000000,23.408383,"Default Known Flow Node","Known Flow",332887.863738,636513.489411,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004037","Nodes","4037",21.000000,27.640494,"DDS demands","Known Flow",333008.687770,636600.801434,,0.000000,,,,,-7.999999,,,,,,-7.153743,-7.999999,,"",,,,,"D1 PROFILE",,,,,
"64304800004038","Nodes","4038",21.000000,27.640494,"Default Known Flow Node","Known Flow",333003.322769,636607.544436,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004522","Nodes","4522",21.000000,26.138301,"DDS demands","Known Flow",333029.807928,636410.359131,,0.000000,,,,,-4.269999,,,,,,-3.818310,-4.269999,,"",,,,,"D1 PROFILE",,,,,
"64304800004042","Nodes","4042",21.000000,27.867221,"DDS demands","Known Flow",333058.719784,636645.968447,,0.000000,,,,,-1.019999,,,,,,-0.912102,-1.019999,,"",,,,,"D1 PROFILE",,,,,
"64304800004043","Nodes","4043",21.000000,26.358545,"Default Known Flow Node","Known Flow",333092.203766,636505.232435,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004044","Nodes","4044",21.000000,26.358545,"Default Known Flow Node","Known Flow",333089.807792,636509.532410,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004046","Nodes","4046",21.000000,28.158120,"Default Known Flow Node","Known Flow",333120.077356,636678.842920,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004047","Nodes","4047",21.000000,28.354643,"Default Known Flow Node","Known Flow",333154.407410,636703.601080,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004048","Nodes","4048",21.000000,28.354643,"Default Known Flow Node","Known Flow",333131.497804,636737.936472,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004049","Nodes","4049",21.000000,26.376354,"Default Known Flow Node","Known Flow",333051.607782,636479.894402,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004072","Nodes","4072",21.000000,26.376563,"DDS demands","Known Flow",333073.776788,636493.437405,,0.000000,,,,,-3.569999,,,,,,-3.192357,-3.569999,,"",,,,,"D1 PROFILE",,,,,
"64304800004510","Nodes","4510",21.000000,28.306236,"Default Known Flow Node","Known Flow",333140.815806,636704.008463,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004056","Nodes","4056",21.000000,27.523652,"Default Known Flow Node","Known Flow",332984.327764,636583.905430,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004087","Nodes","4087",21.000000,27.599337,"Default Known Flow Node","Known Flow",332999.951768,636595.076433,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004058","Nodes","4058",21.000000,22.447539,"Default Known Flow Node","Known Flow",332799.595713,636592.611432,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004060","Nodes","4060",21.000000,22.859609,"DDS demands","Known Flow",332904.843742,636487.919404,,0.000000,-15.999999,,,,,,,,,,-14.307486,-15.999999,,"","C1 PROFILE",,,,,,,,,
"64304800004080","Nodes","4080",21.000000,26.673163,"DDS demands","Known Flow",332976.393762,636479.332401,,0.000000,,,,,-14.430000,,,,,,-12.903564,-14.430000,,"",,,,,"D1 PROFILE",,,,,
"64304800004062","Nodes","4062",21.000000,27.884723,"DDS demands","Known Flow",333066.820786,636641.291445,,0.000000,,,,,-5.409999,,,,,,-4.837718,-5.409999,,"",,,,,"D1 PROFILE",,,,,
"64304800004064","Nodes","4064",21.000000,28.039774,"Default Known Flow Node","Known Flow",333097.207794,636662.485451,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004063","Nodes","4063",21.000000,27.884723,"Default Known Flow Node","Known Flow",333080.166790,636633.218443,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004075","Nodes","4075",21.000000,28.150783,"DDS demands","Known Flow",333118.793800,636677.905455,,0.000000,,,,-5.980000,-11.979999,,,,,,-16.060153,-17.959999,,"",,,,"C4 PROFILE","D1 PROFILE",,,,,
"64304800004508","Nodes","4508",21.000000,28.039774,"Default Known Flow Node","Known Flow",333092.771496,636668.314910,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004020","Nodes","4020",21.000000,25.551161,"Default Known Flow Node","Known Flow",333118.592800,636490.454404,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004066","Nodes","4066",21.000000,25.238035,"DDS demands","Known Flow",333125.629802,636494.795406,,0.000000,,,,,-4.770000,,,,,,-4.265419,-4.770000,,"",,,,,"D1 PROFILE",,,,,
"64304800004067","Nodes","4067",21.000000,23.279223,"DDS demands","Known Flow",332743.298698,636408.227382,,0.000000,,,,,-7.360000,,,,,,-6.581443,-7.360000,,"",,,,,"D1 PROFILE",,,,,
"64304800004068","Nodes","4068",21.000000,23.196834,"DDS demands","Known Flow",332778.061708,636386.755376,,0.000000,,,,,-3.180000,,,,,,-2.843613,-3.180000,,"",,,,,"D1 PROFILE",,,,,
"64304800004070","Nodes","4070",21.000000,23.265187,"Default Known Flow Node","Known Flow",332869.841733,636521.737413,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004059","Nodes","4059",21.000000,23.265187,"Default Known Flow Node","Known Flow",332871.170733,636520.781413,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004073","Nodes","4073",21.000000,25.873469,"DDS demands","Known Flow",333087.508792,636477.593401,,0.000000,,,,,-1.570000,,,,,,-1.403922,-1.570000,,"",,,,,"D1 PROFILE",,,,,
"64304800004079","Nodes","4079",21.000000,27.011995,"Default Known Flow Node","Known Flow",332968.609759,636579.837429,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004081","Nodes","4081",21.000000,26.673163,"Default Known Flow Node","Known Flow",333022.508774,636524.473414,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004082","Nodes","4082",21.000000,22.755315,"Default Known Flow Node","Known Flow",333107.421797,636245.025338,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004511","Nodes","4511",21.000000,25.950255,"Default Known Flow Node","Known Flow",332910.988885,636661.058239,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004086","Nodes","4086",21.000000,27.599337,"Default Known Flow Node","Known Flow",332979.507762,636622.002440,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004088","Nodes","4088",21.000000,26.331705,"Default Known Flow Node","Known Flow",333076.915789,636440.448391,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004094","Nodes","4094",21.000000,26.210386,"Default Known Flow Node","Known Flow",332932.860750,637172.431590,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004529","Nodes","4529",21.000000,26.311899,"Default Known Flow Node","Known Flow",333049.295751,637149.388778,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004098","Nodes","4098",21.000000,27.261756,"Default Known Flow Node","Known Flow",333129.841575,637061.484167,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004531","Nodes","4531",21.000000,27.261756,"Default Known Flow Node","Known Flow",333126.891490,637062.402547,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004105","Nodes","4105",21.000000,27.436449,"Default Known Flow Node","Known Flow",333123.771802,637025.648550,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004103","Nodes","4103",21.000000,27.173069,"Default Known Flow Node","Known Flow",333141.106806,637102.598571,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004110","Nodes","4110",21.000000,26.665505,"Default Known Flow Node","Known Flow",333088.972792,637118.066575,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004111","Nodes","4111",21.000000,26.754901,"Default Known Flow Node","Known Flow",333073.009788,637093.859569,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004116","Nodes","4116",21.000000,28.751673,"Default Known Flow Node","Known Flow",333239.043833,636895.084514,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004118","Nodes","4118",21.000000,29.308762,"Default Known Flow Node","Known Flow",333250.716836,636767.674480,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004120","Nodes","4120",21.000000,26.069679,"Default Known Flow Node","Known Flow",333309.540852,636682.018457,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004122","Nodes","4122",21.000000,28.690056,"Default Known Flow Node","Known Flow",333342.206861,636558.067423,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004123","Nodes","4123",21.000000,28.663366,"Default Known Flow Node","Known Flow",333354.142864,636544.004419,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004124","Nodes","4124",21.000000,26.758889,"Default Known Flow Node","Known Flow",333367.120868,636773.539481,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004125","Nodes","4125",21.000000,26.848164,"Default Known Flow Node","Known Flow",333348.125863,636786.513485,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004126","Nodes","4126",21.000000,27.033100,"Default Known Flow Node","Known Flow",333468.544896,636649.308448,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004128","Nodes","4128",21.000000,26.786715,"Default Known Flow Node","Known Flow",333398.817877,636586.117430,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004579","Nodes","4579",21.000000,26.954932,"Default Known Flow Node","Known Flow",333486.934901,636494.267405,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004133","Nodes","4133",21.000000,28.042887,"Default Known Flow Node","Known Flow",333648.639867,636682.079342,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004134","Nodes","4134",21.000000,27.986709,"Default Known Flow Node","Known Flow",333652.972946,636654.114449,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004135","Nodes","4135",21.000000,25.061289,"DDS demands","Known Flow",333716.498963,636736.654471,,0.000000,,,,,-12.340000,,,,,,-11.034649,-12.340000,,"",,,,,"D1 PROFILE",,,,,
"64304800004137","Nodes","4137",21.000000,27.234713,"Default Known Flow Node","Known Flow",333738.727969,636587.826431,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004138","Nodes","4138",21.000000,27.234713,"Default Known Flow Node","Known Flow",333745.024971,636600.191434,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004143","Nodes","4143",21.000000,28.842520,"Default Known Flow Node","Known Flow",333234.461832,636750.796475,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004144","Nodes","Logger 9763, 2 Leithen Road",21.000000,28.975729,"Default Known Flow Node","Known Flow",333234.692832,636775.374482,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004117","Nodes","4117",21.000000,28.975729,"Default Known Flow Node","Known Flow",333234.564832,636776.822482,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004563","Nodes","4563",21.000000,28.622418,"Default Known Flow Node","Known Flow",333358.005161,636524.388588,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004151","Nodes","4151",21.000000,26.952129,"Default Known Flow Node","Known Flow",333460.360893,636645.876447,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004176","Nodes","4176",21.000000,26.952129,"Default Known Flow Node","Known Flow",333460.943893,636647.214447,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004132","Nodes","4132",21.000000,28.052701,"Default Known Flow Node","Known Flow",333524.806911,636697.400461,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004154","Nodes","4154",21.000000,27.957934,"Default Known Flow Node","Known Flow",333525.844911,636698.436461,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004157","Nodes","4157",21.000000,27.777927,"Default Known Flow Node","Known Flow",333690.634956,636677.484455,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004158","Nodes","4158",21.000000,27.822426,"Default Known Flow Node","Known Flow",333671.752951,636697.790461,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004159","Nodes","4159",21.000000,25.061289,"Default Known Flow Node","Known Flow",333712.804962,636737.507472,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004558","Nodes","4558",21.000000,25.061289,"Default Known Flow Node","Known Flow",333713.783150,636736.518747,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004256","Nodes","4256",21.000000,27.336460,"Default Known Flow Node","Known Flow",333717.046198,636597.818360,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004166","Nodes","4166",21.000000,26.785598,"Default Known Flow Node","Known Flow",333804.755987,636803.742490,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004387","Nodes","4387",21.000000,26.745807,"Default Known Flow Node","Known Flow",333792.291984,636792.814487,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004050","Nodes","4050",21.000000,27.204515,"Default Known Flow Node","Known Flow",333178.278817,636559.873423,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004268","Nodes","4268",21.000000,28.746906,"Default Known Flow Node","Known Flow",333292.822848,636619.103439,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004150","Nodes","4150",21.000000,28.622418,"Default Known Flow Node","Known Flow",333356.707865,636523.882413,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004618","Nodes","4618",21.000000,28.622418,"Default Known Flow Node","Known Flow",333337.000137,636510.152095,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004174","Nodes","4174",21.000000,30.092815,"Default Known Flow Node","Known Flow",333442.085266,636782.863901,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004175","Nodes","4175",21.000000,30.097410,"Default Known Flow Node","Known Flow",333443.524707,636784.299595,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004178","Nodes","4178",21.000000,27.810089,"DDS demands","Known Flow",333551.748918,636671.092454,,0.000000,,,,,-5.320000,,,,,,-4.757239,-5.320000,,"",,,,,"D1 PROFILE",,,,,
"64304800004179","Nodes","4179",21.000000,26.668160,"DDS demands","Known Flow",333570.063923,636688.917458,,0.000000,,,,,-5.320000,,,,,,-4.757239,-5.320000,,"",,,,,"D1 PROFILE",,,,,
"64304800004184","Nodes","4184",21.000000,28.306236,"DDS demands","Known Flow",333146.033967,636697.698968,,0.000000,-6.000000,,,,,,,,,,-5.365307,-6.000000,,"","C1 PROFILE",,,,,,,,,
"64304800004185","Nodes","4185",21.000000,26.707803,"Default Known Flow Node","Known Flow",333167.239814,636751.019475,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004190","Nodes","4190",21.000000,27.119792,"Default Known Flow Node","Known Flow",333203.397386,636515.280449,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004191","Nodes","4191",21.000000,27.119792,"Default Known Flow Node","Known Flow",333226.591830,636529.926415,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004266","Nodes","4266",21.000000,30.135754,"Default Known Flow Node","Known Flow",333289.983847,636769.402480,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004173","Nodes","4173",21.000000,26.758889,"Default Known Flow Node","Known Flow",333368.085868,636743.298473,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004197","Nodes","4197",21.000000,21.502955,"Default Known Flow Node","Known Flow",333402.392878,636329.843361,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004552","Nodes","4552",21.000000,21.116259,"Default Known Flow Node","Known Flow",333449.139344,636371.812384,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004233","Nodes","4233",21.000000,29.934875,"Default Known Flow Node","Known Flow",333457.822893,636796.891488,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304800004200","Nodes","4200",21.000000,29.890479,"Default Known Flow Node","Known Flow",333475.681897,636781.210484,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
