"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"64306700001254","Nodes","HOLMPARK INDUSTRIAL ESTATE",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",241682.688920,565527.027095,,999998.967025,,,,,,,,,,,19.833752,22.180000,,"",,,,,,,,,,
"64306700000254","Nodes","254",21.000000,49.850713,"DDS demands","Known Flow",241683.639301,565521.923752,,0.000000,-6.179999,,,,,,,,,,-5.526266,-6.179999,,"","C1 PROFILE",,,,,,,,,
"64306710000092","Nodes","10000092",21.000000,49.046753,"Default Known Flow Node","Known Flow",241617.471447,565487.814667,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64306700000255","Nodes","255",21.000000,49.004917,"Default Known Flow Node","Known Flow",241624.800904,565469.793079,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64306700000237","Nodes","237",21.000000,69.728502,"DDS demands","Known Flow",241429.751642,565605.012879,,0.000000,,,,,-4.709999,,,,,,-4.211766,-4.709999,,"",,,,,"D1 PROFILE",,,,,
"64306700000241","Nodes","241",21.000000,69.492768,"Default Known Flow Node","Known Flow",241472.463038,565709.830190,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64306700000242","Nodes","242",21.000000,68.676972,"Default Known Flow Node","Known Flow",241481.417865,565731.562150,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64306701462555","Nodes","1462555",21.000000,69.510028,"Default Known Flow Node","Known Flow",241405.233108,565534.791614,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64306700000181","Nodes","181",21.000000,68.306845,"Default Known Flow Node","Known Flow",241485.138360,565781.744808,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64306700000236","Nodes","236",21.000000,69.843004,"Default Known Flow Node","Known Flow",241437.971853,565643.971126,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
