"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)"
"64402800000134","Nodes","134","21.000000","35.262606","DDS demands","Known Flow","283035.432280","680653.479873","","0.000000","","","","","","","-9.800000","","","","-8.763336","-9.800000","","","","","","","","","D1 PROFILE","","",""
"64402800001012","Nodes","1012","21.000000","35.259738","Default Known Flow Node","Known Flow","283036.355719","680653.806239","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800001010","Nodes","1010","21.000000","35.914339","DDS demands","Known Flow","283052.731788","680561.870120","","0.000000","","","","","","","-5.050000","","","","-4.515800","-5.050000","","","","","","","","","D1 PROFILE","","",""
"64402800154846","Nodes","-154846","21.000000","35.057879","DDS demands","Known Flow","283376.718265","680660.087423","","0.000000","","","","","","","-4.439999","","","","-3.970327","-4.439999","","","","","","","","","D1 PROFILE","","",""
"64402800000140","Nodes","140","21.000000","35.182239","DDS demands","Known Flow","283312.218247","680638.337417","","0.000000","","","","","","","-5.449999","","","","-4.873487","-5.449999","","","","","","","","","D1 PROFILE","","",""
"64402800000135","Nodes","135","21.000000","35.890273","DDS demands","Known Flow","283057.093178","680563.462397","","0.000000","","","","","","","-5.489999","","","","-4.909256","-5.489999","","","","","","","","","D1 PROFILE","","",""
"64402800001004","Nodes","","21.000000","36.018008","Default Known Flow Node","Known Flow","283038.677796","680556.577058","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800001001","Nodes","1001,","21.000000","27.781731","Default Known Flow Node","Known Flow","282074.501166","679270.349169","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800001009","Nodes","1009","21.000000","27.588457","Default Known Flow Node","Known Flow","282080.548336","679255.717827","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000028","Nodes","P00019736, Dundas Cottages, -29.63","22.999998","29.849069","CSEP DDS Matched","Known Flow","279489.346207","678528.507843","","0.000000","","","","","","","","-21.170001","","","-18.930594","-21.170001","","","","","","","","","","DC PROFILE","",""
"64402800153154","Nodes","-153154","21.000000","33.519978","DDS demands","Known Flow","282715.093085","681170.962562","","0.000000","","","","","","","-9.000000","","","","-8.047961","-9.000000","","","","","","","","","D1 PROFILE","","",""
"64402800001006","Nodes","1006","21.000000","32.378500","Default Known Flow Node","Known Flow","282786.975468","681228.642438","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402801399599","Nodes","-1399599","21.000000","32.344101","DDS demands","Known Flow","282789.843105","681231.587579","","0.000000","","","","","","","-6.579999","","","","-5.883953","-6.579999","","","","","","","","","D1 PROFILE","","",""
"64402800000453","Nodes","453","21.000000","36.164046","DDS demands","Known Flow","281538.092765","680452.337367","","0.000000","","","","","","","-6.249999","","-12.000000","","-16.319476","-18.249999","","","","","","","","","D1 PROFILE","","DH PROFILE",""
"64402800001005","Nodes","Logger 9254, 15 Dickburn Crescent","21.000000","36.017749","Val Log Post","Known Flow","281545.117890","680435.111376","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000454","Nodes","454","21.000000","35.353675","DDS demands","Known Flow","281575.092775","680382.712348","","0.000000","","","","","","","-12.729999","","","","-11.383393","-12.729999","","","","","","","","","D1 PROFILE","","",""
"64402800000133","Nodes","133","21.000000","36.110831","DDS demands","Known Flow","283026.093170","680551.837394","","0.000000","","","","","","","-8.590000","","","","-7.681332","-8.590000","","","","","","","","","D1 PROFILE","","",""
"64402801559957","Nodes","-1559957","21.000000","34.135548","Default Known Flow Node","Known Flow","282856.617123","679217.219031","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402801356256","Nodes","-1356256","21.000000","34.135548","Default Known Flow Node","Known Flow","282857.972356","679218.202980","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000074","Nodes","74","21.000000","37.531477","Default Known Flow Node","Known Flow","282551.343040","681009.087518","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800163331","Nodes","-163331","21.000000","37.531477","Default Known Flow Node","Known Flow","282550.093040","681011.712519","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000720","Nodes","720","21.000000","38.003629","Default Known Flow Node","Known Flow","282517.718031","681076.712537","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800001002","Nodes","1002","21.000000","37.703090","Default Known Flow Node","Known Flow","282527.222996","681057.464982","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000719","Nodes","719","21.000000","37.703090","Default Known Flow Node","Known Flow","282527.718034","681056.462531","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000549","Nodes","549","21.000000","29.504705","DDS demands","Known Flow","282043.092902","679346.337066","","0.000000","","","","","","","-5.980000","","","","-5.347423","-5.980000","","","","","","","","","D1 PROFILE","","",""
"64402800155695","Nodes","-155695","21.000000","35.236445","Default Known Flow Node","Known Flow","283046.929375","679351.355268","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000726","Nodes","Logger 10079, Post Opp 20 Church Street","21.000000","35.191745","Val Log Post","Known Flow","283045.653879","679347.551317","","0.000000","-9.569999","","","","","","","","","","-8.557664","-9.569999","","","C1 PROFILE","","","","","","","","",""
"64402800155693","Nodes","-155693","21.000000","35.182046","Default Known Flow Node","Known Flow","283044.271538","679343.365709","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000514","Nodes","514","21.000000","26.308050","DDS demands","Known Flow","282151.229932","678807.702919","","0.000000","","","","","","","-3.940000","","","","-3.523218","-3.940000","","","","","","","","","D1 PROFILE","","",""
"64402800153139","Nodes","-153139","21.000000","37.527639","Default Known Flow Node","Known Flow","282567.843045","681016.212520","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800154496","Nodes","-154496","21.000000","29.326000","DDS demands","Known Flow","279354.675171","678502.208836","","0.000000","","","","","","","-11.419999","","","","-10.211968","-11.419999","","","","","","","","","D1 PROFILE","","",""
"64402800000026","Nodes","26","21.000000","30.742094","DDS demands","Known Flow","279928.051327","678674.458883","","0.000000","-4.300000","","","","","","-10.679999","","","","-13.395384","-14.980000","","","C1 PROFILE","","","","","","D1 PROFILE","","",""
"64402800000212","Nodes","212","21.000000","30.801197","DDS demands","Known Flow","280004.814696","678699.017196","","0.000000","","","","","","","-8.850000","","","","-7.913828","-8.850000","","","","","","","","","D1 PROFILE","","",""
"64402800154498","Nodes","-154498","21.000000","31.225430","Default Known Flow Node","Known Flow","280062.807774","678724.411743","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000210","Nodes","210","21.000000","31.254372","DDS demands","Known Flow","280120.271576","678767.442799","","0.000000","","","","","","","-22.860001","","","","-20.441822","-22.860001","","","","","","","","","D1 PROFILE","","",""
"64402800000209","Nodes","209","21.000000","31.558108","DDS demands","Known Flow","280313.334431","678797.778917","","0.000000","","","","","","","-6.820000","","","","-6.098566","-6.820000","","","","","","","","","D1 PROFILE","","",""
"64402800000211","Nodes","211","21.000000","31.299041","DDS demands","Known Flow","280078.273367","678700.968890","","0.000000","","","","","","","-24.450001","","","","-21.863629","-24.450001","","","","","","","","","D1 PROFILE","","",""
"64402800000534","Nodes","534","21.000000","31.821667","Default Known Flow Node","Known Flow","280534.458492","678997.920971","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000214","Nodes","214","21.000000","25.569963","DDS demands","Known Flow","281891.637861","678620.140868","","0.000000","","","","","","","-11.890000","","","","-10.632251","-11.890000","","","","","","","","","D1 PROFILE","","",""
"64402800000213","Nodes","213","21.000000","26.584106","DDS demands","Known Flow","282195.513944","678823.078923","","0.000000","","","","","","","-18.139999","","","","-16.221111","-18.139999","","","","","","","","","D1 PROFILE","","",""
"64402800154507","Nodes","-154507","21.000000","25.857357","Default Known Flow Node","Known Flow","282005.285813","678759.299227","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800154510","Nodes","-154510","21.000000","26.550221","Default Known Flow Node","Known Flow","282203.938182","678831.740599","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000513","Nodes","513","21.000000","26.580426","DDS demands","Known Flow","282194.835778","678863.800454","","0.000000","","","","","","","-2.190000","","","","-1.958337","-2.190000","","","","","","","","","D1 PROFILE","","",""
"64402800000606","Nodes","606","21.000000","27.023730","Default Known Flow Node","Known Flow","282173.561619","678966.153207","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000574","Nodes","574","21.000000","33.592200","DDS demands","Known Flow","281872.217856","679495.337106","","0.000000","","","","","","","-15.510000","","","","-13.869319","-15.510000","","","","","","","","","D1 PROFILE","","",""
"64402800000576","Nodes","576","21.000000","33.460867","DDS demands","Known Flow","281886.592860","679476.462101","","0.000000","","","","","","","-0.950000","","","","-0.849507","-0.950000","","","","","","","","","D1 PROFILE","","",""
"64402800000575","Nodes","575","21.000000","33.592200","Default Known Flow Node","Known Flow","281842.842848","679416.212085","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000577","Nodes","577","21.000000","33.547403","Default Known Flow Node","Known Flow","281893.592861","679462.587097","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000175","Nodes","175","21.000000","33.091187","DDS demands","Known Flow","281952.608680","679444.823082","","0.000000","","","","","","","-19.780000","","","","-17.687630","-19.780000","","","","","","","","","D1 PROFILE","","",""
"64402800000176","Nodes","176","21.000000","31.801211","DDS demands","Known Flow","281981.467885","679410.962083","","0.000000","","","","","","","-14.109999","","","","-12.617414","-14.109999","","","","","","","","","D1 PROFILE","","",""
"64402800000552","Nodes","552","21.000000","33.018662","DDS demands","Known Flow","281899.467863","679381.462075","","0.000000","","","","","","","-10.609999","","","","-9.487651","-10.609999","","","","","","","","","D1 PROFILE","","",""
"64402800000177","Nodes","177","21.000000","31.753480","Default Known Flow Node","Known Flow","281977.691683","679393.116984","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000553","Nodes","553","21.000000","33.061980","Default Known Flow Node","Known Flow","281866.092854","679348.337066","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000554","Nodes","","21.000000","29.815742","DDS demands","Known Flow","282891.218133","680183.087294","","0.000000","","","","","","","-10.810000","","","","-9.666496","-10.810000","","","","","","","","","D1 PROFILE","","",""
"64402800000633","Nodes","633","21.000000","26.763369","DDS demands","Known Flow","281854.717851","679010.961975","","0.000000","","","","","","","-7.300000","","","","-6.527790","-7.300000","","","","","","","","","D1 PROFILE","","",""
"64402800154499","Nodes","-154499","21.000000","26.807224","Default Known Flow Node","Known Flow","281852.217850","678955.086959","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000632","Nodes","632","21.000000","26.748854","DDS demands","Known Flow","281911.092866","679029.961980","","0.000000","","","","","","","-12.479999","","","","-11.159838","-12.479999","","","","","","","","","D1 PROFILE","","",""
"64402800000623","Nodes","623","21.000000","26.730369","Default Known Flow Node","Known Flow","281913.592867","679104.087000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000621","Nodes","621","21.000000","26.915344","DDS demands","Known Flow","281934.217873","679009.711974","","0.000000","","","","","","","-0.839999","","","","-0.751143","-0.839999","","","","","","","","","D1 PROFILE","","",""
"64402800000622","Nodes","622","21.000000","26.815651","DDS demands","Known Flow","281910.842866","679009.961974","","0.000000","","","","","","","-7.440000","","","","-6.652981","-7.440000","","","","","","","","","D1 PROFILE","","",""
"64402800000182","Nodes","182","21.000000","33.085704","DDS demands","Known Flow","281935.967873","679206.087028","","0.000000","","","","","","","-7.119999","","","","-6.366831","-7.119999","","","","","","","","","D1 PROFILE","","",""
"64402800150315","Nodes","-150315","21.000000","33.085678","Default Known Flow Node","Known Flow","281926.217870","679199.587026","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800150323","Nodes","-150323","21.000000","33.000506","DDS demands","Known Flow","281956.592879","679216.837031","","0.000000","","","","","","","-8.630000","","","","-7.717100","-8.630000","","","","","","","","","D1 PROFILE","","",""
"64402800000180","Nodes","180","21.000000","33.045582","DDS demands","Known Flow","281900.592863","679261.337043","","0.000000","","","","","","","-6.150000","","","","-5.499440","-6.150000","","","","","","","","","D1 PROFILE","","",""
"64402800000555","Nodes","555","21.000000","33.051962","Default Known Flow Node","Known Flow","281889.967860","679247.212039","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000179","Nodes","179","21.000000","33.043415","DDS demands","Known Flow","281947.967876","679290.212051","","0.000000","","","","","","","-4.159999","","","","-3.719946","-4.159999","","","","","","","","","D1 PROFILE","","",""
"64402800000181","Nodes","181","21.000000","33.042323","DDS demands","Known Flow","281924.217870","679198.337026","","0.000000","","","","","","","-2.809999","","","","-2.512752","-2.809999","","","","","","","","","D1 PROFILE","","",""
"64402800150318","Nodes","-150318","21.000000","33.085678","Default Known Flow Node","Known Flow","281936.717873","679180.837021","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000183","Nodes","183","21.000000","32.884988","DDS demands","Known Flow","281980.217885","679229.212034","","0.000000","","","","","","","-18.979998","","","","-16.972255","-18.979998","","","","","","","","","D1 PROFILE","","",""
"64402800150324","Nodes","-150324","21.000000","33.000506","Default Known Flow Node","Known Flow","281966.717881","679196.462025","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000642","Nodes","642","21.000000","26.903360","Default Known Flow Node","Known Flow","281909.592866","678969.711963","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000618","Nodes","618","21.000000","26.927533","DDS demands","Known Flow","282003.967891","679097.336998","","0.000000","","","","","","","-1.890000","","","","-1.690071","-1.890000","","","","","","","","","D1 PROFILE","","",""
"64402800000550","Nodes","550","21.000000","31.014698","DDS demands","Known Flow","282012.217894","679270.212045","","0.000000","","","","","","","-9.989999","","","","-8.933236","-9.989999","","","","","","","","","D1 PROFILE","","",""
"64402800150356","Nodes","-150356","21.000000","26.963192","Default Known Flow Node","Known Flow","282089.467915","679024.211978","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800150351","Nodes","-150351","21.000000","26.919338","Default Known Flow Node","Known Flow","282075.967911","679065.461989","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000619","Nodes","619","21.000000","26.922589","DDS demands","Known Flow","282022.842897","679036.211981","","0.000000","","","","","","","-3.489999","","","","-3.120820","-3.489999","","","","","","","","","D1 PROFILE","","",""
"64402800000620","Nodes","620","21.000000","26.880727","DDS demands","Known Flow","282058.967906","679055.961987","","0.000000","","","","","","","-10.949999","","","","-9.791686","-10.949999","","","","","","","","","D1 PROFILE","","",""
"64402800150329","Nodes","-150329","21.000000","26.922566","Default Known Flow Node","Known Flow","282002.217891","679094.211997","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000617","Nodes","617","21.000000","26.981247","Default Known Flow Node","Known Flow","282019.842896","679114.087003","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000510","Nodes","510","21.000000","27.402037","DDS demands","Known Flow","282109.967920","679168.712018","","0.000000","","","","","","","-14.409999","","","","-12.885679","-14.409999","","","","","","","","","D1 PROFILE","","",""
"64402800150354","Nodes","-150354","21.000000","27.251055","Default Known Flow Node","Known Flow","282084.592913","679148.087012","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000190","Nodes","190","21.000000","27.491821","Default Known Flow Node","Known Flow","282137.092928","679080.961994","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000551","Nodes","551","21.000000","30.971204","Default Known Flow Node","Known Flow","282022.842897","679289.337050","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000511","Nodes","511","21.000000","27.069388","DDS demands","Known Flow","282040.910902","679123.886005","","0.000000","","","","","","","-15.469999","","","","-13.833550","-15.469999","","","","","","","","","D1 PROFILE","","",""
"64402800000643","Nodes","643","21.000000","26.869154","DDS demands","Known Flow","282096.467917","679077.086993","","0.000000","","","","","","","-1.960000","","","","-1.752667","-1.960000","","","","","","","","","D1 PROFILE","","",""
"64402800000605","Nodes","605","21.000000","27.165916","Default Known Flow Node","Known Flow","282149.342931","679012.711975","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000594","Nodes","594","21.000000","33.000835","Default Known Flow Node","Known Flow","282905.293631","679384.112957","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000593","Nodes","593","21.000000","35.340364","DDS demands","Known Flow","282977.156156","679397.006080","","0.000000","","","","","","","-7.050000","","","","-6.304236","-7.050000","","","","","","","","","D1 PROFILE","","",""
"64402800000472","Nodes","472","21.000000","33.190250","DDS demands","Known Flow","282915.530870","679476.528389","","0.000000","","","","","","","-7.300000","","","","-6.527790","-7.300000","","","","","","","","","D1 PROFILE","","",""
"64402800000475","Nodes","","21.000000","32.568319","DDS demands","Known Flow","282887.918136","679440.784161","","0.000000","","","","","","","-12.720000","","","","-11.374452","-12.720000","","","","","","","","","D1 PROFILE","","",""
"64402800000185","Nodes","","21.000000","33.546694","DDS demands","Known Flow","282952.550276","679492.178125","","0.000000","","","","","","","-1.309999","","","","-1.171425","-1.309999","","","","","","","","","D1 PROFILE","","",""
"64402800000590","Nodes","590","21.000000","35.791696","Default Known Flow Node","Known Flow","283037.840443","679441.079530","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000203","Nodes","203","21.000000","35.855773","DDS demands","Known Flow","283064.338817","679413.351103","","0.000000","","","","","","","-17.329999","","","","-15.496796","-17.329999","","","","","","","","","D1 PROFILE","","",""
"64402800155696","Nodes","-155696","21.000000","35.265923","Default Known Flow Node","Known Flow","283047.770583","679353.864032","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000204","Nodes","204","21.000000","35.408415","Default Known Flow Node","Known Flow","283153.284204","679266.415044","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800155701","Nodes","-155701","21.000000","35.408415","Default Known Flow Node","Known Flow","283155.337205","679254.500041","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800155702","Nodes","-155702","21.000000","35.365087","Default Known Flow Node","Known Flow","283211.297220","679277.703047","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64402800000470","Nodes","470","21.000000","35.191831","DDS demands","Known Flow","283027.718170","679291.373051","","0.000000","","","","","","","-6.000000","","","","-5.365307","-6.000000","","","","","","","","","D1 PROFILE","","",""
"64402800000601","Nodes","601","21.000000","35.800450","DDS demands","Known Flow","283034.625746","679443.811864","","0.000000","","","","","","","-5.919999","","","","-5.293770","-5.919999","","","","","","","","","D1 PROFILE","","",""
