"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)"
"64302900003237","Nodes","-3",21.000000,27.508794,"Default Known Flow Node","Known Flow",319080.477980,565134.930988,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64302900003189","Nodes","-2",21.000000,27.315501,"Default Known Flow Node","Known Flow",319118.477991,565086.680975,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64302900000309","Nodes","309",21.000000,25.469987,"DDS demands","Known Flow",320011.003162,567439.488521,,0.000000,,,,,,-12.560000,,,,,-11.231377,-12.560000,,"",,,,,,"D1 PROFILE",,,,
"64302900001013","Nodes","1013",21.000000,25.449811,"Default Known Flow Node","Known Flow",320014.676625,567447.531222,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64302900000727","Nodes","727",21.000000,24.201735,"Default Known Flow Node","Known Flow",320073.544251,567545.882644,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64302900001009","Nodes","1009",21.000000,25.791189,"Default Known Flow Node","Known Flow",319948.659055,567306.450738,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64302900001012","Nodes","1012",21.000000,25.790654,"DDS demands","Known Flow",319968.136222,567346.329590,,0.000000,,,,,,-4.320000,,,,,-3.863021,-4.320000,,"",,,,,,"D1 PROFILE",,,,
"64302900000023","Nodes","23",21.000000,33.032508,"DDS demands","Known Flow",319289.181990,566874.519969,,0.000000,,,,,,-16.850000,,,,,-15.067571,-16.850000,,"",,,,,,"D1 PROFILE",,,,
"64302900000324","Nodes","P00073598, North Street, 8.4",22.999998,32.757134,"CSEP DDS Matched","Known Flow",319264.121506,566915.182260,,0.000000,,,,,,,-8.399999,,,,-7.511430,-8.399999,,"",,,,,,,"DC PROFILE",,,
"64302900001011","Nodes","1011",21.000000,36.924498,"Default Known Flow Node","Known Flow",319499.943013,566885.703789,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
