"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)"
"64403900000268","Nodes","268",21.000000,32.971655,"DDS demands","Known Flow",262581.564013,707171.879767,,0.000000,,,,,-13.780000,,,-12.322322,-13.780000,,"",,,,,"D1 PROFILE",,
"64403900000099","Nodes","99",21.000000,27.989029,"DDS demands","Known Flow",264031.047001,707379.678694,,0.000000,,,,,-14.179999,,,-12.680009,-14.179999,,"",,,,,"D1 PROFILE",,
"64403900009748","Nodes","9748",21.000000,27.851512,"DDS demands","Known Flow",264087.259810,707354.681170,,0.000000,,,,,-7.750000,,,-6.930188,-7.750000,,"",,,,,"D1 PROFILE",,
"64403900000260","Nodes","260",21.000000,27.840652,"DDS demands","Known Flow",264113.235023,707343.050684,,0.000000,,,,,-3.869999,,,-3.460623,-3.869999,,"",,,,,"D1 PROFILE",,
"64403900000071","Nodes","71",21.000000,33.400536,"DDS demands","Known Flow",262629.816620,707062.359608,,0.000000,,,,,-19.920001,,,-17.812821,-19.920001,,"",,,,,"D1 PROFILE",,
"64403900000323","Nodes",,21.000000,33.118963,"DDS demands","Known Flow",263444.738021,707819.269714,,0.000000,-15.999999,,,,-11.390000,,,-24.492628,-27.390001,,"","C1 PROFILE",,,,"D1 PROFILE",,
"64403900009162","Nodes","9162",21.000000,33.492947,"DDS demands","Known Flow",263340.093447,707869.802919,,0.000000,,,,,-12.720000,,,-11.374452,-12.720000,,"",,,,,"D1 PROFILE",,
"64403900000356","Nodes","356",21.000000,33.506847,"Default Known Flow Node","Known Flow",263298.795248,707869.732398,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403900001000","Nodes","1000",21.000000,49.747365,"DDS demands","Known Flow",264856.260226,706910.850566,,0.000000,,,,,-7.679999,,,-6.867593,-7.679999,,"",,,,,"D1 PROFILE",,
"64403900001009","Nodes","Keltie Bridge RRI",21.000000,50.000031,"Default Known Pressure Node","Known Pressure",264874.797231,706846.144549,,0.000000,,,,,,,,10.274563,11.490000,,"",,,,,,,
"64403900001005","Nodes","1005",21.000000,50.785996,"DDS demands","Known Flow",264096.826019,707097.760617,,0.000000,,,,,-17.979999,,,-16.078037,-17.979999,,"",,,,,"D1 PROFILE",,
"64403900000100","Nodes","P00044207, Stirling Street, 75.23",45.000000,47.339800,"CSEP DDS Matched","Known Flow",264092.670018,707078.203612,,0.000000,,,,,,-75.230002,,-67.272014,-75.230002,,"",,,,,,"DC PROFILE",
"64403900001007","Nodes","1007",21.000000,68.048512,"DDS demands","Known Flow",264127.203027,707145.827630,,0.000000,,,,,-11.470000,,,-10.256680,-11.470000,,"",,,,,"D1 PROFILE",,
"64403901462585","Nodes","1462585",21.000000,33.114656,"Default Known Flow Node","Known Flow",262589.689051,707179.636352,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403900000077","Nodes","77",21.000000,33.079649,"DDS demands","Known Flow",262676.773632,707129.102626,,0.000000,,,,,-13.910000,,,-12.438570,-13.910000,,"",,,,,"D1 PROFILE",,
"64403900000054","Nodes","54",21.000000,33.182111,"DDS demands","Known Flow",262660.463628,707215.236649,,0.000000,,,,,-5.789999,,,-5.177521,-5.789999,,"",,,,,"D1 PROFILE",,
"64403900000028","Nodes","28",21.000000,33.101056,"Default Known Flow Node","Known Flow",262706.055640,707153.437632,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403900000120","Nodes","120",21.000000,33.110709,"DDS demands","Known Flow",262723.362645,707165.301636,,0.000000,,,,,-3.130000,,,-2.798902,-3.130000,,"",,,,,"D1 PROFILE",,
"64403900000029","Nodes","29",21.000000,32.892446,"DDS demands","Known Flow",262752.047653,707115.920622,,0.000000,,,,,-15.789999,,,-14.119700,-15.789999,,"",,,,,"D1 PROFILE",,
"64403900000026","Nodes","26",21.000000,32.911696,"DDS demands","Known Flow",262759.163655,707189.911642,,0.000000,,,,,-6.179999,,,-5.526266,-6.179999,,"",,,,,"D1 PROFILE",,
"64403900000023","Nodes","23",21.000000,32.562066,"DDS demands","Known Flow",262960.636352,707151.516387,,0.000000,,,,,-17.379999,,,-15.541506,-17.379999,,"",,,,,"D1 PROFILE",,
"64403900000027","Nodes","27",21.000000,32.910847,"DDS demands","Known Flow",262734.608648,707222.626651,,0.000000,,,,,-3.759999,,,-3.362259,-3.759999,,"",,,,,"D1 PROFILE",,
"64403900000024","Nodes","24",21.000000,32.574508,"DDS demands","Known Flow",262852.418214,707193.758531,,0.000000,,,,,-14.670000,,,-13.118176,-14.670000,,"",,,,,"D1 PROFILE",,
"64403900000025","Nodes","25",21.000000,32.659660,"DDS demands","Known Flow",262800.185666,707265.381663,,0.000000,,,,,-5.239999,,,-4.685701,-5.239999,,"",,,,,"D1 PROFILE",,
"64403900000022","Nodes","22",21.000000,32.579815,"DDS demands","Known Flow",262916.182269,707223.321014,,0.000000,,,,,-12.560000,,,-11.231377,-12.560000,,"",,,,,"D1 PROFILE",,
"64403900000360","Nodes","360",21.000000,33.098913,"Default Known Flow Node","Known Flow",262820.268834,707409.851994,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403900000127","Nodes","127",21.000000,32.556413,"DDS demands","Known Flow",262974.657714,707130.047626,,0.000000,,,,,-1.990000,,,-1.779493,-1.990000,,"",,,,,"D1 PROFILE",,
"64403900000361","Nodes","361",21.000000,32.968221,"Default Known Flow Node","Known Flow",262841.889856,707417.025579,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403900000020","Nodes","20",21.000000,33.129165,"DDS demands","Known Flow",262805.807668,707415.169704,,0.000000,,,,,-2.689999,,,-2.405446,-2.689999,,"",,,,,"D1 PROFILE",,
"64403900000021","Nodes","21",21.000000,28.503026,"DDS demands","Known Flow",262976.026714,707396.218698,,0.000000,,-93.080001,,,-48.779996,,,-126.853749,-141.859998,,"",,"C2 PROFILE",,,"D1 PROFILE",,
"64403900000051","Nodes","51",21.000000,28.152735,"Default Known Flow Node","Known Flow",263940.916976,707321.648678,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403900000319","Nodes","319",21.000000,28.322383,"Default Known Flow Node","Known Flow",263910.158968,707340.373683,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403900000320","Nodes","320",21.000000,28.348952,"Default Known Flow Node","Known Flow",263905.839967,707343.063684,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403900000313","Nodes","313",21.000000,32.670138,"DDS demands","Known Flow",263548.528326,707473.179395,,0.000000,,,,,-4.550000,,,-4.068691,-4.550000,,"",,,,,"D1 PROFILE",,
"64403910000082","Nodes","10000082",21.000000,32.587921,"Default Known Flow Node","Known Flow",263570.112389,707460.036534,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403900000318","Nodes","318",21.000000,32.242596,"DDS demands","Known Flow",263646.928107,707348.650352,,0.000000,,,,,-5.270000,,,-4.712528,-5.270000,,"",,,,,"D1 PROFILE",,
"64403900000315","Nodes","315",21.000000,32.344354,"DDS demands","Known Flow",263664.342901,707407.747702,,0.000000,,,,,-13.290000,,,-11.884156,-13.290000,,"",,,,,"D1 PROFILE",,
"64403900000083","Nodes","83",21.000000,27.936997,"DDS demands","Known Flow",263971.517985,707367.464691,,0.000000,,,,,-14.550000,,,-13.010870,-14.550000,,"",,,,,"D1 PROFILE",,
"64403900000376","Nodes","376",21.000000,28.005087,"Default Known Flow Node","Known Flow",263993.321991,707400.449700,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
