"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"64401800000191","Nodes","191","21.000000","26.069472","DDS demands","Known Flow","291648.328516","695571.532481","","0.000000","","","","","-3.579999","","","","","","","-3.201299","-3.579999","","","","","","","D1 PROFILE","","","","","",""
"64401800000190","Nodes","190","21.000000","26.053447","DDS demands","Known Flow","291722.385536","695602.121489","","0.000000","","","","","-4.199999","","","","","","","-3.755715","-4.199999","","","","","","","D1 PROFILE","","","","","",""
"64401800001016","Nodes","1016","21.000000","28.844361","Default Known Flow Node","Known Flow","291710.823057","697371.163529","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800002438","Nodes","-631","21.000000","28.950518","Default Known Flow Node","Known Flow","291704.648531","697366.786969","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800000482","Nodes","482","21.000000","28.451601","DDS demands","Known Flow","291773.092550","697361.379968","","0.000000","","","","","-8.090000","","","","","","","-7.234223","-8.090000","","","","","","","D1 PROFILE","","","","","",""
"64401800002396","Nodes","-534","21.000000","25.834015","Default Known Flow Node","Known Flow","292239.881677","697191.202922","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800001014","Nodes","1014","0.000000","31.497995","DDS demands","Known Flow","291807.861091","697045.254650","","0.000000","","","","","-3.450000","","","","","","","-3.085051","-3.450000","","","","","","","D1 PROFILE","","","","","",""
"64401800001012","Nodes","1012","21.000000","25.665449","Default Known Flow Node","Known Flow","292266.019684","697194.864923","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800001013","Nodes","1013","21.000000","24.600380","Default Known Flow Node","Known Flow","292287.554690","697170.300916","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800000075","Nodes","75","21.000000","25.239892","DDS demands","Known Flow","292291.118691","697142.629908","","0.000000","","","","","-6.280000","","","","","","","-5.615688","-6.280000","","","","","","","D1 PROFILE","","","","","",""
"64401800000077","Nodes","77","21.000000","23.967675","DDS demands","Known Flow","292289.353690","697197.524923","","0.000000","","","","","-18.559999","","","","","","","-16.596683","-18.559999","","","","","","","D1 PROFILE","","","","","",""
"64401800000595","Nodes","595","21.000000","29.440688","DDS demands","Known Flow","292051.560626","696957.238858","","0.000000","-6.000000","","","","-0.880000","","","","","","","-6.152219","-6.880000","","","C1 PROFILE","","","","D1 PROFILE","","","","","",""
"64401800001011","Nodes","1011","21.000000","29.478053","Default Known Flow Node","Known Flow","292044.957631","696958.517411","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800002420","Nodes","2420","21.000000","34.029296","Default Known Flow Node","Known Flow","292825.766836","697247.212937","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800001010","Nodes","Logger ID 9041, 1 Bards Way","21.000000","33.809881","Val Log Post","Known Flow","292844.197895","697269.307663","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800002450","Nodes","-656","21.000000","33.155989","Default Known Flow Node","Known Flow","292833.999254","697398.779742","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800000536","Nodes","536","21.000000","35.510464","DDS demands","Known Flow","292664.740792","697203.834925","","0.000000","","","","","-4.190000","","","","","","","-3.746773","-4.190000","","","","","","","D1 PROFILE","","","","","",""
"64401800001009","Nodes","Logger ID 9352, 1 Harviestoun Grove","21.000000","35.368761","Val Log Post","Known Flow","292671.759428","697217.812369","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800001006","Nodes","1006","21.000000","35.256557","Default Known Flow Node","Known Flow","292668.858833","697225.431522","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800000585","Nodes","585","21.000000","35.922562","DDS demands","Known Flow","291994.888610","696793.387813","","0.000000","","","","","-10.499999","","","","","","","-9.389287","-10.499999","","","","","","","D1 PROFILE","","","","","",""
"64401800001008","Nodes","Logger ID 9144, 30 Devondale Crescent","21.000000","36.376233","Val Log Post","Known Flow","292003.415728","696712.244016","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800000183","Nodes","183","21.000000","36.473121","DDS demands","Known Flow","292010.624165","696700.209339","","0.000000","","","","","-7.730000","","","","","","","-6.912304","-7.730000","","","","","","","D1 PROFILE","","","","","",""
"64401800000224","Nodes","224","21.000000","29.852077","DDS demands","Known Flow","292294.518692","697457.390994","","0.000000","","","","","-8.010000","","","","","","","-7.162685","-8.010000","","","","","","","D1 PROFILE","","","","","",""
"64401800001007","Nodes","Logger ID 9348, 75A Fir Park","21.000000","29.780081","Val Log Post","Known Flow","292291.454013","697439.026551","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800000225","Nodes","225","21.000000","29.402940","DDS demands","Known Flow","292281.955688","697375.929972","","0.000000","-5.059999","","","","-3.299999","","","","","","","-7.475661","-8.360000","","","C1 PROFILE","","","","D1 PROFILE","","","","","",""
"64401800002338","Nodes","-452","21.000000","32.614835","Default Known Flow Node","Known Flow","291597.495502","697037.993880","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800001005","Nodes","Logger ID 9073, 53A High Street","21.000000","32.644451","Val Log Post","Known Flow","291588.264515","697039.744698","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800002314","Nodes","-400","21.000000","34.029465","Default Known Flow Node","Known Flow","291539.186135","696942.170417","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800001002","Nodes","Logger ID 9299, 19  Park Street (must be off 7"" main in Park Street)","21.000000","34.095074","Val Log Post","Known Flow","291542.230615","696935.964784","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800002299","Nodes","-355","21.000000","34.390542","Default Known Flow Node","Known Flow","291559.586492","696899.703842","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800000500","Nodes","500","21.000000","32.025277","DDS demands","Known Flow","291457.175550","697309.728060","","0.000000","-2.720000","","","","-2.990000","","","","","","","-5.105984","-5.709999","","","C1 PROFILE","","","","D1 PROFILE","","","","","",""
"64401800001001","Nodes","Logger ID 9766, 37 Uppermill Street","21.000000","32.094149","Val Log Post","Known Flow","291454.975584","697330.575811","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800000450","Nodes","450","21.000000","32.068062","DDS demands","Known Flow","291454.510463","697338.666962","","0.000000","","","","","-3.339999","","","","","","","-2.986687","-3.339999","","","","","","","D1 PROFILE","","","","","",""
"64401800002297","Nodes","-353","21.000000","35.226417","Default Known Flow Node","Known Flow","291900.870585","696897.353842","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800000214","Nodes","214","21.000000","35.201312","DDS demands","Known Flow","291899.679584","696893.235841","","0.000000","","","","","-14.990000","","","","","","","-13.404326","-14.990000","","","","","","","D1 PROFILE","","","","","",""
"64401800000119","Nodes","119","21.000000","25.780089","Default Known Flow Node","Known Flow","292220.888672","695790.423540","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800002429","Nodes","-61","21.000000","25.754767","Default Known Flow Node","Known Flow","292220.769672","695801.888544","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800002471","Nodes","-7","21.000000","26.255371","Default Known Flow Node","Known Flow","291773.675550","695593.999487","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800000514","Nodes","514","21.000000","25.593231","DDS demands","Known Flow","291772.161549","695551.005475","","0.000000","","","","","-0.689999","","","","","","","-0.617010","-0.689999","","","","","","","D1 PROFILE","","","","","",""
"64401800002168","Nodes","-1462772","21.000000","26.416903","Default Known Flow Node","Known Flow","291851.441571","695665.113506","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800000150","Nodes","150","21.000000","26.416903","DDS demands","Known Flow","291856.548572","695667.814507","","0.000000","","","","","-15.959999","","","","","","","-14.271717","-15.959999","","","","","","","D1 PROFILE","","","","","",""
"64401800000141","Nodes","141","21.000000","27.647006","DDS demands","Known Flow","291931.728489","695914.679997","","0.000000","","","","","-8.879999","","","","","","","-7.940654","-8.879999","","","","","","","D1 PROFILE","","","","","",""
"64401800002353","Nodes","-4904542","21.000000","27.794312","Default Known Flow Node","Known Flow","291929.046415","695928.511138","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800002008","Nodes","-120","21.000000","28.619081","Default Known Flow Node","Known Flow","291923.843591","695996.219596","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800002009","Nodes","-121","21.000000","28.619081","Default Known Flow Node","Known Flow","291915.346588","695996.517597","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800002001","Nodes","-112","21.000000","28.401762","Default Known Flow Node","Known Flow","291925.113591","695980.084592","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64401800002066","Nodes","-1462547","21.000000","28.489274","Default Known Flow Node","Known Flow","291909.100587","695967.761589","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
