"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"D1","Flow Categories",-3371.770001,0.000000,1.000000,"Volumetric",-1.000000
"C1","Flow Categories",-541.829995,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-69.250000,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-473.269996,0.000000,1.000000,"Volumetric",-1.000000
"I2","Flow Categories",-375.289994,0.000000,1.000000,"Volumetric",-1.000000
"DC","Flow Categories",-153.470003,0.000000,1.000000,"Volumetric",-1.000000
"C3","Flow Categories",-7.799999,0.000000,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
"CT","Flow Categories",-18.649999,0.000000,1.000000,"Volumetric",-1.000000
"DL","Flow Categories",,,1.000000,"Volumetric",0.000000
"DM","Flow Categories",,,1.000000,"Volumetric",0.000000
"DH","Flow Categories",-4.530000,0.000000,1.000000,"Volumetric",-1.000000
