"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"64401300003350","Nodes","3350","21.000000","24.169014","DDS demands","Known Flow","271648.961074","671677.041979","","0.000000","","","","","","","-1.510000","","","","","","-1.350269","-1.510000","","","","","","","","","D1 PROFILE","","","","",""
"64401300003349","Nodes","3349","21.000000","24.679736","DDS demands","Known Flow","271663.130078","671661.595975","","0.000000","","","","","","","-3.430000","","","","","","-3.067167","-3.430000","","","","","","","","","D1 PROFILE","","","","",""
"64401300001082","Nodes","STONYLEE ROAD (5) RRI,","21.000000","49.999998","Default Known Pressure Node","Known Pressure","276135.841295","674189.085663","","999998.967025","","","","","","","","","","","","","1.216136","1.360000","","","","","","","","","","","","","",""
"64401300004322","Nodes","4322","21.000000","49.972427","DDS demands","Known Flow","276139.744124","674183.086870","","0.000000","","","","","","","-0.930000","","","","","","-0.831622","-0.930000","","","","","","","","","D1 PROFILE","","","","",""
"64401300004323","Nodes","4323","21.000000","49.970418","DDS demands","Known Flow","276142.591297","674178.710660","","0.000000","","","","","","","-0.430000","","","","","","-0.384513","-0.430000","","","","","","","","","D1 PROFILE","","","","",""
"64401300010138","Nodes","","21.000000","74.499192","DDS demands","Known Flow","274290.465793","675883.211124","","0.000000","","","","","","","-3.020000","","","","","","-2.700538","-3.020000","","","","","","","","","D1 PROFILE","","","","",""
"64401300003654","Nodes","3654","21.000000","74.929935","DDS demands","Known Flow","274316.962624","675858.213499","","0.000000","","","","","","","-24.620000","","","","","","-22.015644","-24.620000","","","","","","","","","D1 PROFILE","","","","",""
"64401300001081","Nodes","AUCHINBEE G,H & J DG, No clocks/Constant setting, Site ID 5249","21.000000","74.999996","Default Known Pressure Node","Known Pressure","274320.965801","675862.961118","","999998.967025","","","","","","","","","","","","","755.506836","844.879969","","","","","","","","","","","","","",""
"64401300001080","Nodes","CARRICKSTONE DG, No clocks/Constant setting, Site ID 5258","21.000000","74.999996","Default Known Pressure Node","Known Pressure","275248.552053","676179.169204","","99999.988879","","","","","","","","","","","","","609.677800","681.800017","","","","","","","","","","","","","",""
"64401300004199","Nodes","4199","21.000000","74.782220","Default Known Flow Node","Known Flow","275245.076112","676206.951950","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64401300004062","Nodes","4062","21.000000","73.298410","Default Known Flow Node","Known Flow","275253.949055","676137.706193","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64401300004273","Nodes","4273","21.000000","42.802666","DDS demands","Known Flow","275850.216217","676768.961365","","0.000000","","","","","","","-3.700000","","","","","","-3.308606","-3.700000","","","","","","","","","D1 PROFILE","","","","",""
"64401300004897","Nodes","4897","21.000000","40.606445","Default Known Flow Node","Known Flow","275907.786261","676715.670823","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
