"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"64304400000284","Nodes","284","21.000000","22.640627","DDS demands","Known Flow","267818.521032","550474.234999","","0.000000","","","","","-6.399999","","","","","-5.722994","-6.399999","","","","","","","D1 PROFILE","","","",""
"64304400000041","Nodes","41","21.000000","38.887175","DDS demands","Known Flow","268497.333216","551205.922198","","0.000000","","","","","-2.779999","","","","","-2.485925","-2.779999","","","","","","","D1 PROFILE","","","",""
"64304400001001","Nodes","1001","21.000000","38.887175","Default Known Flow Node","Known Flow","268499.879089","551203.962597","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400000105","Nodes","105","21.000000","25.490247","DDS demands","Known Flow","269125.098387","551936.846397","","0.000000","","","","","-25.530000","","","","","-22.829382","-25.530000","","","","","","","D1 PROFILE","","","",""
"64304400012407","Nodes","-129695","21.000000","25.589642","Default Known Flow Node","Known Flow","269194.531252","551875.327948","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400001002","Nodes","","21.000000","28.532807","Default Known Flow Node","Known Flow","268673.450264","551092.834167","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400012439","Nodes","-1536275","21.000000","38.333481","Default Known Flow Node","Known Flow","268584.831117","551331.032021","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400012441","Nodes","-1571455","21.000000","34.253154","Default Known Flow Node","Known Flow","268406.763032","551044.000978","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400000065","Nodes","65","21.000000","26.389235","DDS demands","Known Flow","268128.006259","550989.067649","","0.000000","","","","","-49.689998","","","","","-44.433685","-49.689998","","","","","","","D1 PROFILE","","","",""
"64304400000148","Nodes","148","21.000000","25.088865","DDS demands","Known Flow","268177.570129","551068.423160","","0.000000","-17.200001","","","","-25.229998","","","","","-37.941664","-42.430001","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"64304400012397","Nodes","-126959","21.000000","24.591842","Default Known Flow Node","Known Flow","268504.591218","550533.704015","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400000043","Nodes","43","21.000000","39.279679","DDS demands","Known Flow","268537.311227","551173.459189","","0.000000","","","","","-7.909999","","","","","-7.073263","-7.909999","","","","","","","D1 PROFILE","","","",""
"64304400000285","Nodes","285","21.000000","22.752486","DDS demands","Known Flow","267882.999049","550486.520002","","0.000000","","","","","-20.170000","","","","","-18.036374","-20.170000","","","","","","","D1 PROFILE","","","",""
"64304400000283","Nodes","283","21.000000","22.745970","DDS demands","Known Flow","267875.512752","550454.695572","","0.000000","","","","","-4.489999","","","","","-4.015038","-4.489999","","","","","","","D1 PROFILE","","","",""
"64304400000116","Nodes","116","21.000000","24.447388","DDS demands","Known Flow","268336.724173","550412.449982","","0.000000","","","","","-4.429999","","","","","-3.961385","-4.429999","","","","","","","D1 PROFILE","","","",""
"64304400000094","Nodes","P00107475, Rossway Road CSEP, 46.10scmh","24.000000","24.197272","CSEP DDS Matched","Known Flow","268421.804539","550424.799695","","0.000000","","","","","-7.739999","-46.099998","","","","-48.144689","-53.839997","","","","","","","D1 PROFILE","DC PROFILE","","",""
"64304400000312","Nodes","312","21.000000","24.857503","Default Known Flow Node","Known Flow","268379.665411","550457.827868","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400000281","Nodes","281","21.000000","23.446738","DDS demands","Known Flow","267801.326027","550590.612030","","0.000000","","","","","-5.310000","","","","","-4.748297","-5.310000","","","","","","","D1 PROFILE","","","",""
"64304400012400","Nodes","-129675","21.000000","23.307978","Default Known Flow Node","Known Flow","267759.823989","550569.723234","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400012404","Nodes","-129679","21.000000","23.585429","Default Known Flow Node","Known Flow","267812.150172","550642.273856","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400012406","Nodes","-129687","21.000000","22.743449","Default Known Flow Node","Known Flow","267875.215047","550531.681014","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400012405","Nodes","-129682","21.000000","22.699778","Default Known Flow Node","Known Flow","267842.511038","550532.907015","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400012403","Nodes","-129678","21.000000","23.446738","Default Known Flow Node","Known Flow","267812.707030","550575.255026","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400000287","Nodes","287","21.000000","23.206039","DDS demands","Known Flow","267770.074018","550521.300011","","0.000000","","","","","-21.149999","","","","","-18.912709","-21.149999","","","","","","","D1 PROFILE","","","",""
"64304400012402","Nodes","-129677","21.000000","23.249654","Default Known Flow Node","Known Flow","267795.472025","550528.883014","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400012401","Nodes","-129676","21.000000","23.240019","Default Known Flow Node","Known Flow","267764.749801","550537.127230","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400012398","Nodes","-129673","21.000000","23.351585","Default Known Flow Node","Known Flow","267740.549010","550590.869030","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400012399","Nodes","-129674","21.000000","23.238275","Default Known Flow Node","Known Flow","267743.696011","550528.355013","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400000093","Nodes","93","21.000000","24.814946","Default Known Flow Node","Known Flow","268481.859306","550449.504857","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400000117","Nodes","117","21.000000","24.596180","DDS demands","Known Flow","268498.978217","550530.564014","","0.000000","","","","","-4.130000","","","","","-3.693120","-4.130000","","","","","","","D1 PROFILE","","","",""
"64304400000095","Nodes","95","21.000000","25.829595","DDS demands","Known Flow","268425.990469","550549.642634","","0.000000","","","","","-14.840000","","","","","-13.270194","-14.840000","","","","","","","D1 PROFILE","","","",""
"64304400000291","Nodes","291","21.000000","24.128709","Default Known Flow Node","Known Flow","268001.191427","550597.292607","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400000149","Nodes","149","21.000000","24.492242","DDS demands","Known Flow","268106.512665","550795.997693","","0.000000","","","","","-10.320000","","","","","-9.228329","-10.320000","","","","","","","D1 PROFILE","","","",""
"64304400012388","Nodes","-126927","21.000000","25.581838","Default Known Flow Node","Known Flow","268009.294891","550823.622269","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64304400000081","Nodes","81","21.000000","25.658056","DDS demands","Known Flow","268454.157204","550653.052047","","0.000000","","","","","-5.189999","","","","","-4.640990","-5.189999","","","","","","","D1 PROFILE","","","",""
"64304400000271","Nodes","271","21.000000","24.889233","DDS demands","Known Flow","268217.245140","550584.646029","","0.000000","","","","","-1.580000","","","","","-1.412864","-1.580000","","","","","","","D1 PROFILE","","","",""
"64304400000075","Nodes","75","21.000000","24.592350","DDS demands","Known Flow","268171.016127","550580.195027","","0.000000","","","","","-5.270000","","","","","-4.712528","-5.270000","","","","","","","D1 PROFILE","","","",""
