"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"64403000002891","Nodes","-1462635","21.000000","30.592322","Default Known Flow Node","Known Flow","279671.250000","666892.625000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002950","Nodes","-168","21.000000","30.941091","Default Known Flow Node","Known Flow","279674.625000","666932.125000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000367","Nodes","367","21.000000","30.517959","DDS demands","Known Flow","279655.625000","666831.875000","","0.000000","","","","-2.689999","","","","","","","-2.405446","-2.689999","","","","","","","D1 PROFILE","","","","","","",""
"64403000002957","Nodes","-180","21.000000","31.152557","Default Known Flow Node","Known Flow","279706.000000","666948.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002906","Nodes","-1462664","21.000000","30.852135","Default Known Flow Node","Known Flow","279697.250000","666912.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002960","Nodes","-186","21.000000","31.152557","Default Known Flow Node","Known Flow","279697.125000","666966.125000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002816","Nodes","-1462493","21.000000","31.152557","Default Known Flow Node","Known Flow","279704.250000","666969.875000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002902","Nodes","-1462652","21.000000","31.152557","Default Known Flow Node","Known Flow","279690.125000","666962.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002958","Nodes","-182","21.000000","31.239060","Default Known Flow Node","Known Flow","279716.625000","666954.000000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002961","Nodes","-192","21.000000","31.471075","Default Known Flow Node","Known Flow","279750.500000","666971.750000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002949","Nodes","-165","21.000000","31.194610","Default Known Flow Node","Known Flow","279729.500000","666929.625000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002847","Nodes","-1462560","21.000000","31.194610","Default Known Flow Node","Known Flow","279742.000000","666935.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002932","Nodes","-1462716","21.000000","31.239060","Default Known Flow Node","Known Flow","279721.375000","666926.000000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002963","Nodes","-207","21.000000","31.515506","Default Known Flow Node","Known Flow","279740.500000","666991.000000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002905","Nodes","-1462663","21.000000","31.515506","Default Known Flow Node","Known Flow","279754.750000","666997.875000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002868","Nodes","-1462602","21.000000","31.515506","Default Known Flow Node","Known Flow","279732.625000","666987.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002962","Nodes","-198","21.000000","31.603992","Default Known Flow Node","Known Flow","279761.375000","666977.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002959","Nodes","-183","21.000000","31.559567","Default Known Flow Node","Known Flow","279773.250000","666954.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002885","Nodes","-1462625","21.000000","31.559567","Default Known Flow Node","Known Flow","279787.500000","666958.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002890","Nodes","-1462634","21.000000","31.559567","Default Known Flow Node","Known Flow","279761.625000","666948.750000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002955","Nodes","-177","21.000000","33.050703","Default Known Flow Node","Known Flow","279844.070123","666942.837845","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002859","Nodes","-1462588","21.000000","33.095008","Default Known Flow Node","Known Flow","279822.875000","666932.875000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000483","Nodes","483","21.000000","25.642651","DDS demands","Known Flow","278849.500000","667153.500000","","0.000000","","","","-9.890000","","","","","","","-8.843815","-9.890000","","","","","","","D1 PROFILE","","","","","","",""
"64403000000482","Nodes","482","21.000000","26.308096","Default Known Flow Node","Known Flow","278904.625000","667195.000000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000479","Nodes","479","21.000000","26.810245","Default Known Flow Node","Known Flow","278951.500000","667197.750000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000486","Nodes","486","21.000000","26.774983","DDS demands","Known Flow","278996.250000","667225.250000","","0.000000","","","","-6.179999","","","","","","","-5.526266","-6.179999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000518","Nodes","518","21.000000","27.009186","DDS demands","Known Flow","278821.875000","667047.000000","","0.000000","","","","-1.999999","","","","","","","-1.788435","-1.999999","","","","","","","D1 PROFILE","","","","","","",""
"64403000002982","Nodes","-257","21.000000","26.922642","Default Known Flow Node","Known Flow","278830.327111","667052.975056","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000489","Nodes","489","21.000000","26.531678","DDS demands","Known Flow","278841.000000","667222.625000","","0.000000","","","","-12.479999","","","","","","","-11.159838","-12.479999","","","","","","","D1 PROFILE","","","","","","",""
"64403000003007","Nodes","-334","21.000000","26.549275","Default Known Flow Node","Known Flow","278808.875000","667257.250000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000481","Nodes","481","21.000000","26.602719","Default Known Flow Node","Known Flow","278929.913510","667213.767686","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000480","Nodes","480","21.000000","26.653996","Default Known Flow Node","Known Flow","278936.614547","667218.165515","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000488","Nodes","488","21.000000","26.714430","Default Known Flow Node","Known Flow","278899.195082","667255.430808","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000485","Nodes","485","21.000000","26.148399","DDS demands","Known Flow","278916.500000","667174.375000","","0.000000","","","","-3.759999","","","","","","","-3.362259","-3.759999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000420","Nodes","420","21.000000","25.624473","DDS demands","Known Flow","278859.125000","667137.125000","","0.000000","","","","-3.629999","","","","","","","-3.246011","-3.629999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000487","Nodes","487","21.000000","26.653468","DDS demands","Known Flow","278933.876146","667221.561961","","0.000000","","","","-9.060000","","","","","","","-8.101614","-9.060000","","","","","","","D1 PROFILE","","","","","","",""
"64403000000491","Nodes","491","21.000000","26.788581","Default Known Flow Node","Known Flow","278974.711291","667242.692915","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000477","Nodes","477","21.000000","27.056235","DDS demands","Known Flow","278942.750000","667150.000000","","0.000000","","","","-33.810000","","","","","","","-30.233507","-33.810000","","","","","","","D1 PROFILE","","","","","","",""
"64403000000478","Nodes","478","21.000000","27.042154","Default Known Flow Node","Known Flow","278902.500000","667121.125000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000414","Nodes","414","21.000000","26.969245","Default Known Flow Node","Known Flow","278972.250000","667111.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000025","Nodes","25","21.000000","26.988501","DDS demands","Known Flow","278975.000000","667173.375000","","0.000000","","","","-6.360000","","","","","","","-5.687226","-6.360000","","","","","","","D1 PROFILE","","","","","","",""
"64403000002997","Nodes","-300","21.000000","27.033591","Default Known Flow Node","Known Flow","278973.000000","667171.875000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000475","Nodes","475","21.000000","26.896579","Default Known Flow Node","Known Flow","278982.750000","667097.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002993","Nodes","-290","21.000000","27.059198","Default Known Flow Node","Known Flow","278983.250000","667134.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000476","Nodes","476","21.000000","26.076415","DDS demands","Known Flow","278929.750000","667045.375000","","0.000000","","","","-14.550000","","","","","","","-13.010870","-14.550000","","","","","","","D1 PROFILE","","","","","","",""
"64403000000022","Nodes","22","21.000000","26.717062","DDS demands","Known Flow","278993.722629","667040.522405","","0.000000","","","","-5.489999","","","","","","","-4.909256","-5.489999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000490","Nodes","490","21.000000","26.534803","DDS demands","Known Flow","278806.875000","667260.125000","","0.000000","","","","-8.590000","","","","","","","-7.681332","-8.590000","","","","","","","D1 PROFILE","","","","","","",""
"64403000002899","Nodes","-1462647","21.000000","26.549275","Default Known Flow Node","Known Flow","278818.125000","667229.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002996","Nodes","-298","21.000000","27.033688","Default Known Flow Node","Known Flow","278971.000000","667170.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002856","Nodes","-1462579","21.000000","27.033591","Default Known Flow Node","Known Flow","278971.625000","667174.125000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002994","Nodes","-292","21.000000","27.059198","Default Known Flow Node","Known Flow","278982.625000","667143.250000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000415","Nodes","415","21.000000","27.059198","Default Known Flow Node","Known Flow","278990.750000","667154.250000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002882","Nodes","-1462620","21.000000","27.059198","Default Known Flow Node","Known Flow","278980.500000","667147.000000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002884","Nodes","-1462622","21.000000","27.104182","Default Known Flow Node","Known Flow","278971.125000","667138.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002977","Nodes","-243","21.000000","26.726087","Default Known Flow Node","Known Flow","278995.526667","667041.868702","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002810","Nodes","-1462482","21.000000","27.042154","Default Known Flow Node","Known Flow","278901.000000","667120.000000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002845","Nodes","-1462558","21.000000","27.040588","Default Known Flow Node","Known Flow","278930.000000","667131.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000424","Nodes","424","21.000000","27.370523","DDS demands","Known Flow","279178.261140","667028.656332","","0.000000","","","","-8.520000","","","","","","","-7.618736","-8.520000","","","","","","","D1 PROFILE","","","","","","",""
"64403000000435","Nodes","435","21.000000","29.076346","Default Known Flow Node","Known Flow","279190.643285","667022.665197","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002964","Nodes","-208","21.000000","29.279814","Default Known Flow Node","Known Flow","279310.000000","666994.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000443","Nodes","443","21.000000","28.857943","DDS demands","Known Flow","279350.750000","667025.000000","","0.000000","","","","-15.529999","","","","","","","-13.887203","-15.529999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000220","Nodes","220","21.000000","26.820823","DDS demands","Known Flow","279014.125000","667056.250000","","0.000000","","","","-10.560000","","","","","","","-9.442941","-10.560000","","","","","","","D1 PROFILE","","","","","","",""
"64403000000037","Nodes","37","21.000000","27.016912","DDS demands","Known Flow","279050.980396","667028.397756","","0.000000","","","","-10.399999","","","","","","","-9.299865","-10.399999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000083","Nodes","83","21.000000","26.628784","DDS demands","Known Flow","279088.375000","666979.500000","","0.000000","","","","-4.999999","","","","","","","-4.471089","-4.999999","","","","","","","D1 PROFILE","","","","","","",""
"64403000002860","Nodes","-1462591","21.000000","26.962282","Default Known Flow Node","Known Flow","279118.000000","667244.250000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003008","Nodes","-335","21.000000","26.962282","Default Known Flow Node","Known Flow","279084.000000","667257.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002897","Nodes","-1462642","21.000000","26.556167","Default Known Flow Node","Known Flow","279152.375000","667168.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000027","Nodes","27","21.000000","26.556167","DDS demands","Known Flow","279149.875000","667171.125000","","0.000000","","","","-33.759998","","","","","","","-30.188795","-33.759998","","","","","","","D1 PROFILE","","","","","","",""
"64403000002967","Nodes","-224","21.000000","29.293994","Default Known Flow Node","Known Flow","279274.750000","667022.125000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002836","Nodes","-1462534","21.000000","29.293994","Default Known Flow Node","Known Flow","279272.000000","667020.125000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002986","Nodes","-272","21.000000","27.677002","Default Known Flow Node","Known Flow","279433.958681","667085.212904","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003042","Nodes","-4904541","21.000000","27.721764","Default Known Flow Node","Known Flow","279423.194934","667098.801928","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002861","Nodes","-1462592","21.000000","26.820823","Default Known Flow Node","Known Flow","279017.500000","667051.875000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000024","Nodes","24","21.000000","26.794057","DDS demands","Known Flow","279025.250000","667063.625000","","0.000000","","","","-2.269999","","","","","","","-2.029874","-2.269999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000026","Nodes","26","21.000000","26.861753","DDS demands","Known Flow","279057.000000","667094.875000","","0.000000","","","","-15.410000","","","","","","","-13.779898","-15.410000","","","","","","","D1 PROFILE","","","","","","",""
"64403000002896","Nodes","-1462640","21.000000","26.861753","Default Known Flow Node","Known Flow","279046.875000","667102.875000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000079","Nodes","79","21.000000","27.054682","Default Known Flow Node","Known Flow","279054.747310","667031.141052","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000474","Nodes","474","21.000000","27.241726","Default Known Flow Node","Known Flow","279072.271095","667044.101898","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000036","Nodes","36","21.000000","27.097871","DDS demands","Known Flow","279086.819263","667055.322078","","0.000000","","","","-6.059999","","","","","","","-5.418960","-6.059999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000032","Nodes","32","21.000000","26.732471","DDS demands","Known Flow","279145.722278","667098.579822","","0.000000","","","","-5.949999","","","","","","","-5.320596","-5.949999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000033","Nodes","33","21.000000","26.943382","DDS demands","Known Flow","279115.875000","667132.250000","","0.000000","","","","-2.759999","","","","","","","-2.468041","-2.759999","","","","","","","D1 PROFILE","","","","","","",""
"64403000002990","Nodes","-283","21.000000","26.804701","Default Known Flow Node","Known Flow","279095.375000","667119.875000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002995","Nodes","-293","21.000000","26.853363","Default Known Flow Node","Known Flow","279133.375000","667146.750000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000428","Nodes","428","21.000000","29.161901","DDS demands","Known Flow","279203.306713","667031.847270","","0.000000","","","","-8.539999","","","","","","","-7.636620","-8.539999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000434","Nodes","434","21.000000","29.336518","DDS demands","Known Flow","279200.875000","667012.875000","","0.000000","0.000000","","","-2.689999","","","","","","","-2.405446","-2.689999","","","","C1 PROFILE","","","D1 PROFILE","","","","","","",""
"64403000002972","Nodes","-237","21.000000","29.154048","Default Known Flow Node","Known Flow","279207.327455","667034.892898","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000416","Nodes","416","21.000000","27.042180","Default Known Flow Node","Known Flow","279024.750000","667209.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003001","Nodes","-307","21.000000","26.997182","Default Known Flow Node","Known Flow","279038.875000","667187.250000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000417","Nodes","417","21.000000","26.962282","DDS demands","Known Flow","279078.750000","667229.000000","","0.000000","","","","-2.039999","","","","","","","-1.824204","-2.039999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000389","Nodes","389","21.000000","26.699393","Default Known Flow Node","Known Flow","279163.125000","667180.000000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000390","Nodes","390","21.000000","26.834337","Default Known Flow Node","Known Flow","279145.000000","667226.750000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000028","Nodes","28","21.000000","26.574936","DDS demands","Known Flow","279180.250000","667185.500000","","0.000000","","","","-3.229999","","","","","","","-2.888323","-3.229999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000029","Nodes","29","21.000000","26.574802","DDS demands","Known Flow","279201.625000","667202.625000","","0.000000","","","","-1.469999","","","","","","","-1.314500","-1.469999","","","","","","","D1 PROFILE","","","","","","",""
"64403000002998","Nodes","-302","21.000000","26.701651","Default Known Flow Node","Known Flow","279166.250000","667176.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000031","Nodes","31","21.000000","26.554710","DDS demands","Known Flow","279199.408046","667141.352105","","0.000000","","","","-14.779999","","","","","","","-13.216540","-14.779999","","","","","","","D1 PROFILE","","","","","","",""
"64403000002987","Nodes","-273","21.000000","26.330084","Default Known Flow Node","Known Flow","279238.749016","667092.575022","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003048","Nodes","-4904565","21.000000","26.689990","Default Known Flow Node","Known Flow","279155.992392","667106.705364","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000063","Nodes","63","21.000000","26.265082","DDS demands","Known Flow","279290.337870","667126.602220","","0.000000","","","","-8.489999","","","","","","","-7.591909","-8.489999","","","","","","","D1 PROFILE","","","","","","",""
"64403000002846","Nodes","-1462559","21.000000","26.265082","Default Known Flow Node","Known Flow","279279.495870","667141.256791","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000431","Nodes","431","21.000000","28.974590","DDS demands","Known Flow","279335.878574","667129.224867","","0.000000","","","","-0.689999","","","","","","","-0.617010","-0.689999","","","","","","","D1 PROFILE","","","","","","",""
"64403000002991","Nodes","-287","21.000000","28.972934","Default Known Flow Node","Known Flow","279341.107341","667131.343714","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002999","Nodes","-303","21.000000","28.999466","Default Known Flow Node","Known Flow","279296.625000","667178.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000430","Nodes","430","21.000000","29.006232","DDS demands","Known Flow","279310.875000","667110.875000","","0.000000","","","","-7.070000","","","","","","","-6.322121","-7.070000","","","","","","","D1 PROFILE","","","","","","",""
"64403000000445","Nodes","445","21.000000","27.724955","DDS demands","Known Flow","279400.125000","667060.875000","","0.000000","","","","-8.279999","","","","","","","-7.404124","-8.279999","","","","","","","D1 PROFILE","","","","","","",""
"64403000002988","Nodes","-277","21.000000","27.416482","Default Known Flow Node","Known Flow","279373.094139","667109.448372","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002971","Nodes","-236","21.000000","28.857286","Default Known Flow Node","Known Flow","279363.500000","667033.625000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002985","Nodes","-264","21.000000","28.942003","Default Known Flow Node","Known Flow","279324.875000","667060.875000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003000","Nodes","-305","21.000000","26.997182","Default Known Flow Node","Known Flow","279042.625000","667181.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002867","Nodes","-1462601","21.000000","26.952190","Default Known Flow Node","Known Flow","279008.875000","667168.000000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002821","Nodes","-1462507","21.000000","26.997182","Default Known Flow Node","Known Flow","279073.375000","667185.250000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002914","Nodes","-1462680","21.000000","26.952190","Default Known Flow Node","Known Flow","279013.875000","667142.875000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000419","Nodes","419","21.000000","27.007282","Default Known Flow Node","Known Flow","279029.125000","667238.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000035","Nodes","35","21.000000","26.804354","DDS demands","Known Flow","279093.875000","667121.750000","","0.000000","","","","-8.039999","","","","","","","-7.189511","-8.039999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000034","Nodes","34","21.000000","26.853297","DDS demands","Known Flow","279133.875000","667154.250000","","0.000000","","","","-1.649999","","","","","","","-1.475459","-1.649999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000386","Nodes","386","21.000000","27.078106","Default Known Flow Node","Known Flow","279092.000000","667191.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002978","Nodes","-244","21.000000","29.109533","Default Known Flow Node","Known Flow","279201.979266","667042.456314","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000429","Nodes","429","21.000000","28.760897","DDS demands","Known Flow","279245.586339","667074.205571","","0.000000","","","","-9.419999","","","","","","","-8.423532","-9.419999","","","","","","","D1 PROFILE","","","","","","",""
"64403000002872","Nodes","-1462606","21.000000","29.109533","Default Known Flow Node","Known Flow","279198.624780","667039.703104","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002965","Nodes","-214","21.000000","29.410454","Default Known Flow Node","Known Flow","279213.589860","667005.208054","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002895","Nodes","-1462639","21.000000","29.405307","Default Known Flow Node","Known Flow","279208.524390","667002.606075","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002927","Nodes","-1462705","21.000000","29.365799","Default Known Flow Node","Known Flow","279235.463996","666980.587391","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000421","Nodes","421","21.000000","26.330084","Default Known Flow Node","Known Flow","279235.818101","667090.049194","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000442","Nodes","442","21.000000","29.278819","DDS demands","Known Flow","279283.125000","667028.125000","","0.000000","","","","-4.670000","","","","","","","-4.175997","-4.670000","","","","","","","D1 PROFILE","","","","","","",""
"64403000000432","Nodes","432","21.000000","28.982750","DDS demands","Known Flow","279274.346364","667164.584619","","0.000000","","","","-6.010000","","","","","","","-5.374249","-6.010000","","","","","","","D1 PROFILE","","","","","","",""
"64403000000444","Nodes","444","21.000000","28.895904","DDS demands","Known Flow","279334.250000","667068.125000","","0.000000","","","","-1.299999","","","","","","","-1.162483","-1.299999","","","","","","","D1 PROFILE","","","","","","",""
"64403000002840","Nodes","-1462547","21.000000","28.942003","Default Known Flow Node","Known Flow","279320.500000","667058.000000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002992","Nodes","-288","21.000000","28.971077","Default Known Flow Node","Known Flow","279347.361357","667132.095563","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002843","Nodes","-1462555","21.000000","28.972934","Default Known Flow Node","Known Flow","279341.125000","667143.625000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000433","Nodes","433","21.000000","28.969936","DDS demands","Known Flow","279351.188951","667131.446239","","0.000000","","","","-6.150000","","","","","","","-5.499440","-6.150000","","","","","","","D1 PROFILE","","","","","","",""
"64403000002929","Nodes","-1462707","21.000000","28.971077","Default Known Flow Node","Known Flow","279347.375000","667144.625000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002984","Nodes","-261","21.000000","27.916782","Default Known Flow Node","Known Flow","279393.750000","667056.125000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002989","Nodes","-280","21.000000","27.322066","Default Known Flow Node","Known Flow","279378.835530","667113.845125","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002873","Nodes","-1462607","21.000000","27.416482","Default Known Flow Node","Known Flow","279364.634779","667120.530399","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000446","Nodes","446","21.000000","27.128895","DDS demands","Known Flow","279395.625000","667091.250000","","0.000000","","","","-11.600000","","","","","","","-10.372928","-11.600000","","","","","","","D1 PROFILE","","","","","","",""
"64403000002837","Nodes","-1462538","21.000000","27.456475","Default Known Flow Node","Known Flow","279359.630163","667136.675006","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002877","Nodes","-1462612","21.000000","27.721764","Default Known Flow Node","Known Flow","279416.764119","667094.572430","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000447","Nodes","447","21.000000","27.660623","DDS demands","Known Flow","279445.472291","667093.583796","","0.000000","","","","-4.030000","","","","","","","-3.603698","-4.030000","","","","","","","D1 PROFILE","","","","","","",""
