"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"64401900000693","Nodes","693","21.000000","28.092636","DDS demands","Known Flow","284376.065318","649977.552156","","0.000000","","","","","-13.829999","","","","","-12.367033","-13.829999","","","","","","","D1 PROFILE","","","",""
"64401900000150","Nodes","150","21.000000","34.193682","Default Known Flow Node","Known Flow","284470.375611","649883.063207","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900009194","Nodes","-66","21.000000","32.612024","Default Known Flow Node","Known Flow","284408.234680","649874.137690","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000691","Nodes","691","21.000000","27.952230","DDS demands","Known Flow","284323.008543","649962.894837","","0.000000","","","","","-7.020000","","","","","-6.277409","-7.020000","","","","","","","D1 PROFILE","","","",""
"64401900009238","Nodes","-99","21.000000","27.975385","Default Known Flow Node","Known Flow","284319.047521","649972.030073","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900009052","Nodes","-1462709","21.000000","27.414904","Default Known Flow Node","Known Flow","284226.664698","649972.736294","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000692","Nodes","692","21.000000","27.975385","Default Known Flow Node","Known Flow","284322.600372","649972.527896","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000748","Nodes","748","21.000000","28.011476","Default Known Flow Node","Known Flow","284333.531515","649960.692537","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000157","Nodes","157","21.000000","34.072620","DDS demands","Known Flow","284514.408870","649887.650674","","0.000000","","","","","-11.289999","","","","","-10.095719","-11.289999","","","","","","","D1 PROFILE","","","",""
"64401900000243","Nodes","243","21.000000","35.083235","DDS demands","Known Flow","284503.122725","649582.371293","","0.000000","","","","","-12.489999","","","","","-11.168782","-12.489999","","","","","","","D1 PROFILE","","","",""
"64401900000266","Nodes","266","21.000000","24.860242","DDS demands","Known Flow","284909.959677","649914.653075","","0.000000","","","","","-9.930000","","","","","-8.879584","-9.930000","","","","","","","D1 PROFILE","","","",""
"64401900000263","Nodes","263","21.000000","25.352623","DDS demands","Known Flow","284961.800973","649922.453335","","0.000000","","","","","-22.410000","","","","","-20.039423","-22.410000","","","","","","","D1 PROFILE","","","",""
"64401900000257","Nodes","257","21.000000","33.798115","DDS demands","Known Flow","284869.967842","649721.022024","","0.000000","","","","","-1.850000","","","","","-1.654303","-1.850000","","","","","","","D1 PROFILE","","","",""
"64401900000256","Nodes","256","21.000000","33.798664","DDS demands","Known Flow","284846.573301","649715.822706","","0.000000","","","","","-14.120000","","","","","-12.626357","-14.120000","","","","","","","D1 PROFILE","","","",""
"64401900000339","Nodes","339","21.000000","33.922804","DDS demands","Known Flow","284682.328620","649813.114030","","0.000000","","","","","-23.569999","","","","","-21.076716","-23.569999","","","","","","","D1 PROFILE","","","",""
"64401900000255","Nodes","255","21.000000","33.873717","DDS demands","Known Flow","284744.850637","649717.139003","","0.000000","","","","","-15.299999","","","","","-13.681533","-15.299999","","","","","","","D1 PROFILE","","","",""
"64401900000650","Nodes","650","21.000000","24.641523","DDS demands","Known Flow","284785.899154","649985.166709","","0.000000","","","","","-19.379999","","-3.380000","","","-20.352399","-22.759999","","","","","","","D1 PROFILE","","I2 PROFILE","",""
"64401900000585","Nodes","585","21.000000","24.861725","DDS demands","Known Flow","284955.259904","649728.163223","","0.000000","","","","","-9.500000","","","","","-8.495070","-9.500000","","","","","","","D1 PROFILE","","","",""
"64401900000264","Nodes","264","21.000000","25.056915","DDS demands","Known Flow","284941.730361","649984.479407","","0.000000","","","","","-13.579999","","","","","-12.143478","-13.579999","","","","","","","D1 PROFILE","","","",""
"64401900000586","Nodes","586","21.000000","24.836153","DDS demands","Known Flow","284985.123703","649738.235009","","0.000000","","","","","-12.700000","","","","","-11.356567","-12.700000","","","","","","","D1 PROFILE","","","",""
"64401900000251","Nodes","251","21.000000","34.012013","DDS demands","Known Flow","284734.414937","649659.804474","","0.000000","","","","","-8.709999","","","","","-7.788637","-8.709999","","","","","","","D1 PROFILE","","","",""
"64401900009075","Nodes","-23","21.000000","34.006716","Default Known Flow Node","Known Flow","284744.493569","649652.460303","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000249","Nodes","249","21.000000","33.995575","DDS demands","Known Flow","284673.263990","649657.441881","","0.000000","","","","","-12.950000","","","","","-11.580122","-12.950000","","","","","","","D1 PROFILE","","","",""
"64401900000252","Nodes","252","21.000000","34.108821","DDS demands","Known Flow","284795.630528","649603.145759","","0.000000","","","","","-7.790000","","","","","-6.965957","-7.790000","","","","","","","D1 PROFILE","","","",""
"64401900000254","Nodes","254","21.000000","34.153272","Default Known Flow Node","Known Flow","284854.997905","649609.426064","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000773","Nodes","773","21.000000","34.077058","DDS demands","Known Flow","284747.310404","649598.567936","","0.000000","","","","","-2.019999","","","","","-1.806320","-2.019999","","","","","","","D1 PROFILE","","","",""
"64401900000247","Nodes","247","21.000000","34.117396","DDS demands","Known Flow","284618.097603","649632.060980","","0.000000","","","","","-15.769999","","","","","-14.101816","-15.769999","","","","","","","D1 PROFILE","","","",""
"64401900000245","Nodes","245","21.000000","34.507222","DDS demands","Known Flow","284558.261587","649613.351975","","0.000000","","","","","-15.899999","","","","","-14.218064","-15.899999","","","","","","","D1 PROFILE","","","",""
"64401900000248","Nodes","248","21.000000","34.015716","DDS demands","Known Flow","284573.666923","649708.435351","","0.000000","","","","","-8.970000","","","","","-8.021135","-8.970000","","","","","","","D1 PROFILE","","","",""
"64401900000250","Nodes","250","21.000000","33.948956","DDS demands","Known Flow","284649.688611","649704.305000","","0.000000","","","","","-7.089999","","","","","-6.340004","-7.089999","","","","","","","D1 PROFILE","","","",""
"64401900000246","Nodes","246","21.000000","34.304534","DDS demands","Known Flow","284517.361575","649687.774996","","0.000000","","","","","-13.709999","","","","","-12.259727","-13.709999","","","","","","","D1 PROFILE","","","",""
"64401900009140","Nodes","-49","21.000000","33.922249","Default Known Flow Node","Known Flow","284686.226621","649813.704030","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900009003","Nodes","-109","21.000000","27.854014","Default Known Flow Node","Known Flow","284525.193583","649986.392561","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000159","Nodes","159","21.000000","33.913942","Default Known Flow Node","Known Flow","284694.789624","649814.768030","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900009058","Nodes","-1462756","21.000000","33.873399","Default Known Flow Node","Known Flow","284750.129639","649687.705995","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900009022","Nodes","-1462571","21.000000","26.123193","Default Known Flow Node","Known Flow","284562.604588","649993.211079","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900009198","Nodes","-67","21.000000","25.771551","Default Known Flow Node","Known Flow","284990.806721","649877.778159","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900009199","Nodes","9199,P13131836, GOREMIRE ROAD (ISEP 2), SCH 97.39","24.000000","30.139406","CSEP Unmatched","Known Flow","285439.086634","649501.743351","","0.000000","","","","","","","","","-8.029999","-7.180569","-8.029999","","","","","","","","","","","PL-DC PROFILE"
"64401900000163","Nodes","163","21.000000","30.138869","DDS demands","Known Flow","285487.043839","649532.837953","","0.000000","","","","","-22.159998","","","","","-19.815868","-22.159998","","","","","","","D1 PROFILE","","","",""
"64401900000268","Nodes","268","21.000000","29.148401","DDS demands","Known Flow","285321.766794","649511.493948","","0.000000","","","","","-7.440000","","","","","-6.652981","-7.440000","","","","","","","D1 PROFILE","","","",""
"64401900009200","Nodes","-676","21.000000","30.113791","Default Known Flow Node","Known Flow","285401.139816","649539.432955","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000868","Nodes","868","21.000000","27.768872","Default Known Flow Node","Known Flow","285246.349774","649518.089949","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900009213","Nodes","-74","21.000000","25.780508","Default Known Flow Node","Known Flow","285010.018746","649895.288115","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000149","Nodes","149","21.000000","29.686771","DDS demands","Known Flow","285434.135825","649636.574982","","0.000000","","","","","-19.479999","","","","","-17.419363","-19.479999","","","","","","","D1 PROFILE","","","",""
"64401900009203","Nodes","-679","21.000000","30.810669","Default Known Flow Node","Known Flow","285467.919968","649591.518807","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000144","Nodes","144","21.000000","30.722654","DDS demands","Known Flow","285403.933817","649728.980007","","0.000000","","","","","-8.339999","","","","","-7.457777","-8.339999","","","","","","","D1 PROFILE","","","",""
"64401900000793","Nodes","793","21.000000","66.018890","DDS demands","Known Flow","285284.158784","649834.989036","","0.000000","","-29.760001","","","-26.589999","","","","","-50.389178","-56.349998","","","","C2 PROFILE","","","D1 PROFILE","","","",""
"64401900009209","Nodes","-713","21.000000","66.605534","Default Known Flow Node","Known Flow","285293.859787","649820.703032","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000790","Nodes","790","21.000000","71.493524","DDS demands","Known Flow","285194.211712","649964.187762","","0.000000","","","","","-1.879999","","","","","-1.681129","-1.879999","","","","","","","D1 PROFILE","","","",""
"64401900009216","Nodes","-82","21.000000","71.469089","Default Known Flow Node","Known Flow","285144.927808","649931.164367","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900009206","Nodes","-697","21.000000","32.057654","Default Known Flow Node","Known Flow","285497.257842","649729.061007","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000148","Nodes","148","21.000000","29.828957","DDS demands","Known Flow","285486.268753","649602.344291","","0.000000","","","","","-10.300000","","","","","-9.210445","-10.300000","","","","","","","D1 PROFILE","","","",""
"64401900009201","Nodes","-677","21.000000","30.141399","Default Known Flow Node","Known Flow","285402.529816","649540.317955","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000260","Nodes","260","21.000000","28.785251","DDS demands","Known Flow","285120.434033","649637.682891","","0.000000","","","","","-19.050000","","","","","-17.034851","-19.050000","","","","","","","D1 PROFILE","","","",""
"64401900000795","Nodes","795","21.000000","74.095038","Default Known Flow Node","Known Flow","285494.415231","649860.028528","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000796","Nodes","796","21.000000","73.691936","DDS demands","Known Flow","285496.239842","649853.577041","","0.000000","","","","","-18.639999","","","","","-16.668221","-18.639999","","","","","","","D1 PROFILE","","","",""
"64401900000792","Nodes","792","21.000000","72.911236","Default Known Flow Node","Known Flow","285260.334778","649886.893050","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000794","Nodes","794","21.000000","66.103297","Default Known Flow Node","Known Flow","285235.948771","649802.613027","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900009215","Nodes","-799","21.000000","71.657029","Default Known Flow Node","Known Flow","285205.195010","649970.393877","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000789","Nodes","789","21.000000","71.097499","DDS demands","Known Flow","285156.811749","649936.775063","","0.000000","","","","","-2.349999","","","","","-2.101411","-2.349999","","","","","","","D1 PROFILE","","","",""
"64401900000261","Nodes","261","21.000000","26.336702","DDS demands","Known Flow","285050.964721","649794.199024","","0.000000","","","","","-31.809998","","","","","-28.445069","-31.809998","","","","","","","D1 PROFILE","","","",""
"64401900000387","Nodes","387","21.000000","25.855761","DDS demands","Known Flow","284980.948278","649811.018469","","0.000000","","","","","-6.829999","","","","","-6.107508","-6.829999","","","","","","","D1 PROFILE","","","",""
"64401900009007","Nodes","P14135038, WILTON ROAD CSEP, 104.96 SCMH","25.000000","29.190455","CSEP Unmatched","Known Flow","285203.989809","649644.316796","","0.000000","","","","","","","","","-50.490000","-45.149062","-50.490000","","","","","","","","","","","PL-DC PROFILE"
"64401900000588","Nodes","588","21.000000","25.837329","DDS demands","Known Flow","284950.117693","649863.257043","","0.000000","","","","","-3.790000","","","","","-3.389085","-3.790000","","","","","","","D1 PROFILE","","","",""
"64401900000371","Nodes","371","21.000000","25.172384","DDS demands","Known Flow","285004.915726","649619.410370","","0.000000","","","","","-10.390000","","","","","-9.290924","-10.390000","","","","","","","D1 PROFILE","","","",""
"64401900000267","Nodes","267","21.000000","25.127142","Default Known Flow Node","Known Flow","284956.275695","649612.690975","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900009055","Nodes","-1462734","21.000000","71.469089","Default Known Flow Node","Known Flow","285143.816746","649930.417062","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000787","Nodes","787","21.000000","71.468250","DDS demands","Known Flow","285139.224745","649933.036062","","0.000000","","","","","-4.320000","","","","","-3.863021","-4.320000","","","","","","","D1 PROFILE","","","",""
"64401900009210","Nodes","-716","21.000000","66.521201","Default Known Flow Node","Known Flow","285314.915792","649834.131035","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900009202","Nodes","-678","21.000000","30.177742","Default Known Flow Node","Known Flow","285399.406241","649547.653759","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000164","Nodes","164","21.000000","30.177226","DDS demands","Known Flow","285396.922815","649546.086957","","0.000000","","","","","-27.040000","","","","","-24.179651","-27.040000","","","","","","","D1 PROFILE","","","",""
"64401900000757","Nodes","757","21.000000","31.648351","DDS demands","Known Flow","285486.589399","649761.453791","","0.000000","","","","","-10.750000","","","","","-9.612842","-10.750000","","","","","","","D1 PROFILE","","","",""
"64401900009207","Nodes","-699","21.000000","31.989338","Default Known Flow Node","Known Flow","285499.836315","649728.859234","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000003","Nodes","Wilton Park DG, Clocked, Site ID 5521","21.000000","32.999999","Default Known Pressure Node","Known Pressure","285494.920841","649728.645007","","999998.967025","","","","","","","","","","515.618372","576.613856","","","","","","","","","","",""
"64401900000786","Nodes","786","21.000000","71.657029","Default Known Flow Node","Known Flow","285203.952762","649972.275073","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900009032","Nodes","-1462615","21.000000","27.768872","Default Known Flow Node","Known Flow","285234.033770","649516.939949","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900009212","Nodes","-727","21.000000","73.710906","Default Known Flow Node","Known Flow","285511.458427","649854.370019","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000864","Nodes","864","21.000000","29.160576","DDS demands","Known Flow","285559.650859","649652.604986","","0.000000","","","","","-21.990000","","","","","-19.663852","-21.990000","","","","","","","D1 PROFILE","","","",""
"64401900000867","Nodes","867","21.000000","31.440434","DDS demands","Known Flow","285568.792861","649750.411013","","0.000000","","","","","-4.719999","","","","","-4.220708","-4.719999","","","","","","","D1 PROFILE","","","",""
"64401900009204","Nodes","9204,P13131836, GOREMIRE ROAD (ISEP 1), SCH 97.39","22.999998","30.977393","CSEP Unmatched","Known Flow","285611.828582","649681.796882","","0.000000","","","","","","","","","-12.459999","-11.141954","-12.459999","","","","","","","","","","","PL-DC PROFILE"
"64401900000799","Nodes","799","21.000000","74.511381","DDS demands","Known Flow","285513.768012","649901.097257","","0.000000","","","","","-7.679999","","","","","-6.867593","-7.679999","","","","","","","D1 PROFILE","","","",""
"64401900000798","Nodes","Glenafeoch Road DG, Constant, Site ID 5516","21.000000","74.999996","Default Known Pressure Node","Known Pressure","285508.148845","649912.903057","","999998.967025","","","","","","","","","","574.999917","643.019994","","","","","","","","","","",""
"64401900009015","Nodes","-1462520","21.000000","68.357410","Default Known Flow Node","Known Flow","285773.232202","649997.032828","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000818","Nodes","818","21.000000","68.443929","DDS demands","Known Flow","285781.262919","649982.361395","","0.000000","","","","","-1.479999","","","","","-1.323442","-1.479999","","","","","","","D1 PROFILE","","","",""
"64401900009211","Nodes","-724","21.000000","71.385976","Default Known Flow Node","Known Flow","285620.648876","649853.270041","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000804","Nodes","804","21.000000","72.212679","DDS demands","Known Flow","285613.901414","649849.980137","","0.000000","","","","","-10.130000","","","","","-9.058427","-10.130000","","","","","","","D1 PROFILE","","","",""
"64401900000805","Nodes","805","21.000000","72.267863","DDS demands","Known Flow","285561.473824","649821.743427","","0.000000","","","","","-4.960000","","","","","-4.435321","-4.960000","","","","","","","D1 PROFILE","","","",""
"64401900000806","Nodes","806","21.000000","67.574170","DDS demands","Known Flow","285620.406031","649958.395282","","0.000000","","","","","-12.399999","","","","","-11.088301","-12.399999","","","","","","","D1 PROFILE","","","",""
"64401900000807","Nodes","807","21.000000","61.820921","DDS demands","Known Flow","285623.256573","649984.338621","","0.000000","","","","","-23.649999","","","","","-21.148253","-23.649999","","","","","","","D1 PROFILE","","","",""
"64401900009048","Nodes","-1462690","21.000000","74.187989","Default Known Flow Node","Known Flow","285517.353781","649856.860028","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000270","Nodes","270","21.000000","39.218795","DDS demands","Known Flow","285883.519824","649972.424564","","0.000000","","","","","-11.249999","","","","","-10.059950","-11.249999","","","","","","","D1 PROFILE","","","",""
"64401900000271","Nodes","271","21.000000","34.444421","DDS demands","Known Flow","285982.090581","650000.908798","","0.000000","","","","","-18.360000","","","","","-16.417840","-18.360000","","","","","","","D1 PROFILE","","","",""
"64401900000733","Nodes","733","21.000000","62.240532","DDS demands","Known Flow","285841.115993","649758.592131","","0.000000","","","","","-17.389999","","","","","-15.550448","-17.389999","","","","","","","D1 PROFILE","","","",""
"64401900000760","Nodes","760","21.000000","53.980076","DDS demands","Known Flow","286025.490986","649859.453042","","0.000000","","","","","-18.270000","","","","","-16.337361","-18.270000","","","","","","","D1 PROFILE","","","",""
"64401900000272","Nodes","272","21.000000","33.259711","DDS demands","Known Flow","286015.216983","649968.578072","","0.000000","","","","","-14.840000","","","","","-13.270194","-14.840000","","","","","","","D1 PROFILE","","","",""
"64401900000274","Nodes","274","21.000000","25.908959","DDS demands","Known Flow","286006.938981","649879.161048","","0.000000","","","","","-9.600000","","","","","-8.584492","-9.600000","","","","","","","D1 PROFILE","","","",""
"64401900000275","Nodes","P07113521, Goremire Road CSEP, 40.15","24.000000","56.346225","CSEP DDS Matched","Known Flow","285893.478432","649770.826081","","0.000000","","","","","","-40.150001","","","","-35.902850","-40.150001","","","","","","","","DC PROFILE","","",""
"64401900000278","Nodes","278","21.000000","23.764655","DDS demands","Known Flow","286109.649009","649942.801065","","0.000000","","","","","-16.159999","","","","","-14.450561","-16.159999","","","","","","","D1 PROFILE","","","",""
"64401900009081","Nodes","-269","21.000000","28.096000","Default Known Flow Node","Known Flow","283906.771409","650348.679175","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000502","Nodes","502","21.000000","28.086741","DDS demands","Known Flow","283898.670407","650351.891176","","0.000000","","","","","-38.310000","","","","","-34.257488","-38.310000","","","","","","","D1 PROFILE","","","",""
"64401900000860","Nodes","860","21.000000","27.851327","Default Known Flow Node","Known Flow","284084.258132","650269.489013","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000104","Nodes","104","21.000000","23.954956","DDS demands","Known Flow","284159.591235","650404.907181","","0.000000","","","","","-24.549998","","","","","-21.953048","-24.549998","","","","","","","D1 PROFILE","","","",""
"64401900009004","Nodes","-122","21.000000","27.458786","Default Known Flow Node","Known Flow","284258.307461","650020.020478","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000683","Nodes","683","21.000000","27.450362","DDS demands","Known Flow","284262.605082","650020.153531","","0.000000","","","","","-12.300000","","","","","-10.998880","-12.300000","","","","","","","D1 PROFILE","","","",""
"64401900000656","Nodes","656","21.000000","29.530534","DDS demands","Known Flow","284294.022227","650328.300692","","0.000000","","-23.360001","","","-14.380000","","","","","-33.747785","-37.740000","","","","C2 PROFILE","","","D1 PROFILE","","","",""
"64401900000102","Nodes","102","21.000000","26.217839","DDS demands","Known Flow","284148.186527","650446.356145","","0.000000","","","","","-12.279999","","","","","-10.980995","-12.279999","","","","","","","D1 PROFILE","","","",""
"64401900000107","Nodes","107","21.000000","20.551368","DDS demands","Known Flow","284322.808809","650447.707511","","0.000000","","","","","-8.100000","","","","","-7.243165","-8.100000","","","","","","","D1 PROFILE","","","",""
"64401900000092","Nodes","92","21.000000","26.229426","DDS demands","Known Flow","284153.609181","650497.765983","","0.000000","","","","","-8.310000","","","","","-7.430950","-8.310000","","","","","","","D1 PROFILE","","","",""
"64401900009084","Nodes","-288","21.000000","28.576931","Default Known Flow Node","Known Flow","284032.580052","650409.545549","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000548","Nodes","548","21.000000","29.230797","DDS demands","Known Flow","284035.416819","650492.055050","","0.000000","","","","","-8.979999","","","","","-8.030076","-8.979999","","","","","","","D1 PROFILE","","","",""
"64401900009078","Nodes","-263","21.000000","28.393004","Default Known Flow Node","Known Flow","284041.523401","650334.246080","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000862","Nodes","862","21.000000","28.324269","DDS demands","Known Flow","284114.292932","650359.310059","","0.000000","","","","","-4.869999","","","","","-4.354840","-4.869999","","","","","","","D1 PROFILE","","","",""
"64401900006540","Nodes","6540","21.000000","29.647386","Default Known Flow Node","Known Flow","284297.863296","650372.681090","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000655","Nodes","P07112595, Station Road CSEP, 33.70","24.000000","30.597807","CSEP DDS Matched","Known Flow","284327.697978","650337.757790","","0.000000","","","","","","-14.789999","","","","-13.225482","-14.789999","","","","","","","","DC PROFILE","","",""
"64401900000703","Nodes","703","21.000000","30.670857","Default Known Flow Node","Known Flow","284380.377728","650349.802865","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"64401900000701","Nodes","701","21.000000","30.717309","DDS demands","Known Flow","284404.297152","650357.015520","","0.000000","-13.590000","-15.999999","","","-12.839999","","","","","-37.941664","-42.430001","","","C1 PROFILE","C2 PROFILE","","","D1 PROFILE","","","",""
