"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-DC)"
"64403600000115","Nodes","115",21.000000,28.086708,"DDS demands","Known Flow",289834.345022,678397.086808,,0.000000,,-1.640000,,-1.466517,-1.640000,,"",,"D1 PROFILE",
"64403600000314","Nodes","314",21.000000,28.058946,"Default Known Flow Node","Known Flow",289811.845016,678393.211807,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000078","Nodes","78",21.000000,27.734436,"DDS demands","Known Flow",289789.720010,678326.336788,,0.000000,,-8.439999,,-7.547198,-8.439999,,"",,"D1 PROFILE",
"64403600000079","Nodes","79",21.000000,27.617587,"DDS demands","Known Flow",289811.220016,678349.836795,,0.000000,,-6.900000,,-6.170103,-6.900000,,"",,"D1 PROFILE",
"64403600000251","Nodes","251",21.000000,27.683320,"Default Known Flow Node","Known Flow",289783.845008,678316.461786,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000080","Nodes","80",21.000000,27.655593,"DDS demands","Known Flow",289753.845000,678293.711779,,0.000000,,-2.769999,,-2.476983,-2.769999,,"",,"D1 PROFILE",
"64403600000076","Nodes","76",21.000000,27.889737,"DDS demands","Known Flow",289767.720004,678359.461797,,0.000000,,-1.460000,,-1.305558,-1.460000,,"",,"D1 PROFILE",
"64403600000077","Nodes","77",21.000000,27.889737,"Default Known Flow Node","Known Flow",289784.470009,678383.836804,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000006","Nodes","-6",21.000000,27.877579,"Default Known Flow Node","Known Flow",289768.970004,678340.711792,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000048","Nodes","48",21.000000,28.015201,"DDS demands","Known Flow",289798.095012,678390.836806,,0.000000,,-5.420000,,-4.846660,-5.420000,,"",,"D1 PROFILE",
"64403600000047","Nodes","47",21.000000,27.861570,"DDS demands","Known Flow",289779.470007,678420.836814,,0.000000,,-3.690000,,-3.299664,-3.690000,,"",,"D1 PROFILE",
"64403600000074","Nodes","74",21.000000,28.046434,"Default Known Flow Node","Known Flow",289751.095000,678382.211804,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000049","Nodes","49",21.000000,27.925904,"DDS demands","Known Flow",289747.594999,678418.086813,,0.000000,,-6.269999,,-5.606746,-6.269999,,"",,"D1 PROFILE",
"64403600000045","Nodes","45",21.000000,28.072877,"DDS demands","Known Flow",289762.470003,678468.336827,,0.000000,,-5.480000,,-4.900314,-5.480000,,"",,"D1 PROFILE",
"64403600000046","Nodes","46",21.000000,28.248375,"Default Known Flow Node","Known Flow",289748.594999,678477.961830,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000044","Nodes","44",21.000000,28.066421,"Default Known Flow Node","Known Flow",289773.345006,678472.586828,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000035","Nodes","35",21.000000,27.839411,"DDS demands","Known Flow",289816.345017,678480.461830,,0.000000,,-2.480000,,-2.217660,-2.480000,,"",,"D1 PROFILE",
"64403600000036","Nodes","36",21.000000,27.532412,"DDS demands","Known Flow",289790.595010,678497.586835,,0.000000,,-8.149999,,-7.287875,-8.149999,,"",,"D1 PROFILE",
"64403601462520","Nodes","-1462520",21.000000,27.751626,"Default Known Flow Node","Known Flow",289827.720020,678496.961835,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000030","Nodes","30",21.000000,27.785094,"DDS demands","Known Flow",289833.470022,678469.711827,,0.000000,,-6.159999,,-5.508382,-6.159999,,"",,"D1 PROFILE",
"64403600000031","Nodes","31",21.000000,27.940961,"DDS demands","Known Flow",289853.720027,678499.086835,,0.000000,,-2.109999,,-1.886799,-2.109999,,"",,"D1 PROFILE",
"64403600000032","Nodes","32",21.000000,27.930605,"DDS demands","Known Flow",289873.341386,678486.460422,,0.000000,,-1.580000,,-1.412864,-1.580000,,"",,"D1 PROFILE",
"64403600000033","Nodes","33",21.000000,27.746259,"DDS demands","Known Flow",289858.595029,678464.086826,,0.000000,,-1.999999,,-1.788435,-1.999999,,"",,"D1 PROFILE",
"64403610000079","Nodes","-79",21.000000,27.930776,"Default Known Flow Node","Known Flow",289872.592823,678486.962913,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000051","Nodes","51",21.000000,28.021820,"DDS demands","Known Flow",289727.594993,678455.711824,,0.000000,,-3.339999,,-2.986687,-3.339999,,"",,"D1 PROFILE",
"64403600000053","Nodes","53",21.000000,28.021820,"Default Known Flow Node","Known Flow",289739.969997,678473.836828,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000052","Nodes","52",21.000000,28.019152,"DDS demands","Known Flow",289711.219989,678466.836827,,0.000000,,-4.199999,,-3.755715,-4.199999,,"",,"D1 PROFILE",
"64403600000055","Nodes","55",21.000000,28.238465,"Default Known Flow Node","Known Flow",289693.925226,678478.897648,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000050","Nodes","50",21.000000,28.028964,"DDS demands","Known Flow",289726.594993,678433.211817,,0.000000,,-7.869999,,-7.037494,-7.869999,,"",,"D1 PROFILE",
"64403610000059","Nodes","-59",21.000000,28.022769,"Default Known Flow Node","Known Flow",289697.219985,678452.711823,,0.000000,,,,0.000000,0.000000,,"",,,
"64403601462474","Nodes","-1462474",21.000000,27.925904,"Default Known Flow Node","Known Flow",289732.344994,678397.961808,,0.000000,,,,0.000000,0.000000,,"",,,
"64403610000048","Nodes","-48",21.000000,28.029880,"Default Known Flow Node","Known Flow",289727.270409,678432.725357,,0.000000,,,,0.000000,0.000000,,"",,,
"64403601462510","Nodes","-1462510",21.000000,28.238465,"Default Known Flow Node","Known Flow",289692.219984,678480.086830,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000057","Nodes","57",21.000000,28.018065,"DDS demands","Known Flow",289674.969979,678467.586827,,0.000000,,-6.289999,,-5.624630,-6.289999,,"",,"D1 PROFILE",
"64403600000058","Nodes","58",21.000000,28.101437,"DDS demands","Known Flow",289664.219976,678452.586823,,0.000000,,-1.690000,,-1.511228,-1.690000,,"",,"D1 PROFILE",
"64403600000086","Nodes","86",21.000000,27.951689,"DDS demands","Known Flow",289639.094969,678463.086826,,0.000000,,-5.449999,,-4.873487,-5.449999,,"",,"D1 PROFILE",
"64403600000087","Nodes","87",21.000000,28.335982,"DDS demands","Known Flow",289613.219962,678493.336834,,0.000000,,-1.840000,,-1.645360,-1.840000,,"",,"D1 PROFILE",
"64403600000090","Nodes","90",21.000000,28.259360,"DDS demands","Known Flow",289595.969957,678477.586829,,0.000000,,-3.209999,,-2.870439,-3.209999,,"",,"D1 PROFILE",
"64403600000091","Nodes","91",21.000000,28.315255,"DDS demands","Known Flow",289561.469948,678478.961830,,0.000000,,-2.890000,,-2.584289,-2.890000,,"",,"D1 PROFILE",
"64403601462479","Nodes","-1462479",21.000000,28.259360,"Default Known Flow Node","Known Flow",289603.094959,678488.211832,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000085","Nodes","85",21.000000,28.042663,"DDS demands","Known Flow",289620.344964,678435.711818,,0.000000,,-10.739999,,-9.603899,-10.739999,,"",,"D1 PROFILE",
"64403610000056","Nodes","-56",21.000000,28.024312,"Default Known Flow Node","Known Flow",289600.593164,678448.834121,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000088","Nodes","88",21.000000,28.009100,"DDS demands","Known Flow",289584.219954,678459.711825,,0.000000,,-14.290000,,-12.778373,-14.290000,,"",,"D1 PROFILE",
"64403600000089","Nodes","89",21.000000,28.047844,"DDS demands","Known Flow",289562.594948,678436.711818,,0.000000,,-4.070000,,-3.639466,-4.070000,,"",,"D1 PROFILE",
"64403600000099","Nodes","99",21.000000,27.623396,"DDS demands","Known Flow",289542.844943,678404.336810,,0.000000,,-8.130000,,-7.269991,-8.130000,,"",,"D1 PROFILE",
"64403601462505","Nodes","-1462505",21.000000,27.623396,"Default Known Flow Node","Known Flow",289552.594946,678419.211814,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000093","Nodes","93",21.000000,27.852880,"DDS demands","Known Flow",289636.719968,678388.586805,,0.000000,,-4.460000,,-3.988211,-4.460000,,"",,"D1 PROFILE",
"64403610000041","Nodes","-41",21.000000,27.821483,"Default Known Flow Node","Known Flow",289623.248270,678409.752176,,0.000000,,,,0.000000,0.000000,,"",,,
"64403601462476","Nodes","-1462476",21.000000,27.775301,"Default Known Flow Node","Known Flow",289529.719939,678438.836819,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000098","Nodes","98",21.000000,27.740413,"DDS demands","Known Flow",289556.594947,678356.711797,,0.000000,,-4.249999,,-3.800425,-4.249999,,"",,"D1 PROFILE",
"64403600000096","Nodes","96",21.000000,27.570906,"DDS demands","Known Flow",289551.969945,678326.961788,,0.000000,,-8.399999,,-7.511430,-8.399999,,"",,"D1 PROFILE",
"64403600000095","Nodes","95",21.000000,27.755230,"Default Known Flow Node","Known Flow",289567.469950,678347.461794,,0.000000,,,,0.000000,0.000000,,"",,,
"64403601462506","Nodes","-1462506",21.000000,27.570906,"Default Known Flow Node","Known Flow",289539.969942,678334.836791,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000092","Nodes","92",21.000000,27.778384,"DDS demands","Known Flow",289598.469958,678353.336796,,0.000000,,-10.189999,,-9.112080,-10.189999,,"",,"D1 PROFILE",
"64403600000009","Nodes","-9",21.000000,27.750163,"Default Known Flow Node","Known Flow",289565.921022,678348.779272,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000084","Nodes","84",21.000000,27.980884,"DDS demands","Known Flow",289713.094989,678375.711802,,0.000000,,-8.569999,,-7.663447,-8.569999,,"",,"D1 PROFILE",
"64403610000024","Nodes","-24",21.000000,27.956904,"Default Known Flow Node","Known Flow",289703.114217,678382.365650,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000081","Nodes","81",21.000000,27.895712,"DDS demands","Known Flow",289727.594993,678351.336795,,0.000000,,-3.829999,,-3.424854,-3.829999,,"",,"D1 PROFILE",
"64403600000082","Nodes","82",21.000000,27.884017,"DDS demands","Known Flow",289734.969995,678326.211788,,0.000000,,-2.230000,,-1.994105,-2.230000,,"",,"D1 PROFILE",
"64403600000083","Nodes","83",21.000000,27.939539,"Default Known Flow Node","Known Flow",289710.469988,678347.461794,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000075","Nodes","75",21.000000,27.898002,"DDS demands","Known Flow",289754.845001,678368.336800,,0.000000,,-5.650000,,-5.052331,-5.650000,,"",,"D1 PROFILE",
"64403600000101","Nodes","101",21.000000,27.138879,"DDS demands","Known Flow",289521.844937,678361.461798,,0.000000,,-5.050000,,-4.515800,-5.050000,,"",,"D1 PROFILE",
"64403601462522","Nodes","-1462522",21.000000,27.956904,"Default Known Flow Node","Known Flow",289715.219990,678399.711808,,0.000000,,,,0.000000,0.000000,,"",,,
"64403610000055","Nodes","-55",21.000000,28.239817,"Default Known Flow Node","Known Flow",289831.845022,678447.211821,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000313","Nodes","313",21.000000,28.311034,"DDS demands","Known Flow",289818.095018,678456.586824,,0.000000,,-3.450000,,-3.085051,-3.450000,,"",,"D1 PROFILE",
"64403601462481","Nodes","-1462481",21.000000,30.943358,"Default Known Flow Node","Known Flow",289852.215588,678388.339131,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000023","Nodes","23",21.000000,30.653222,"DDS demands","Known Flow",289849.595026,678330.461789,,0.000000,,-4.559999,,-4.077633,-4.559999,,"",,"D1 PROFILE",
"64403600000253","Nodes","253",21.000000,27.966932,"Default Known Flow Node","Known Flow",289880.595035,678499.211835,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000025","Nodes","25",21.000000,30.715524,"DDS demands","Known Flow",289928.470048,678394.586807,,0.000000,,-5.980000,,-5.347423,-5.980000,,"",,"D1 PROFILE",
"64403600000005","Nodes","-5",21.000000,27.798009,"Default Known Flow Node","Known Flow",289509.219934,678338.711792,,0.000000,,,,0.000000,0.000000,,"",,,
"64403601462473","Nodes","-1462473",21.000000,28.311034,"Default Known Flow Node","Known Flow",289798.595012,678462.336825,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000315","Nodes","315",21.000000,27.883745,"Default Known Flow Node","Known Flow",289827.845020,678368.461800,,0.000000,,,,0.000000,0.000000,,"",,,
"64403601462504","Nodes","-1462504",21.000000,27.776335,"DDS demands","Known Flow",289510.969934,678326.336788,,0.000000,,-5.010000,,-4.480031,-5.010000,,"",,"D1 PROFILE",
"64403601462528","Nodes","-1462528",21.000000,27.573128,"DDS demands","Known Flow",289499.844931,678378.086802,,0.000000,,-5.519999,,-4.936082,-5.519999,,"",,"D1 PROFILE",
"64403601462472","Nodes","-1462472",21.000000,27.563801,"Default Known Flow Node","Known Flow",289557.844947,678309.711784,,0.000000,,,,0.000000,0.000000,,"",,,
"64403601462546","Nodes","-1462546",21.000000,28.024312,"Default Known Flow Node","Known Flow",289587.219955,678428.086816,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000094","Nodes","94",21.000000,27.816071,"DDS demands","Known Flow",289621.344964,678411.086811,,0.000000,,-5.619999,,-5.025504,-5.619999,,"",,"D1 PROFILE",
"64403601462515","Nodes","-1462515",21.000000,27.821483,"Default Known Flow Node","Known Flow",289611.719962,678406.711810,,0.000000,,,,0.000000,0.000000,,"",,,
"64403601462533","Nodes","-1462533",21.000000,28.022769,"Default Known Flow Node","Known Flow",289694.094984,678448.586822,,0.000000,,,,0.000000,0.000000,,"",,,
"64403601462477","Nodes","-1462477",21.000000,28.029880,"Default Known Flow Node","Known Flow",289722.219992,678425.461815,,0.000000,,,,0.000000,0.000000,,"",,,
"64403601462492","Nodes","-1462492",21.000000,27.877579,"Default Known Flow Node","Known Flow",289762.095003,678334.336790,,0.000000,,,,0.000000,0.000000,,"",,,
"64403601462485","Nodes","-1462485",21.000000,28.260104,"Default Known Flow Node","Known Flow",289825.470020,678440.086819,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000071","Nodes","71",21.000000,26.717793,"DDS demands","Known Flow",289481.469926,678526.711843,,0.000000,,-8.550000,,-7.645563,-8.550000,,"",,"D1 PROFILE",
"64403600000072","Nodes","72",21.000000,26.700854,"DDS demands","Known Flow",289492.344929,678542.461847,,0.000000,,-2.789999,,-2.494867,-2.789999,,"",,"D1 PROFILE",
"64403600000073","Nodes","73",21.000000,26.843847,"DDS demands","Known Flow",289452.719918,678530.461844,,0.000000,,-1.590000,,-1.421806,-1.590000,,"",,"D1 PROFILE",
"64403600000037","Nodes","37",21.000000,27.285756,"DDS demands","Known Flow",289780.470008,678536.836846,,0.000000,,-10.869999,,-9.720147,-10.869999,,"",,"D1 PROFILE",
"64403600000054","Nodes","54",21.000000,28.163296,"DDS demands","Known Flow",289736.219995,678503.086836,,0.000000,,-2.929999,,-2.620058,-2.929999,,"",,"D1 PROFILE",
"64403600000034","Nodes","34",21.000000,27.861136,"DDS demands","Known Flow",289853.095027,678517.711840,,0.000000,,-2.559999,,-2.289197,-2.559999,,"",,"D1 PROFILE",
"64403600000254","Nodes","254",21.000000,28.177616,"DDS demands","Known Flow",289923.220046,678530.336844,,0.000000,,-4.630000,,-4.140228,-4.630000,,"",,"D1 PROFILE",
"64403600000056","Nodes","56",21.000000,28.230355,"DDS demands","Known Flow",289690.844983,678507.711838,,0.000000,,-1.549999,,-1.386037,-1.549999,,"",,"D1 PROFILE",
"64403600000059","Nodes","59",21.000000,28.347065,"DDS demands","Known Flow",289656.469974,678504.586837,,0.000000,,-2.200000,,-1.967279,-2.200000,,"",,"D1 PROFILE",
"64403600000320","Nodes","320",21.000000,26.643564,"DDS demands","Known Flow",289498.844931,678558.086851,,0.000000,,-6.489999,,-5.803474,-6.489999,,"",,"D1 PROFILE",
"64403600000319","Nodes","319",21.000000,26.723557,"Default Known Flow Node","Known Flow",289502.969932,678530.836844,,0.000000,,,,0.000000,0.000000,,"",,,
"64403610000091","Nodes","-91",21.000000,27.333970,"Default Known Flow Node","Known Flow",289843.220025,678542.211847,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000060","Nodes","60",21.000000,27.032541,"DDS demands","Known Flow",289727.844993,678530.211844,,0.000000,,-4.480000,,-4.006096,-4.480000,,"",,"D1 PROFILE",
"64403600000061","Nodes","61",21.000000,26.952940,"DDS demands","Known Flow",289741.219997,678553.711850,,0.000000,,-6.289999,,-5.624630,-6.289999,,"",,"D1 PROFILE",
"64403600000317","Nodes","317",21.000000,27.011899,"Default Known Flow Node","Known Flow",289707.969988,678526.961843,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000252","Nodes","252",21.000000,27.870208,"Default Known Flow Node","Known Flow",289935.345050,678517.211840,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000038","Nodes","38",21.000000,27.321976,"DDS demands","Known Flow",289840.095024,678560.961852,,0.000000,,-4.409999,,-3.943500,-4.409999,,"",,"D1 PROFILE",
"64403610000101","Nodes","-101",21.000000,27.534054,"Default Known Flow Node","Known Flow",289880.220035,678584.336859,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000039","Nodes","39",21.000000,27.493901,"DDS demands","Known Flow",289808.345015,678582.086858,,0.000000,,-3.769999,,-3.371201,-3.769999,,"",,"D1 PROFILE",
"64403600000042","Nodes","42",21.000000,27.617228,"DDS demands","Known Flow",289854.970028,678601.586863,,0.000000,,-8.569999,,-7.663447,-8.569999,,"",,"D1 PROFILE",
"64403600000043","Nodes","43",21.000000,27.615516,"DDS demands","Known Flow",289838.220023,678611.961866,,0.000000,,-1.019999,,-0.912102,-1.019999,,"",,"D1 PROFILE",
"64403600000040","Nodes","40",21.000000,27.486434,"DDS demands","Known Flow",289823.720019,678603.711864,,0.000000,,-1.840000,,-1.645360,-1.840000,,"",,"D1 PROFILE",
"64403610000100","Nodes","-100",21.000000,27.492791,"Default Known Flow Node","Known Flow",289805.721946,678583.714970,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000062","Nodes","62",21.000000,26.565964,"Default Known Flow Node","Known Flow",289603.219959,678516.086840,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000063","Nodes","63",21.000000,26.740035,"DDS demands","Known Flow",289617.469963,678538.461846,,0.000000,,-3.849999,,-3.442738,-3.849999,,"",,"D1 PROFILE",
"64403600000065","Nodes","65",21.000000,26.645243,"DDS demands","Known Flow",289596.094957,678553.336850,,0.000000,,-13.390000,,-11.973577,-13.390000,,"",,"D1 PROFILE",
"64403600000250","Nodes","250",21.000000,26.517272,"DDS demands","Known Flow",289626.844966,678551.836850,,0.000000,,-4.590000,,-4.104460,-4.590000,,"",,"D1 PROFILE",
"64403600000064","Nodes","64",21.000000,26.459136,"DDS demands","Known Flow",289652.969973,678570.961855,,0.000000,,-4.139999,,-3.702062,-4.139999,,"",,"D1 PROFILE",
"64403600000066","Nodes","66",21.000000,26.883681,"DDS demands","Known Flow",289602.219959,678575.586856,,0.000000,,-6.670000,,-5.964433,-6.670000,,"",,"D1 PROFILE",
"64403610000092","Nodes","-92",21.000000,26.633331,"Default Known Flow Node","Known Flow",289580.094953,678548.086849,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000067","Nodes","67",21.000000,26.881462,"DDS demands","Known Flow",289618.969964,678602.086863,,0.000000,,-4.630000,,-4.140228,-4.630000,,"",,"D1 PROFILE",
"64403610000098","Nodes","-98",21.000000,26.951301,"Default Known Flow Node","Known Flow",289551.928966,678581.740044,,0.000000,,,,0.000000,0.000000,,"",,,
"64403600000069","Nodes","69",21.000000,26.683729,"DDS demands","Known Flow",289547.094944,678574.711856,,0.000000,,-11.039999,,-9.872165,-11.039999,,"",,"D1 PROFILE",
