"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"64304000000328","Nodes","328",21.000000,25.887489,"Default Known Flow Node","Known Flow",283630.163990,560367.672439,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000251","Nodes","251",21.000000,25.980972,"DDS demands","Known Flow",283577.420405,561773.288667,,0.000000,,,,,,-2.509999,,,-69.199998,,,,-2.244486,-2.509999,,"",,,,,,"D1 PROFILE",,,"DM PROFILE",,,
"64304000000212","Nodes","212",21.000000,25.776834,"DDS demands","Known Flow",283098.702189,561188.008914,,0.000000,,,,,,-6.439999,,,,,,,-5.758763,-6.439999,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000211","Nodes","211",21.000000,25.713447,"DDS demands","Known Flow",283092.487188,561180.432912,,0.000000,,,,,,-14.689999,,,,,,,-13.136060,-14.689999,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000272","Nodes","272",21.000000,29.987819,"DDS demands","Known Flow",283325.683251,560335.748682,,0.000000,,,,,,-4.670000,,,,,,,-4.175997,-4.670000,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000238","Nodes","238",21.000000,30.037665,"DDS demands","Known Flow",283345.343256,560406.485701,,0.000000,,,,,,-7.560000,,,,,,,-6.760287,-7.560000,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000273","Nodes","273",21.000000,30.566454,"Default Known Flow Node","Known Flow",283295.640036,560456.247929,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304001462519","Nodes","-1462519",21.000000,29.212203,"Default Known Flow Node","Known Flow",283354.905259,560481.247722,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000231","Nodes","231",21.000000,29.255428,"DDS demands","Known Flow",283375.063265,560484.758723,,0.000000,,,,,,-6.740000,,,,,,,-6.027028,-6.740000,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000242","Nodes","242",21.000000,29.895996,"DDS demands","Known Flow",283362.011922,560393.322648,,0.000000,,,,,,-11.239999,,,,,,,-10.051008,-11.239999,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000243","Nodes","243",21.000000,29.902843,"DDS demands","Known Flow",283456.425017,560454.423407,,0.000000,,,,,,-10.220000,,,,,,,-9.138907,-10.220000,,"",,,,,,"D1 PROFILE",,,,,,
"64304001462518","Nodes","-1462518",21.000000,29.255428,"Default Known Flow Node","Known Flow",283392.832269,560487.739723,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000342","Nodes","342",21.000000,25.980546,"Default Known Flow Node","Known Flow",283676.925332,560295.741525,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000236","Nodes","236",21.000000,31.096453,"DDS demands","Known Flow",283256.080743,560519.686221,,0.000000,,,,,,-5.659999,,,,,,,-5.061273,-5.659999,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000230","Nodes","230",21.000000,29.356959,"DDS demands","Known Flow",283365.311262,560538.006737,,0.000000,,,,,,-10.710000,,,,,,,-9.577073,-10.710000,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000340","Nodes","340",21.000000,25.126488,"Default Known Flow Node","Known Flow",283354.829158,560936.160246,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000001185","Nodes","-85",21.000000,25.125769,"Default Known Flow Node","Known Flow",283368.077263,560895.032834,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000055","Nodes","55",21.000000,25.478541,"DDS demands","Known Flow",283483.230227,560918.232860,,0.000000,0.000000,,,,,-2.700000,,,,,,,-2.414388,-2.700000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,
"64304000000321","Nodes","321,",21.000000,24.836552,"DDS demands","Known Flow",283559.000975,560994.552039,,0.000000,,,,,,-9.960000,,,,,,,-8.906410,-9.960000,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000232","Nodes","232",21.000000,29.594508,"DDS demands","Known Flow",283349.355954,560536.521419,,0.000000,,,,,,-4.260000,,,,,,,-3.809368,-4.260000,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000239","Nodes","239",21.000000,29.583252,"DDS demands","Known Flow",283339.182255,560585.599750,,0.000000,,,,,,-9.670000,,,,,,,-8.647087,-9.670000,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000030","Nodes","-30",21.000000,28.534210,"Default Known Flow Node","Known Flow",283434.949372,560555.688423,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000047","Nodes","-47",21.000000,29.582077,"Default Known Flow Node","Known Flow",283372.839125,560591.484283,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000001153","Nodes","-53",21.000000,29.578664,"Default Known Flow Node","Known Flow",283332.304253,560621.127760,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000001141","Nodes","1141",21.000000,29.495321,"DDS demands","Known Flow",283307.912246,560579.481748,,0.000000,,,,,,-5.219999,,,,,,,-4.667817,-5.219999,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000234","Nodes","234",21.000000,29.579662,"DDS demands","Known Flow",283367.970346,560618.920605,,0.000000,,,,,,-6.730000,,,,,,,-6.018086,-6.730000,,"",,,,,,"D1 PROFILE",,,,,,
"64304001462565","Nodes","-1462565",21.000000,29.536471,"Default Known Flow Node","Known Flow",283365.958262,560629.236762,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000294","Nodes","294",21.000000,27.981864,"DDS demands","Known Flow",283475.880292,560566.986745,,0.000000,,,,,,-10.830000,,,,,,,-9.684380,-10.830000,,"",,,,,,"D1 PROFILE",,,,,,
"64304000001151","Nodes","-51",21.000000,29.490653,"Default Known Flow Node","Known Flow",283319.587249,560619.157759,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000233","Nodes","233",21.000000,29.453627,"DDS demands","Known Flow",283311.546247,560618.123759,,0.000000,,,,,,-8.420000,,,,,,,-7.529314,-8.420000,,"",,,,,,"D1 PROFILE",,,,,,
"64304000001137","Nodes","-37",21.000000,28.534210,"Default Known Flow Node","Known Flow",283429.712279,560573.588747,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304001462575","Nodes","-1462575",21.000000,28.534210,"Default Known Flow Node","Known Flow",283429.382279,560589.370751,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000091","Nodes","91,",21.000000,25.996831,"DDS demands","Known Flow",283492.854750,560792.370348,,0.000000,,,,,,-20.490000,,,,,,,-18.322526,-20.490000,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000325","Nodes","325, PORT STREET DG, Clocked, Site ID 6185",21.000000,32.000001,"Default Known Pressure Node","Known Pressure",283181.425212,560502.530727,,1982.439936,,,,,,,,,,,,,476.535740,532.907826,,"",,,,,,,,,,,,
"64304000000237","Nodes","237",21.000000,31.776297,"Default Known Flow Node","Known Flow",283227.684224,560514.495731,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000001121","Nodes","-21",21.000000,31.791116,"Default Known Flow Node","Known Flow",283230.313225,560511.996730,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304001462499","Nodes","-1462499",21.000000,31.791116,"Default Known Flow Node","Known Flow",283238.946638,560513.233565,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000031","Nodes","-31",21.000000,29.495321,"Default Known Flow Node","Known Flow",283283.809240,560556.533742,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000032","Nodes","-32",21.000000,29.495321,"Default Known Flow Node","Known Flow",283304.058245,560560.524743,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000054","Nodes","54",21.000000,25.125711,"DDS demands","Known Flow",283369.010474,560892.132375,,0.000000,,,,,,-12.520000,,,,,,,-11.195608,-12.520000,,"",,,,,,"D1 PROFILE",,,,,,
"64304001462534","Nodes","-1462534",21.000000,25.482829,"Default Known Flow Node","Known Flow",283484.344728,560914.673020,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000083","Nodes","83",21.000000,25.518772,"DDS demands","Known Flow",283500.195299,560876.302829,,0.000000,-3.370000,,,,,-1.339999,,,,,,,-4.211766,-4.709999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,
"64304001462493","Nodes","-1462493",21.000000,25.518772,"Default Known Flow Node","Known Flow",283501.896299,560876.369829,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000056","Nodes","56",21.000000,25.575844,"DDS demands","Known Flow",283488.189295,560875.512829,,0.000000,0.000000,,,,,-10.869999,,,,,,,-9.720147,-10.869999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,
"64304000000319","Nodes","319",21.000000,26.352159,"DDS demands","Known Flow",283496.508298,560732.267790,,0.000000,,,,,,-12.499999,,,,,,,-11.177723,-12.499999,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000318","Nodes","318",21.000000,27.556104,"Default Known Flow Node","Known Flow",283511.802302,560576.939748,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000057","Nodes","57",21.000000,25.312221,"DDS demands","Known Flow",283581.764321,560880.642830,,0.000000,,,,,,-14.640000,,,,,,,-13.091350,-14.640000,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000034","Nodes","-34",21.000000,25.699937,"Default Known Flow Node","Known Flow",283747.988638,560566.571373,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000227","Nodes","227",21.000000,26.458496,"DDS demands","Known Flow",283555.078634,560500.996176,,0.000000,,,,,,-7.190000,,,,-2.250000,,,-8.441416,-9.440000,,"",,,,,,"D1 PROFILE",,,,"I2 PROFILE",,
"64304000000226","Nodes","226",21.000000,26.563003,"DDS demands","Known Flow",283547.629312,560527.202734,,0.000000,,,,,,-1.330000,,,,,,,-1.189309,-1.330000,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000313","Nodes","313",21.000000,26.200463,"DDS demands","Known Flow",283577.420320,560531.452735,,0.000000,-5.150000,,,,,,,,,,,,-4.605222,-5.150000,,"","C1 PROFILE",,,,,,,,,,,
"64304000000292","Nodes","292",21.000000,25.534068,"DDS demands","Known Flow",283659.539342,560543.798739,,0.000000,0.000000,,,,,-15.129999,,,,,,,-13.529516,-15.129999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,
"64304000000290","Nodes","290",21.000000,25.303587,"DDS demands","Known Flow",283634.575335,560650.390768,,0.000000,,,,0.000000,,-18.350000,,,,,,,-16.408899,-18.350000,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,,
"64304000000314","Nodes","314",21.000000,25.569122,"DDS demands","Known Flow",283680.616911,560549.997761,,0.000000,,,,,,-3.240000,,,,,,,-2.897266,-3.240000,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000315","Nodes","315",21.000000,25.539531,"DDS demands","Known Flow",283695.982352,560495.054725,,0.000000,,,,,,-2.740000,,,,,,,-2.450157,-2.740000,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000221","Nodes","221",21.000000,25.226750,"DDS demands","Known Flow",283604.323327,560781.324803,,0.000000,-3.280000,,,,,-6.840000,,,-12.799999,,,,-9.049485,-10.119999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,"DM PROFILE",,,
"64304000000058","Nodes","58",21.000000,25.469976,"DDS demands","Known Flow",283700.773353,560896.217835,,0.000000,,,,,,-13.080000,,,,,,,-11.696370,-13.080000,,"",,,,,,"D1 PROFILE",,,,,,
"64304000001180","Nodes","-80",21.000000,25.469976,"Default Known Flow Node","Known Flow",283712.731356,560845.849821,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000095","Nodes","95",21.000000,25.238442,"DDS demands","Known Flow",283707.066355,560908.002838,,0.000000,,,,,,-5.519999,,,,,,,-4.936082,-5.519999,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000060","Nodes","60",21.000000,25.421763,"DDS demands","Known Flow",283691.803351,560967.217854,,0.000000,,,,,,-4.340000,,,,,,,-3.880905,-4.340000,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000274","Nodes","274",21.000000,25.368299,"DDS demands","Known Flow",283742.645365,560914.548840,,0.000000,,,,,,-3.810000,,,,,,,-3.406970,-3.810000,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000275","Nodes","275",21.000000,25.362599,"DDS demands","Known Flow",283754.537368,560910.858839,,0.000000,-2.559999,,,,,,,,,,,,-2.289197,-2.559999,,"","C1 PROFILE",,,,,,,,,,,
"64304000000276","Nodes","276",21.000000,25.712241,"Default Known Flow Node","Known Flow",283787.893377,560887.455832,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304001462556","Nodes","-1462556",21.000000,27.556104,"Default Known Flow Node","Known Flow",283514.293302,560577.594748,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000001138","Nodes","-38",21.000000,27.489598,"Default Known Flow Node","Known Flow",283512.308302,560575.095747,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000225","Nodes","225",21.000000,27.377809,"DDS demands","Known Flow",283524.634305,560578.692748,,0.000000,,,,,,-2.300000,,,,,,,-2.056701,-2.300000,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000224","Nodes","224",21.000000,27.214732,"DDS demands","Known Flow",283521.294304,560591.923752,,0.000000,0.000000,,,,,-13.560000,,,,,,,-12.125594,-13.560000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,
"64304000000046","Nodes","-46",21.000000,27.197807,"Default Known Flow Node","Known Flow",283523.486305,560591.317752,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304001462526","Nodes","-1462526",21.000000,27.489598,"Default Known Flow Node","Known Flow",283510.312301,560574.543747,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000001144","Nodes","-44",21.000000,27.302318,"Default Known Flow Node","Known Flow",283530.911307,560586.166750,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000240","Nodes","240",21.000000,23.832878,"DDS demands","Known Flow",282965.763781,561166.299155,,0.000000,,,0.000000,,,-9.069999,,,,,,,-8.110555,-9.069999,,"",,,"C3  PROFILE",,,"D1 PROFILE",,,,,,
"64304000000207","Nodes","207",21.000000,22.052468,"DDS demands","Known Flow",282928.634143,561281.369939,,0.000000,,,,,,-22.729998,,,,,,,-20.325572,-22.729998,,"",,,,,,"D1 PROFILE",,,,,,
"64304000000120","Nodes","-120",21.000000,23.853381,"Default Known Flow Node","Known Flow",282966.409739,561165.091123,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64304000000306","Nodes","306",21.000000,21.595626,"DDS demands","Known Flow",282842.787120,561315.449949,,0.000000,,,,,,-6.139999,,,,,,,-5.490497,-6.139999,,"",,,,,,"D1 PROFILE",,,,,,
