"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)"
"64305500000055","Nodes","55",21.000000,27.386887,"DDS demands","Known Flow",359407.386413,677944.450221,,0.000000,,,,,-4.260000,,,,-3.809368,-4.260000,,"",,,,,"D1 PROFILE",,,
"64305500000174","Nodes","174",21.000000,28.212024,"DDS demands","Known Flow",358381.251492,677751.406540,,0.000000,,,,,-8.859999,,,,-7.922770,-8.859999,,"",,,,,"D1 PROFILE",,,
"64305500000172","Nodes","172",21.000000,28.206501,"Default Known Flow Node","Known Flow",358352.148923,677710.549185,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64305500000088","Nodes","88",21.000000,28.621936,"Default Known Flow Node","Known Flow",358645.458783,677627.782182,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64305500000043","Nodes","43",21.000000,22.322310,"DDS demands","Known Flow",358832.569797,677020.196433,,0.000000,,,,,-16.129999,,,,-14.423734,-16.129999,,"",,,,,"D1 PROFILE",,,
"64305500000042","Nodes","42",21.000000,30.605325,"DDS demands","Known Flow",358904.120817,677046.994440,,0.000000,,,,,-9.869999,,,,-8.825930,-9.869999,,"",,,,,"D1 PROFILE",,,
"64305500000014","Nodes","14",21.000000,31.041844,"Default Known Flow Node","Known Flow",358911.125070,677048.258645,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64305500000045","Nodes","45",21.000000,32.063190,"DDS demands","Known Flow",358916.928820,677471.235556,,0.000000,,,,,-14.510000,,,,-12.975102,-14.510000,,"",,,,,"D1 PROFILE",,,
"64305500000046","Nodes","46",21.000000,32.116212,"DDS demands","Known Flow",359021.427788,677342.179102,,0.000000,,,,,-12.459999,,,,-11.141954,-12.459999,,"",,,,,"D1 PROFILE",,,
"64305500000176","Nodes","176",21.000000,34.367978,"DDS demands","Known Flow",359083.666866,677202.724483,,0.000000,,,,,-14.909999,,,,-13.332789,-14.909999,,"",,,,,"D1 PROFILE",,,
"64305500000029","Nodes","29",21.000000,33.255690,"DDS demands","Known Flow",359083.422866,677334.612518,,0.000000,,,,-2.910000,-9.419999,,,,-11.025707,-12.329999,,"",,,,"C4 PROFILE","D1 PROFILE",,,
"64305510000050","Nodes","10000050",21.000000,37.695791,"Default Known Flow Node","Known Flow",359170.654889,677228.996490,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64305500000162","Nodes","162",21.000000,37.695791,"DDS demands","Known Flow",359170.889889,677225.478489,,0.000000,,,,,-10.770000,,,,-9.630727,-10.770000,,"",,,,,"D1 PROFILE",,,
"64305500000057","Nodes","57",21.000000,32.471040,"Default Known Flow Node","Known Flow",359107.201872,677401.230537,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64305500000038","Nodes","38",21.000000,37.511689,"DDS demands","Known Flow",359306.333926,677019.642433,,0.000000,,,,,-16.059999,,,,-14.361139,-16.059999,,"",,,,,"D1 PROFILE",,,
"64305500000030","Nodes","30",21.000000,38.053667,"DDS demands","Known Flow",359166.808888,677184.672478,,0.000000,,,,,-6.390000,,,,-5.714052,-6.390000,,"",,,,,"D1 PROFILE",,,
"64305510000042","Nodes","10000042",21.000000,34.944803,"Default Known Flow Node","Known Flow",359082.435865,677187.743478,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64305500000161","Nodes","161",21.000000,37.849786,"DDS demands","Known Flow",359168.487889,677211.068485,,0.000000,,,-5.440000,,-10.239999,,,,-14.021337,-15.680000,,"",,,"C3  PROFILE",,"D1 PROFILE",,,
"64305500000167","Nodes","167",21.000000,37.694003,"Default Known Flow Node","Known Flow",359207.069055,677218.741372,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64305500000047","Nodes","47",21.000000,37.684745,"Default Known Flow Node","Known Flow",359209.860900,677216.964486,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64305510000051","Nodes","10000051",21.000000,35.448200,"Default Known Flow Node","Known Flow",359160.515444,677302.451641,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64305500000194","Nodes","194",21.000000,32.254323,"DDS demands","Known Flow",359057.767859,677364.682527,,0.000000,-10.390000,,,,,,,,-9.290924,-10.390000,,"","C1 PROFILE",,,,,,,
