"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"64401700000384","Nodes","384",21.000000,30.010958,"DDS demands","Known Flow",276576.365496,649771.097744,,0.000000,,,,,,-4.719999,,,,,,-4.220708,-4.719999,,"",,,,,,"D1 PROFILE",,,,,
"64401700001196","Nodes","1196",21.000000,32.739128,"Default Known Flow Node","Known Flow",276661.413441,649773.960011,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64401700000111","Nodes","111",21.000000,27.405614,"DDS demands","Known Flow",275599.048149,651085.710376,,0.000000,,,,,,-6.350000,,,,,,-5.678283,-6.350000,,"",,,,,,"D1 PROFILE",,,,,
"64401700001455","Nodes","1455",21.000000,26.451173,"DDS demands","Known Flow",275562.778139,651057.999368,,0.000000,,,,,,-0.209999,,,,,,-0.187785,-0.209999,,"",,,,,,"D1 PROFILE",,,,,
"64401700000067","Nodes","67",21.000000,33.482060,"DDS demands","Known Flow",276282.815335,651121.390386,,0.000000,,,,,,-1.370000,,,,,,-1.225078,-1.370000,,"",,,,,,"D1 PROFILE",,,,,
"64401700000360","Nodes","360",21.000000,33.941764,"DDS demands","Known Flow",276093.521216,649779.043881,,0.000000,-6.000000,,,,,-8.510000,,,,,,-12.975102,-14.510000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"64401700001395","Nodes","1395",21.000000,36.773992,"Default Known Flow Node","Known Flow",277990.536313,650542.057563,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64401700001473","Nodes","1473",21.000000,35.112088,"DDS demands","Known Flow",276205.496711,651113.132562,,0.000000,,,,,,-6.079999,,,,,,-5.436844,-6.079999,,"",,,,,,"D1 PROFILE",,,,,
"64401700000737","Nodes","737",21.000000,34.481796,"DDS demands","Known Flow",276235.734777,651107.591189,,0.000000,-1.669999,,,,,-8.520000,,,,,,-9.112081,-10.190000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"64401700000509","Nodes","509",21.000000,26.940336,"DDS demands","Known Flow",276232.323323,651435.963310,,0.000000,,,,,,-1.370000,,,,,,-1.225078,-1.370000,,"",,,,,,"D1 PROFILE",,,,,
"64401700012149","Nodes","12149",21.000000,32.686761,"Default Known Flow Node","Known Flow",276252.225548,649713.833923,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64401700000372","Nodes","372",21.000000,31.255420,"DDS demands","Known Flow",276254.646054,649733.430786,,0.000000,,,,,,-11.019999,,,,,,-9.854281,-11.019999,,"",,,,,,"D1 PROFILE",,,,,
"64401700012255","Nodes","12255",21.000000,33.647932,"Default Known Flow Node","Known Flow",276277.869779,651124.344308,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64401700000449","Nodes","449",21.000000,62.658634,"DDS demands","Known Flow",275745.496079,652558.322919,,0.000000,,,,,,-14.199999,,,,,,-12.697893,-14.199999,,"",,,,,,"D1 PROFILE",,,,,
"64401700000183","Nodes","183",21.000000,21.476855,"DDS demands","Known Flow",275280.612062,650845.681311,,0.000000,,,,,,-4.949999,,,,,,-4.426378,-4.949999,,"",,,,,,"D1 PROFILE",,,,,
"64401700000189","Nodes","189",21.000000,27.120618,"Default Known Flow Node","Known Flow",275800.061203,650861.000315,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64401700001162","Nodes","1162",21.000000,27.491182,"Default Known Flow Node","Known Flow",275781.104387,650901.857903,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
