"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"64304700011059","Nodes","-248979",21.000000,22.667773,"Default Known Flow Node","Known Flow",313959.933084,581308.742203,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000231","Nodes","231",21.000000,22.802898,"DDS demands","Known Flow",313976.554392,581312.384053,,0.000000,,,,,-13.919999,,,,,,-12.447512,-13.919999,,"",,,,,"D1 PROFILE",,,,,
"64304700011071","Nodes","-250690",21.000000,22.926094,"Default Known Flow Node","Known Flow",313943.311162,581236.850930,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000232","Nodes","232",21.000000,32.399009,"DDS demands","Known Flow",313659.951888,581322.692586,,0.000000,-15.999999,,,,-8.590000,,,,,,-21.988818,-24.589999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,
"64304700000270","Nodes","270",21.000000,32.496370,"Default Known Flow Node","Known Flow",313657.385262,581337.767621,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700011045","Nodes","-248926",21.000000,32.577499,"Default Known Flow Node","Known Flow",313598.572193,581356.321085,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000226","Nodes","226",21.000000,32.809215,"DDS demands","Known Flow",313596.704339,581336.965979,,0.000000,-6.000000,,,,-3.650000,,,,,,-8.629203,-9.649999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,
"64304700000227","Nodes","227",21.000000,34.020202,"DDS demands","Known Flow",313593.173492,581258.209624,,0.000000,,,,,-15.370000,,,,,,-13.744129,-15.370000,,"",,,,,"D1 PROFILE",,,,,
"64304700011046","Nodes","-248927",21.000000,34.004709,"Default Known Flow Node","Known Flow",313600.486489,581261.079376,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000075","Nodes","75",21.000000,32.230773,"DDS demands","Known Flow",313564.067138,581022.765572,,0.000000,,,,,-16.739999,,,,,,-14.969207,-16.739999,,"",,,,,"D1 PROFILE",,,,,
"64304700000076","Nodes","76",21.000000,33.125200,"DDS demands","Known Flow",313624.399805,581031.998162,,0.000000,,,,,-4.810000,,,,,,-4.301188,-4.810000,,"",,,,,"D1 PROFILE",,,,,
"64304700011012","Nodes","-131982",21.000000,34.549892,"Default Known Flow Node","Known Flow",313622.145665,581128.290510,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000236","Nodes","236",21.000000,30.295244,"DDS demands","Known Flow",313566.241480,581467.543432,,0.000000,,,,,-6.710000,,,,,,-6.000202,-6.710000,,"",,,,,"D1 PROFILE",,,,,
"64304700011043","Nodes","-248923",21.000000,30.295244,"Default Known Flow Node","Known Flow",313563.535479,581466.918432,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700011048","Nodes","-248931",21.000000,34.004709,"Default Known Flow Node","Known Flow",313607.437491,581258.952375,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000359","Nodes","359",21.000000,34.832098,"Default Known Flow Node","Known Flow",313628.163500,581128.843517,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000358","Nodes","358",21.000000,34.889065,"Default Known Flow Node","Known Flow",313631.310585,581127.091360,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000066","Nodes","66",21.000000,23.763498,"DDS demands","Known Flow",314008.401489,581396.488679,,0.000000,,,,,-7.849999,,,,,,-7.019610,-7.849999,,"",,,,,"D1 PROFILE",,,,,
"64304700011036","Nodes",,21.000000,25.467657,"DDS demands","Known Flow",313208.492344,581932.155536,,0.000000,,,,,-6.740000,,,,,,-6.027028,-6.740000,,"",,,,,"D1 PROFILE",,,,,
"64304700000033","Nodes","33",21.000000,25.551844,"DDS demands","Known Flow",313455.405450,581710.045498,,0.000000,,-23.320000,,,-10.369999,,,,-1.869999,,-31.798389,-35.560001,,"",,"C2 PROFILE",,,"D1 PROFILE",,,,"I2 PROFILE",
"64304700011042","Nodes","-248922",21.000000,25.558146,"Default Known Flow Node","Known Flow",313451.925449,581710.337498,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000254","Nodes","254",21.000000,25.336180,"Default Known Flow Node","Known Flow",313478.118891,581713.830240,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700011040","Nodes","-248920",21.000000,24.698788,"Default Known Flow Node","Known Flow",313406.714436,581990.543574,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000338","Nodes","338",21.000000,24.698788,"DDS demands","Known Flow",313413.215438,581973.855570,,0.000000,,,,,-1.370000,,,,,,-1.225078,-1.370000,,"",,,,,"D1 PROFILE",,,,,
"64304700011067","Nodes","-250683",21.000000,25.329206,"Default Known Flow Node","Known Flow",313479.346456,581713.726499,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000125","Nodes",,21.000000,25.377346,"DDS demands","Known Flow",313482.258457,581793.467521,,0.000000,,,,,-8.140000,,,,,,-7.278933,-8.140000,,"",,,,,"D1 PROFILE",,,,,
"64304700000272","Nodes","272",21.000000,25.230414,"Default Known Flow Node","Known Flow",313477.811456,581781.074518,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000334","Nodes","334",21.000000,24.959932,"DDS demands","Known Flow",313467.464431,581821.543079,,0.000000,,,,,-7.869999,,,,,,-7.037494,-7.869999,,"",,,,,"D1 PROFILE",,,,,
"64304700000336","Nodes","336",21.000000,24.788994,"DDS demands","Known Flow",313441.162666,581901.888584,,0.000000,,,,,-8.140000,,,,,,-7.278933,-8.140000,,"",,,,,"D1 PROFILE",,,,,
"64304700011066","Nodes","-250682",21.000000,24.783158,"Default Known Flow Node","Known Flow",313451.207449,581905.692551,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000126","Nodes","126",21.000000,26.172843,"DDS demands","Known Flow",313289.061145,581962.100440,,0.000000,,,,,-9.359999,,,,,,-8.369879,-9.359999,,"",,,,,"D1 PROFILE",,,,,
"64304700000107","Nodes","107",21.000000,26.103345,"DDS demands","Known Flow",313357.327423,581764.914513,,0.000000,,,,,-9.999999,,,,,,-8.942178,-9.999999,,"",,,,,"D1 PROFILE",,,,,
"64304700000026","Nodes","26",21.000000,26.309185,"DDS demands","Known Flow",313307.609410,581970.550569,,0.000000,,,,,-8.169999,,,,,,-7.305760,-8.169999,,"",,,,,"D1 PROFILE",,,,,
"64304700000108","Nodes","108",21.000000,25.858683,"DDS demands","Known Flow",313269.214399,581773.304515,,0.000000,,,,,-8.149999,,,,,,-7.287875,-8.149999,,"",,,,,"D1 PROFILE",,,,,
"64304700011038","Nodes","-248916",21.000000,25.902711,"Default Known Flow Node","Known Flow",313266.583398,581790.651520,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000025","Nodes","25",21.000000,26.377710,"DDS demands","Known Flow",313376.355409,581698.818696,,0.000000,,,,,-11.680000,,,,,,-10.444465,-11.680000,,"",,,,,"D1 PROFILE",,,,,
"64304700000342","Nodes",,21.000000,25.091427,"Default Known Flow Node","Known Flow",313471.477454,581798.707522,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700011037","Nodes","-248915",21.000000,25.902711,"Default Known Flow Node","Known Flow",313260.124397,581821.293528,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000273","Nodes","273",21.000000,25.142084,"Default Known Flow Node","Known Flow",313439.403445,581775.426516,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000337","Nodes",,21.000000,24.772383,"DDS demands","Known Flow",313458.345451,581887.192546,,0.000000,,,,,-2.779999,,,,,,-2.485925,-2.779999,,"",,,,,"D1 PROFILE",,,,,
"64304700011065","Nodes","-250681",21.000000,24.783158,"Default Known Flow Node","Known Flow",313444.469447,581924.949557,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000340","Nodes","340",21.000000,30.584187,"DDS demands","Known Flow",313645.835732,581581.634477,,0.000000,,,,-12.189999,-4.389999,,,,,,-14.826132,-16.579999,,"",,,,"C4 PROFILE","D1 PROFILE",,,,,
"64304700000255","Nodes","255",21.000000,25.251535,"Default Known Flow Node","Known Flow",313514.655466,581710.800498,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000332","Nodes","332,",21.000000,30.626274,"Default Known Flow Node","Known Flow",313874.219564,581685.540492,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000219","Nodes","219",21.000000,31.004870,"Default Known Flow Node","Known Flow",313919.788518,581695.669274,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700011068","Nodes","-250684",21.000000,25.339413,"Default Known Flow Node","Known Flow",313523.333468,581659.347484,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000218","Nodes","218",21.000000,28.828217,"DDS demands","Known Flow",313684.798512,581970.310569,,0.000000,,,,,-2.099999,,,,,,-1.877857,-2.099999,,"",,,,,"D1 PROFILE",,,,,
"64304700000214","Nodes","214",21.000000,28.987891,"DDS demands","Known Flow",313691.237514,581940.019561,,0.000000,,,,,-2.140000,,,,,,-1.913626,-2.140000,,"",,,,,"D1 PROFILE",,,,,
"64304700000221","Nodes","221",21.000000,31.097848,"DDS demands","Known Flow",313942.897165,581705.308169,,0.000000,,,,,-8.890000,,,,,,-7.949597,-8.890000,,"",,,,,"D1 PROFILE",,,,,
"64304700000233","Nodes","233",21.000000,31.116177,"DDS demands","Known Flow",313928.790733,581701.293703,,0.000000,,,,,-2.640000,,,,,,-2.360735,-2.640000,,"",,,,,"D1 PROFILE",,,,,
"64304700011054","Nodes","-248957",21.000000,28.821325,"Default Known Flow Node","Known Flow",313651.772755,581962.106087,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000063","Nodes","63",21.000000,32.697902,"DDS demands","Known Flow",313978.786908,581797.723123,,0.000000,,,,,-8.350000,,,,,,-7.466719,-8.350000,,"",,,,,"D1 PROFILE",,,,,
"64304700000265","Nodes","265",21.000000,25.875254,"DDS demands","Known Flow",313943.402939,581512.168512,,0.000000,,,,,-14.670000,,,,,,-13.118176,-14.670000,,"",,,,,"D1 PROFILE",,,,,
"64304700000322","Nodes",,21.000000,30.835093,"DDS demands","Known Flow",313887.339567,581686.830492,,0.000000,-0.189999,,,-4.689999,-14.259999,,,,,,-17.115329,-19.139998,,"","C1 PROFILE",,,"C4 PROFILE","D1 PROFILE",,,,,
"64304700000049","Nodes","49",21.000000,29.098616,"DDS demands","Known Flow",313672.976509,581901.511550,,0.000000,,,,,-3.819999,,,,,,-3.415912,-3.819999,,"",,,,,"D1 PROFILE",,,,,
"64304700000209","Nodes","209",21.000000,29.020026,"DDS demands","Known Flow",313632.065498,581898.650549,,0.000000,,,,,-5.500000,,,,,,-4.918198,-5.500000,,"",,,,,"D1 PROFILE",,,,,
"64304700000051","Nodes","51",21.000000,29.406461,"DDS demands","Known Flow",313708.638519,581768.556514,,0.000000,,,,,-10.899999,,,,,,-9.746974,-10.899999,,"",,,,,"D1 PROFILE",,,,,
"64304700000052","Nodes","52",21.000000,29.276598,"DDS demands","Known Flow",313662.464506,581760.685512,,0.000000,,,,,-8.140000,,,,,,-7.278933,-8.140000,,"",,,,,"D1 PROFILE",,,,,
"64304700000260","Nodes","260",21.000000,30.014184,"DDS demands","Known Flow",313691.337717,581686.526968,,0.000000,,,,-2.160000,,,,,,,-1.931510,-2.160000,,"",,,,"C4 PROFILE",,,,,,
"64304700000253","Nodes","253",21.000000,30.018419,"Default Known Flow Node","Known Flow",313688.717518,581675.943035,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700011070","Nodes","Logger 9782, Station Square",21.000000,30.053893,"Val Log Cath","Known Flow",313735.697874,581679.586913,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000252","Nodes","252",21.000000,29.969994,"DDS demands","Known Flow",313675.922376,581673.084320,,0.000000,-34.849998,-3.700000,,-18.120000,-10.729999,,,,,,-60.270287,-67.400000,,"","C1 PROFILE","C2 PROFILE",,"C4 PROFILE","D1 PROFILE",,,,,
"64304700011057","Nodes","-248961",21.000000,30.052434,"Default Known Flow Node","Known Flow",313674.462748,581665.506724,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000054","Nodes","54",21.000000,30.042904,"DDS demands","Known Flow",313763.715755,581661.349404,,0.000000,,,,-9.029999,-2.640000,,,,,,-10.435523,-11.669999,,"",,,,"C4 PROFILE","D1 PROFILE",,,,,
"64304700011058","Nodes","-248963",21.000000,30.046539,"Default Known Flow Node","Known Flow",313765.151017,581659.643271,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000055","Nodes","55",21.000000,30.109533,"Default Known Flow Node","Known Flow",313792.230622,581672.237328,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000216","Nodes","216",21.000000,28.822118,"DDS demands","Known Flow",313681.880482,581982.689367,,0.000000,,,,,-6.260000,,,,,,-5.597804,-6.260000,,"",,,,,"D1 PROFILE",,,,,
"64304700000215","Nodes","215",21.000000,28.821325,"DDS demands","Known Flow",313666.854325,581962.721950,,0.000000,,,,,-12.060000,,,,,,-10.784268,-12.060000,,"",,,,,"D1 PROFILE",,,,,
"64304700011056","Nodes","-248960",21.000000,28.821325,"Default Known Flow Node","Known Flow",313658.452754,581961.784475,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700011053","Nodes","-248954",21.000000,28.801015,"Default Known Flow Node","Known Flow",313640.310677,581998.979570,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700011047","Nodes","-248928",21.000000,28.933129,"Default Known Flow Node","Known Flow",313600.875489,581890.148547,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700011044","Nodes","-248924",21.000000,28.668526,"DDS demands","Known Flow",313567.695636,581953.069868,,0.000000,,,,,-9.720000,,,,,,-8.691797,-9.720000,,"",,,,,"D1 PROFILE",,,,,
"64304700011055","Nodes","-248959",21.000000,28.821325,"Default Known Flow Node","Known Flow",313656.468268,581955.829517,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700011069","Nodes","-250685",21.000000,25.339413,"Default Known Flow Node","Known Flow",313552.236476,581665.099486,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000061","Nodes","61",21.000000,32.075634,"DDS demands","Known Flow",313984.584664,581923.665281,,0.000000,,,,,-16.690000,,,,,,-14.924497,-16.690000,,"",,,,,"D1 PROFILE",,,,,
"64304700011074","Nodes","-259586",21.000000,31.673216,"Default Known Flow Node","Known Flow",313982.000223,581992.399970,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700011072","Nodes","-259581",21.000000,32.004455,"Default Known Flow Node","Known Flow",313968.208776,581907.902707,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700011081","Nodes",,21.000000,32.366550,"Default Known Flow Node","Known Flow",313905.667371,581775.034583,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000346","Nodes","346",21.000000,32.407284,"DDS demands","Known Flow",313913.668291,581776.033693,,0.000000,,,,,-2.509999,,,,,,-2.244486,-2.509999,,"",,,,,"D1 PROFILE",,,,,
"64304700000343","Nodes","343",21.000000,32.689208,"DDS demands","Known Flow",313982.535724,581794.309872,,0.000000,,,,,-7.989999,,,,,,-7.144800,-7.989999,,"",,,,,"D1 PROFILE",,,,,
"64304700011082","Nodes","-301212",21.000000,32.410214,"Default Known Flow Node","Known Flow",313911.743574,581775.519516,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700011083","Nodes","-301216",21.000000,32.546587,"Default Known Flow Node","Known Flow",314009.661187,581801.639152,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000223","Nodes","223",21.000000,32.524839,"DDS demands","Known Flow",314011.734261,581804.149721,,0.000000,,,,,-6.409999,,,,,,-5.731936,-6.409999,,"",,,,,"D1 PROFILE",,,,,
"64304700011084","Nodes","-301219",21.000000,32.668560,"Default Known Flow Node","Known Flow",314039.450418,581812.375236,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000257","Nodes","257",21.000000,32.513797,"DDS demands","Known Flow",314061.362836,581870.229127,,0.000000,,,,,-5.389999,,,,,,-4.819834,-5.389999,,"",,,,,"D1 PROFILE",,,,,
"64304700000251","Nodes","251",21.000000,26.052526,"DDS demands","Known Flow",313227.703388,582005.954579,,0.000000,,,,,-6.690000,,,,,,-5.982318,-6.690000,,"",,,,,"D1 PROFILE",,,,,
"64304700011064","Nodes","-250680",21.000000,25.989452,"Default Known Flow Node","Known Flow",313222.057386,582012.580580,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700011022","Nodes","-247645",21.000000,26.501974,"Default Known Flow Node","Known Flow",313294.005406,582080.215599,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000036","Nodes","36",21.000000,26.440712,"DDS demands","Known Flow",313306.108409,582061.584594,,0.000000,,,,,-9.909999,,,,,,-8.861699,-9.909999,,"",,,,,"D1 PROFILE",,,,,
"64304700000249","Nodes",,21.000000,24.838136,"Default Known Flow Node","Known Flow",313282.569403,582040.489588,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700011021","Nodes","-247644",21.000000,26.297630,"Default Known Flow Node","Known Flow",313270.608399,582047.799590,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000250","Nodes","250",21.000000,26.116492,"DDS demands","Known Flow",313212.829384,582042.043589,,0.000000,,,,,-4.849999,,,,,,-4.336956,-4.849999,,"",,,,,"D1 PROFILE",,,,,
"64304700011063","Nodes","-250679",21.000000,25.989452,"Default Known Flow Node","Known Flow",313215.403384,582001.329577,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700011075","Nodes","-259617",21.000000,27.194837,"Default Known Flow Node","Known Flow",313383.313946,582306.658721,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700011076","Nodes","-259619",21.000000,27.194837,"Default Known Flow Node","Known Flow",313397.429434,582306.210660,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700011079","Nodes","-259623",21.000000,27.800988,"Default Known Flow Node","Known Flow",313462.005452,582097.714604,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64304700000237","Nodes",,21.000000,28.126000,"DDS demands","Known Flow",313519.387467,582052.236591,,0.000000,,,,,-14.300000,,,,,,-12.787315,-14.300000,,"",,,,,"D1 PROFILE",,,,,
