"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-1682.389989","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-196.549999","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-30.540000","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-38.929999","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-322.810001","0.000000","1.000000","Volumetric","-1.000000"
"DM","Flow Categories","","","1.000000","Volumetric","-1.000000"
"PL-AF","Flow Categories","","","1.000000","Volumetric","-1.000000"
"PL-90","Flow Categories","","","1.000000","Volumetric","-1.000000"
"PL-PL","Flow Categories","","","1.000000","Volumetric","-1.000000"
"PL-DC","Flow Categories","","","1.000000","Volumetric","-1.000000"
"TT","Flow Categories","","","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"DH","Flow Categories","","","1.000000","Volumetric","-1.000000"
"DL","Flow Categories","","","1.000000","Volumetric","-1.000000"
