"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"64400300005007","Nodes","5007, P09122326, TORWOODLEA BELLSDYKE ROAD, -33.05SCMH",24.000000,34.349025,"CSEP Unmatched","Known Flow",285549.366658,683448.124923,,0.000000,,,,,,,,,,,,-33.050000,,-29.553901,-33.050000,,"",,,,,,,,,,,,"PL-AF PROFILE",
"64400300003023","Nodes","3023",21.000000,27.673299,"DDS demands","Known Flow",284352.718531,682419.962902,,0.000000,,,,,,,-2.819999,,,,,,,-2.521694,-2.819999,,"",,,,,,,"D1 PROFILE",,,,,,
"644003-746","Nodes","-746",21.000000,31.768209,"Default Known Flow Node","Known Flow",284552.218585,683890.463302,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-745","Nodes","-745",21.000000,31.768209,"Default Known Flow Node","Known Flow",284548.843584,683887.963302,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-749","Nodes","-749",21.000000,31.768209,"Default Known Flow Node","Known Flow",284560.343587,683920.963311,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005042","Nodes","5042, P08120300, MAGGIES WOOD LOAD, -175.57",25.000000,24.994932,"CSEP Unmatched","Known Flow",287812.576738,679809.260104,,0.000000,,,,,,,,-44.259997,,,,,,-39.578082,-44.259997,,"",,,,,,,,"DC PROFILE",,,,,
"64400300005038","Nodes","5038, P08119788, UNION ROAD, -7.38SCMH",22.999998,37.689397,"CSEP Unmatched","Known Flow",287010.581433,680344.145830,,0.000000,,,,,,,,,,,,-7.380000,,-6.599328,-7.380000,,"",,,,,,,,,,,,"PL-AF PROFILE",
"64400300005047","Nodes",,21.000000,26.352713,"Default Known Flow Node","Known Flow",285351.218483,680358.772887,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005034","Nodes",,21.000000,26.352713,"Default Known Flow Node","Known Flow",285352.467803,680357.211341,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005048","Nodes",,21.000000,26.561051,"Default Known Flow Node","Known Flow",285363.742810,680255.320325,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005036","Nodes",,21.000000,26.561051,"Default Known Flow Node","Known Flow",285362.027805,680255.968313,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005049","Nodes",,21.000000,26.561051,"Default Known Flow Node","Known Flow",285371.016011,680274.056289,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005040","Nodes",,21.000000,26.577025,"Default Known Flow Node","Known Flow",285377.661809,680269.293317,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005051","Nodes",,21.000000,26.416490,"Default Known Flow Node","Known Flow",285317.702484,680332.892055,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005044","Nodes",,21.000000,26.416490,"Default Known Flow Node","Known Flow",285316.999793,680333.671335,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005056","Nodes",,21.000000,26.459879,"Default Known Flow Node","Known Flow",285417.250732,680281.260059,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005032","Nodes","5032, P08120151, CAMELON DORRATOR ROAD, -179.54",25.000000,29.889725,"CSEP Unmatched","Known Flow",287345.280364,680589.237877,,0.000000,,,,,,,,-179.539989,,,,,,-160.547869,-179.539989,,"",,,,,,,,"DC PROFILE",,,,,
"644003-592","Nodes","-592",21.000000,34.514339,"Default Known Flow Node","Known Flow",285403.453087,683130.493390,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300000028","Nodes","28",21.000000,34.531386,"DDS demands","Known Flow",285414.468820,683136.213097,,0.000000,,,,,,,-15.540000,,,,,,,-13.896146,-15.540000,,"",,,,,,,"D1 PROFILE",,,,,,
"644003-608","Nodes","-608",21.000000,33.840025,"Default Known Flow Node","Known Flow",285019.343712,683159.838104,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300001900","Nodes","1900",21.000000,33.856874,"DDS demands","Known Flow",285211.993605,683266.586305,,0.000000,,,,,,,-12.839999,,,,,,,-11.481757,-12.839999,,"",,,,,,,"D1 PROFILE",,,,,,
"64400300002837","Nodes","2837",21.000000,33.915029,"DDS demands","Known Flow",285231.468770,683269.713133,,0.000000,,,,,,,-1.980000,,,,,,,-1.770551,-1.980000,,"",,,,,,,"D1 PROFILE",,,,,,
"644003-616","Nodes","-616",21.000000,34.008481,"Default Known Flow Node","Known Flow",285362.105554,683189.195287,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300003190","Nodes","3190",21.000000,33.739746,"DDS demands","Known Flow",285369.093807,683253.963129,,0.000000,,,,,,,-10.920000,,,,,,,-9.764859,-10.920000,,"",,,,,,,"D1 PROFILE",,,,,,
"644003-653","Nodes","-653",21.000000,33.915037,"Default Known Flow Node","Known Flow",285235.348351,683264.841780,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300003189","Nodes","3189",21.000000,34.225153,"DDS demands","Known Flow",285308.218791,683154.838102,,0.000000,,,,,,,-11.989999,,,,,,,-10.721671,-11.989999,,"",,,,,,,"D1 PROFILE",,,,,,
"644003-690","Nodes","-690",21.000000,31.709372,"Default Known Flow Node","Known Flow",285282.968784,683383.963165,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-684","Nodes","-684",21.000000,31.709372,"Default Known Flow Node","Known Flow",285303.940785,683353.467947,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-51","Nodes","-51",21.000000,33.673701,"Default Known Flow Node","Known Flow",285639.594958,679765.763005,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300002829","Nodes","2829",21.000000,33.582006,"DDS demands","Known Flow",285665.593888,679765.212180,,0.000000,,,,,,,-7.929999,,,,,,,-7.091147,-7.929999,,"",,,,,,,"D1 PROFILE",,,,,,
"644003-54","Nodes","-54",21.000000,33.879557,"Default Known Flow Node","Known Flow",285721.969441,679805.179413,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-57","Nodes","-57",21.000000,34.344260,"Default Known Flow Node","Known Flow",285825.343931,679813.837193,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-27","Nodes","-27",21.000000,34.048209,"Default Known Flow Node","Known Flow",285533.843852,679713.087166,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300003156","Nodes","3156",21.000000,34.039985,"DDS demands","Known Flow",285515.843847,679696.712161,,0.000000,,,,,,,-1.850000,,,,,,,-1.654303,-1.850000,,"",,,,,,,"D1 PROFILE",,,,,,
"644003-39","Nodes","-39",21.000000,33.999697,"Default Known Flow Node","Known Flow",285553.214820,679742.603085,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300001015","Nodes","Logger 9062, Rowan Crescent",21.000000,33.975144,"Val Log Cath","Known Flow",285581.942405,679749.893095,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300002898","Nodes","2898",21.000000,33.404527,"DDS demands","Known Flow",285686.601538,679924.839632,,0.000000,,-15.999999,,-14.659999,,,-13.120000,,,,,,,-39.148858,-43.780000,,"",,"C2 PROFILE",,"C4 PROFILE",,,"D1 PROFILE",,,,,,
"644003-1463189","Nodes","-1463189",21.000000,33.404527,"Default Known Flow Node","Known Flow",285689.718894,679922.337223,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-56","Nodes","-56",21.000000,33.859471,"Default Known Flow Node","Known Flow",285721.869293,679811.587589,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-1464035","Nodes","-1464035",21.000000,33.859471,"Default Known Flow Node","Known Flow",285721.843903,679813.212193,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-8","Nodes","-8",21.000000,34.277164,"Default Known Flow Node","Known Flow",285743.842383,679695.414618,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300004225","Nodes","4225",21.000000,34.306010,"DDS demands","Known Flow",285769.093916,679694.837161,,0.000000,,,,,,,-8.569999,,,,,,,-7.663447,-8.569999,,"",,,,,,,"D1 PROFILE",,,,,,
"64400300003154","Nodes","3154",21.000000,33.981121,"DDS demands","Known Flow",285533.343852,679736.962172,,0.000000,,,,,,,-2.359999,,,,,,,-2.110354,-2.359999,,"",,,,,,,"D1 PROFILE",,,,,,
"64400300002828","Nodes","2828",21.000000,33.996748,"DDS demands","Known Flow",285548.718856,679741.462173,,0.000000,,,,,,,-14.749999,,-23.409999,,,,,-34.123352,-38.160000,,"",,,,,,,"D1 PROFILE",,"DH PROFILE",,,,
"644003-29","Nodes","-29",21.000000,34.115234,"Default Known Flow Node","Known Flow",285682.352743,679718.089068,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300004444","Nodes","4444",21.000000,33.978356,"DDS demands","Known Flow",285687.093894,679737.087172,,0.000000,,,,,,,-2.180000,,,,,,,-1.949395,-2.180000,,"",,,,,,,"D1 PROFILE",,,,,,
"644003-16","Nodes","-16",21.000000,34.608967,"Default Known Flow Node","Known Flow",285873.345374,679701.191073,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300004000","Nodes","4000",21.000000,34.656211,"DDS demands","Known Flow",285906.843953,679703.462163,,0.000000,,,,,,,-6.829999,,,,,,,-6.107508,-6.829999,,"",,,,,,,"D1 PROFILE",,,,,,
"644003-62","Nodes","-62",21.000000,33.497430,"Default Known Flow Node","Known Flow",285708.008210,679877.106625,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-15","Nodes","-15",21.000000,34.539987,"Default Known Flow Node","Known Flow",285847.843937,679699.462162,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-14","Nodes","-14",21.000000,34.158923,"Default Known Flow Node","Known Flow",285717.093569,679698.813028,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-212","Nodes","-212",21.000000,29.233466,"Default Known Flow Node","Known Flow",285945.218964,680724.837441,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-211","Nodes","-211",21.000000,29.318528,"Default Known Flow Node","Known Flow",285952.225362,680724.152908,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-210","Nodes","-210",21.000000,29.497505,"Default Known Flow Node","Known Flow",285966.968970,680722.712440,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-70","Nodes","-70",21.000000,28.026463,"Default Known Flow Node","Known Flow",285926.103921,680200.209390,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300003828","Nodes","3828",21.000000,28.027986,"Default Known Flow Node","Known Flow",285932.343960,680221.587304,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-214","Nodes","-214",21.000000,29.018814,"Default Known Flow Node","Known Flow",285931.093960,680725.962441,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-209","Nodes","-209",21.000000,29.579272,"Default Known Flow Node","Known Flow",285973.718972,680722.212440,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-204","Nodes","-204",21.000000,30.208807,"Default Known Flow Node","Known Flow",286003.718980,680717.087439,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-203","Nodes","-203",21.000000,30.553489,"Default Known Flow Node","Known Flow",286017.093983,680714.462438,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-198","Nodes","-198",21.000000,31.075325,"Default Known Flow Node","Known Flow",286037.343989,680710.462437,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300003861","Nodes","3861",21.000000,31.188555,"DDS demands","Known Flow",286041.468990,680708.712437,,0.000000,,,,,,,-4.800000,,,,,,,-4.292246,-4.800000,,"",,,,,,,"D1 PROFILE",,,,,,
"644003-201","Nodes","-201",21.000000,30.744414,"Default Known Flow Node","Known Flow",286024.468985,680712.837438,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005282","Nodes",,21.000000,28.653111,"Default Known Flow Node","Known Flow",285989.538976,680180.151293,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005236","Nodes",,21.000000,28.653111,"Default Known Flow Node","Known Flow",285988.262976,680180.529293,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-158","Nodes","-158",21.000000,30.422070,"Default Known Flow Node","Known Flow",286015.910789,680418.456748,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-157","Nodes","-157",21.000000,30.422070,"Default Known Flow Node","Known Flow",286016.452570,680412.835774,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-155","Nodes","-155",21.000000,30.422070,"Default Known Flow Node","Known Flow",286018.343984,680393.212351,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005307","Nodes",,21.000000,26.576354,"Default Known Flow Node","Known Flow",285492.378849,680246.190174,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300000730","Nodes","730",21.000000,26.579341,"DDS demands","Known Flow",285499.291843,680246.849311,,0.000000,,,,,,,-14.270000,,,,,,,-12.760490,-14.270000,,"",,,,,,,"D1 PROFILE",,,,,,
"64400300005309","Nodes",,21.000000,26.602671,"Default Known Flow Node","Known Flow",285522.515849,680251.069312,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005311","Nodes",,21.000000,26.650546,"Default Known Flow Node","Known Flow",285562.134860,680262.400315,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300004479","Nodes","4479",21.000000,26.607284,"DDS demands","Known Flow",285527.121850,680251.866312,,0.000000,,,,,,,-2.480000,,,,,,,-2.217660,-2.480000,,"",,,,,,,"D1 PROFILE",,,,,,
"64400300000733","Nodes","733",21.000000,27.143482,"DDS demands","Known Flow",285833.599695,680243.693825,,0.000000,,,,-5.239999,,,-21.069999,,,,,,,-23.526872,-26.310000,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,
"64400300005387","Nodes",,21.000000,27.117984,"Default Known Flow Node","Known Flow",285822.150930,680246.044311,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005335","Nodes",,21.000000,26.301389,"Default Known Flow Node","Known Flow",285445.075828,680333.781335,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-137","Nodes","-137",21.000000,26.263747,"Default Known Flow Node","Known Flow",285468.367834,680353.767340,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005345","Nodes",,21.000000,26.916712,"Default Known Flow Node","Known Flow",285691.808895,680268.036317,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005401","Nodes",,21.000000,26.856127,"Default Known Flow Node","Known Flow",285644.524882,680274.741318,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005365","Nodes",,21.000000,26.591873,"Default Known Flow Node","Known Flow",285842.537432,680327.108316,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005409","Nodes",,21.000000,27.055138,"Default Known Flow Node","Known Flow",285837.805935,680265.657316,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005060","Nodes",,21.000000,26.208592,"Default Known Flow Node","Known Flow",285512.917846,680346.055338,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005381","Nodes",,21.000000,26.756701,"Default Known Flow Node","Known Flow",285613.510874,680274.542318,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005384","Nodes",,21.000000,26.996054,"Default Known Flow Node","Known Flow",285747.362910,680258.676314,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300004015","Nodes","4015",21.000000,28.320262,"DDS demands","Known Flow",285768.597674,680737.282578,,0.000000,,,,,,,-8.640000,,,,,,,-7.726043,-8.640000,,"",,,,,,,"D1 PROFILE",,,,,,
"644003-233","Nodes","-233",21.000000,28.382868,"Default Known Flow Node","Known Flow",285782.093920,680736.462444,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005447","Nodes",,21.000000,27.046033,"Default Known Flow Node","Known Flow",285789.549218,680250.870570,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005392","Nodes",,21.000000,26.528752,"Default Known Flow Node","Known Flow",285483.730866,680268.924852,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005338","Nodes",,21.000000,26.528752,"Default Known Flow Node","Known Flow",285482.053838,680269.010317,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300000731","Nodes","731",21.000000,26.683682,"DDS demands","Known Flow",285625.584877,680275.422319,,0.000000,,,,,,,-26.099999,,,,,,,-23.339087,-26.099999,,"",,,,,,,"D1 PROFILE",,,,,,
"64400300005406","Nodes",,21.000000,28.486761,"Default Known Flow Node","Known Flow",285702.419013,680700.693733,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300000709","Nodes","709",21.000000,28.483035,"DDS demands","Known Flow",285721.815903,680699.243434,,0.000000,,,,,,,-25.120000,,,,,,,-22.462754,-25.120000,,"",,,,,,,"D1 PROFILE",,,,,,
"64400300005411","Nodes",,21.000000,29.466924,"Default Known Flow Node","Known Flow",285978.843832,680505.321435,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005433","Nodes",,21.000000,29.466924,"Default Known Flow Node","Known Flow",285981.463974,680512.388383,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005420","Nodes",,21.000000,26.785744,"Default Known Flow Node","Known Flow",285695.889199,680290.182768,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005346","Nodes",,21.000000,26.785744,"Default Known Flow Node","Known Flow",285696.293896,680292.379323,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-230","Nodes","-230",21.000000,28.465150,"Default Known Flow Node","Known Flow",285799.845030,680735.608078,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-229","Nodes","-229",21.000000,28.533528,"Default Known Flow Node","Known Flow",285814.593928,680734.837444,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005428","Nodes",,21.000000,28.884567,"Default Known Flow Node","Known Flow",285817.477735,680692.251238,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005324","Nodes",,21.000000,28.903459,"Default Known Flow Node","Known Flow",285821.978930,680691.910432,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-228","Nodes","-228",21.000000,28.567714,"Default Known Flow Node","Known Flow",285821.966796,680734.422606,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300003866","Nodes","3866",21.000000,28.629150,"DDS demands","Known Flow",285835.218934,680733.712443,,0.000000,,,,,,,-7.820000,,,,,,,-6.992784,-7.820000,,"",,,,,,,"D1 PROFILE",,,,,,
"64400300005371","Nodes",,21.000000,29.466924,"Default Known Flow Node","Known Flow",285977.490973,680513.969384,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005434","Nodes",,21.000000,26.301389,"Default Known Flow Node","Known Flow",285431.977787,680340.959282,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005336","Nodes",,21.000000,26.301389,"Default Known Flow Node","Known Flow",285431.150824,680341.522337,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005436","Nodes",,21.000000,26.553927,"Default Known Flow Node","Known Flow",285440.707778,680252.415015,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005438","Nodes",,21.000000,26.403077,"Default Known Flow Node","Known Flow",285440.808827,680322.581332,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005439","Nodes",,21.000000,26.403077,"Default Known Flow Node","Known Flow",285463.533833,680315.773330,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005413","Nodes",,21.000000,26.403077,"Default Known Flow Node","Known Flow",285463.945833,680316.684330,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005460","Nodes",,21.000000,26.760020,"Default Known Flow Node","Known Flow",285616.306942,680274.746107,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-238","Nodes","-238",21.000000,28.319582,"Default Known Flow Node","Known Flow",285746.469229,680738.468408,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-236","Nodes","-236",21.000000,28.319993,"Default Known Flow Node","Known Flow",285759.843913,680737.712444,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-133","Nodes","-133",21.000000,26.478286,"Default Known Flow Node","Known Flow",285828.722997,680349.771390,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300000732","Nodes","732",21.000000,26.504869,"DDS demands","Known Flow",285841.087936,680349.080339,,0.000000,,,,,,,-7.430000,,,,,,,-6.644039,-7.430000,,"",,,,,,,"D1 PROFILE",,,,,,
"644003-144","Nodes","-144",21.000000,26.263747,"Default Known Flow Node","Known Flow",285461.718832,680370.337344,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-1464425","Nodes","-1464425",21.000000,26.263747,"Default Known Flow Node","Known Flow",285474.718836,680371.462345,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005464","Nodes",,21.000000,26.402982,"Default Known Flow Node","Known Flow",285708.105489,680357.023036,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005355","Nodes",,21.000000,26.402846,"Default Known Flow Node","Known Flow",285719.671903,680356.451341,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005466","Nodes",,21.000000,26.865129,"Default Known Flow Node","Known Flow",285751.042193,680279.792275,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300005317","Nodes",,21.000000,26.865129,"Default Known Flow Node","Known Flow",285751.524911,680282.849321,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-135","Nodes","-135",21.000000,26.480957,"Default Known Flow Node","Known Flow",285809.667927,680350.836339,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-180","Nodes","-180",21.000000,29.480607,"Default Known Flow Node","Known Flow",285911.599935,680665.040193,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-1463080","Nodes","-1463080",21.000000,29.480607,"Default Known Flow Node","Known Flow",285910.843955,680654.837422,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300000706","Nodes","706",21.000000,29.729568,"DDS demands","Known Flow",285946.093948,680661.839941,,0.000000,,-5.989999,,,,,-12.220000,,,,,,,-16.283708,-18.210000,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,,
"644003-239","Nodes","-239",21.000000,28.319017,"Default Known Flow Node","Known Flow",285728.093406,680739.453142,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-241","Nodes","-241",21.000000,28.318354,"Default Known Flow Node","Known Flow",285706.470209,680740.611897,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-240","Nodes","-240",21.000000,28.318625,"Default Known Flow Node","Known Flow",285715.346516,680740.136228,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-242","Nodes","-242",21.000000,28.649679,"Default Known Flow Node","Known Flow",285841.767629,680740.710117,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64400300000703","Nodes","703",21.000000,28.690831,"Default Known Flow Node","Known Flow",285842.968936,680765.837452,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"644003-245","Nodes","-245",21.000000,28.649679,"Default Known Flow Node","Known Flow",285849.840056,680743.544256,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
