"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"64302500000312","Nodes","312","21.000000","46.163650","DDS demands","Known Flow","294435.846274","663913.707867","","0.000000","","","","","-11.279999","","","","","","-10.086777","-11.279999","","","","","","","D1 PROFILE","","","","",""
"64302500000313","Nodes","313","21.000000","45.845982","DDS demands","Known Flow","294395.471263","663878.582857","","0.000000","","","","","-5.270000","","","","","","-4.712528","-5.270000","","","","","","","D1 PROFILE","","","","",""
"64302503400385","Nodes","-3400385","21.000000","42.204802","Default Known Flow Node","Known Flow","294936.771151","665065.698262","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500001012","Nodes","1012","21.000000","40.193077","Default Known Flow Node","Known Flow","295455.773887","664902.743097","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000054","Nodes","P00080351, GLENCOE CSEP, 95.54 SCMH","26.000000","39.184110","CSEP DDS Matched","Known Flow","295458.532553","664870.022127","","0.000000","","","","","","-95.539998","","","","","-85.433576","-95.539998","","","","","","","","DC PROFILE","","","",""
"64302502910947","Nodes","-2910947","21.000000","23.635289","Default Known Flow Node","Known Flow","295178.096476","664144.957929","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000446","Nodes","P00045087, BLAEBERRYHILL ROAD CSEP, 62.21 SCMH","22.999998","23.129138","CSEP DDS Matched","Known Flow","295164.596473","664138.832928","","0.000000","","","","","","-62.210001","","","","","-55.629295","-62.210001","","","","","","","","DC PROFILE","","","",""
"64302500001011","Nodes","1011","21.000000","45.017270","Default Known Flow Node","Known Flow","294652.088453","665019.618038","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000324","Nodes","324","21.000000","45.728185","DDS demands","Known Flow","294631.081327","665092.437187","","0.000000","-5.769999","","","","-33.810000","","","","","","-35.393143","-39.580002","","","C1 PROFILE","","","","D1 PROFILE","","","","",""
"64302500000322","Nodes","322","21.000000","47.535971","DDS demands","Known Flow","294572.971312","665029.333170","","0.000000","","","","","-3.890000","","","","","","-3.478507","-3.890000","","","","","","","D1 PROFILE","","","","",""
"64302500001010","Nodes","1010","21.000000","46.482024","Default Known Flow Node","Known Flow","294551.795285","665025.397689","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000041","Nodes","41","21.000000","45.863575","DDS demands","Known Flow","294561.207308","664987.205159","","0.000000","-26.310000","","","-4.860000","-8.399999","","","","","","-35.384200","-39.570001","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","","","","",""
"64302500218408","Nodes","-218408","21.000000","29.575582","Default Known Flow Node","Known Flow","293790.844252","664802.715793","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500001009","Nodes","1009","21.000000","29.881944","Default Known Flow Node","Known Flow","293833.568508","664812.981812","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000088","Nodes","88","21.000000","30.160967","DDS demands","Known Flow","293884.971124","664825.333115","","0.000000","","","","","-25.920000","","","","","","-23.178128","-25.920000","","","","","","","D1 PROFILE","","","","",""
"64302500001008","Nodes","Logger 9648, 171 Main Street,","21.000000","31.034447","Default Known Flow Node","Known Flow","293994.919796","664852.700773","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000169","Nodes","169","21.000000","31.385698","DDS demands","Known Flow","294040.346167","664863.083125","","0.000000","","","","","-13.950000","","","","","","-12.474339","-13.950000","","","","","","","D1 PROFILE","","","","",""
"64302500000129","Nodes","129","21.000000","34.426815","DDS demands","Known Flow","295331.846518","664587.208050","","0.000000","","","","","-7.430000","","","","","","-6.644039","-7.430000","","","","","","","D1 PROFILE","","","","",""
"64302500001007","Nodes","Logger 9245, 128 Glenmore,","21.000000","34.456203","Default Known Flow Node","Known Flow","295324.956243","664565.399229","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000132","Nodes","132","21.000000","34.444443","DDS demands","Known Flow","295335.971519","664552.208040","","0.000000","","","","","-7.750000","","","","","","-6.930188","-7.750000","","","","","","","D1 PROFILE","","","","",""
"64302500000524","Nodes","524","21.000000","30.281294","DDS demands","Known Flow","296064.846718","665369.458263","","0.000000","","","","","-3.130000","","","","","","-2.798902","-3.130000","","","","","","","D1 PROFILE","","","","",""
"64302500001006","Nodes","Logger 9293, 12 Bathgate Road,","21.000000","32.053335","Default Known Flow Node","Known Flow","296075.374693","665343.205322","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000452","Nodes","452","21.000000","33.411655","DDS demands","Known Flow","296083.260081","665323.723776","","0.000000","","","","","-1.200000","","","","","","-1.073061","-1.200000","","","","","","","D1 PROFILE","","","","",""
"64302500000039","Nodes","39","21.000000","36.996022","DDS demands","Known Flow","294503.131293","665203.242217","","0.000000","","","","","-9.109999","","","","","","-8.146324","-9.109999","","","","","","","D1 PROFILE","","","","",""
"64302500001005","Nodes","Logger 9339,4 Empire Street,","21.000000","37.187097","Default Known Flow Node","Known Flow","294506.902747","665191.432309","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000071","Nodes","71","21.000000","39.108933","DDS demands","Known Flow","294443.890276","665120.809195","","0.000000","","","","","-37.639998","","","","","","-33.658360","-37.639998","","","","","","","D1 PROFILE","","","","",""
"64302500000107","Nodes","107","21.000000","35.412212","DDS demands","Known Flow","295640.096602","664622.458059","","0.000000","","","","0.000000","-12.640000","","","","","","-11.302914","-12.640000","","","","","","C4 PROFILE","D1 PROFILE","","","","",""
"64302500001004","Nodes","Logger 9330, 66 Glenburn Gardens,","21.000000","35.250578","Default Known Flow Node","Known Flow","295698.014880","664650.260949","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000112","Nodes","112","21.000000","35.246600","DDS demands","Known Flow","295706.596620","664652.958068","","0.000000","","","","","-7.550000","","","","","","-6.751345","-7.550000","","","","","","","D1 PROFILE","","","","",""
"64302500000042","Nodes","42","21.000000","40.125368","DDS demands","Known Flow","295078.721449","665062.708179","","0.000000","","","","","-7.349999","","","","","","-6.572501","-7.349999","","","","","","","D1 PROFILE","","","","",""
"64302500001003","Nodes","Logger 9338, 8 Townhead Gardens,","21.000000","39.792642","Default Known Flow Node","Known Flow","295111.443826","665066.433782","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500218531","Nodes","-218531","21.000000","39.467368","Default Known Flow Node","Known Flow","295143.339196","665070.761767","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000168","Nodes","168","21.000000","27.760585","DDS demands","Known Flow","293382.095988","664692.458078","","0.000000","","","","","-1.890000","","","","","","-1.690071","-1.890000","","","","","","","D1 PROFILE","","","","",""
"64302500001002","Nodes","Logger 9660,West Main St/Polkemmet Road,","21.000000","27.678159","Default Known Flow Node","Known Flow","293372.952320","664690.450819","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000023","Nodes","P13131876, POLKEMMET ROAD TEMPORARY CSEP, 52.34 SCMH","24.000000","27.685595","CSEP Unmatched","Known Flow","293363.970983","664662.083070","","0.000000","","","","","-3.670000","-52.339998","","","","","-50.085143","-56.009996","","","","","","","D1 PROFILE","DC PROFILE","","","",""
"64302500001001","Nodes","1001","21.000000","37.969256","Default Known Flow Node","Known Flow","295416.264554","664828.044195","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000060","Nodes","60","21.000000","38.180933","DDS demands","Known Flow","295464.319554","664831.815116","","0.000000","","","","","-4.750000","","","","","","-4.247535","-4.750000","","","","","","","D1 PROFILE","","","","",""
"64302500000353","Nodes","353","21.000000","37.813165","DDS demands","Known Flow","295394.596535","664829.458116","","0.000000","","","","","-13.899999","","","","","","-12.429627","-13.899999","","","","","","","D1 PROFILE","","","","",""
"64302500001000","Nodes","1000","21.000000","39.231181","Default Known Flow Node","Known Flow","294445.797534","665113.504999","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302503506491","Nodes","-3506491","21.000000","31.194886","Default Known Flow Node","Known Flow","295194.846481","664878.083129","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000250","Nodes","P14135132, EAST MAIN STREET CSEP, 39.88 SCMH","22.999998","31.768497","CSEP Unmatched","Known Flow","295177.949725","664992.264451","","0.000000","","","","","","","","","","-39.880001","-35.661411","-39.880001","","","","","","","","","","","","PL-DC PROFILE"
"64302500000371","Nodes","371","21.000000","30.915971","DDS demands","Known Flow","295200.971483","664832.583117","","0.000000","","","","","-11.799999","","","","","","-10.551771","-11.799999","","","","","","","D1 PROFILE","","","","",""
"64302500000473","Nodes","473","21.000000","27.875351","DDS demands","Known Flow","296790.471915","665358.708260","","0.000000","","","","","-26.990000","","","","","","-24.134941","-26.990000","","","","","","","D1 PROFILE","","","","",""
"64302500001013","Nodes","1013","21.000000","27.086504","Default Known Flow Node","Known Flow","296865.096935","665417.083276","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000474","Nodes","474","21.000000","26.724463","DDS demands","Known Flow","296874.721938","665333.333253","","0.000000","","","","","-10.029999","","","","","","-8.969005","-10.029999","","","","","","","D1 PROFILE","","","","",""
"64302500000314","Nodes","314","21.000000","46.062015","Default Known Flow Node","Known Flow","294460.221281","663940.207874","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500218580","Nodes","-218580","21.000000","46.062015","Default Known Flow Node","Known Flow","294450.096278","663973.207883","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000318","Nodes","318","21.000000","45.336927","DDS demands","Known Flow","294493.221290","663879.707857","","0.000000","","","","","-2.599999","","","","","","-2.324966","-2.599999","","","","","","","D1 PROFILE","","","","",""
"64302500218584","Nodes","-218584","21.000000","45.357931","Default Known Flow Node","Known Flow","294462.596282","663891.707861","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500218574","Nodes","-218574","21.000000","46.783328","Default Known Flow Node","Known Flow","294423.471271","663971.457882","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000315","Nodes","315","21.000000","43.293775","DDS demands","Known Flow","294476.096285","663978.332884","","0.000000","","","","","-13.260000","","","","","","-11.857329","-13.260000","","","","","","","D1 PROFILE","","","","",""
"64302500218594","Nodes","-218594","21.000000","43.425607","Default Known Flow Node","Known Flow","294486.721288","663948.957876","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000317","Nodes","317","21.000000","45.369865","DDS demands","Known Flow","294459.221281","663916.707867","","0.000000","","","","","-10.359999","","","","","","-9.264096","-10.359999","","","","","","","D1 PROFILE","","","","",""
"64302500218577","Nodes","-218577","21.000000","45.445617","Default Known Flow Node","Known Flow","294439.471275","663874.207856","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000319","Nodes","319","21.000000","44.701119","DDS demands","Known Flow","294513.096295","663923.957869","","0.000000","","","","","-11.960000","","","","","","-10.694846","-11.960000","","","","","","","D1 PROFILE","","","","",""
"64302500000316","Nodes","316","21.000000","42.135198","DDS demands","Known Flow","294560.846308","663980.082885","","0.000000","","","","","-13.430000","","","","","","-12.009346","-13.430000","","","","","","","D1 PROFILE","","","","",""
"64302500218602","Nodes","-218602","21.000000","44.701119","Default Known Flow Node","Known Flow","294518.096297","663887.707859","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000320","Nodes","320","21.000000","44.597672","DDS demands","Known Flow","294571.846311","663911.457866","","0.000000","","","","","-4.460000","","","","","","-3.988211","-4.460000","","","","","","","D1 PROFILE","","","","",""
"64302500218566","Nodes","-218566","21.000000","23.534149","Default Known Flow Node","Known Flow","293472.221012","664414.708003","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000427","Nodes","427","21.000000","23.094745","DDS demands","Known Flow","293391.595990","664440.083010","","0.000000","","","","","-5.320000","","","","","","-4.757239","-5.320000","","","","","","","D1 PROFILE","","","","",""
"64302500000426","Nodes","426","21.000000","23.120796","DDS demands","Known Flow","293559.346036","664434.583008","","0.000000","","","","","-8.779999","","","","","","-7.851233","-8.779999","","","","","","","D1 PROFILE","","","","",""
"64302500000425","Nodes","425","21.000000","23.470356","DDS demands","Known Flow","293507.471022","664445.833011","","0.000000","","","","","-10.320000","","","","","","-9.228329","-10.320000","","","","","","","D1 PROFILE","","","","",""
"64302500000307","Nodes","307","21.000000","47.278620","DDS demands","Known Flow","294418.721270","664018.207895","","0.000000","","","","","-11.369999","","","","","","-10.167257","-11.369999","","","","","","","D1 PROFILE","","","","",""
"64302500000308","Nodes","308","21.000000","45.930796","DDS demands","Known Flow","294443.221276","664021.707896","","0.000000","","","","","-2.630000","","","","","","-2.351793","-2.630000","","","","","","","D1 PROFILE","","","","",""
"64302500000505","Nodes","NORWOOD INDUSTRIAL ESTATE RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","294344.846250","664360.707988","","499.999994","","","","","","","","","","","95.305745","106.579999","","","","","","","","","","","",""
"64302500000504","Nodes","P09122575, DIXON TERRACE CSEP, 44.49 SCMH","24.000000","49.161846","CSEP DDS Matched","Known Flow","294333.721247","664377.457993","","0.000000","-7.430000","","","","-3.880000","-44.490003","","","","","-49.897362","-55.800005","","","C1 PROFILE","","","","D1 PROFILE","DC PROFILE","","","",""
"64302500000475","Nodes","475,","21.000000","35.500470","Default Known Flow Node","Known Flow","294462.721282","664302.207972","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000476","Nodes","476","21.000000","34.550627","DDS demands","Known Flow","294379.166668","664266.404204","","0.000000","","","","","-11.660000","","","","","","-10.426580","-11.660000","","","","","","","D1 PROFILE","","","","",""
"64302500218570","Nodes","-218570","21.000000","35.522764","DDS demands","Known Flow","294412.471268","664264.457962","","","","","","","-6.809999","","","","","","-6.089623","-6.809999","","","","","","","D1 PROFILE","","","","",""
"64302500000321","Nodes","321","21.000000","36.011786","Default Known Flow Node","Known Flow","294492.596290","664286.582968","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500218567","Nodes","-218567","21.000000","34.550627","Default Known Flow Node","Known Flow","294377.971259","664265.082962","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000278","Nodes","278","21.000000","49.184724","DDS demands","Known Flow","294399.596264","664131.582926","","0.000000","","","","","-15.290000","","","","","","-13.672592","-15.290000","","","","","","","D1 PROFILE","","","","",""
"64302500000277","Nodes","277","21.000000","49.258697","DDS demands","Known Flow","294396.096263","664131.707926","","0.000000","","","","","-4.739999","","","","","","-4.238592","-4.739999","","","","","","","D1 PROFILE","","","","",""
"64302500218572","Nodes","-218572","21.000000","48.970397","Default Known Flow Node","Known Flow","294421.346270","664134.207927","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000282","Nodes","282","21.000000","47.912110","DDS demands","Known Flow","294498.346291","664174.582937","","0.000000","","","","","-9.800000","","","","","","-8.763336","-9.800000","","","","","","","D1 PROFILE","","","","",""
"64302500218596","Nodes","-218596","21.000000","47.781536","Default Known Flow Node","Known Flow","294494.346290","664202.707945","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000279","Nodes","279","21.000000","48.420056","DDS demands","Known Flow","294477.091038","664141.619334","","0.000000","","","","","-11.449999","","","","","","-10.238795","-11.449999","","","","","","","D1 PROFILE","","","","",""
"64302500000280","Nodes","280","21.000000","48.260209","DDS demands","Known Flow","294469.221283","664198.457944","","0.000000","","","","","-2.710000","","","","","","-2.423330","-2.710000","","","","","","","D1 PROFILE","","","","",""
"64302500000304","Nodes","304","21.000000","47.885727","DDS demands","Known Flow","294406.596266","664075.707911","","0.000000","","","","","-21.810000","","","","","","-19.502891","-21.810000","","","","","","","D1 PROFILE","","","","",""
"64302500218576","Nodes","-218576","21.000000","47.711981","Default Known Flow Node","Known Flow","294432.596273","664081.832912","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000305","Nodes","305","21.000000","47.494974","DDS demands","Known Flow","294484.721288","664093.582915","","0.000000","","","","","-18.819999","","","","","","-16.829180","-18.819999","","","","","","","D1 PROFILE","","","","",""
"64302500218597","Nodes","-218597","21.000000","47.625717","Default Known Flow Node","Known Flow","294494.721290","664057.082906","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500218591","Nodes","-218591","21.000000","47.494974","Default Known Flow Node","Known Flow","294481.096287","664117.082922","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500000311","Nodes","311","21.000000","46.634178","DDS demands","Known Flow","294407.971267","663935.707872","","0.000000","","","","","-11.790000","","","","","","-10.542829","-11.790000","","","","","","","D1 PROFILE","","","","",""
"64302500000309","Nodes","309","21.000000","44.427683","DDS demands","Known Flow","294469.590627","664025.373590","","0.000000","","","","","-6.579999","","","","","","-5.883953","-6.579999","","","","","","","D1 PROFILE","","","","",""
"64302500218587","Nodes","-218587","21.000000","44.426351","Default Known Flow Node","Known Flow","294471.096284","664025.582897","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500218569","Nodes","CAIRNIE PLACE DG,PMAC, SITE ID 5817","21.000000","49.999998","Default Known Pressure Node","Known Pressure","294361.596254","664132.457926","","1030.999969","","","","","","","","","","","440.527511","492.640006","","","","","","","","","","","",""
"64302500218568","Nodes","-218568","21.000000","49.258697","Default Known Flow Node","Known Flow","294390.346262","664168.332936","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500218581","Nodes","-218581","21.000000","48.629880","Default Known Flow Node","Known Flow","294451.471279","664137.957928","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500218571","Nodes","-218571","21.000000","48.970397","Default Known Flow Node","Known Flow","294415.721269","664171.957937","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500218582","Nodes","-218582","21.000000","47.589367","Default Known Flow Node","Known Flow","294456.721280","664089.207914","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500218578","Nodes","-218578","21.000000","47.799088","Default Known Flow Node","Known Flow","294440.596276","664048.582903","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500218575","Nodes","-218575","21.000000","47.711981","Default Known Flow Node","Known Flow","294430.846273","664095.582916","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500218589","Nodes","-218589","21.000000","48.431132","Default Known Flow Node","Known Flow","294475.971285","664141.457928","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500218579","Nodes","-218579","21.000000","48.542950","Default Known Flow Node","Known Flow","294447.221277","664177.832938","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302500218585","Nodes","-218585","21.000000","47.676491","Default Known Flow Node","Known Flow","294468.471283","664053.957905","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
