"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"D1","Flow Categories",-1337.830006,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-207.240000,0.000000,1.000000,"Volumetric",-1.000000
"C1","Flow Categories",-35.670000,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-17.530000,0.000000,1.000000,"Volumetric",-1.000000
"C3","Flow Categories",-10.260000,0.000000,1.000000,"Volumetric",-1.000000
"DC","Flow Categories",-42.350002,0.000000,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
"IL","Flow Categories",,,1.000000,"Volumetric",0.000000
"CH","Flow Categories",,,1.000000,"Volumetric",-1.000000
"DH","Flow Categories",,,1.000000,"Volumetric",-1.000000
"PL-DC","Flow Categories",-42.549997,0.000000,1.000000,"Volumetric",-1.000000
