"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"64306300000270","Nodes","270",21.000000,32.219854,"Default Known Flow Node","Known Flow",328663.530309,661890.435159,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64306300000047","Nodes","47",21.000000,32.312737,"DDS demands","Known Flow",328720.474305,662019.216172,,0.000000,,,,,-8.630000,,,,,,,-7.717100,-8.630000,,"",,,,,"D1 PROFILE",,,,,,
"64306300000029","Nodes","29",21.000000,42.018597,"DDS demands","Known Flow",328944.300288,662547.826084,,0.000000,,,,,-7.430000,,,,,,,-6.644039,-7.430000,,"",,,,,"D1 PROFILE",,,,,,
"64306300000241","Nodes","241",21.000000,44.557484,"Default Known Flow Node","Known Flow",328954.995667,662920.597596,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64306300000251","Nodes","251",21.000000,41.827562,"DDS demands","Known Flow",328854.105585,662625.403504,,0.000000,0.000000,,,,-23.129999,,,,,,,-20.683259,-23.129999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,,
"64306300000266","Nodes","266",21.000000,41.574103,"DDS demands","Known Flow",328897.816314,662679.709734,,0.000000,,,,,-4.659999,,,,,,,-4.167055,-4.659999,,"",,,,,"D1 PROFILE",,,,,,
"64306300000203","Nodes","203",21.000000,45.968880,"DDS demands","Known Flow",328843.387168,662777.342371,,0.000000,,,,,-18.900000,,,,,,,-16.900719,-18.900000,,"",,,,,"D1 PROFILE",,,,,,
"64306300000200","Nodes","200",21.000000,46.184711,"DDS demands","Known Flow",328755.561464,662780.613873,,0.000000,,,,,-3.289999,,,,,,,-2.941976,-3.289999,,"",,,,,"D1 PROFILE",,,,,,
"64306300000201","Nodes","201",21.000000,45.635822,"DDS demands","Known Flow",328796.585391,662836.000173,,0.000000,,,,,-11.170000,,,,,,,-9.988414,-11.170000,,"",,,,,"D1 PROFILE",,,,,,
"64306300000229","Nodes","229",21.000000,47.746111,"DDS demands","Known Flow",328706.104650,662849.843973,,0.000000,,,,,-7.780000,,,,,,,-6.957015,-7.780000,,"",,,,,"D1 PROFILE",,,,,,
"64306300000231","Nodes","231",21.000000,47.151268,"DDS demands","Known Flow",328754.145613,662916.520595,,0.000000,,,,,-7.920000,,,,,,,-7.082205,-7.920000,,"",,,,,"D1 PROFILE",,,,,,
"64306300000232","Nodes","232",21.000000,47.151268,"Default Known Flow Node","Known Flow",328736.669608,662929.468599,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64306300000233","Nodes","233",21.000000,46.681631,"DDS demands","Known Flow",328795.361074,662969.662557,,0.000000,,,,,-0.759999,,,,,,,-0.679605,-0.759999,,"",,,,,"D1 PROFILE",,,,,,
"64306300000234","Nodes","234",21.000000,45.799096,"DDS demands","Known Flow",328805.940979,662990.603536,,0.000000,,,,,-8.600000,,,,,,,-7.690274,-8.600000,,"",,,,,"D1 PROFILE",,,,,,
"64306300000205","Nodes","205",21.000000,36.349340,"DDS demands","Known Flow",328990.538218,662700.953929,,0.000000,,,,,-22.200000,,,,,,,-19.851637,-22.200000,,"",,,,,"D1 PROFILE",,,,,,
"64306300000265","Nodes","265",21.000000,47.382967,"DDS demands","Known Flow",328681.787763,662650.229222,,0.000000,,,,,-13.020000,,,,,,,-11.642717,-13.020000,,"",,,,,"D1 PROFILE",,,,,,
"64306300000245","Nodes","245",21.000000,28.542887,"Default Known Flow Node","Known Flow",328969.904915,662891.427217,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64306300000244","Nodes","244",21.000000,28.498354,"DDS demands","Known Flow",329009.061682,662956.735606,,0.000000,,,,,-25.639998,,,,,,,-22.927744,-25.639998,,"",,,,,"D1 PROFILE",,,,,,
"64306300000212","Nodes","212",21.000000,35.435242,"DDS demands","Known Flow",329003.983361,662735.531375,,0.000000,,-34.470001,,-1.679999,-11.270000,,,,,,,-42.403814,-47.420000,,"",,"C2 PROFILE",,"C4 PROFILE","D1 PROFILE",,,,,,
"64306300000246","Nodes","246",21.000000,27.596787,"DDS demands","Known Flow",329090.885248,662939.494666,,0.000000,,,,,-14.850000,,,,,,,-13.279136,-14.850000,,"",,,,,"D1 PROFILE",,,,,,
"64306300000037","Nodes","37",21.000000,26.991589,"DDS demands","Known Flow",329119.354119,662989.694473,,0.000000,,,,,-3.049999,,,,,,,-2.727364,-3.049999,,"",,,,,"D1 PROFILE",,,,,,
