"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-3831.319996","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-37.829999","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-438.970005","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-201.799996","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-8.830000","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-94.000001","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-346.889996","0.000000","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"DM","Flow Categories","-6.399999","0.000000","1.000000","Volumetric","-1.000000"
