"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IC)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IC)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"64304500224807","Nodes","-224807","21.000000","29.559102","Default Known Flow Node","Known Flow","306080.216278","668069.830254","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002035","Nodes","2035,","21.000000","28.486960","DDS demands","Known Flow","306162.099465","668459.209103","","0.000000","-3.749999","","","","","","-1.490000","","","","","","","","-4.685701","-5.240000","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","","",""
"64304500224799","Nodes","-224799","21.000000","26.826747","Default Known Flow Node","Known Flow","306001.590452","668470.354568","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224858","Nodes","-224858","21.000000","28.359495","Default Known Flow Node","Known Flow","306248.224489","668458.709103","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000232","Nodes","232","21.000000","29.047291","Default Known Flow Node","Known Flow","306337.818658","668330.723568","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224904","Nodes","-224904","21.000000","27.617801","Default Known Flow Node","Known Flow","306487.670554","668394.006086","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000225","Nodes","225","21.000000","29.475184","DDS demands","Known Flow","306271.701495","668161.510022","","0.000000","","","","","","","-11.190000","","","","","","","","-10.006298","-11.190000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500002109","Nodes","2109","21.000000","28.953251","DDS demands","Known Flow","306180.724470","668073.583998","","0.000000","","","","","","","-6.010000","","","","","","","","-5.374249","-6.010000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500002122","Nodes","2122","21.000000","30.527608","Default Known Flow Node","Known Flow","306328.134471","668099.058320","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002123","Nodes","2123","21.000000","30.571770","Default Known Flow Node","Known Flow","306268.724494","668070.833998","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002126","Nodes","2126","21.000000","30.802914","DDS demands","Known Flow","306399.849530","668015.833983","","0.000000","","","","","","","-2.990000","","","","","","","","-2.673711","-2.990000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500002127","Nodes","2127","21.000000","30.802914","Default Known Flow Node","Known Flow","306463.099547","668047.333991","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002128","Nodes","2128","21.000000","30.668298","DDS demands","Known Flow","306464.599547","667999.458978","","0.000000","","","","","","","-3.690000","","","","","","","","-3.299664","-3.690000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224893","Nodes","-224893","21.000000","30.707101","Default Known Flow Node","Known Flow","306449.599543","668121.959012","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224800","Nodes","-224800","21.000000","28.146515","Default Known Flow Node","Known Flow","306010.349424","668176.209026","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002250","Nodes","2250","21.000000","30.667889","Default Known Flow Node","Known Flow","306008.724423","667983.708974","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224803","Nodes","-224803","21.000000","29.559102","Default Known Flow Node","Known Flow","306044.474433","668050.333992","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224805","Nodes","Cousland Interchange Potential","21.000000","28.681406","Point Loads","Known Flow","306004.683783","668320.341687","","0.000000","","","","","","","","","","","","","","","-21.282385","-23.799999","","","","","","","","","","","","","","","",""
"64304500224809","Nodes","-224809","21.000000","28.597531","Default Known Flow Node","Known Flow","306091.337196","668337.481215","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224822","Nodes","-224822","21.000000","29.096138","Default Known Flow Node","Known Flow","306138.974459","668204.834034","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000207","Nodes","207","21.000000","28.890516","DDS demands","Known Flow","306186.904276","668338.718698","","0.000000","","","","","","","-10.350000","","","","","","","","-9.255155","-10.350000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500003043","Nodes","3043","21.000000","29.437777","DDS demands","Known Flow","306197.099475","668134.584015","","0.000000","","","","","","","-5.110000","","","","","","","","-4.569453","-5.110000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224836","Nodes","-224836","21.000000","29.349165","Default Known Flow Node","Known Flow","306190.474473","668108.459008","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224857","Nodes","-224857","21.000000","29.395608","Default Known Flow Node","Known Flow","306246.793776","668209.399994","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224859","Nodes","-224859","21.000000","28.403961","Default Known Flow Node","Known Flow","306253.099490","668476.709108","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224866","Nodes","-224866","21.000000","28.814503","Default Known Flow Node","Known Flow","306277.319507","668247.826159","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224895","Nodes","-224895","21.000000","30.795316","Default Known Flow Node","Known Flow","306455.599545","668142.584017","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002129","Nodes","2129","21.000000","30.795316","Default Known Flow Node","Known Flow","306411.349533","668100.209006","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224907","Nodes","-224907","21.000000","26.898720","Default Known Flow Node","Known Flow","306499.724557","668370.959079","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500211536","Nodes","-211536","21.000000","27.617801","Default Known Flow Node","Known Flow","306495.474556","668396.834086","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224906","Nodes","-224906","21.000000","26.829798","Default Known Flow Node","Known Flow","306497.974557","668142.834017","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500194298","Nodes","-194298","21.000000","26.829798","Default Known Flow Node","Known Flow","306482.474552","668129.834014","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500260284","Nodes","-260284","21.000000","28.144485","Default Known Flow Node","Known Flow","306433.349539","668371.959080","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500260285","Nodes","-260285","21.000000","28.117409","Default Known Flow Node","Known Flow","306444.224542","668397.084086","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500260286","Nodes","-260286","21.000000","28.144485","Default Known Flow Node","Known Flow","306444.474542","668378.584081","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500260287","Nodes","-260287","21.000000","28.117409","Default Known Flow Node","Known Flow","306454.724545","668402.834088","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500260288","Nodes","-260288","21.000000","28.144485","Default Known Flow Node","Known Flow","306455.474545","668384.084083","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500260499","Nodes","-260499","21.000000","29.440131","Default Known Flow Node","Known Flow","306202.724476","668137.834016","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224806","Nodes","-224806","21.000000","31.854887","Default Known Flow Node","Known Flow","306076.474442","668003.083979","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500260500","Nodes","-260500","21.000000","29.351520","Default Known Flow Node","Known Flow","306207.974478","668118.834011","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224957","Nodes","-224957","21.000000","29.429677","Default Known Flow Node","Known Flow","306800.974639","668012.083982","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002257","Nodes","2257","21.000000","26.539353","DDS demands","Known Flow","306439.974541","668331.584069","","0.000000","","","","","","","-8.939999","","","","","","","","-7.994307","-8.939999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500002255","Nodes","2255","21.000000","26.813693","DDS demands","Known Flow","306501.099557","668368.209079","","0.000000","","","","","","","-17.159999","","","","","","","","-15.344779","-17.159999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500002247","Nodes","2247","21.000000","26.829798","DDS demands","Known Flow","306512.974561","668150.459019","","0.000000","-2.869999","","","","","","","","","","","","","","-2.566405","-2.869999","","","C1 PROFILE","","","","","","","","","","","","",""
"64304500211538","Nodes","-211538","21.000000","26.898720","Default Known Flow Node","Known Flow","306506.849559","668374.459080","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002075","Nodes","2075","21.000000","27.652776","DDS demands","Known Flow","306574.474577","668459.709104","","0.000000","","","","","","","-2.509999","","","","","","","","-2.244486","-2.509999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224923","Nodes","-224923","21.000000","27.633678","Default Known Flow Node","Known Flow","306620.849590","668426.584094","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000272","Nodes","272","21.000000","27.832310","DDS demands","Known Flow","306760.974628","668407.334089","","0.000000","","","","-4.239999","","","-11.249999","","","","","","","","-13.851434","-15.489999","","","","","","C4 PROFILE","","","D1 PROFILE","","","","","","",""
"64304500000273","Nodes","273","21.000000","27.831034","DDS demands","Known Flow","306742.349623","668424.834094","","0.000000","","","","","","","-1.479999","","","","","","","","-1.323442","-1.479999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500002057","Nodes","2057","21.000000","25.925622","DDS demands","Known Flow","306921.349672","668457.334103","","0.000000","","","","","","","-5.110000","","","","","","","","-4.569453","-5.110000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500002054","Nodes","2054","21.000000","26.052407","DDS demands","Known Flow","306911.224669","668473.584107","","0.000000","","","","","","","-3.829999","","","","","","","","-3.424854","-3.829999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500002055","Nodes","2055","21.000000","26.013561","DDS demands","Known Flow","306880.474661","668455.709102","","0.000000","","","","","","","-8.260000","","","","","","","","-7.386240","-8.260000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224975","Nodes","-224975","21.000000","26.095264","Default Known Flow Node","Known Flow","306870.974658","668470.959107","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002058","Nodes","2058","21.000000","25.826523","DDS demands","Known Flow","306895.849665","668419.459093","","0.000000","","","","","","","-2.840000","","","","","","","","-2.539578","-2.840000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224989","Nodes","-224989","21.000000","25.859860","Default Known Flow Node","Known Flow","306945.849678","668449.959101","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002100","Nodes","2100","21.000000","27.560429","DDS demands","Known Flow","306724.599618","668121.709012","","0.000000","","","","","","","-3.349999","","","","","","","","-2.995629","-3.349999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224947","Nodes","-224947","21.000000","27.641148","Default Known Flow Node","Known Flow","306765.474629","668142.959017","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000771","Nodes","771","21.000000","25.221048","DDS demands","Known Flow","306569.224576","668131.459014","","0.000000","-0.469999","","","-0.379999","","","-2.589999","","","","","","","","-3.076109","-3.439999","","","C1 PROFILE","","","C4 PROFILE","","","D1 PROFILE","","","","","","",""
"64304500307140","Nodes","-307140","21.000000","25.415522","Default Known Flow Node","Known Flow","306576.727410","668135.453697","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000267","Nodes","267","21.000000","30.142026","DDS demands","Known Flow","306873.123702","668049.934699","","0.000000","","","","","","","-25.719998","","","","","","","","-22.999282","-25.719998","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224929","Nodes","-224929","21.000000","27.439823","Default Known Flow Node","Known Flow","306677.974606","668084.334001","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224933","Nodes","-224933","21.000000","27.478422","Default Known Flow Node","Known Flow","306700.474612","668096.334005","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224946","Nodes","-224946","21.000000","27.641148","Default Known Flow Node","Known Flow","306762.724629","668148.709019","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224968","Nodes","-224968","21.000000","26.095264","Default Known Flow Node","Known Flow","306847.474652","668457.459103","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224970","Nodes","-224970","21.000000","26.102505","Default Known Flow Node","Known Flow","306859.974655","668443.209099","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224980","Nodes","-224980","21.000000","30.517433","Default Known Flow Node","Known Flow","306895.765665","668008.214981","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224987","Nodes","-224987","21.000000","30.517433","Default Known Flow Node","Known Flow","306921.406672","668017.992983","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224921","Nodes","-224921","21.000000","26.170019","Default Known Flow Node","Known Flow","306605.849586","668150.959019","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002256","Nodes","2256","21.000000","26.769200","Default Known Flow Node","Known Flow","306563.349574","668371.084079","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002072","Nodes","2072","21.000000","27.746549","DDS demands","Known Flow","306729.474620","668445.209100","","0.000000","","","","","","","-5.989999","","","","","","","","-5.356365","-5.989999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500002073","Nodes","2073","21.000000","27.652394","DDS demands","Known Flow","306649.224598","668391.584085","","0.000000","","","","","","","-5.389999","","","","","","","","-4.819834","-5.389999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224939","Nodes","-224939","21.000000","27.792535","Default Known Flow Node","Known Flow","306718.211969","668462.325783","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002071","Nodes","2071","21.000000","27.900178","DDS demands","Known Flow","306675.474605","668384.959083","","0.000000","","","","","","","-1.890000","","","","","","","","-1.690071","-1.890000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500000320","Nodes","320","21.000000","27.872684","DDS demands","Known Flow","306756.724627","668437.334097","","0.000000","","","","","","","-3.049999","","","","","","","","-2.727364","-3.049999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500000270","Nodes","270,","21.000000","27.763507","DDS demands","Known Flow","306819.974644","668279.584054","","0.000000","","-65.690000","","","","","-5.469999","","","","","","","","-63.632545","-71.160001","","","","C2 PROFILE","","","","","D1 PROFILE","","","","","","",""
"64304500000317","Nodes","317","21.000000","27.377994","DDS demands","Known Flow","306732.173620","668497.155114","","0.000000","","","","","","","-5.500000","","","","","","","","-4.918198","-5.500000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224941","Nodes","-224941","21.000000","27.912759","Default Known Flow Node","Known Flow","306726.599619","668491.209112","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000318","Nodes","318","21.000000","27.870792","DDS demands","Known Flow","306748.849625","668456.334103","","0.000000","","","","","","","-4.849999","","","","","","","","-4.336956","-4.849999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500002047","Nodes","2047","21.000000","27.793634","DDS demands","Known Flow","306811.224642","668494.209113","","0.000000","","","","","","","-3.829999","","","","","","","","-3.424854","-3.829999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500002048","Nodes","2048","21.000000","27.735097","DDS demands","Known Flow","306811.599642","668471.834107","","0.000000","","","","","","","-3.270000","","","","","","","","-2.924092","-3.270000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224982","Nodes","-224982","21.000000","26.037861","Default Known Flow Node","Known Flow","306899.598012","668467.083122","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002059","Nodes","2059","21.000000","25.885120","DDS demands","Known Flow","306880.099661","668431.834096","","0.000000","","","","","","","-3.440000","","","","","","","","-3.076109","-3.440000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500000264","Nodes","264","21.000000","29.121136","DDS demands","Known Flow","306909.606410","668092.866667","","0.000000","","","","","","","-18.110000","","","","","","","","-16.194286","-18.110000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224986","Nodes","-224986","21.000000","29.345206","Default Known Flow Node","Known Flow","306919.651475","668074.484198","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000240","Nodes","240","21.000000","29.006121","Default Known Flow Node","Known Flow","306986.974690","668167.834024","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000263","Nodes","263","21.000000","28.789091","DDS demands","Known Flow","306892.099664","668125.459013","","0.000000","","","","","","","-8.339999","","","","","","","","-7.457777","-8.339999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224981","Nodes","-224981","21.000000","28.848744","Default Known Flow Node","Known Flow","306896.988153","668116.495354","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224979","Nodes","-224979","21.000000","28.630340","Default Known Flow Node","Known Flow","306883.322580","668135.141078","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002329","Nodes","2329","21.000000","28.695923","Default Known Flow Node","Known Flow","306874.974659","668127.834013","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000261","Nodes","261","21.000000","28.334463","DDS demands","Known Flow","306873.224659","668178.834027","","0.000000","","","","","","","-9.029999","","","","","","","","-8.074787","-9.029999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500002094","Nodes","2094","21.000000","27.035588","DDS demands","Known Flow","306750.474625","668177.209027","","0.000000","","","","","","","-6.929999","","","","","","","","-6.196929","-6.929999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500002096","Nodes","2096","21.000000","28.134636","DDS demands","Known Flow","306825.724646","668172.959025","","0.000000","","","","","","","-4.659999","","","","","","","","-4.167055","-4.659999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224969","Nodes","-224969","21.000000","28.273791","Default Known Flow Node","Known Flow","306850.349652","668185.459029","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002097","Nodes","2097","21.000000","27.583825","DDS demands","Known Flow","306782.474634","668107.209008","","0.000000","","","","","","","-12.939999","","","","","","","","-11.571179","-12.939999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224952","Nodes","-224952","21.000000","27.597894","Default Known Flow Node","Known Flow","306784.724635","668108.334008","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002098","Nodes","2098","21.000000","27.562673","DDS demands","Known Flow","306735.349621","668082.334001","","0.000000","","","","","","","-6.670000","","","","","","","","-5.964433","-6.670000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001920","Nodes","1920","21.000000","26.321402","DDS demands","Known Flow","306610.844525","668153.610556","","0.000000","","-22.860001","","","","","","","","","","","","","-20.441822","-22.860001","","","","C2 PROFILE","","","","","","","","","","","",""
"64304500224915","Nodes","-224915","21.000000","24.833797","DDS demands","Known Flow","306579.474579","668109.334008","","0.000000","","-58.720001","","","","","","","","","","","","","-52.508475","-58.720001","","","","C2 PROFILE","","","","","","","","","","","",""
"64304500002245","Nodes","2245","21.000000","26.636986","DDS demands","Known Flow","306510.849560","668268.209051","","0.000000","","","","","","","-10.260000","","","","","","","","-9.174676","-10.260000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224898","Nodes","-224898","21.000000","26.681463","Default Known Flow Node","Known Flow","306461.724547","668240.334044","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002243","Nodes","2243","21.000000","26.736311","Default Known Flow Node","Known Flow","306549.099570","668254.334048","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500302773","Nodes","-302773","21.000000","26.588284","Default Known Flow Node","Known Flow","306540.474568","668269.459052","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002137","Nodes","2137","21.000000","28.691345","DDS demands","Known Flow","306750.224625","668015.833983","","0.000000","","","","","","","-15.380000","","","","","","","","-13.753071","-15.380000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500002138","Nodes","2138","21.000000","28.591810","DDS demands","Known Flow","306710.849614","667996.583977","","0.000000","","","","","","","-6.070000","","","","","","","","-5.427902","-6.070000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500002135","Nodes","2135","21.000000","29.525140","DDS demands","Known Flow","306787.849635","668035.708988","","0.000000","","","","","","","-4.610000","","","","","","","","-4.122344","-4.610000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224971","Nodes","-224971","21.000000","30.003986","Default Known Flow Node","Known Flow","306862.349656","668070.458998","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224976","Nodes","-224976","21.000000","30.203885","Default Known Flow Node","Known Flow","306874.588659","668047.143991","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000266","Nodes","266","21.000000","29.387479","DDS demands","Known Flow","306921.099672","668071.833998","","0.000000","","","","","","","-9.699999","","","","","","","","-8.673912","-9.699999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224922","Nodes","-224922","21.000000","26.170019","Default Known Flow Node","Known Flow","306607.474586","668151.959020","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224925","Nodes","-224925","21.000000","27.688213","Default Known Flow Node","Known Flow","306640.849595","668437.459097","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002074","Nodes","2074","21.000000","27.705981","DDS demands","Known Flow","306653.224599","668444.334099","","0.000000","","","","","","","-11.360000","","","","","","","","-10.158315","-11.360000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500002076","Nodes","2076","21.000000","27.632659","DDS demands","Known Flow","306597.849584","668466.959105","","0.000000","","","","","","","-1.739999","","","","","","","","-1.555939","-1.739999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500002099","Nodes","2099","21.000000","27.350741","DDS demands","Known Flow","306691.599609","668058.083994","","0.000000","","","","","","","-4.760000","","","","","","","","-4.256477","-4.760000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224938","Nodes","-224938","21.000000","27.434110","Default Known Flow Node","Known Flow","306714.474615","668071.083998","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224934","Nodes","-224934","21.000000","27.792535","Default Known Flow Node","Known Flow","306702.974612","668452.084101","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002095","Nodes","2095","21.000000","27.049534","DDS demands","Known Flow","306754.407533","668179.340883","","0.000000","","","","","","","-1.399999","","","","","","","","-1.251905","-1.399999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500224948","Nodes","-224948","21.000000","27.651576","Default Known Flow Node","Known Flow","306771.213465","668131.078620","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224958","Nodes","-224958","21.000000","27.607268","Default Known Flow Node","Known Flow","306812.849642","668152.834020","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224964","Nodes","-224964","21.000000","27.835770","Default Known Flow Node","Known Flow","306828.974647","668132.584014","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224953","Nodes","-224953","21.000000","27.168129","Default Known Flow Node","Known Flow","306794.224637","668202.834034","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224956","Nodes","-224956","21.000000","27.255797","Default Known Flow Node","Known Flow","306799.849639","668221.334039","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224962","Nodes","-224962","21.000000","27.211450","Default Known Flow Node","Known Flow","306825.474646","668230.584041","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224955","Nodes","-224955","21.000000","29.429677","Default Known Flow Node","Known Flow","306799.474639","668014.833982","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224960","Nodes","-224960","21.000000","28.362314","Default Known Flow Node","Known Flow","306818.724644","668207.834035","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224972","Nodes","-224972","21.000000","30.003986","Default Known Flow Node","Known Flow","306868.099657","668073.208998","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500224977","Nodes","-224977","21.000000","28.630340","Default Known Flow Node","Known Flow","306878.724660","668132.959015","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
