"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(D1)"
"64306600000077","Nodes",,21.000000,21.543691,"DDS demands","Known Flow",294976.846422,662174.332393,,0.000000,-8.709999,-7.788637,-8.709999,,"","D1 PROFILE"
"64306600000078","Nodes",,21.000000,21.302666,"DDS demands","Known Flow",294938.221411,662106.832375,,0.000000,-6.030000,-5.392134,-6.030000,,"","D1 PROFILE"
"64306600001011","Nodes","Fauldhouse Road RRI",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",294897.185400,662589.457506,,999998.967025,,51.855694,57.989996,,"",
"64306600001001","Nodes",,21.000000,49.481577,"DDS demands","Known Flow",294898.911490,662585.112691,,0.000000,-10.699999,-9.568131,-10.699999,,"","D1 PROFILE"
"64306600001002","Nodes",,21.000000,41.597108,"DDS demands","Known Flow",294830.732382,662608.348511,,0.000000,-9.699999,-8.673912,-9.699999,,"","D1 PROFILE"
"64306600001007","Nodes","Hillside Place RRI",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",295035.346437,662266.332418,,999998.967025,,23.178128,25.920000,,"",
"64306600000002","Nodes",,21.000000,49.921082,"DDS demands","Known Flow",295034.846437,662269.207419,,0.000000,-15.449999,-13.815665,-15.449999,,"","D1 PROFILE"
"64306600000066","Nodes",,21.000000,49.534800,"DDS demands","Known Flow",294976.346421,662325.457434,,0.000000,-10.470000,-9.362461,-10.470000,,"","D1 PROFILE"
"64306600000079","Nodes",,21.000000,21.956100,"DDS demands","Known Flow",294915.221405,662229.457408,,0.000000,-13.499999,-12.071941,-13.499999,,"","D1 PROFILE"
"64306600000065","Nodes",,21.000000,21.595783,"DDS demands","Known Flow",295208.075484,662285.583423,,0.000000,-5.610000,-5.016562,-5.610000,,"",""
"64306600000064","Nodes",,21.000000,21.701241,"DDS demands","Known Flow",295178.846476,662267.207418,,0.000000,-11.260000,-10.068893,-11.260000,,"","D1 PROFILE"
"64306600000041","Nodes",,21.000000,24.230011,"Default Known Flow Node","Known Flow",295098.471455,662445.207467,,0.000000,,0.000000,0.000000,,"",
"64306600000053","Nodes",,21.000000,24.129396,"Default Known Flow Node","Known Flow",295155.596470,662474.582475,,0.000000,,0.000000,0.000000,,"",
"64306600000006","Nodes",,21.000000,22.017232,"Default Known Flow Node","Known Flow",295093.221453,662240.332411,,0.000000,,0.000000,0.000000,,"",
"64306600000063","Nodes",,21.000000,22.054625,"DDS demands","Known Flow",295080.846450,662261.082417,,0.000000,-17.399999,-15.559390,-17.399999,,"","D1 PROFILE"
"64306600000057","Nodes",,21.000000,22.852893,"DDS demands","Known Flow",295060.846444,662335.957437,,0.000000,-5.229999,-4.676759,-5.229999,,"","D1 PROFILE"
"64306600000074","Nodes",,21.000000,21.660256,"DDS demands","Known Flow",295105.846457,662151.957387,,0.000000,-3.469999,-3.102936,-3.469999,,"","D1 PROFILE"
"64306600000061","Nodes",,21.000000,22.326126,"DDS demands","Known Flow",295169.346474,662349.457441,,0.000000,-8.630000,-7.717100,-8.630000,,"","D1 PROFILE"
"64306600000062","Nodes",,21.000000,21.868639,"DDS demands","Known Flow",295188.721479,662295.957426,,0.000000,-8.409999,-7.520372,-8.409999,,"","D1 PROFILE"
"64306600000058","Nodes",,21.000000,22.779028,"DDS demands","Known Flow",295082.846450,662347.457440,,0.000000,-2.440000,-2.181891,-2.440000,,"","D1 PROFILE"
"64306600000059","Nodes",,21.000000,22.377421,"DDS demands","Known Flow",295147.971468,662370.957447,,0.000000,-7.799999,-6.974899,-7.799999,,"","D1 PROFILE"
"64306600000060","Nodes",,21.000000,22.427998,"DDS demands","Known Flow",295174.096475,662388.832452,,0.000000,-4.579999,-4.095518,-4.579999,,"","D1 PROFILE"
"64306600000025","Nodes",,21.000000,24.250242,"DDS demands","Known Flow",295044.721440,662423.707461,,0.000000,-7.139999,-6.384715,-7.139999,,"","D1 PROFILE"
"64306600000045","Nodes",,21.000000,24.462825,"Default Known Flow Node","Known Flow",295033.846437,662449.957468,,0.000000,,0.000000,0.000000,,"",
"64306600000023","Nodes",,21.000000,24.486673,"DDS demands","Known Flow",295031.629316,662454.975163,,0.000000,-7.639999,-6.831824,-7.639999,,"","D1 PROFILE"
"64306600000049","Nodes",,21.000000,24.516215,"Default Known Flow Node","Known Flow",295029.096436,662460.707471,,0.000000,,0.000000,0.000000,,"",
"64306600000024","Nodes",,21.000000,24.233058,"DDS demands","Known Flow",295097.471454,662447.457468,,0.000000,-8.539999,-7.636620,-8.539999,,"","D1 PROFILE"
"64306610000032","Nodes",,21.000000,24.249412,"Default Known Flow Node","Known Flow",295047.096441,662424.582461,,0.000000,,0.000000,0.000000,,"",
"64306600000030","Nodes",,21.000000,24.261922,"DDS demands","Known Flow",295148.221468,662490.082479,,0.000000,-4.819999,-4.310130,-4.819999,,"","D1 PROFILE"
"64306600000033","Nodes",,21.000000,24.128272,"DDS demands","Known Flow",295157.471471,662470.082474,,0.000000,-6.000000,-5.365307,-6.000000,,"","D1 PROFILE"
"64306601462475","Nodes",,21.000000,24.128272,"Default Known Flow Node","Known Flow",295163.221472,662457.582470,,0.000000,,0.000000,0.000000,,"",
"64306600000032","Nodes",,21.000000,24.171809,"DDS demands","Known Flow",295188.846479,662484.457478,,0.000000,-4.689999,-4.193881,-4.689999,,"","D1 PROFILE"
"64306600000055","Nodes",,21.000000,24.817149,"Default Known Flow Node","Known Flow",295020.471433,662483.457477,,0.000000,,0.000000,0.000000,,"",
"64306600000001","Nodes","Longridge DG, GCU, Clocked, Site ID 5809",21.000000,24.999999,"Default Known Pressure Node","Known Pressure",295023.221434,662487.957479,,999998.967025,,154.520852,172.800000,,"",
"64306600000021","Nodes",,21.000000,24.515498,"DDS demands","Known Flow",295055.846443,662473.082474,,0.000000,-2.939999,-2.629000,-2.939999,,"","D1 PROFILE"
"64306600000022","Nodes",,21.000000,24.462575,"DDS demands","Known Flow",295061.471445,662462.082472,,0.000000,-1.720000,-1.538054,-1.720000,,"","D1 PROFILE"
"64306600000027","Nodes",,21.000000,24.248979,"DDS demands","Known Flow",295059.721444,662394.332453,,0.000000,-2.170000,-1.940452,-2.170000,,"","D1 PROFILE"
"64306601462498","Nodes",,21.000000,21.925758,"Default Known Flow Node","Known Flow",295102.721456,662200.332400,,0.000000,,0.000000,0.000000,,"",
"64306600000026","Nodes",,21.000000,24.138034,"DDS demands","Known Flow",295110.596458,662418.707460,,0.000000,-2.779999,-2.485925,-2.779999,,"","D1 PROFILE"
"64306600000075","Nodes",,21.000000,21.546854,"DDS demands","Known Flow",295034.471437,662148.582386,,0.000000,-7.349999,-6.572501,-7.349999,,"","D1 PROFILE"
"64306600000076","Nodes",,21.000000,21.350875,"DDS demands","Known Flow",295010.346431,662093.582371,,0.000000,-6.320000,-5.651457,-6.320000,,"","D1 PROFILE"
"64306600000031","Nodes",,21.000000,24.324264,"DDS demands","Known Flow",295077.096449,662508.082484,,0.000000,-0.899999,-0.804796,-0.899999,,"","D1 PROFILE"
"64306600000029","Nodes",,21.000000,24.260874,"DDS demands","Known Flow",295126.721462,662506.457484,,0.000000,-3.219999,-2.879381,-3.219999,,"","D1 PROFILE"
"64306600000028","Nodes",,21.000000,24.305453,"DDS demands","Known Flow",295167.471473,662530.332490,,0.000000,-3.499999,-3.129762,-3.499999,,"","D1 PROFILE"
"64306600001008","Nodes",,21.000000,39.661719,"DDS demands","Known Flow",294770.678365,662637.460519,,0.000000,-18.069999,-16.158517,-18.069999,,"","D1 PROFILE"
"64306600001003","Nodes",,21.000000,40.231621,"DDS demands","Known Flow",294788.617370,662604.102510,,0.000000,-2.069999,-1.851031,-2.069999,,"","D1 PROFILE"
"64306600001009","Nodes",,21.000000,40.220098,"DDS demands","Known Flow",294799.549373,662570.849501,,0.000000,-2.140000,-1.913626,-2.140000,,"","D1 PROFILE"
"64306600001004","Nodes",,21.000000,40.618988,"DDS demands","Known Flow",294800.128373,662632.506518,,0.000000,-2.929999,-2.620058,-2.929999,,"","D1 PROFILE"
"64306600001010","Nodes",,21.000000,40.623389,"DDS demands","Known Flow",294806.865375,662635.213519,,0.000000,-3.099999,-2.772075,-3.099999,,"","D1 PROFILE"
"64306600001005","Nodes",,21.000000,40.521541,"DDS demands","Known Flow",294856.854389,662660.237525,,0.000000,-6.159999,-5.508382,-6.159999,,"","D1 PROFILE"
"64306600001006","Nodes",,21.000000,40.830677,"Default Known Flow Node","Known Flow",294814.978123,662614.901180,,0.000000,,0.000000,0.000000,,"",
"64306600001000","Nodes",,21.000000,41.577707,"DDS demands","Known Flow",294841.117008,662582.082071,,0.000000,-3.119999,-2.789959,-3.119999,,"","D1 PROFILE"
"64306601462505","Nodes",,21.000000,21.956100,"Default Known Flow Node","Known Flow",294906.471402,662225.707407,,0.000000,,0.000000,0.000000,,"",
"64306600002029","Nodes",,21.000000,44.531787,"Default Known Flow Node","Known Flow",294865.696391,662622.279515,,0.000000,,0.000000,0.000000,,"",
"64306600002030","Nodes",,21.000000,48.134139,"Default Known Flow Node","Known Flow",294882.660396,662579.148503,,0.000000,,0.000000,0.000000,,"",
"64306600002047","Nodes",,21.000000,39.617122,"Default Known Flow Node","Known Flow",294782.268369,662697.749536,,0.000000,,0.000000,0.000000,,"",
"64306600002048","Nodes",,21.000000,39.661719,"Default Known Flow Node","Known Flow",294774.950367,662684.814532,,0.000000,,0.000000,0.000000,,"",
"64306600002051","Nodes",,21.000000,39.661719,"Default Known Flow Node","Known Flow",294724.176353,662674.819529,,0.000000,,0.000000,0.000000,,"",
"64306600002059","Nodes",,21.000000,39.661719,"Default Known Flow Node","Known Flow",294745.359837,662681.176529,,0.000000,,0.000000,0.000000,,"",
"64306600002053","Nodes",,21.000000,21.726057,"Default Known Flow Node","Known Flow",295207.899484,662283.117423,,0.000000,,0.000000,0.000000,,"",
"64306600002056","Nodes",,21.000000,39.617122,"Default Known Flow Node","Known Flow",294814.725822,662713.741523,,0.000000,,0.000000,0.000000,,"",
"64306600002052","Nodes",,21.000000,39.617122,"Default Known Flow Node","Known Flow",294834.004383,662709.958539,,0.000000,,0.000000,0.000000,,"",
"64306600002057","Nodes",,21.000000,39.617122,"Default Known Flow Node","Known Flow",294805.533375,662702.529537,,0.000000,,0.000000,0.000000,,"",
"64306600002054","Nodes",,21.000000,41.622169,"Default Known Flow Node","Known Flow",294845.021386,662572.206501,,0.000000,,0.000000,0.000000,,"",
