"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"64305200002000","Nodes","2000","21.000000","33.144196","DDS demands","Known Flow","384315.250731","639666.734269","","0.000000","","","","","","-11.549999","","","","","","-10.328216","-11.549999","","","","","","","","D1 PROFILE","","","","",""
"64305200000274","Nodes","274","21.000000","24.961726","DDS demands","Known Flow","383775.564949","640183.776565","","0.000000","","","","","","-14.290000","","","","","","-12.778373","-14.290000","","","","","","","","D1 PROFILE","","","","",""
"64305200000276","Nodes","276, P00056386, Bennecourt Drive,-36.74scm/h","24.000000","24.649017","CSEP DDS Matched","Known Flow","383763.327744","640101.922515","","0.000000","","","","","","","-49.999998","","","","","-44.710895","-49.999998","","","","","","","","","DC PROFILE","","","",""
"64305200000280","Nodes","280","21.000000","24.754479","DDS demands","Known Flow","383708.420667","640185.088536","","0.000000","","","","","","-2.740000","","","","","","-2.450157","-2.740000","","","","","","","","D1 PROFILE","","","","",""
"64305200002473","Nodes","-1462490","21.000000","33.627359","Default Known Flow Node","Known Flow","384353.246742","639704.193279","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002457","Nodes","-110","21.000000","31.606083","Default Known Flow Node","Known Flow","384080.783000","639966.259938","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000107","Nodes","107","21.000000","25.620612","DDS demands","Known Flow","383816.125224","640377.663764","","0.000000","","","","","","-9.890000","","","","","","-8.843815","-9.890000","","","","","","","","D1 PROFILE","","","","",""
"64305200002467","Nodes","-146","21.000000","24.969335","Default Known Flow Node","Known Flow","383778.425585","640187.068410","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002477","Nodes","-1462507","21.000000","25.013148","Default Known Flow Node","Known Flow","383736.678574","640248.624427","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002508","Nodes","-191","21.000000","25.431959","Default Known Flow Node","Known Flow","385221.980777","640919.536499","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002460","Nodes","-114","21.000000","31.433822","Default Known Flow Node","Known Flow","384072.205068","639982.113311","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002535","Nodes","-89","21.000000","32.529547","Default Known Flow Node","Known Flow","384107.009254","639900.962572","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002485","Nodes","Logger 9688, 35 Priory Hill","21.000000","28.390323","Val Log Cath","Known Flow","384058.615668","640219.956110","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002475","Nodes","-1462499","21.000000","31.304006","Default Known Flow Node","Known Flow","384066.793049","639988.490857","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000257","Nodes","257","21.000000","26.103746","DDS demands","Known Flow","383917.536623","640252.796428","","0.000000","","","","","","-0.519999","","","","","","-0.464993","-0.519999","","","","","","","","D1 PROFILE","","","","",""
"64305200002497","Nodes","-158","21.000000","26.084679","Default Known Flow Node","Known Flow","383912.211622","640251.286428","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002452","Nodes","-102","21.000000","31.117134","Default Known Flow Node","Known Flow","384012.071026","639945.738280","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000033","Nodes","33","21.000000","31.125016","DDS demands","Known Flow","383974.655639","640006.591361","","0.000000","","-29.860000","","","","","","","","","","-26.701347","-29.860000","","","","C2 PROFILE","","","","","","","","",""
"64305200000031","Nodes","31","21.000000","31.333058","DDS demands","Known Flow","384069.588873","639987.381641","","0.000000","","","","","","-4.900000","","","","","","-4.381668","-4.900000","","","","","","","","D1 PROFILE","","","","",""
"64305200002529","Nodes","-73","21.000000","28.870424","Default Known Flow Node","Known Flow","384237.247710","640269.035433","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002470","Nodes","-1462478","21.000000","26.518899","Default Known Flow Node","Known Flow","384516.970786","640047.805372","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000024","Nodes","24","21.000000","29.904117","DDS demands","Known Flow","383991.980372","640114.545802","","0.000000","","","","","","-26.329999","","","","","","-23.544756","-26.329999","","","","","","","","D1 PROFILE","","","","",""
"64305200002453","Nodes","-103","21.000000","31.118764","Default Known Flow Node","Known Flow","384011.703844","639946.823636","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002490","Nodes","-1462545","21.000000","31.119610","Default Known Flow Node","Known Flow","384008.535734","639947.111217","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002464","Nodes","-124","21.000000","30.598328","Default Known Flow Node","Known Flow","384032.744335","640049.112084","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002537","Nodes","-93","21.000000","32.319092","Default Known Flow Node","Known Flow","384227.099190","639915.121644","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002538","Nodes","-94","21.000000","32.362009","Default Known Flow Node","Known Flow","384186.137696","639915.902336","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002454","Nodes","-104","21.000000","31.118472","Default Known Flow Node","Known Flow","384011.769728","639946.628890","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002510","Nodes","-238","21.000000","36.533939","Default Known Flow Node","Known Flow","383953.525012","639572.205355","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000282","Nodes","","21.000000","40.882692","Default Known Flow Node","Known Flow","383852.309606","639488.170220","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000283","Nodes","","21.000000","36.683779","Default Known Flow Node","Known Flow","383950.999632","639568.060242","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000287","Nodes","","21.000000","31.120857","Default Known Flow Node","Known Flow","384007.114579","639948.020937","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000322","Nodes","","21.000000","31.120857","Default Known Flow Node","Known Flow","384009.410648","639948.396345","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000289","Nodes","","21.000000","31.128737","Default Known Flow Node","Known Flow","384020.644651","639958.242348","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000290","Nodes","","21.000000","31.105942","Default Known Flow Node","Known Flow","384016.884650","639938.001343","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000292","Nodes","","21.000000","31.304006","Default Known Flow Node","Known Flow","384067.298664","639987.436356","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000294","Nodes","","21.000000","30.867604","Default Known Flow Node","Known Flow","383853.939606","639920.427338","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000296","Nodes","","21.000000","47.529342","Default Known Flow Node","Known Flow","383972.217638","639448.672209","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000298","Nodes","","21.000000","31.121868","Default Known Flow Node","Known Flow","384011.003649","639948.893345","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000312","Nodes","","21.000000","31.120337","Default Known Flow Node","Known Flow","384011.348788","639947.873146","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000302","Nodes","Logger 9766, 13 Parkside","21.000000","30.827494","Val Log Cath","Known Flow","383735.593574","639881.943327","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000303","Nodes","","21.000000","30.828484","Default Known Flow Node","Known Flow","383782.229586","639895.660331","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000304","Nodes","","21.000000","30.847760","Default Known Flow Node","Known Flow","383805.795593","639903.124333","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000295","Nodes","","21.000000","31.005573","Default Known Flow Node","Known Flow","383886.742615","639930.002340","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000306","Nodes","","21.000000","30.758395","Default Known Flow Node","Known Flow","383856.257607","639857.962321","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000311","Nodes","","21.000000","30.702533","Default Known Flow Node","Known Flow","383739.884575","639836.978315","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000323","Nodes","","21.000000","31.118796","Default Known Flow Node","Known Flow","384007.150334","639946.824415","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000313","Nodes","","21.000000","41.000000","Default Known Flow Node","Known Flow","383947.598631","639554.605238","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000317","Nodes","","21.000000","40.882692","Default Known Flow Node","Known Flow","383850.591605","639486.093220","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000314","Nodes","","21.000000","40.863365","Default Known Flow Node","Known Flow","383946.315631","639563.797241","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000291","Nodes","","21.000000","31.043071","Default Known Flow Node","Known Flow","384035.499655","639911.154335","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000326","Nodes","","21.000000","30.628645","Default Known Flow Node","Known Flow","383839.846602","639813.558309","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000328","Nodes","","21.000000","31.112116","Default Known Flow Node","Known Flow","384013.756630","639944.086457","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000299","Nodes","","21.000000","31.112116","Default Known Flow Node","Known Flow","384014.382650","639942.963344","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000331","Nodes","","21.000000","47.445383","Default Known Flow Node","Known Flow","383935.785628","639491.535221","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000446","Nodes","","21.000000","39.526941","Default Known Flow Node","Known Flow","383947.815370","639565.162182","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000332","Nodes","","21.000000","35.170946","Default Known Flow Node","Known Flow","384014.567650","639677.969272","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000316","Nodes","","21.000000","30.714305","Default Known Flow Node","Known Flow","383769.208583","639971.691352","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000338","Nodes","","21.000000","26.084679","Default Known Flow Node","Known Flow","383912.677622","640250.002427","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000343","Nodes","","21.000000","28.320338","Default Known Flow Node","Known Flow","384007.599648","640265.611432","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000345","Nodes","","21.000000","28.991460","Default Known Flow Node","Known Flow","384045.738658","640157.629402","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000349","Nodes","P11128076, DUNS ROAD, 141.6","25.000000","25.623384","CSEP DDS Matched","Known Flow","383816.959596","640378.764462","","0.000000","","","","","","","","","","","-46.430000","-41.518536","-46.430000","","","","","","","","","","","","","PL-DC PROFILE"
"64305200000352","Nodes","","21.000000","29.896765","Default Known Flow Node","Known Flow","383991.603643","640115.251391","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000354","Nodes","","21.000000","28.391480","Default Known Flow Node","Known Flow","384018.886651","640224.097420","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000356","Nodes","","21.000000","28.254275","Default Known Flow Node","Known Flow","384028.291653","640353.411456","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000467","Nodes","","21.000000","28.389392","Default Known Flow Node","Known Flow","384090.630743","640216.618893","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000350","Nodes","","21.000000","24.963516","Default Known Flow Node","Known Flow","383776.275585","640184.516410","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000363","Nodes","","21.000000","30.585794","Default Known Flow Node","Known Flow","384032.121654","640050.108373","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000365","Nodes","","21.000000","24.729423","Default Known Flow Node","Known Flow","383710.361567","640130.090395","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000366","Nodes","","21.000000","26.143190","Default Known Flow Node","Known Flow","383889.874616","640295.811440","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000367","Nodes","","21.000000","30.276424","Default Known Flow Node","Known Flow","384008.543648","640083.867382","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000368","Nodes","","21.000000","30.189635","Default Known Flow Node","Known Flow","383994.500644","640074.397380","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000370","Nodes","","21.000000","30.136124","Default Known Flow Node","Known Flow","384002.212646","640095.381385","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000371","Nodes","","21.000000","30.005920","Default Known Flow Node","Known Flow","384112.719676","640067.372378","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000381","Nodes","","21.000000","24.729929","Default Known Flow Node","Known Flow","383714.678568","640129.966395","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000375","Nodes","","21.000000","25.855233","Default Known Flow Node","Known Flow","383825.049598","640451.047482","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000376","Nodes","","21.000000","25.855233","Default Known Flow Node","Known Flow","383827.351599","640450.794482","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000387","Nodes","","21.000000","28.259806","Default Known Flow Node","Known Flow","384063.036055","640345.616081","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000388","Nodes","","21.000000","32.925216","Default Known Flow Node","Known Flow","384124.253680","639879.033326","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000403","Nodes","","21.000000","33.817029","Default Known Flow Node","Known Flow","384223.912707","639703.774279","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000404","Nodes","","21.000000","33.817029","Default Known Flow Node","Known Flow","384215.205704","639705.584279","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000405","Nodes","","21.000000","33.269305","Default Known Flow Node","Known Flow","384241.344711","639759.999294","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000406","Nodes","","21.000000","33.269305","Default Known Flow Node","Known Flow","384238.373711","639759.446294","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000407","Nodes","","21.000000","34.368492","Default Known Flow Node","Known Flow","384178.159694","639769.226297","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000409","Nodes","","21.000000","32.318578","Default Known Flow Node","Known Flow","384225.191707","639916.759337","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000416","Nodes","","21.000000","28.961378","Default Known Flow Node","Known Flow","384364.608745","639910.167335","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000420","Nodes","","21.000000","32.362009","Default Known Flow Node","Known Flow","384207.399702","639894.727331","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000423","Nodes","","21.000000","33.222428","Default Known Flow Node","Known Flow","384268.354719","639820.510311","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000364","Nodes","","21.000000","31.408432","Default Known Flow Node","Known Flow","384071.363665","639983.668355","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000429","Nodes","","21.000000","33.574481","Default Known Flow Node","Known Flow","384228.157708","639795.193304","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000430","Nodes","","21.000000","28.961378","Default Known Flow Node","Known Flow","384367.217125","639912.764938","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000431","Nodes","","21.000000","32.510186","Default Known Flow Node","Known Flow","384106.468675","639902.181333","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000435","Nodes","","21.000000","31.103223","Default Known Flow Node","Known Flow","384098.795673","639551.567237","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000445","Nodes","","21.000000","34.694660","Default Known Flow Node","Known Flow","384131.884682","639742.557289","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000415","Nodes","","21.000000","33.625559","Default Known Flow Node","Known Flow","384367.325746","639704.669279","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000449","Nodes","","21.000000","32.443886","Default Known Flow Node","Known Flow","384207.993702","639930.475340","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000454","Nodes","","21.000000","28.086057","Default Known Flow Node","Known Flow","384117.180678","640262.230431","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000459","Nodes","","21.000000","25.939253","Default Known Flow Node","Known Flow","384412.188758","640150.737400","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000460","Nodes","","21.000000","25.909461","Default Known Flow Node","Known Flow","384457.173770","640251.981428","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000468","Nodes","","21.000000","28.389392","Default Known Flow Node","Known Flow","384100.842673","640195.447413","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000473","Nodes","","21.000000","25.968890","Default Known Flow Node","Known Flow","384417.586759","640214.095418","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000478","Nodes","","21.000000","28.185363","Default Known Flow Node","Known Flow","384101.308673","640330.609449","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000479","Nodes","","21.000000","28.141020","Default Known Flow Node","Known Flow","384126.119680","640331.936450","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000508","Nodes","","21.000000","28.141020","Default Known Flow Node","Known Flow","384136.289683","640335.447451","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000481","Nodes","","21.000000","26.021852","Default Known Flow Node","Known Flow","384424.062761","640130.048395","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000482","Nodes","","21.000000","25.908033","Default Known Flow Node","Known Flow","384498.971157","640241.819326","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000484","Nodes","","21.000000","25.881910","Default Known Flow Node","Known Flow","384525.279789","640177.401408","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000518","Nodes","","21.000000","26.385068","Default Known Flow Node","Known Flow","384599.762174","640133.234426","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000487","Nodes","","21.000000","28.259806","Default Known Flow Node","Known Flow","384063.859663","640345.956454","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000476","Nodes","","21.000000","28.259806","Default Known Flow Node","Known Flow","384071.093665","640332.328450","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000489","Nodes","","21.000000","28.389240","Default Known Flow Node","Known Flow","384105.521674","640215.375418","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000492","Nodes","","21.000000","28.826984","Default Known Flow Node","Known Flow","384198.069700","640224.739421","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000499","Nodes","","21.000000","25.865589","Default Known Flow Node","Known Flow","384528.052789","640191.851412","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000500","Nodes","","21.000000","31.304006","Default Known Flow Node","Known Flow","384066.223664","639989.678357","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000501","Nodes","","21.000000","31.408432","Default Known Flow Node","Known Flow","384069.942665","639982.860355","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000469","Nodes","","21.000000","28.145070","Default Known Flow Node","Known Flow","384124.389680","640312.238444","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000502","Nodes","","21.000000","28.957496","Default Known Flow Node","Known Flow","384184.556696","640276.983435","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000504","Nodes","","21.000000","25.881910","Default Known Flow Node","Known Flow","384548.542795","640202.524414","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000506","Nodes","","21.000000","31.587675","Default Known Flow Node","Known Flow","384080.172695","639967.387878","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000505","Nodes","","21.000000","31.587675","Default Known Flow Node","Known Flow","384074.250666","639965.199350","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000480","Nodes","","21.000000","28.141020","Default Known Flow Node","Known Flow","384144.600685","640339.598452","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000507","Nodes","","21.000000","28.141020","Default Known Flow Node","Known Flow","384139.102684","640328.583449","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000509","Nodes","","21.000000","28.139845","Default Known Flow Node","Known Flow","384160.275689","640327.991449","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000510","Nodes","","21.000000","28.139845","Default Known Flow Node","Known Flow","384173.410693","640342.277453","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000513","Nodes","","21.000000","26.713519","Default Known Flow Node","Known Flow","384346.063740","640037.080369","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000515","Nodes","","21.000000","26.374542","Default Known Flow Node","Known Flow","384602.949810","640138.631397","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000486","Nodes","","21.000000","26.307582","Default Known Flow Node","Known Flow","384626.733816","640239.340424","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000514","Nodes","","21.000000","26.366318","Default Known Flow Node","Known Flow","384593.451807","640146.628399","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000519","Nodes","","21.000000","26.385068","Default Known Flow Node","Known Flow","384609.748812","640126.385394","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000529","Nodes","","21.000000","40.883058","Default Known Flow Node","Known Flow","383853.919606","639488.901220","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000521","Nodes","","21.000000","31.307197","Default Known Flow Node","Known Flow","384068.967664","639988.681356","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000520","Nodes","","21.000000","25.521324","Default Known Flow Node","Known Flow","384977.582912","640687.878547","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000528","Nodes","","21.000000","25.786008","Default Known Flow Node","Known Flow","384742.277848","640442.022480","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000530","Nodes","","21.000000","25.829689","Default Known Flow Node","Known Flow","384908.480893","640350.457455","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000531","Nodes","","21.000000","25.319536","Default Known Flow Node","Known Flow","385131.083953","641040.309642","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000532","Nodes","","21.000000","25.319536","Default Known Flow Node","Known Flow","385166.014963","641067.486650","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000533","Nodes","","21.000000","25.220709","Default Known Flow Node","Known Flow","385226.120979","640908.750607","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000534","Nodes","","21.000000","25.308336","Default Known Flow Node","Known Flow","385315.288004","640960.334621","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000538","Nodes","","21.000000","25.439820","Default Known Flow Node","Known Flow","385220.012978","640917.202609","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000539","Nodes","","21.000000","25.421306","Default Known Flow Node","Known Flow","385224.617832","640922.721753","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000540","Nodes","","21.000000","25.421306","Default Known Flow Node","Known Flow","385246.052985","640934.526614","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000408","Nodes","","21.000000","33.269305","Default Known Flow Node","Known Flow","384243.750712","639753.649292","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000517","Nodes","","21.000000","28.870424","Default Known Flow Node","Known Flow","384203.186701","640252.505428","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
