"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IC)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IC)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"64401200000721","Nodes","721",21.000000,38.657519,"DDS demands","Known Flow",276770.466467,658922.456508,,0.000000,,,,,,,-9.639999,,,,,,,,,,-8.620260,-9.639999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"64401200005389","Nodes",,21.000000,37.612124,"Default Known Flow Node","Known Flow",276807.185742,658970.604961,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401200000722","Nodes","722",21.000000,37.582761,"DDS demands","Known Flow",276808.216478,658971.956522,,0.000000,,,,,,,-9.020000,,,,,,,,,,-8.065845,-9.020000,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"64401200005391","Nodes",,21.000000,37.149268,"Default Known Flow Node","Known Flow",276825.716482,658995.206528,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401200001629","Nodes","1629",21.000000,44.966142,"DDS demands","Known Flow",276976.966524,658627.831428,,0.000000,,,,,,,-13.619999,,,,,,,,,,-12.179247,-13.619999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"64401200005368","Nodes",,21.000000,44.941197,"Default Known Flow Node","Known Flow",276988.091527,658642.331432,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401200005370","Nodes",,21.000000,44.199736,"Default Known Flow Node","Known Flow",276950.341516,658651.456435,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401200001631","Nodes","1631",21.000000,45.016197,"DDS demands","Known Flow",276992.716528,658551.956408,,0.000000,,,,,,,-7.539999,,,,,,,,,,-6.742402,-7.539999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"64401200327191","Nodes",,21.000000,45.016197,"Default Known Flow Node","Known Flow",276995.466529,658537.831404,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401200327136","Nodes",,21.000000,45.016197,"Default Known Flow Node","Known Flow",276990.216527,658551.331407,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401200001630","Nodes","1630",21.000000,45.244395,"DDS demands","Known Flow",276987.466526,658618.956426,,0.000000,,,,,,,-4.539999,,,,,,,,,,-4.059749,-4.539999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"64401200005361","Nodes",,21.000000,45.195630,"Default Known Flow Node","Known Flow",276985.112337,658604.586079,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401200001860","Nodes","1860",21.000000,35.968553,"Default Known Flow Node","Known Flow",276640.341432,658883.831498,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401200000720","Nodes","720",21.000000,37.799468,"DDS demands","Known Flow",276669.716440,658993.956528,,0.000000,,,,,,,-3.160000,,,,,,,,,,-2.825728,-3.160000,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"64401200005387","Nodes",,21.000000,38.230100,"Default Known Flow Node","Known Flow",276724.341455,658963.456519,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401201462532","Nodes",,21.000000,38.230100,"Default Known Flow Node","Known Flow",276731.591457,658958.331518,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401201462559","Nodes",,21.000000,38.230100,"Default Known Flow Node","Known Flow",276718.716453,658967.831521,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401201463563","Nodes",,21.000000,37.582761,"Default Known Flow Node","Known Flow",276826.341483,658965.831520,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401201000612","Nodes",,21.000000,28.321111,"Default Known Flow Node","Known Flow",272958.090430,660896.457045,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401201463169","Nodes",,21.000000,37.149268,"Default Known Flow Node","Known Flow",276843.466487,658988.331526,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401201463584","Nodes",,21.000000,43.210001,"Default Known Flow Node","Known Flow",276903.466504,658659.831437,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401200005372","Nodes",,21.000000,43.210001,"Default Known Flow Node","Known Flow",276917.091507,658689.581445,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401201462780","Nodes",,21.000000,44.242784,"Default Known Flow Node","Known Flow",276941.841514,658620.831426,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401200005359","Nodes",,21.000000,45.093141,"Default Known Flow Node","Known Flow",276984.716526,658574.206414,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401200327256","Nodes",,21.000000,45.093141,"Default Known Flow Node","Known Flow",276982.466525,658573.581413,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401200005360","Nodes",,21.000000,45.148050,"Default Known Flow Node","Known Flow",276986.946526,658590.471418,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401200326877","Nodes",,21.000000,45.195630,"Default Known Flow Node","Known Flow",276982.466525,658603.456422,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401200327103","Nodes",,21.000000,45.148050,"Default Known Flow Node","Known Flow",276983.591525,658589.331418,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401200001628","Nodes","1628",21.000000,44.914029,"DDS demands","Known Flow",276999.591530,658658.581437,,0.000000,,,,,,,-4.519999,,,,,,,,,,-4.041864,-4.519999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"64401200327107","Nodes",,21.000000,44.941197,"Default Known Flow Node","Known Flow",276990.466527,658640.331432,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401201463940","Nodes",,21.000000,35.968713,"Default Known Flow Node","Known Flow",276587.841418,658922.081508,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401200005388","Nodes",,21.000000,35.969613,"Default Known Flow Node","Known Flow",276539.052380,658969.542646,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401200005384","Nodes",,21.000000,35.968849,"Default Known Flow Node","Known Flow",276581.845259,658926.585337,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"64401200001679","Nodes","1679",21.000000,41.816742,"DDS demands","Known Flow",277264.341602,658578.456415,,0.000000,,,,,,,-18.790001,,,,,,,,,,-16.802355,-18.790001,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"64401200001632","Nodes","1632",21.000000,43.522002,"DDS demands","Known Flow",277006.716532,658501.581394,,0.000000,,,,,,,-2.180000,,,,,,,,,,-1.949395,-2.180000,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"64401200001763","Nodes","1763",21.000000,39.037866,"DDS demands","Known Flow",277340.091622,658647.331433,,0.000000,,,,,,,-2.369999,,,,,,,,,,-2.119296,-2.369999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"64401200000737","Nodes","737",21.000000,39.729905,"DDS demands","Known Flow",277319.591617,658628.831428,,0.000000,,,,,,,-1.640000,,,,,,,,,,-1.466517,-1.640000,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"64401200001764","Nodes","1764",21.000000,41.254434,"DDS demands","Known Flow",277277.341605,658589.456418,,0.000000,,,,,,,-2.259999,,,,,,,,,,-2.020932,-2.259999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"64401200001097","Nodes","1097",21.000000,41.239130,"DDS demands","Known Flow",277284.466607,658581.706416,,0.000000,,,,-6.179999,,,-8.079999,,,,,,,,,,-12.751547,-14.259999,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,,
"64401200000727","Nodes","727",21.000000,40.490090,"DDS demands","Known Flow",277012.841533,658765.706466,,0.000000,,,,,,,-2.580000,,,,,,,,,,-2.307082,-2.580000,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"64401200001661","Nodes","1661",21.000000,40.493801,"DDS demands","Known Flow",277040.216541,658749.706461,,0.000000,,,,,,,-3.989999,,,,,,,,,,-3.567929,-3.989999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"64401200000746","Nodes","746",21.000000,46.986592,"DDS demands","Known Flow",277158.216573,658574.206414,,0.000000,,,,,,,-4.780000,,,,,,,,,,-4.274362,-4.780000,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"64401200000747","Nodes","747",21.000000,47.055966,"DDS demands","Known Flow",277105.466559,658614.581425,,0.000000,,,,,,,-4.719999,,,,,,,,,,-4.220708,-4.719999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
