"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"64302200000232","Nodes","232","21.000000","40.474511","DDS demands","Known Flow","292811.809588","660425.921157","","0.000000","","","","-2.450000","","","","-2.190834","-2.450000","","","","","","D1 PROFILE","","",""
"64302200000234","Nodes","234","21.000000","40.469690","DDS demands","Known Flow","292826.341205","660435.903105","","0.000000","","","","-1.970000","","","","-1.761609","-1.970000","","","","","","D1 PROFILE","","",""
"64302200000163","Nodes","163","21.000000","41.099814","DDS demands","Known Flow","293308.584464","660812.723160","","0.000000","","","","-15.200000","","","","-13.592112","-15.200000","","","","","","D1 PROFILE","","",""
"64302200000161","Nodes","161","21.000000","33.930890","Default Known Flow Node","Known Flow","293557.526399","661359.356895","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64302200001916","Nodes","1916","21.000000","38.103895","Default Known Flow Node","Known Flow","292552.328885","660400.008974","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64302200001904","Nodes","1904","21.000000","38.031771","Default Known Flow Node","Known Flow","292582.858770","660367.758902","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64302200001922","Nodes","1922","21.000000","38.026351","Default Known Flow Node","Known Flow","292627.858402","660455.647030","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64302200000187","Nodes","187","21.000000","42.278689","DDS demands","Known Flow","292910.957841","660487.944047","","0.000000","","","","-13.780000","","","","-12.322322","-13.780000","","","","","","D1 PROFILE","","",""
"64302200000231","Nodes","231","21.000000","40.498905","DDS demands","Known Flow","292814.571833","660420.363916","","0.000000","","","-2.700000","","","","","-2.414388","-2.700000","","","","","C4 PROFILE","","","",""
"64302200000031","Nodes","31","21.000000","39.951322","DDS demands","Known Flow","292752.642816","660377.245904","","0.000000","","","","-17.479999","","","","-15.630928","-17.479999","","","","","","D1 PROFILE","","",""
"64302200000196","Nodes","196","21.000000","39.884286","DDS demands","Known Flow","292710.799602","660439.901332","","0.000000","","","","-12.610000","","","","-11.276088","-12.610000","","","","","","D1 PROFILE","","",""
