"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"64302800000351","Nodes","351","21.000000","42.970720","Default Known Flow Node","Known Flow","372806.257600","634995.537998","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000355","Nodes","355","21.000000","44.337456","DDS demands","Known Flow","372738.475618","634541.890092","","0.000000","","","","","","","-9.600000","","","","","","","-8.584492","-9.600000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000356","Nodes","356","21.000000","44.319691","DDS demands","Known Flow","372759.079851","634527.535551","","0.000000","","","","","","","-3.119999","","","","","","","-2.789959","-3.119999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000034","Nodes","34","21.000000","44.327104","DDS demands","Known Flow","372692.878569","634475.102856","","0.000000","","","","","","","-7.469999","","","","","","","-6.679807","-7.469999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000430","Nodes","430","21.000000","45.549837","DDS demands","Known Flow","372945.556638","634560.837879","","0.000000","","-15.999999","","","","","","","","","","","","-14.307486","-15.999999","","","","","C2 PROFILE","","","","","","","","","","","",""
"64302800000163","Nodes","163","21.000000","43.874248","DDS demands","Known Flow","372585.533540","634574.047883","","0.000000","","-23.389999","","","","","","","","","","","","-20.915755","-23.389999","","","","","C2 PROFILE","","","","","","","","","","","",""
"64302800199552","Nodes","-199552","21.000000","43.916675","Default Known Flow Node","Known Flow","372552.554531","634545.444875","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000030","Nodes","30","21.000000","42.634983","DDS demands","Known Flow","372849.839612","634516.651867","","0.000000","0.000000","-33.110000","","","","","-9.419999","","","","","","","-38.031089","-42.530000","","","","C1 PROFILE","C2 PROFILE","","","","","D1 PROFILE","","","","","","",""
"64302800000031","Nodes","31","21.000000","42.313193","DDS demands","Known Flow","372834.193941","634549.071577","","0.000000","","","","","","","-12.680000","","","","","","","-11.338683","-12.680000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199559","Nodes","-199559","21.000000","43.836115","Default Known Flow Node","Known Flow","372591.060541","634578.857884","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199557","Nodes","-199557","21.000000","43.878534","Default Known Flow Node","Known Flow","372582.482539","634562.008880","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000338","Nodes","338","21.000000","42.530648","DDS demands","Known Flow","372607.257616","634984.712526","","0.000000","","","","","","","-1.029999","","","","","","","-0.921044","-1.029999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199612","Nodes","-199612","21.000000","42.389594","Default Known Flow Node","Known Flow","372770.166590","634805.139946","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199608","Nodes","-199608","21.000000","42.719940","Default Known Flow Node","Known Flow","372760.493587","634883.777967","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000082","Nodes","82","21.000000","45.404176","DDS demands","Known Flow","372831.507607","634790.498942","","0.000000","","","","","","","-1.379999","","","","","","","-1.234020","-1.379999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199657","Nodes","-199657","21.000000","23.890186","Default Known Flow Node","Known Flow","372969.579644","634959.570988","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199658","Nodes","-199658","21.000000","47.381039","Default Known Flow Node","Known Flow","372974.348646","634789.220941","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000026","Nodes","26","21.000000","47.325075","DDS demands","Known Flow","372998.589699","634793.516683","","0.000000","","","","","","","-9.260000","","","","","","","-8.280457","-9.260000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000426","Nodes","426","21.000000","43.391222","DDS demands","Known Flow","372538.506527","634674.716910","","0.000000","","","","","","","-9.029999","","","","","","","-8.074787","-9.029999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000427","Nodes","427","21.000000","44.081355","Default Known Flow Node","Known Flow","372649.188557","634665.880908","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000428","Nodes","428","21.000000","44.363203","Default Known Flow Node","Known Flow","372743.307583","634648.767903","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800085589","Nodes","-85589","21.000000","44.360425","Default Known Flow Node","Known Flow","372741.954582","634639.006901","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000429","Nodes","429","21.000000","44.723249","DDS demands","Known Flow","372823.892605","634646.863903","","0.000000","","","","","","","-2.549999","","","","","","","-2.280255","-2.549999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800085597","Nodes","-85597","21.000000","45.540578","Default Known Flow Node","Known Flow","372944.953888","634562.803061","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800085585","Nodes","-85585","21.000000","43.936644","Default Known Flow Node","Known Flow","372640.500555","634660.329906","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800085584","Nodes","-85584","21.000000","43.936644","Default Known Flow Node","Known Flow","372639.867554","634658.399906","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199732","Nodes","-199732","21.000000","35.006874","Default Known Flow Node","Known Flow","373479.618885","634609.759316","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199720","Nodes","-199720","21.000000","34.643964","Default Known Flow Node","Known Flow","373374.794543","634675.446806","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000120","Nodes","120","21.000000","34.658430","DDS demands","Known Flow","373399.162360","634675.159724","","0.000000","","","","","","","-8.790000","","","","","","","-7.860175","-8.790000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000115","Nodes","115","21.000000","34.912333","DDS demands","Known Flow","373474.944748","634641.348111","","0.000000","","","","","","","-20.309998","","","","","","","-18.161563","-20.309998","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199735","Nodes","-199735","21.000000","35.142265","Default Known Flow Node","Known Flow","373484.539721","634565.217488","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800131742","Nodes","-131742","21.000000","70.858411","Default Known Flow Node","Known Flow","373302.438735","634882.116967","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000452","Nodes","452","21.000000","70.858411","DDS demands","Known Flow","373298.193734","634886.824968","","0.000000","","","","","","","-22.629999","","","","","","","-20.236149","-22.629999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000028","Nodes","28","21.000000","47.176139","DDS demands","Known Flow","373055.653127","634583.507228","","0.000000","","","","","","","-5.760000","","","","","","","-5.150695","-5.760000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000293","Nodes","293","21.000000","46.583392","DDS demands","Known Flow","373016.054873","634573.548782","","0.000000","","","","","","","-10.880000","","","","","","","-9.729090","-10.880000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199712","Nodes","-199712","21.000000","47.006853","Default Known Flow Node","Known Flow","373226.756714","634558.447879","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199713","Nodes","-199713","21.000000","47.006853","Default Known Flow Node","Known Flow","373233.493900","634585.664305","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199714","Nodes","-199714","21.000000","33.786890","Default Known Flow Node","Known Flow","373241.267465","634655.241807","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199731","Nodes","-199731","21.000000","34.905791","Default Known Flow Node","Known Flow","373471.766996","634667.249471","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000157","Nodes","157","21.000000","35.106306","DDS demands","Known Flow","373406.155206","634560.991736","","0.000000","","","","","","","-10.569999","","","","","","","-9.451883","-10.569999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199721","Nodes","-199721","21.000000","35.149354","Default Known Flow Node","Known Flow","373394.952113","634583.437012","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000111","Nodes","111","21.000000","35.071757","DDS demands","Known Flow","373427.832359","634518.436586","","0.000000","","","","","","","-5.800000","","","","","","","-5.186464","-5.800000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199717","Nodes","-199717","21.000000","34.626860","Default Known Flow Node","Known Flow","373365.769864","634689.034699","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199719","Nodes","-199719","21.000000","34.694397","Default Known Flow Node","Known Flow","373375.013489","634687.163091","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199725","Nodes","-199725","21.000000","35.131354","Default Known Flow Node","Known Flow","373450.282191","634565.002505","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000156","Nodes","156","21.000000","35.139084","DDS demands","Known Flow","373490.661484","634554.896864","","0.000000","","","","","","","-5.199999","","","","","","","-4.649932","-5.199999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000450","Nodes","450","21.000000","72.275975","Default Known Flow Node","Known Flow","373330.880743","634944.056984","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800131740","Nodes","-131740","21.000000","70.858411","Default Known Flow Node","Known Flow","373287.447731","634895.597970","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000084","Nodes","84","21.000000","36.488043","Default Known Flow Node","Known Flow","373607.431379","634506.770413","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199750","Nodes","-199750","21.000000","36.148989","Default Known Flow Node","Known Flow","373614.182821","634554.479641","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199748","Nodes","-199748","21.000000","36.234900","Default Known Flow Node","Known Flow","373586.637066","634585.265316","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000153","Nodes","153","21.000000","36.183994","DDS demands","Known Flow","373596.733515","634529.641979","","0.000000","","","","","","","-18.540000","","","","","","","-16.578800","-18.540000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199751","Nodes","-199751","21.000000","36.148989","Default Known Flow Node","Known Flow","373618.747821","634548.583876","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000154","Nodes","154","21.000000","35.869606","DDS demands","Known Flow","373634.982825","634553.578877","","0.000000","","","","","","","-16.180000","","","","","","","-14.468446","-16.180000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199754","Nodes","-199754","21.000000","35.869606","Default Known Flow Node","Known Flow","373649.244829","634558.483879","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199749","Nodes","-199749","21.000000","36.148989","Default Known Flow Node","Known Flow","373605.868025","634574.598517","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199756","Nodes","-199756","21.000000","35.869606","Default Known Flow Node","Known Flow","373673.063836","634566.254881","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199755","Nodes","-199755","21.000000","35.869606","Default Known Flow Node","Known Flow","373670.988835","634572.285882","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000349","Nodes","349","21.000000","42.926078","DDS demands","Known Flow","372784.202757","635003.448837","","0.000000","","","","","","","-6.220000","","","","","","","-5.562035","-6.220000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000339","Nodes","339","21.000000","41.979995","DDS demands","Known Flow","372590.261840","635057.851345","","0.000000","","","","","","","-23.740000","","","","","","","-21.228733","-23.740000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000122","Nodes","122","21.000000","42.873845","DDS demands","Known Flow","372836.610222","635032.988584","","0.000000","-1.510000","","","","","","-3.980000","","","","","","","-4.909256","-5.490000","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","","",""
"64302800000343","Nodes","343","21.000000","42.413336","Default Known Flow Node","Known Flow","372673.940328","635001.294579","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000348","Nodes","348","21.000000","42.787987","DDS demands","Known Flow","372708.954573","635091.331024","","0.000000","","","","","","","-1.820000","","","","","","","-1.627476","-1.820000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000279","Nodes","279","21.000000","24.625646","DDS demands","Known Flow","372951.059639","635139.073037","","0.000000","","","","","","","-9.239999","","","","","","","-8.262573","-9.239999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199017","Nodes","-199017","21.000000","24.522108","Default Known Flow Node","Known Flow","372927.810633","635111.758029","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199016","Nodes","-199016","21.000000","24.292951","Default Known Flow Node","Known Flow","372924.016632","635050.678013","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000187","Nodes","187","21.000000","24.248900","DDS demands","Known Flow","372933.170650","635062.140380","","0.000000","","","","","","","-12.629999","","","","","","","-11.293971","-12.629999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199022","Nodes","-199022","21.000000","24.421982","Default Known Flow Node","Known Flow","372949.601180","635049.359225","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199023","Nodes","-199023","21.000000","23.402774","Default Known Flow Node","Known Flow","372950.294639","635172.904046","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199026","Nodes","-199026","21.000000","22.945300","Default Known Flow Node","Known Flow","372965.877651","635191.852966","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199027","Nodes","-199027","21.000000","22.814495","Default Known Flow Node","Known Flow","372972.146645","635199.476053","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199028","Nodes","-199028","21.000000","27.335700","Default Known Flow Node","Known Flow","372983.975698","635121.815713","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000352","Nodes","352","21.000000","41.987787","DDS demands","Known Flow","372615.045971","635115.136549","","0.000000","","","","","","","-6.000000","","","","","","","-5.365307","-6.000000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000340","Nodes","340","21.000000","42.008742","DDS demands","Known Flow","372668.543032","635105.263358","","0.000000","","","","","","","-2.419999","","","","","","","-2.164007","-2.419999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199015","Nodes","-199015","21.000000","42.871798","Default Known Flow Node","Known Flow","372838.334787","635035.217228","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000186","Nodes","186","21.000000","24.638796","DDS demands","Known Flow","372971.973645","635033.174008","","0.000000","","","","","","","-3.940000","","","","","","","-3.523218","-3.940000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199021","Nodes","-199021","21.000000","24.258521","Default Known Flow Node","Known Flow","372943.431637","635074.759019","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000291","Nodes","291","21.000000","23.663637","DDS demands","Known Flow","372945.492404","635155.051585","","0.000000","","","","","","","-10.280000","","","","","","","-9.192560","-10.280000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199020","Nodes","-199020","21.000000","23.835395","Default Known Flow Node","Known Flow","372939.754636","635155.236041","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199018","Nodes","-199018","21.000000","24.421982","Default Known Flow Node","Known Flow","372931.424634","635026.054006","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199019","Nodes","-199019","21.000000","23.270443","Default Known Flow Node","Known Flow","372938.471636","635183.729049","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199024","Nodes","-199024","21.000000","22.945300","Default Known Flow Node","Known Flow","372952.847426","635223.926817","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000281","Nodes","281","21.000000","22.750353","DDS demands","Known Flow","372975.551646","635202.915054","","0.000000","","","","","","","-17.110001","","","","","","","-15.300069","-17.110001","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199030","Nodes","-199030","21.000000","26.260430","Default Known Flow Node","Known Flow","372994.824651","635062.604016","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199709","Nodes","-199709","21.000000","27.160284","Default Known Flow Node","Known Flow","373115.844684","635160.708043","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000183","Nodes","183","21.000000","22.869400","DDS demands","Known Flow","373010.060432","635248.058294","","0.000000","","","","","","","-1.640000","","","","","","","-1.466517","-1.640000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000278","Nodes","278","21.000000","22.855795","DDS demands","Known Flow","372987.026649","635235.219063","","0.000000","","","","","","","-2.269999","","","","","","","-2.029874","-2.269999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000276","Nodes","276","21.000000","22.798593","DDS demands","Known Flow","373019.722694","635259.593524","","0.000000","","","","","","","-9.050000","","","","","","","-8.092672","-9.050000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000182","Nodes","182","21.000000","23.142751","DDS demands","Known Flow","373026.964353","635221.173647","","0.000000","","","","","","","-15.619999","","","","","","","-13.967683","-15.619999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000181","Nodes","181","21.000000","26.707698","DDS demands","Known Flow","373117.851294","635165.982642","","0.000000","","","","","","","-17.649999","","","","","","","-15.782945","-17.649999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199704","Nodes","-199704","21.000000","25.742636","Default Known Flow Node","Known Flow","373091.327677","635180.086048","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000179","Nodes","179","21.000000","32.660236","DDS demands","Known Flow","373105.939681","635088.922023","","0.000000","","","","","","","-7.820000","","","","","","","-6.992784","-7.820000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199707","Nodes","-199707","21.000000","32.660236","Default Known Flow Node","Known Flow","373114.361684","635096.871025","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000180","Nodes","180","21.000000","32.607405","DDS demands","Known Flow","373091.919678","635096.458025","","0.000000","","","","","","","-2.460000","","","","","","","-2.199776","-2.460000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000286","Nodes","286","21.000000","32.714252","DDS demands","Known Flow","373079.421674","635093.862024","","0.000000","","","","","","","-2.890000","","","","","","","-2.584289","-2.890000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000381","Nodes","381","21.000000","32.755484","Default Known Flow Node","Known Flow","373097.215679","635086.178022","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000185","Nodes","185","21.000000","28.767637","DDS demands","Known Flow","373000.761653","635114.995030","","0.000000","","","","","","","-13.369999","","","","","","","-11.955693","-13.369999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000178","Nodes","178","21.000000","32.936680","DDS demands","Known Flow","373084.557675","635042.714010","","0.000000","","","","","","","-6.370000","","","","","","","-5.696168","-6.370000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000003","Nodes","EDNAM ROAD DG, CLOCKED, SITE ID 6294","21.000000","32.999999","Default Known Pressure Node","Known Pressure","373078.698674","635042.674010","","999998.967025","","","","","","","","","","","","","","237.808311","265.940007","","","","","","","","","","","","","","","","",""
"64302800199699","Nodes","-199699","21.000000","32.961007","Default Known Flow Node","Known Flow","373076.674673","635046.271011","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199700","Nodes","-199700","21.000000","25.742636","Default Known Flow Node","Known Flow","373076.754673","635153.059040","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199711","Nodes","-199711","21.000000","27.160284","Default Known Flow Node","Known Flow","373147.591693","635152.270040","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800103667","Nodes","-103667","21.000000","32.367357","Default Known Flow Node","Known Flow","373133.802689","635074.994019","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000382","Nodes","382","21.000000","31.503826","DDS demands","Known Flow","373194.854885","635109.508665","","0.000000","","","","","","","-4.289999","","","","","","","-3.836194","-4.289999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000441","Nodes","441","21.000000","31.430302","DDS demands","Known Flow","373188.837389","635067.864727","","0.000000","","","","","","","-4.550000","","","","","","","-4.068691","-4.550000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000383","Nodes","383","21.000000","31.422631","DDS demands","Known Flow","373205.820859","635105.653934","","0.000000","","","","","","","-2.750000","","","","","","","-2.459099","-2.750000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800103670","Nodes","-103670","21.000000","30.088591","Default Known Flow Node","Known Flow","373253.073688","635051.312356","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000439","Nodes","439","21.000000","28.606062","DDS demands","Known Flow","373272.802677","635131.450807","","0.000000","","","","","","","-5.870000","","","","","","","-5.249059","-5.870000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800103671","Nodes","-103671","21.000000","27.789578","Default Known Flow Node","Known Flow","373289.077528","635159.175903","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000385","Nodes","385","21.000000","26.756444","DDS demands","Known Flow","373225.136334","635241.131367","","0.000000","","","","","","","-13.420000","","","","","","","-12.000404","-13.420000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000440","Nodes","440","21.000000","26.655239","DDS demands","Known Flow","373248.716720","635258.594069","","0.000000","","","","","","","-5.249999","","","","","","","-4.694643","-5.249999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800103668","Nodes","-103668","21.000000","31.859126","Default Known Flow Node","Known Flow","373159.974696","635126.714033","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800103669","Nodes","-103669","21.000000","30.085839","Default Known Flow Node","Known Flow","373238.568717","635050.889013","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800103672","Nodes","-103672","21.000000","27.085327","Default Known Flow Node","Known Flow","373295.117933","635187.880563","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000384","Nodes","384","21.000000","27.009301","DDS demands","Known Flow","373287.248098","635191.892389","","0.000000","","","","","","","-9.980000","","","","","","","-8.924294","-9.980000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000386","Nodes","386","21.000000","27.017387","DDS demands","Known Flow","373314.916364","635178.064472","","0.000000","","","","","","","-2.409999","","","","","","","-2.155065","-2.409999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302801079937","Nodes","-1079937","21.000000","59.118455","Default Known Flow Node","Known Flow","371746.902054","633243.665442","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000494","Nodes","494","21.000000","58.876339","DDS demands","Known Flow","371714.471669","633093.690516","","0.000000","","","","","","","-2.970000","","","","","","","-2.655827","-2.970000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302801357397","Nodes","-1357397","21.000000","58.944020","Default Known Flow Node","Known Flow","371831.377999","633174.421676","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302801357398","Nodes","-1357398","21.000000","58.851356","Default Known Flow Node Sub","Known Flow","371839.605319","633180.839831","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199665","Nodes","-199665","21.000000","26.115668","Default Known Flow Node","Known Flow","372581.304929","633047.320471","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000088","Nodes","88","21.000000","28.177888","DDS demands","Known Flow","372747.484584","633284.103532","","0.000000","","","","","","","-21.340000","","","","","","","-19.082610","-21.340000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000480","Nodes","480","21.000000","26.133006","DDS demands","Known Flow","373288.507731","633229.141517","","0.000000","","","","","","","-1.320000","","","-46.650001","","","","-42.895634","-47.970003","","","","","","","","","","D1 PROFILE","","","I2 PROFILE","","","",""
"64302801042465","Nodes","-1042465","21.000000","23.732065","Default Known Flow Node","Known Flow","373422.479767","633058.222470","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000274","Nodes","274","21.000000","23.730592","DDS demands","Known Flow","373424.524768","633056.375470","","0.000000","","","","","","","","","","-6.979999","","","","-6.241640","-6.979999","","","","","","","","","","","","","I2 PROFILE","","","",""
"64302800000488","Nodes","488,","21.000000","23.705458","DDS demands","Known Flow","373470.134780","633103.721483","","0.000000","-7.280000","","","","","","","","","","","","","-6.509906","-7.280000","","","","C1 PROFILE","","","","","","","","","","","","",""
