"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)"
"64402600010183","Nodes","(P10125529), P12130767 CSEP, TARDUFF PLACE, -98.31 SCMH",24.000000,36.011679,"CSEP DDS Matched","Known Flow",279740.945192,682834.350135,,0.000000,,,,,,-39.880001,,,-35.661411,-39.880001,,"",,,,,,"DC PROFILE",,
"64402600010171","Nodes","10171",21.000000,36.173474,"Default Known Flow Node","Known Flow",279641.062249,682886.913029,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64402600010509","Nodes","10509",21.000000,27.725472,"Default Known Flow Node","Known Flow",280993.191560,683289.076506,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64402600001053","Nodes","1053",21.000000,28.302404,"Default Known Flow Node","Known Flow",280976.803291,683313.147086,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64402600010514","Nodes","10514",21.000000,28.705426,"Default Known Flow Node","Known Flow",280962.839856,683313.853971,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64402600001042","Nodes","1042",21.000000,21.506520,"Val Log Cath","Known Flow",278975.013067,683013.391064,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64402600000657","Nodes","657",21.000000,21.654106,"DDS demands","Known Flow",279055.396089,682983.439056,,0.000000,,,,,-15.909999,,,,-14.227006,-15.909999,,"",,,,,"D1 PROFILE",,,
"64402600010277","Nodes","10277",21.000000,24.378903,"Default Known Flow Node","Known Flow",280502.717483,683994.588331,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64402600001041","Nodes","1041",21.000000,24.050070,"Val Log Cath","Known Flow",280524.652146,684002.190987,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64402600001152","Nodes","1152",21.000000,23.825022,"DDS demands","Known Flow",280543.194494,684006.707334,,0.000000,,,,,-16.920000,,,,-15.130167,-16.920000,,"",,,,,"D1 PROFILE",,,
