"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"D1","Flow Categories",-2264.809998,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-184.690003,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-88.319999,0.000000,1.000000,"Volumetric",-1.000000
"I2","Flow Categories",-38.669998,0.000000,1.000000,"Volumetric",-1.000000
"C1","Flow Categories",-47.569999,0.000000,1.000000,"Volumetric",-1.000000
"DC","Flow Categories",-191.096000,0.000000,1.000000,"Volumetric",-1.000000
"DH","Flow Categories",-45.289999,0.000000,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"PL-DC","Flow Categories",-75.139998,0.000000,1.000000,"Volumetric",-1.000000
