"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"64302700000351","Nodes","351","21.000000","29.063051","DDS demands","Known Flow","293659.096063","667467.958834","","0.000000","","","","","-9.829999","","","","","","-8.790161","-9.829999","","","","","","","D1 PROFILE","","","","",""
"64302700000352","Nodes","352","21.000000","29.011788","DDS demands","Known Flow","293675.971068","667446.583828","","0.000000","","","","","-5.400000","","","","","","-4.828776","-5.400000","","","","","","","D1 PROFILE","","","","",""
"64302700000140","Nodes","140","21.000000","34.844028","DDS demands","Known Flow","293765.955449","669088.690060","","0.000000","","","","","-16.940001","","","","","","-15.148052","-16.940001","","","","","","","D1 PROFILE","","","","",""
"64302700000670","Nodes","670","21.000000","30.378977","Default Known Flow Node","Known Flow","293467.971011","668336.209070","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700001021","Nodes","Logger,High Academy Street, 9136 (10229)","21.000000","30.388663","Val Log Post","Known Flow","293483.847854","668338.691742","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700000672","Nodes","672","21.000000","30.418478","Default Known Flow Node","Known Flow","293532.721029","668346.334073","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700001001","Nodes","1001","21.000000","34.750181","Default Known Flow Node","Known Flow","293429.948133","668826.209484","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700001019","Nodes","Logger, Birkenshaw Way, 9448 (10376)","21.000000","34.750608","Val Log Post","Known Flow","293430.222752","668831.209848","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700004748","Nodes","-220348","21.000000","34.751784","Default Known Flow Node","Known Flow","293430.971001","668844.834208","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700004508","Nodes","-1410883","21.000000","30.069021","Default Known Flow Node","Known Flow","294731.971355","668648.459155","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700001018","Nodes","1018","21.000000","29.969864","Default Known Flow Node","Known Flow","294792.720801","668651.443676","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700004772","Nodes","-220381","21.000000","29.962648","Default Known Flow Node","Known Flow","294810.846376","668652.334156","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700001006","Nodes","1006","21.000000","30.691764","Default Known Flow Node","Known Flow","293121.886876","668449.099438","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700001017","Nodes","Logger, Eringarth Cottage, 9654 (10036)","21.000000","30.164328","Val Log Post","Known Flow","293057.968510","668434.966734","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700000578","Nodes","578","21.000000","30.129202","DDS demands","Known Flow","293052.845898","668433.834096","","0.000000","","","","","-11.449999","","","","","","-10.238795","-11.449999","","","","","","","D1 PROFILE","","","","",""
"64302700001016","Nodes","P09122053, GEORGE ST, CSEP, -9.42 SCMH","22.999998","28.617417","CSEP Unmatched","Known Flow","293701.871289","668506.555606","","0.000000","","","","","","-9.419999","","","","","-8.423532","-9.419999","","","","","","","","DC PROFILE","","","",""
"64302700004924","Nodes","-984301","21.000000","28.850205","Default Known Flow Node","Known Flow","292933.345865","668810.709199","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700000807","Nodes","807","21.000000","28.759118","Default Known Flow Node","Known Flow","292902.402857","668836.157206","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700001013","Nodes","1013","21.000000","29.428733","Default Known Flow Node","Known Flow","293773.346094","667827.583932","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700004576","Nodes","-218934","21.000000","28.805550","Default Known Flow Node","Known Flow","293763.846091","667857.583940","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700000221","Nodes","","21.000000","31.442127","DDS demands","Known Flow","292957.720039","668418.209806","","0.000000","","0.000000","","","-7.770000","","","","","","-6.948073","-7.770000","","","","C2 PROFILE","","","D1 PROFILE","","","","",""
"64302700000577","Nodes","577","21.000000","31.430869","Point Loads","Known Flow","292996.744356","668426.181247","","0.000000","","","","","","","","-30.899998","","","0.000000","0.000000","","","","","","","","","","DM PROFILE","",""
"64302700004813","Nodes","-3406896","21.000000","31.917841","Default Known Flow Node","Known Flow","293126.718924","668453.465444","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700004811","Nodes","Low Point, Avondale Terrace, ID: 6452","21.000000","31.427123","Low Point","Known Flow","292958.604872","668410.579090","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700001012","Nodes","1012","21.000000","31.814232","Default Known Flow Node","Known Flow","293118.064472","668457.460135","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700000725","Nodes","725","21.000000","31.813511","Default Known Flow Node","Known Flow","293116.845915","668463.959105","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700001011","Nodes","1011","21.000000","31.923324","Default Known Flow Node","Known Flow","293128.757042","668453.868186","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700001010","Nodes","1010","21.000000","30.830410","Default Known Flow Node","Known Flow","293129.098542","668450.693978","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700001009","Nodes","1009","21.000000","30.945823","Default Known Flow Node","Known Flow","293145.934546","668454.416511","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302700001008","Nodes","1008","21.000000","31.076038","Default Known Flow Node","Known Flow","293164.931699","668458.616887","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
