"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)"
"64402000000414","Nodes","414","21.000000","28.975877","Default Known Flow Node","Known Flow","292398.334720","691205.531293","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000415","Nodes","415","21.000000","28.634404","DDS demands","Known Flow","292398.112720","691221.110297","","0.000000","","","","-3.240000","","","","-2.897266","-3.240000","","","","","","D1 PROFILE","","",""
"64402000002786","Nodes","-7","21.000000","28.984714","Default Known Flow Node","Known Flow","292534.873541","691103.964011","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000303","Nodes","303","21.000000","29.009873","DDS demands","Known Flow","292565.635765","691071.969257","","0.000000","-7.479999","","","-16.549998","","","","-21.488054","-24.029998","","","C1 PROFILE","","","D1 PROFILE","","",""
"64402000000359","Nodes","359","21.000000","28.983292","DDS demands","Known Flow","292538.181758","691099.647264","","0.000000","","","","-10.249999","","","","-9.165733","-10.249999","","","","","","D1 PROFILE","","",""
"64402000002789","Nodes","-8","21.000000","28.766404","Default Known Flow Node","Known Flow","292663.794792","691111.373267","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002659","Nodes","-1462625","21.000000","31.872917","Default Known Flow Node","Known Flow","290974.374332","691915.281486","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002700","Nodes","-181","21.000000","31.872917","Default Known Flow Node","Known Flow","290991.954337","691901.395482","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002613","Nodes","-1462528","21.000000","30.797196","Default Known Flow Node","Known Flow","290856.101300","691839.617465","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000422","Nodes","422","21.000000","30.833537","DDS demands","Known Flow","290909.155315","691893.800480","","0.000000","","","","-8.839999","","","","-7.904886","-8.839999","","","","","","D1 PROFILE","","",""
"64402000000349","Nodes","349","21.000000","31.122742","DDS demands","Known Flow","290947.147325","691887.497478","","0.000000","","","","-4.590000","","","","-4.104460","-4.590000","","","","","","D1 PROFILE","","",""
"64402000002699","Nodes","-180","21.000000","31.122742","Default Known Flow Node","Known Flow","290947.669325","691901.325482","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002601","Nodes","-1462501","21.000000","31.122742","Default Known Flow Node","Known Flow","290958.375328","691911.403485","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002643","Nodes","-1462584","21.000000","31.122742","Default Known Flow Node","Known Flow","290940.973323","691911.951485","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002688","Nodes","-161","21.000000","31.643501","Default Known Flow Node","Known Flow","290977.717333","691884.268478","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002577","Nodes","-136","21.000000","31.643501","Default Known Flow Node","Known Flow","290989.141336","691848.415468","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002684","Nodes","-157","21.000000","31.872917","Default Known Flow Node","Known Flow","290991.194337","691882.891477","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000332","Nodes","332","21.000000","30.064969","Default Known Flow Node","Known Flow","291218.852889","691565.148551","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000335","Nodes","335","21.000000","34.670710","DDS demands","Known Flow","291484.713471","691832.007463","","0.000000","","","","-15.060000","","","","-13.466921","-15.060000","","","","","","D1 PROFILE","","",""
"64402000002571","Nodes","-129","21.000000","34.682533","Default Known Flow Node","Known Flow","291489.369473","691834.392464","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000337","Nodes","337","21.000000","34.662034","Default Known Flow Node","Known Flow","291480.292399","691849.075712","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002780","Nodes","-4904549","21.000000","30.066288","Default Known Flow Node","Known Flow","291221.765654","691566.744516","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000333","Nodes","333","21.000000","30.125051","Default Known Flow Node","Known Flow","291208.752396","691604.003401","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000404","Nodes","404","21.000000","25.392780","Default Known Flow Node","Known Flow","291373.183441","691603.569401","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000403","Nodes","403","21.000000","25.392780","Default Known Flow Node","Known Flow","291370.015440","691586.240396","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000379","Nodes","379","21.000000","30.447229","DDS demands","Known Flow","291171.424386","691664.543418","","0.000000","","","","-2.190000","","","","-1.958337","-2.190000","","","","","","D1 PROFILE","","",""
"64402000000330","Nodes","330","21.000000","30.425631","Default Known Flow Node","Known Flow","291190.725391","691633.812409","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000308","Nodes","308","21.000000","31.424593","Default Known Flow Node","Known Flow","291105.694368","691789.856452","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000329","Nodes","329","21.000000","31.307404","DDS demands","Known Flow","291110.217369","691776.853448","","0.000000","","","","-2.779999","","","","-2.485925","-2.779999","","","","","","D1 PROFILE","","",""
"64402000002564","Nodes","-118","21.000000","32.045112","Default Known Flow Node","Known Flow","291041.614351","691820.399460","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002563","Nodes","-117","21.000000","31.915277","Default Known Flow Node","Known Flow","291094.011017","691818.792453","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002581","Nodes","-142","21.000000","32.531141","Default Known Flow Node","Known Flow","291059.416356","691854.514469","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002572","Nodes","-131","21.000000","32.487875","Default Known Flow Node","Known Flow","291087.550363","691840.270466","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002656","Nodes","-1462615","21.000000","33.067828","Default Known Flow Node","Known Flow","291096.927366","691942.022493","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002720","Nodes","-201","21.000000","33.067828","Default Known Flow Node","Known Flow","291096.803366","691939.756493","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002566","Nodes","-120","21.000000","32.225245","Default Known Flow Node","Known Flow","291091.797701","691826.150474","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002562","Nodes","-116","21.000000","29.884288","DDS demands","Known Flow","291189.683391","691807.287457","","0.000000","","","","-5.160000","","","","-4.614164","-5.160000","","","","","","D1 PROFILE","","",""
"64402000002678","Nodes","-147","21.000000","30.480299","Default Known Flow Node","Known Flow","291299.931421","691861.784471","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002583","Nodes","-144","21.000000","30.480299","Default Known Flow Node","Known Flow","291313.679952","691857.156208","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002781","Nodes","-51","21.000000","25.829922","Default Known Flow Node","Known Flow","291454.922463","691587.942397","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000046","Nodes","46","21.000000","25.952178","Default Known Flow Node","Known Flow","291467.423120","691573.840756","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002576","Nodes","-135","21.000000","34.663925","Default Known Flow Node","Known Flow","291476.243469","691846.666467","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000336","Nodes","336","21.000000","34.343210","DDS demands","Known Flow","291393.932447","691777.320448","","0.000000","","","","-8.439999","","","","-7.547198","-8.439999","","","","","","D1 PROFILE","","",""
"64402000000094","Nodes","94","21.000000","34.226207","DDS demands","Known Flow","291451.692462","691890.658479","","0.000000","","","","-4.340000","","","","-3.880905","-4.340000","","","","","","D1 PROFILE","","",""
"64402000000352","Nodes","352","21.000000","34.030603","DDS demands","Known Flow","291411.063451","691874.900475","","0.000000","","","","-8.409999","","","","-7.520372","-8.409999","","","","","","D1 PROFILE","","",""
"64402000000170","Nodes","","21.000000","34.004012","DDS demands","Known Flow","291431.690636","691885.281466","","0.000000","","","","-0.639999","","","","-0.572299","-0.639999","","","","","","D1 PROFILE","","",""
"64402000000102","Nodes","102","21.000000","26.978408","DDS demands","Known Flow","291478.258470","691622.355406","","0.000000","","","","-2.419999","","","","-2.164007","-2.419999","","","","","","D1 PROFILE","","",""
"64402000002787","Nodes","-72","21.000000","26.774352","Default Known Flow Node","Known Flow","291465.947466","691641.136411","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002650","Nodes","-1462601","21.000000","34.706960","Default Known Flow Node","Known Flow","291473.657468","691851.247469","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000331","Nodes","331","21.000000","30.125279","DDS demands","Known Flow","291206.982396","691609.300403","","0.000000","","-29.280000","","","","","","-26.182700","-29.280000","","","","C2 PROFILE","","","","",""
"64402000002785","Nodes","-66","21.000000","30.419705","Default Known Flow Node","Known Flow","291187.787390","691632.282409","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002603","Nodes","-1462504","21.000000","30.125123","Default Known Flow Node","Known Flow","291213.148397","691605.025402","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002782","Nodes","-53","21.000000","30.125123","Default Known Flow Node","Known Flow","291224.148400","691590.611398","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000115","Nodes","115","21.000000","25.403941","DDS demands","Known Flow","291405.047450","691545.536385","","0.000000","","","","-10.069999","","","","-9.004774","-10.069999","","","","","","D1 PROFILE","","",""
"64402000000114","Nodes","114","21.000000","25.392780","DDS demands","Known Flow","291381.058443","691566.617391","","0.000000","","","","-5.429999","","","","-4.855602","-5.429999","","","","","","D1 PROFILE","","",""
"64402000002752","Nodes","-29","21.000000","25.070456","Default Known Flow Node","Known Flow","291265.571412","691486.264369","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000001410","Nodes","1410","21.000000","25.392780","Default Known Flow Node","Known Flow","291399.587448","691577.412394","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002639","Nodes","-1462571","21.000000","25.392780","Default Known Flow Node","Known Flow","291369.267440","691587.487397","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000407","Nodes","407","21.000000","29.537605","Default Known Flow Node","Known Flow","291382.206443","691652.299414","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000406","Nodes","406","21.000000","29.537605","Default Known Flow Node","Known Flow","291360.807438","691651.310414","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000408","Nodes","408","21.000000","29.537605","Default Known Flow Node","Known Flow","291394.539447","691652.931415","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000409","Nodes","409","21.000000","29.537605","Default Known Flow Node","Known Flow","291404.917450","691653.289415","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000405","Nodes","405","21.000000","29.537605","Default Known Flow Node","Known Flow","291350.706435","691650.629414","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002595","Nodes","-1462485","21.000000","30.064969","Default Known Flow Node","Known Flow","291216.688398","691569.888392","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002646","Nodes","","21.000000","30.225471","DDS demands","Known Flow","291203.035395","691620.721406","","0.000000","-3.940000","","","","","","","-3.523218","-3.940000","","","C1 PROFILE","","","","","",""
"64402000000380","Nodes","380","21.000000","29.865242","DDS demands","Known Flow","291068.684358","691642.293412","","0.000000","","","","-8.100000","","","","-7.243165","-8.100000","","","","","","D1 PROFILE","","",""
"64402000000396","Nodes","396","21.000000","30.541398","DDS demands","Known Flow","291160.892383","691679.543422","","0.000000","-2.559999","","","-5.229999","","","","-6.965957","-7.789999","","","C1 PROFILE","","","D1 PROFILE","","",""
"64402000000395","Nodes","395","21.000000","30.527615","DDS demands","Known Flow","291194.894392","691670.989420","","0.000000","","","","-1.900000","","","","-1.699014","-1.900000","","","","","","D1 PROFILE","","",""
"64402000000377","Nodes","377","21.000000","30.971455","DDS demands","Known Flow","291124.920373","691751.041441","","0.000000","","","","-8.879999","","","","-7.940654","-8.879999","","","","","","D1 PROFILE","","",""
"64402000000325","Nodes","325","21.000000","29.791074","DDS demands","Known Flow","291271.042413","691741.566439","","0.000000","","","","-8.420000","","","","-7.529314","-8.420000","","","","","","D1 PROFILE","","",""
"64402000000378","Nodes","378","21.000000","30.907356","DDS demands","Known Flow","291071.269359","691731.038436","","0.000000","","","","-3.930000","","","","-3.514276","-3.930000","","","","","","D1 PROFILE","","",""
"64402000000109","Nodes","109","21.000000","29.710253","DDS demands","Known Flow","291197.371393","691747.301440","","0.000000","","","","-15.590000","","","","-13.940857","-15.590000","","","","","","D1 PROFILE","","",""
"64402000002560","Nodes","-107","21.000000","29.708416","Default Known Flow Node","Known Flow","291226.773401","691767.173446","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000328","Nodes","328","21.000000","29.614528","DDS demands","Known Flow","291270.232413","691675.081421","","0.000000","","","","-5.570000","","","","-4.980793","-5.570000","","","","","","D1 PROFILE","","",""
"64402000000326","Nodes","326","21.000000","30.092503","DDS demands","Known Flow","291260.879410","691827.217462","","0.000000","","","","-11.939999","","","","-10.676961","-11.939999","","","","","","D1 PROFILE","","",""
"64402000002660","Nodes","-1462626","21.000000","30.092503","Default Known Flow Node","Known Flow","291257.146409","691825.352462","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000389","Nodes","389","21.000000","30.383399","Default Known Flow Node","Known Flow","291303.276766","691851.200791","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002574","Nodes","-133","21.000000","30.250772","Default Known Flow Node","Known Flow","291289.039418","691843.050466","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000390","Nodes","390","21.000000","30.383399","Default Known Flow Node","Known Flow","291308.056423","691842.752466","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000327","Nodes","327","21.000000","30.104170","DDS demands","Known Flow","291268.541412","691831.567463","","0.000000","","","","-9.980000","","","","-8.924294","-9.980000","","","","","","D1 PROFILE","","",""
"64402000002570","Nodes","-128","21.000000","30.099709","Default Known Flow Node","Known Flow","291266.956271","691834.209578","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000323","Nodes","323","21.000000","30.529209","DDS demands","Known Flow","291318.931426","691860.162471","","0.000000","-15.999999","","","-5.850000","","","","-19.538661","-21.849999","","","C1 PROFILE","","","D1 PROFILE","","",""
"64402000000312","Nodes","312","21.000000","34.437527","DDS demands","Known Flow","291295.926420","691898.917482","","0.000000","-5.209999","-15.020000","-8.539999","-4.010000","","","","-29.312462","-32.780001","","","C1 PROFILE","C2 PROFILE","C4 PROFILE","D1 PROFILE","","",""
"64402000002716","Nodes","","21.000000","35.837284","DDS demands","Known Flow","291371.285396","691974.010983","","0.000000","-7.479999","","","","","","","-6.688749","-7.479999","","","C1 PROFILE","","","","","",""
"64402000000314","Nodes","314","21.000000","33.410708","DDS demands","Known Flow","291338.563432","691934.764491","","0.000000","","","","-12.839999","","","","-11.481757","-12.839999","","","","","","D1 PROFILE","","",""
"64402000000315","Nodes","315","21.000000","33.388397","DDS demands","Known Flow","291355.678800","691953.170527","","0.000000","","","","-6.010000","","","","-5.374249","-6.010000","","","","","","D1 PROFILE","","",""
"64402000000309","Nodes","309","21.000000","29.736265","DDS demands","Known Flow","291180.930389","691831.517463","","0.000000","","","","-11.609999","","","","-10.381868","-11.609999","","","","","","D1 PROFILE","","",""
"64402000002569","Nodes","-127","21.000000","29.725202","Default Known Flow Node","Known Flow","291185.429390","691834.136464","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002579","Nodes","-140","21.000000","29.752524","Default Known Flow Node","Known Flow","291171.171386","691852.866469","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000310","Nodes","310","21.000000","29.661889","DDS demands","Known Flow","291187.079390","691879.637476","","0.000000","","","","-4.079999","","","","-3.648408","-4.079999","","","","","","D1 PROFILE","","",""
"64402000002614","Nodes","-1462529","21.000000","29.661889","Default Known Flow Node","Known Flow","291181.181389","691878.889476","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002588","Nodes","-1462473","21.000000","29.661889","Default Known Flow Node","Known Flow","291191.959392","691880.144476","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002606","Nodes","","21.000000","30.768396","DDS demands","Known Flow","291139.879730","691720.291652","","0.000000","","","","-7.760000","","","","-6.939131","-7.760000","","","","","","D1 PROFILE","","",""
"64402000000174","Nodes","174","21.000000","31.608401","DDS demands","Known Flow","291098.973366","691802.295455","","0.000000","-5.929999","","","-8.640000","","","","-13.028754","-14.569999","","","C1 PROFILE","","","D1 PROFILE","","",""
"64402000002565","Nodes","-119","21.000000","30.034469","Default Known Flow Node","Known Flow","291165.881598","691822.680264","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000175","Nodes","175","21.000000","31.570552","DDS demands","Known Flow","291002.001340","691783.426450","","0.000000","","","","-5.140000","","","","-4.596280","-5.140000","","","","","","D1 PROFILE","","",""
"64402000000307","Nodes","307","21.000000","33.156821","DDS demands","Known Flow","291093.694365","691873.423475","","0.000000","","","-2.339999","-5.260000","","","","-6.796056","-7.600000","","","","","C4 PROFILE","D1 PROFILE","","",""
"64402000002692","Nodes","-172","21.000000","33.131701","Default Known Flow Node","Known Flow","291179.036449","691893.649826","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000318","Nodes","318","21.000000","33.115462","DDS demands","Known Flow","291094.528365","691889.904479","","0.000000","","","-1.970000","-5.800000","","","","-6.948073","-7.770000","","","","","C4 PROFILE","D1 PROFILE","","",""
"64402000000319","Nodes","319","21.000000","32.890922","DDS demands","Known Flow","291072.810359","691887.553478","","0.000000","","","","-4.280000","","","","-3.827252","-4.280000","","","","","","D1 PROFILE","","",""
"64402000000311","Nodes","311","21.000000","33.162556","DDS demands","Known Flow","291196.928393","691895.407481","","0.000000","","","","-10.810000","","","","-9.666496","-10.810000","","","","","","D1 PROFILE","","",""
"64402000002693","Nodes","-174","21.000000","33.312727","Default Known Flow Node","Known Flow","291205.662395","691895.617481","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000000321","Nodes","321","21.000000","32.668965","DDS demands","Known Flow","291043.324351","691884.465478","","0.000000","","","","-13.229999","","","","-11.830502","-13.229999","","","","","","D1 PROFILE","","",""
"64402000002689","Nodes","-162","21.000000","32.548046","Default Known Flow Node","Known Flow","291036.178349","691884.300478","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"64402000002709","Nodes","-190","21.000000","32.836192","Default Known Flow Node","Known Flow","291069.164358","691908.418484","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
