"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"64400701462806","Nodes",,21.000000,27.943787,"Default Known Flow Node","Known Flow",285578.218864,694462.716179,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701000069","Nodes",,21.000000,27.920091,"Default Known Flow Node","Known Flow",285630.843878,694487.466186,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701462809","Nodes",,21.000000,26.239527,"Default Known Flow Node","Known Flow",285638.843881,694282.466130,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000075","Nodes",,21.000000,28.581914,"Default Known Flow Node","Known Flow",285685.093893,694498.091189,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701462516","Nodes",,21.000000,28.581914,"Default Known Flow Node","Known Flow",285675.093890,694474.841182,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000270","Nodes","270",21.000000,27.471541,"DDS demands","Known Flow",285672.718890,694405.841164,,0.000000,,,,,-5.780000,,,,,,-5.168579,-5.780000,,"",,,,,"D1 PROFILE",,,,,
"64400701462542","Nodes",,21.000000,27.546471,"Default Known Flow Node","Known Flow",285695.468896,694421.466168,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701000073","Nodes",,21.000000,28.581914,"Default Known Flow Node","Known Flow",285690.968895,694496.091188,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701462597","Nodes",,21.000000,27.444473,"Default Known Flow Node","Known Flow",285780.468919,694357.466151,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000283","Nodes","283",21.000000,26.554731,"DDS demands","Known Flow",285799.968924,694389.591159,,0.000000,,,,,-2.970000,,,,,,-2.655827,-2.970000,,"",,,,,"D1 PROFILE",,,,,
"64400700000272","Nodes","272",21.000000,27.368538,"Default Known Flow Node","Known Flow",285843.593936,694330.091143,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701462730","Nodes",,21.000000,27.325042,"Default Known Flow Node","Known Flow",285797.843924,694322.591141,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701000050","Nodes",,21.000000,26.108988,"Default Known Flow Node","Known Flow",285847.843937,694369.966154,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000286","Nodes","286",21.000000,26.080938,"DDS demands","Known Flow",285843.218936,694361.466152,,0.000000,,,,,-7.050000,,,,,,-6.304236,-7.050000,,"",,,,,"D1 PROFILE",,,,,
"64400701462751","Nodes",,21.000000,26.108988,"Default Known Flow Node","Known Flow",285825.968931,694379.966157,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701000026","Nodes",,21.000000,25.736580,"Default Known Flow Node","Known Flow",285869.343943,694095.716079,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700326925","Nodes",,21.000000,25.618573,"Default Known Flow Node","Known Flow",285887.218948,694082.466076,,0.000000,,,,,-1.820000,,,,,,-1.627476,-1.820000,,"",,,,,"D1 PROFILE",,,,,
"64400701462618","Nodes",,21.000000,26.551729,"Default Known Flow Node","Known Flow",285872.593944,694255.841123,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701462594","Nodes",,21.000000,26.405386,"Default Known Flow Node","Known Flow",285858.343940,694445.341174,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000049","Nodes",,21.000000,24.961093,"Default Known Flow Node","Known Flow",285962.093969,694359.716151,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701462707","Nodes",,21.000000,24.973622,"Default Known Flow Node","Known Flow",285955.968967,694349.091148,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000278","Nodes","278",21.000000,24.942126,"DDS demands","Known Flow",285950.093965,694364.716152,,0.000000,,,,,-4.679999,,,,,,-4.184939,-4.679999,,"",,,,,"D1 PROFILE",,,,,
"64400701462722","Nodes",,21.000000,24.961093,"Default Known Flow Node","Known Flow",285977.343973,694353.216149,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000314","Nodes","314",21.000000,24.347424,"DDS demands","Known Flow",286024.718986,694453.091177,,0.000000,,,,,-14.290000,,,,,,-12.778373,-14.290000,,"",,,,,"D1 PROFILE",,,,,
"64400700000245","Nodes","245",21.000000,27.709293,"DDS demands","Known Flow",285494.176841,694545.662202,,0.000000,,,,,-12.930000,,,,,,-11.562238,-12.930000,,"",,,,,"D1 PROFILE",,,,,
"64400700000350","Nodes","350, 2 Dom",21.000000,30.551241,"Point Loads","Known Flow",285222.574695,694967.708297,,0.000000,,,,,-0.759999,,,,-5.409999,,-5.517324,-6.169999,,"",,,,,"D1 PROFILE",,,,"PL-AF PROFILE",
"64400700000351","Nodes","351",21.000000,30.529669,"DDS demands","Known Flow",285212.717765,694963.388315,,0.000000,,,,,-5.680000,,,,,,-5.079157,-5.680000,,"",,,,,"D1 PROFILE",,,,,
"64400700000345","Nodes","345",21.000000,31.281462,"DDS demands","Known Flow",285279.134783,694975.996319,,0.000000,,,,,-9.520000,,,,,,-8.512955,-9.520000,,"",,,,,"D1 PROFILE",,,,,
"64400700000344","Nodes","344",21.000000,30.726513,"Default Known Flow Node","Known Flow",285277.593782,694957.216314,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000347","Nodes","347",21.000000,30.637678,"DDS demands","Known Flow",285246.593774,694942.466310,,0.000000,,,,,-5.219999,,,,,,-4.667817,-5.219999,,"",,,,,"D1 PROFILE",,,,,
"64400700000348","Nodes","348",21.000000,30.631799,"DDS demands","Known Flow",285225.968768,694932.716307,,0.000000,,,,,-1.770000,,,,,,-1.582765,-1.770000,,"",,,,,"D1 PROFILE",,,,,
"64400700000042","Nodes","42",21.000000,30.710083,"DDS demands","Known Flow",285279.093783,694941.591309,,0.000000,,,,,-0.980000,,,,,,-0.876333,-0.980000,,"",,,,,"D1 PROFILE",,,,,
"64400700000044","Nodes","44",21.000000,30.471252,"DDS demands","Known Flow",285295.468787,694896.966297,,0.000000,,,,,-12.489999,,,,,,-11.168782,-12.489999,,"",,,,,"D1 PROFILE",,,,,
"64400700000215","Nodes",,21.000000,30.510926,"Default Known Flow Node","Known Flow",285325.593795,694910.466301,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000226","Nodes","226",21.000000,30.406049,"DDS demands","Known Flow",285298.968788,694880.216293,,0.000000,,,,,-1.739999,,,,,,-1.555939,-1.739999,,"",,,,,"D1 PROFILE",,,,,
"64400700000046","Nodes","46",21.000000,30.446547,"DDS demands","Known Flow",285331.718797,694880.591293,,0.000000,,,,,-7.560000,,,,,,-6.760287,-7.560000,,"",,,,,"D1 PROFILE",,,,,
"64400700000211","Nodes",,21.000000,30.454244,"Default Known Flow Node","Known Flow",285296.350328,694892.723209,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701462720","Nodes",,21.000000,30.533015,"Default Known Flow Node","Known Flow",285375.343809,694889.091295,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000047","Nodes","47",21.000000,30.274346,"Default Known Flow Node","Known Flow",285306.839148,694842.729673,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701462756","Nodes",,21.000000,30.274346,"Default Known Flow Node","Known Flow",285305.718790,694842.341282,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000204","Nodes",,21.000000,30.326828,"Default Known Flow Node","Known Flow",285272.109747,694876.213139,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000045","Nodes","45",21.000000,30.549219,"DDS demands","Known Flow",285367.718807,694928.466306,,0.000000,,,,,-7.750000,,,,,,-6.930188,-7.750000,,"",,,,,"D1 PROFILE",,,,,
"64400700000280","Nodes","280",21.000000,27.436646,"DDS demands","Known Flow",285772.718917,694519.091194,,0.000000,,,,,-16.709999,,,,,,-14.942380,-16.709999,,"",,,,,"D1 PROFILE",,,,,
"64400701000076","Nodes",,21.000000,27.900360,"Default Known Flow Node","Known Flow",285596.093869,694503.216190,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701462605","Nodes",,21.000000,28.581914,"Default Known Flow Node","Known Flow",285695.718896,694523.841196,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000246","Nodes","246",21.000000,26.211206,"DDS demands","Known Flow",285508.676467,694579.952461,,0.000000,,,,,-7.629999,,,,,,-6.822882,-7.629999,,"",,,,,"D1 PROFILE",,,,,
"64400700000263","Nodes","263",21.000000,27.131373,"DDS demands","Known Flow",285566.020306,694566.495380,,0.000000,,,,,-7.099999,,,,,,-6.348946,-7.099999,,"",,,,,"D1 PROFILE",,,,,
"64400700000098","Nodes",,21.000000,27.123228,"Default Known Flow Node","Known Flow",285572.593863,694572.591209,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000236","Nodes","236",21.000000,27.918013,"Default Known Flow Node","Known Flow",285604.468871,694522.966196,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701462577","Nodes",,21.000000,27.918013,"Default Known Flow Node","Known Flow",285602.968871,694519.466195,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000231","Nodes","231",21.000000,29.625715,"DDS demands","Known Flow",285566.843861,694763.091261,,0.000000,,0.000000,,,-4.280000,,,,,,-3.827252,-4.280000,,"",,"C2 PROFILE",,,"D1 PROFILE",,,,,
"64400701462757","Nodes",,21.000000,28.588192,"Default Known Flow Node","Known Flow",285555.593858,694754.216258,,0.000000,,-39.999997,,,,,,,,,-35.768714,-39.999997,,"",,"C2 PROFILE",,,,,,,,
"64400700000083","Nodes","83",21.000000,32.112453,"DDS demands","Known Flow",285797.968924,694728.216251,,0.000000,,,,,-1.640000,,,,,,-1.466517,-1.640000,,"",,,,,"D1 PROFILE",,,,,
"64400700000084","Nodes","Abercrombie Primary School",21.000000,31.867084,"Daily Metered Site","Known Flow",285781.718919,694734.966253,,0.000000,,-47.299999,,,,,,,,,-42.296506,-47.299999,,"",,"C2 PROFILE",,,,,,,,
"64400700000408","Nodes","408",21.000000,32.540057,"DDS demands","Known Flow",285842.218936,694829.216279,,0.000000,,,,,-5.619999,,,,,,-5.025504,-5.619999,,"",,,,,"D1 PROFILE",,,,,
"64400701000181","Nodes",,21.000000,32.496682,"Default Known Flow Node","Known Flow",285811.718928,694842.716283,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000079","Nodes","79",21.000000,32.118953,"DDS demands","Known Flow",285866.968943,694872.591291,,0.000000,,,,,-1.129999,,,,,,-1.010466,-1.129999,,"",,,,,"D1 PROFILE",,,,,
"64400700000078","Nodes","78",21.000000,31.852620,"DDS demands","Known Flow",285888.843949,694870.341290,,0.000000,,,,,-7.469999,,,,,,-6.679807,-7.469999,,"",,,,,"D1 PROFILE",,,,,
"64400700000322","Nodes","322",21.000000,29.123914,"DDS demands","Known Flow",285958.968968,694941.341309,,0.000000,,,,,-3.160000,,,,,,-2.825728,-3.160000,,"",,,,,"D1 PROFILE",,,,,
"64400700000321","Nodes","321",21.000000,29.159263,"DDS demands","Known Flow",285993.718977,694978.466319,,0.000000,,,,,-4.210000,,,-4.500000,,,-7.788638,-8.710000,,"",,,,,"D1 PROFILE",,,"I2 PROFILE",,
"64400700000403","Nodes","403",21.000000,30.067377,"Default Known Flow Node","Known Flow",285825.343931,694987.341322,,0.000000,,,,,,,,,-47.089998,,-42.108721,-47.089998,,"",,,,,,,,,"PL-AF PROFILE",
"64400700000210","Nodes",,21.000000,31.880054,"Default Known Flow Node","Known Flow",285854.468939,694884.341294,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
