"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"64400701000002","Nodes",,21.000000,24.648407,"Default Known Flow Node","Known Flow",285440.435491,693812.473298,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000412","Nodes","412, P00021932, DELPHWOOD PH 2, all 3 CPs",21.000000,23.201063,"Default Known Flow Node","Known Flow",286493.098322,694483.397681,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000413","Nodes","413",21.000000,23.139135,"Default Known Flow Node","Known Flow",286213.615231,694523.897870,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000373","Nodes","373",21.000000,29.786576,"DDS demands","Known Flow",285955.093967,695068.466344,,0.000000,,,,,-6.229999,,,,,,-5.570977,-6.229999,,"",,,,,"D1 PROFILE",,,,,
"64400700001003","Nodes","Logger 9573, 2b Ochil Street",21.000000,29.636274,"Val Log Cath","Known Flow",285981.302162,695080.087345,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701000286","Nodes",,21.000000,29.474525,"Default Known Flow Node","Known Flow",286013.843983,695073.466345,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700001002","Nodes","Logger 9793, 69 Craigleith View",21.000000,24.444390,"Val Log Cath","Known Flow",286839.939971,695188.567313,,0.000000,,,,,-14.160000,,,,,,-12.662125,-14.160000,,"",,,,,"D1 PROFILE",,,,,
"64400700000571","Nodes",,21.000000,24.019384,"Default Known Flow Node","Known Flow",286593.345921,695161.702868,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701000036","Nodes",,21.000000,26.595274,"Default Known Flow Node","Known Flow",285875.343945,694261.466124,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700001000","Nodes","Logger 9616, 93 The Cleaves",21.000000,26.438195,"Val Log Post","Known Flow",285882.213885,694277.343318,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000273","Nodes","273",21.000000,26.145917,"DDS demands","Known Flow",285892.218950,694300.466135,,0.000000,,,,,-21.749999,,,,,,-19.449238,-21.749999,,"",,,,,"D1 PROFILE",,,,,
"64400700000196","Nodes","196",21.000000,24.646189,"DDS demands","Known Flow",285439.968826,693810.341002,,0.000000,,,,,-10.280000,,,,,,-9.192560,-10.280000,,"",,,,,"D1 PROFILE",,,,,
"64400701000001","Nodes",,21.000000,24.554330,"Default Known Flow Node","Known Flow",285450.843829,693786.715995,,0.000000,,,,,-1.080000,,,,,,-0.965755,-1.080000,,"",,,,,"D1 PROFILE",,,,,
"64400700000020","Nodes",,21.000000,24.970206,"Default Known Flow Node","Known Flow",285462.601252,693977.485744,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000016","Nodes",,21.000000,24.784251,"Default Known Flow Node","Known Flow",285490.718885,693932.341884,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000018","Nodes",,21.000000,24.784251,"Default Known Flow Node","Known Flow",285498.546842,693942.462038,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701000011","Nodes",,21.000000,24.663503,"Default Known Flow Node","Known Flow",285549.843856,693885.091022,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000253","Nodes","253",21.000000,24.504614,"DDS demands","Known Flow",285532.843852,693835.091008,,0.000000,,,,,-7.210000,,,,,,-6.447311,-7.210000,,"",,,,,"D1 PROFILE",,,,,
"64400701000003","Nodes",,21.000000,24.504614,"Default Known Flow Node","Known Flow",285536.718853,693826.841006,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000004","Nodes",,21.000000,24.518765,"Default Known Flow Node","Known Flow",285534.218852,693839.591010,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701000005","Nodes",,21.000000,24.475245,"Default Known Flow Node","Known Flow",285523.593849,693849.591012,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701000008","Nodes",,21.000000,24.597146,"Default Known Flow Node","Known Flow",285537.718853,693865.716017,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701000009","Nodes",,21.000000,24.597146,"Default Known Flow Node","Known Flow",285537.968853,693870.091018,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701000006","Nodes",,21.000000,24.597146,"Default Known Flow Node","Known Flow",285534.468852,693861.716016,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701000007","Nodes",,21.000000,24.597146,"Default Known Flow Node","Known Flow",285542.343854,693864.341016,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400704904587","Nodes",,21.000000,24.663503,"Default Known Flow Node","Known Flow",285542.472650,693887.878453,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701000012","Nodes",,21.000000,24.663503,"Default Known Flow Node","Known Flow",285535.718852,693892.841024,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000243","Nodes","243",21.000000,27.741169,"DDS demands","Known Flow",285471.343835,694492.216187,,0.000000,,,,,-13.609999,,,,,,-12.170305,-13.609999,,"",,,,,"D1 PROFILE",,,,,
"64400700000240","Nodes","240",21.000000,27.840767,"DDS demands","Known Flow",285525.218850,694469.466181,,0.000000,,,,,-9.439999,,,,,,-8.441416,-9.439999,,"",,,,,"D1 PROFILE",,,,,
"64400700000198","Nodes","198",21.000000,25.834023,"DDS demands","Known Flow",285882.468947,694139.091091,,0.000000,,,,,-7.889999,,,,,,-7.055379,-7.889999,,"",,,,,"D1 PROFILE",,,,,
"64400700000277","Nodes","277",21.000000,25.018461,"DDS demands","Known Flow",285988.093976,694339.716146,,0.000000,,,,,-11.340000,,,,,,-10.140432,-11.340000,,"",,,,,"D1 PROFILE",,,,,
"64400701000047","Nodes",,21.000000,24.973622,"Default Known Flow Node","Known Flow",285959.718968,694351.466149,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701000070","Nodes",,21.000000,27.900360,"Default Known Flow Node","Known Flow",285589.968867,694488.341186,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000074","Nodes",,21.000000,27.900360,"Default Known Flow Node","Known Flow",285592.968868,694496.966188,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701462595","Nodes",,21.000000,25.960309,"Default Known Flow Node","Known Flow",285933.218961,694396.716161,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000275","Nodes","275",21.000000,25.960309,"DDS demands","Known Flow",285931.093960,694391.091160,,0.000000,,,,,-7.089999,,,,,,-6.340004,-7.089999,,"",,,,,"D1 PROFILE",,,,,
"64400701000039","Nodes",,21.000000,26.239527,"Default Known Flow Node","Known Flow",285636.718880,694283.841130,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000266","Nodes","266",21.000000,27.843295,"DDS demands","Known Flow",285572.593863,694449.966176,,0.000000,,,,,-6.119999,,,,,,-5.472613,-6.119999,,"",,,,,"D1 PROFILE",,,,,
"64400700000239","Nodes","239",21.000000,27.939165,"DDS demands","Known Flow",285584.968866,694458.216178,,0.000000,,,,,-3.359999,,,,,,-3.004572,-3.359999,,"",,,,,"D1 PROFILE",,,,,
"64400701462611","Nodes",,21.000000,27.930147,"Default Known Flow Node","Known Flow",285605.218871,694436.341172,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701462564","Nodes",,21.000000,27.939165,"Default Known Flow Node","Known Flow",285617.593875,694439.341173,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000238","Nodes","238",21.000000,27.900360,"DDS demands","Known Flow",285600.218870,694493.466188,,0.000000,,,,,-9.739999,,,,,,-8.709681,-9.739999,,"",,,,,"D1 PROFILE",,,,,
"64400700000183","Nodes","183",21.000000,27.919197,"Default Known Flow Node","Known Flow",285667.968888,694440.216173,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000267","Nodes","267",21.000000,28.100450,"DDS demands","Known Flow",285680.593892,694471.216181,,0.000000,,,,,-14.319999,,,,,,-12.805199,-14.319999,,"",,,,,"D1 PROFILE",,,,,
"64400700000268","Nodes","268",21.000000,27.804966,"DDS demands","Known Flow",285738.093908,694445.841175,,0.000000,,,,,-10.289999,,,,,,-9.201502,-10.289999,,"",,,,,"D1 PROFILE",,,,,
"64400700000269","Nodes","269",21.000000,27.614859,"DDS demands","Known Flow",285717.218902,694387.341159,,0.000000,,,,,-7.469999,,,,,,-6.679807,-7.469999,,"",,,,,"D1 PROFILE",,,,,
"64400701000054","Nodes",,21.000000,27.546471,"Default Known Flow Node","Known Flow",285686.738310,694400.012866,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701000045","Nodes",,21.000000,27.400991,"Default Known Flow Node","Known Flow",285767.718916,694321.841141,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000281","Nodes","281",21.000000,26.719125,"DDS demands","Known Flow",285825.593931,694479.716184,,0.000000,,,,,-8.510000,,,,,,-7.609794,-8.510000,,"",,,,,"D1 PROFILE",,,,,
"64400700000282","Nodes","282",21.000000,26.607545,"DDS demands","Known Flow",285817.718929,694461.466179,,0.000000,,,,,-8.539999,,,,,,-7.636620,-8.539999,,"",,,,,"D1 PROFILE",,,,,
"64400701000059","Nodes",,21.000000,26.405386,"Default Known Flow Node","Known Flow",285876.870424,694441.501703,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701462479","Nodes",,21.000000,26.607545,"Default Known Flow Node","Known Flow",285816.343929,694440.091173,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701000055","Nodes",,21.000000,26.567808,"Default Known Flow Node","Known Flow",285808.718927,694408.966165,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000284","Nodes","284",21.000000,26.362712,"DDS demands","Known Flow",285884.968948,694435.466172,,0.000000,,,,,-12.350000,,,,,,-11.043591,-12.350000,,"",,,,,"D1 PROFILE",,,,,
"64400701462761","Nodes",,21.000000,26.362712,"Default Known Flow Node","Known Flow",285900.968952,694423.091168,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000285","Nodes","285",21.000000,26.343113,"DDS demands","Known Flow",285877.968946,694420.716168,,0.000000,,,,,-4.289999,,,,,,-3.836194,-4.289999,,"",,,,,"D1 PROFILE",,,,,
"64400701000053","Nodes",,21.000000,26.180238,"Default Known Flow Node","Known Flow",285856.843940,694392.841160,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000274","Nodes","274",21.000000,26.034401,"DDS demands","Known Flow",285915.343956,694354.091150,,0.000000,,,,,-7.809999,,,,,,-6.983841,-7.809999,,"",,,,,"D1 PROFILE",,,,,
"64400700000336","Nodes","336",21.000000,21.998928,"DDS demands","Known Flow",285972.343971,694487.091186,,0.000000,,,,,-7.139999,,,,,,-6.384715,-7.139999,,"",,,,,"D1 PROFILE",,,,,
"64400700000390","Nodes","390",21.000000,21.849260,"DDS demands","Known Flow",285927.343959,694472.091182,,0.000000,,,,,-6.099999,,,,,,-5.454729,-6.099999,,"",,,,,"D1 PROFILE",,,,,
"64400700000389","Nodes","389",21.000000,21.856740,"DDS demands","Known Flow",285969.968971,694447.466175,,0.000000,,,,,-7.940000,,,,,,-7.100090,-7.940000,,"",,,,,"D1 PROFILE",,,,,
"64400700000276","Nodes","276",21.000000,25.792210,"DDS demands","Known Flow",285965.218969,694286.466131,,0.000000,,,,,-7.790000,,,,,,-6.965957,-7.790000,,"",,,,,"D1 PROFILE",,,,,
"64400700000355","Nodes","355",21.000000,25.792210,"Default Known Flow Node","Known Flow",285977.718973,694283.091130,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400700000353","Nodes","353",21.000000,25.899935,"DDS demands","Known Flow",285936.218961,694289.841132,,0.000000,,,,,-4.289999,,,,,,-3.836194,-4.289999,,"",,,,,"D1 PROFILE",,,,,
"64400700000352","Nodes","352",21.000000,25.889219,"DDS demands","Known Flow",285939.343962,694297.466134,,0.000000,,,,,-4.369999,,,,,,-3.907732,-4.369999,,"",,,,,"D1 PROFILE",,,,,
"64400700000354","Nodes","354",21.000000,25.817548,"DDS demands","Known Flow",285928.843959,694263.341125,,0.000000,,,,,-4.570000,,,,,,-4.086576,-4.570000,,"",,,,,"D1 PROFILE",,,,,
"64400700000271","Nodes","271",21.000000,27.325042,"DDS demands","Known Flow",285818.093929,694287.591132,,0.000000,,,,,-23.419999,,,,,,-20.942582,-23.419999,,"",,,,,"D1 PROFILE",,,,,
"64400701000044","Nodes",,21.000000,27.325042,"Default Known Flow Node","Known Flow",285827.968932,694309.841138,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64400701000024","Nodes",,21.000000,25.242352,"Default Known Flow Node","Known Flow",285524.596020,694060.574426,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
