"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-1255.499993","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-25.529999","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-95.299998","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-61.610001","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-85.929997","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-6.000000","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-52.607001","0.000000","1.000000","Volumetric","-1.000000"
"PL-AF","Flow Categories","-65.379999","0.000000","1.000000","Volumetric","-1.000000"
"PL-PL","Flow Categories","","","1.000000","Volumetric","0.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
