"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-DC)"
"64404900001051","Nodes","-55",21.000000,74.208545,"DDS demands","Known Flow",269320.625000,675457.125000,,0.000000,,,,-3.489999,,-3.120820,-3.489999,,"",,,,"D1 PROFILE",
"64404900001050","Nodes","-54",21.000000,74.113926,"Default Known Flow Node","Known Flow",269335.125000,675452.500000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64404900001075","Nodes","-94",21.000000,63.516438,"Default Known Flow Node","Known Flow",269961.750000,675896.625000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64404900000043","Nodes","43",21.000000,58.717959,"DDS demands","Known Flow",270020.500000,675730.875000,,0.000000,,-6.000000,,-17.690000,,-21.184023,-23.690000,,"",,"C2 PROFILE",,"D1 PROFILE",
"64404900001074","Nodes","-91",21.000000,58.789499,"Default Known Flow Node","Known Flow",270033.000000,675682.625000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64404900000020","Nodes","20",21.000000,67.287341,"DDS demands","Known Flow",269893.625000,675341.625000,,0.000000,-7.479999,,,-1.599999,,-8.119498,-9.079999,,"","C1 PROFILE",,,"D1 PROFILE",
"64404900001000","Nodes","1000",21.000000,67.564739,"Default Known Flow Node","Known Flow",269931.343750,675290.312500,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64404900001045","Nodes","-4904540",21.000000,67.803708,"Default Known Flow Node","Known Flow",270002.375000,675301.250000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64404900000016","Nodes","16",21.000000,72.647787,"DDS demands","Known Flow",269779.250000,675081.500000,,0.000000,,,,-7.649999,,-6.840766,-7.649999,,"",,,,"D1 PROFILE",
"64404900000040","Nodes","40",21.000000,51.233596,"DDS demands","Known Flow",269713.375000,675045.562500,,0.000000,,,,-7.530000,,-6.733460,-7.530000,,"",,,,"D1 PROFILE",
"64404900000018","Nodes","18",21.000000,30.267255,"DDS demands","Known Flow",269639.250000,675013.250000,,0.000000,,,,-6.919999,,-6.187987,-6.919999,,"",,,,"D1 PROFILE",
"64404900001036","Nodes","36",21.000000,71.704429,"Default Known Flow Node","Known Flow",269756.000000,675104.375000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64404900000039","Nodes","39",21.000000,70.278481,"DDS demands","Known Flow",269727.750000,675130.750000,,0.000000,,,,-18.649999,,-16.677163,-18.649999,,"",,,,"D1 PROFILE",
"64404900001037","Nodes","37",21.000000,70.418380,"Default Known Flow Node","Known Flow",269672.250000,675110.250000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
