"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DM)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DM)"
"64303100001102","Nodes",,21.000000,31.976434,"Default Known Flow Node","Known Flow",336512.963724,584446.243243,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001103","Nodes",,21.000000,28.343221,"Default Known Flow Node","Known Flow",336546.396733,584234.493185,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001104","Nodes",,21.000000,28.299345,"Default Known Flow Node","Known Flow",336547.979733,584224.184182,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001105","Nodes",,21.000000,28.348894,"Default Known Flow Node","Known Flow",336547.898733,584251.650190,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001106","Nodes",,21.000000,28.343221,"DDS","Known Flow",336555.732736,584248.246189,,0.000000,,,,,-3.079999,,-2.754191,-3.079999,,"",,,,,"D1 PROFILE",
"64303100001112","Nodes",,21.000000,44.523954,"Default Known Flow Node","Known Flow",336192.332637,584544.196269,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001113","Nodes",,21.000000,44.523954,"Default Known Flow Node","Known Flow",336193.190637,584541.393269,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001114","Nodes",,21.000000,32.570595,"Default Known Flow Node","Known Flow",336488.800717,584454.075245,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001115","Nodes",,21.000000,32.570595,"Default Known Flow Node","Known Flow",336485.084716,584450.852244,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001123","Nodes",,21.000000,29.205704,"Default Known Flow Node","Known Flow",336435.986703,584704.418313,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001124","Nodes",,21.000000,44.523954,"Default Known Flow Node","Known Flow",336194.139100,584538.573218,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001158","Nodes",,21.000000,25.221083,"Default Known Flow Node","Known Flow",336639.090941,584135.366810,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001135","Nodes",,21.000000,27.397847,"Default Known Flow Node","Known Flow",336303.209667,584330.696211,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001139","Nodes",,21.000000,32.020111,"Default Known Flow Node","Known Flow",336503.599721,584438.240241,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001143","Nodes",,21.000000,28.387101,"Default Known Flow Node","Known Flow",336581.151743,584264.744193,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001153","Nodes",,21.000000,25.193918,"DDS","Known Flow",336584.393743,584175.482169,,0.000000,,,,,-3.749999,,-3.353317,-3.749999,,"",,,,,"D1 PROFILE",
"64303100001154","Nodes",,21.000000,25.149810,"Default Known Flow Node","Known Flow",336571.852740,584188.870173,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001073","Nodes",,21.000000,42.415744,"Default Known Flow Node","Known Flow",336238.283649,584631.380293,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001053","Nodes",,21.000000,27.273070,"Default Known Flow Node","Known Flow",336202.527639,584727.626319,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001166","Nodes",,21.000000,29.343786,"Default Known Flow Node","Known Flow",336431.443448,584737.440278,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001167","Nodes",,21.000000,28.860325,"Default Known Flow Node","Known Flow",336405.145695,584735.188321,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001168","Nodes",,21.000000,33.632307,"Default Known Flow Node","Known Flow",336521.999726,584738.360322,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001172","Nodes",,21.000000,28.860325,"Default Known Flow Node","Known Flow",336384.563689,584729.282320,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001173","Nodes",,21.000000,40.485607,"Default Known Flow Node","Known Flow",336262.827773,584694.030232,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001155","Nodes",,21.000000,40.485607,"Default Known Flow Node","Known Flow",336263.624656,584696.064311,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001175","Nodes",,21.000000,28.860325,"Default Known Flow Node","Known Flow",336386.299689,584744.484324,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001176","Nodes",,21.000000,28.860325,"Default Known Flow Node","Known Flow",336396.829692,584744.086324,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001169","Nodes",,21.000000,33.717123,"Default Known Flow Node","Known Flow",336559.712737,584673.316305,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001179","Nodes",,21.000000,27.061773,"Default Known Flow Node","Known Flow",336217.705250,584766.581132,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001180","Nodes",,21.000000,27.061773,"Default Known Flow Node","Known Flow",336201.322639,584772.941332,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001183","Nodes",,21.000000,21.527031,"Default Known Flow Node","Known Flow",336905.364831,584090.435146,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001068","Nodes",,21.000000,39.673374,"Default Known Flow Node","Known Flow",336135.801621,584805.899341,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001174","Nodes",,21.000000,40.187513,"Default Known Flow Node","Known Flow",336268.564657,584698.463311,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001033","Nodes",,21.000000,44.983793,"Default Known Flow Node","Known Flow",335807.140532,584450.005244,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001038","Nodes",,21.000000,45.027753,"Default Known Flow Node","Known Flow",335822.026536,584443.763242,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001088","Nodes",,21.000000,41.625744,"Default Known Flow Node","Known Flow",335709.951505,584695.020310,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001083","Nodes",,21.000000,43.443332,"Default Known Flow Node","Known Flow",336076.635605,584621.077290,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001216","Nodes",,21.000000,39.673374,"Default Known Flow Node","Known Flow",336124.371314,584776.275395,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001213","Nodes",,21.000000,39.683890,"Default Known Flow Node","Known Flow",336119.703279,584757.361102,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001219","Nodes",,21.000000,40.207896,"Default Known Flow Node","Known Flow",336269.278491,584696.236487,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64303100001215","Nodes",,21.000000,39.683890,"Default Known Flow Node","Known Flow",336125.733106,584773.639670,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
