"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"D1","Flow Categories",-566.229994,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-54.369996,0.000000,1.000000,"Volumetric",-1.000000
"C3","Flow Categories",-26.839999,0.000000,1.000000,"Volumetric",-1.000000
"C1","Flow Categories",-80.939998,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-31.250000,0.000000,1.000000,"Volumetric",-1.000000
"I2","Flow Categories",-20.389998,0.000000,1.000000,"Volumetric",-1.000000
"DC","Flow Categories",-196.800001,0.000000,1.000000,"Volumetric",-1.000000
"PL-AF","Flow Categories",,,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
"CT","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"DH","Flow Categories",-4.600000,0.000000,1.000000,"Volumetric",-1.000000
