"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)"
"64305900003039","Nodes","3039",21.000000,49.978867,"Default Known Flow Node","Known Flow",358199.048676,632861.966275,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305900000154","Nodes","154",21.000000,30.473641,"DDS demands","Known Flow",359393.214950,631047.715923,,0.000000,-2.720000,,,,-20.379998,,,-20.656432,-23.099997,,"","C1 PROFILE",,,,"D1 PROFILE",,
"64305900000166","Nodes","166",21.000000,24.698759,"DDS demands","Known Flow",359611.794382,631195.101766,,0.000000,,,,,-14.290000,,,-12.778373,-14.290000,,"",,,,,"D1 PROFILE",,
"64305900003001","Nodes","3001",21.000000,36.197445,"Default Known Flow Node","Known Flow",359114.466011,630818.236149,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305900001002","Nodes","Logger 10109, Brockies Hole, The Croft, St Boswells",21.000000,34.924572,"Val Log Cath","Known Flow",359166.410992,630860.511676,,0.000000,,,,,-11.130000,,,-9.952645,-11.130000,,"",,,,,"D1 PROFILE",,
"64305900001000","Nodes","1000",21.000000,31.661623,"Default Known Flow Node","Known Flow",357579.977906,631882.252271,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305900000024","Nodes","24",21.000000,31.777509,"Default Known Flow Node","Known Flow",357600.436388,631879.937727,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305900000028","Nodes","28",21.000000,32.480564,"DDS demands","Known Flow",357457.749614,631717.307028,,0.000000,,,,,-3.960000,,,-3.541102,-3.960000,,"",,,,,"D1 PROFILE",,
"64305900000204","Nodes","204",21.000000,33.158247,"DDS demands","Known Flow",357311.045995,631697.224970,,0.000000,,,,,-1.620000,,,-1.448633,-1.620000,,"",,,,,"D1 PROFILE",,
"64305900000022","Nodes","22",21.000000,31.937983,"DDS demands","Known Flow",357639.942473,631898.489155,,0.000000,,-26.619999,-0.980000,,-4.980000,,,-29.133620,-32.579999,,"",,"C2 PROFILE","C3  PROFILE",,"D1 PROFILE",,
