"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-AF)"
"64307500000002","Nodes","Lochfoot DG, Tel, Constant, Site ID 6204",21.000000,69.999999,"Default Known Pressure Node","Known Pressure",289768.095004,573810.933349,,290.290015,,,,,130.537928,145.980003,,"",,,,
"64307500000001","Nodes","1",21.000000,69.726941,"DDS demands","Known Flow",289768.095004,573807.058348,,0.000000,,-7.060000,,,-6.313178,-7.060000,,"",,"D1 PROFILE",,
"64307500000010","Nodes","10",21.000000,57.734348,"DDS demands","Known Flow",289932.470049,573777.683340,,0.000000,-3.619999,-45.610001,,,-44.022346,-49.229999,,"","C4 PROFILE","D1 PROFILE",,
"64307500000013","Nodes","13",21.000000,57.282276,"DDS demands","Known Flow",289854.845028,573722.683325,,0.000000,,-3.199999,,,-2.861497,-3.199999,,"",,"D1 PROFILE",,
"64307500000007","Nodes","-7",21.000000,42.031082,"Default Known Flow Node","Known Flow",289998.970067,573722.933325,,0.000000,,,,,0.000000,0.000000,,"",,,,
"64307500000012","Nodes","12",21.000000,57.178591,"DDS demands","Known Flow",289813.845017,573693.558317,,0.000000,,-5.830000,,,-5.213290,-5.830000,,"",,"D1 PROFILE",,
"64307500000014","Nodes","14",21.000000,57.218980,"DDS demands","Known Flow",289820.845019,573742.058330,,0.000000,,-4.199999,,,-3.755715,-4.199999,,"",,"D1 PROFILE",,
"64307500000011","Nodes","P00083668, Main Street, - 23.20",22.999998,28.318629,"CSEP DDS Matched","Known Flow",289815.095017,573585.183287,,0.000000,,-8.960000,-23.200001,,-28.758049,-32.160001,,"",,"D1 PROFILE","DC PROFILE",
"64307500000267","Nodes","Various properties at Main Road, Moat Drive & Steele Avenue",21.000000,35.830458,"Point Loads","Known Flow",289978.254196,573695.273824,,0.000000,,,,-44.300000,-39.613854,-44.300000,,"",,,,"PL-AF PROFILE"
