"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"64401100000416","Nodes","416",21.000000,28.524762,"DDS demands","Known Flow",267708.964002,673253.085408,,0.000000,,,,,-6.079999,,,,,,,,,-5.436843,-6.079999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100002649","Nodes","-2649",21.000000,28.569752,"Default Known Flow Node","Known Flow",267728.714007,673265.335411,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100000413","Nodes","413",21.000000,28.569744,"DDS demands","Known Flow",267729.339007,673267.085412,,0.000000,,,,,-3.739999,,,,,,,,,-3.344374,-3.739999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100002623","Nodes","-2623",21.000000,26.673256,"Default Known Flow Node","Known Flow",267754.714014,673155.960381,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401101462893","Nodes","-1462893",21.000000,26.673256,"Default Known Flow Node","Known Flow",267743.089011,673152.585380,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100002624","Nodes","-2624",21.000000,26.673256,"Default Known Flow Node","Known Flow",267772.714019,673161.085383,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100000419","Nodes","419",21.000000,26.769406,"DDS demands","Known Flow",267776.714020,673123.585373,,0.000000,,,,,-8.079999,,,,,,,,,-7.225279,-8.079999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001923","Nodes","1923",21.000000,26.536098,"DDS demands","Known Flow",267843.214038,673075.460359,,0.000000,,,,,-0.779999,,,,,,,,,-0.697489,-0.779999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001924","Nodes","1924",21.000000,26.578108,"Default Known Flow Node","Known Flow",267845.714039,673071.210358,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100002109","Nodes","2109",21.000000,29.340461,"Default Known Flow Node","Known Flow",267549.338958,673324.335427,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100002110","Nodes","2110",21.000000,29.382170,"DDS demands","Known Flow",267554.963960,673343.085432,,0.000000,,,,,-13.239999,,,,,,,,,-11.839443,-13.239999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100002111","Nodes","2111",21.000000,29.201458,"DDS demands","Known Flow",267594.838971,673446.960461,,0.000000,,,,,-7.459999,,,,,,,,,-6.670864,-7.459999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100000410","Nodes","410",21.000000,28.940914,"DDS demands","Known Flow",267626.713979,673309.960423,,0.000000,,,,,-2.039999,,,,,,,,,-1.824204,-2.039999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100002666","Nodes","-2666",21.000000,28.893695,"Default Known Flow Node","Known Flow",267628.838980,673319.335426,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100002687","Nodes","-2687",21.000000,25.724087,"Default Known Flow Node","Known Flow",267743.839011,673410.335451,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100002112","Nodes","2112",21.000000,26.584449,"DDS demands","Known Flow",267780.214021,673321.585426,,0.000000,,,,,-5.680000,,,,,,,,,-5.079156,-5.680000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100002663","Nodes",,21.000000,24.691808,"Default Known Flow Node","Known Flow",267700.717110,673393.222050,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100002115","Nodes","2115",21.000000,26.268066,"DDS demands","Known Flow",267853.089041,673367.835439,,0.000000,,,,,-5.929999,,,,,,,,,-5.302711,-5.929999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401101463306","Nodes","64401101463306",21.000000,26.021883,"DDS demands","Known Flow",267756.587533,673376.564877,,0.000000,,,,,-1.879999,,,,,,,,,-1.681129,-1.879999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100002685","Nodes","64401100002685",21.000000,26.662567,"DDS demands","Known Flow",267767.901581,673309.355070,,0.000000,,,,,-4.579999,,,,,,,,,-4.095517,-4.579999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100000415","Nodes","415",21.000000,28.536929,"DDS demands","Known Flow",267694.838998,673244.085405,,0.000000,,,,,-4.579999,,,,,,,,,-4.095517,-4.579999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401101462616","Nodes","-1462616",21.000000,28.528091,"Default Known Flow Node","Known Flow",267641.213983,673216.460398,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100001530","Nodes","1530",21.000000,28.538907,"DDS demands","Known Flow",267678.463993,673189.335390,,0.000000,,,,,-2.589999,,,,,,,,,-2.316023,-2.589999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001531","Nodes","1531",21.000000,28.538519,"DDS demands","Known Flow",267690.478273,673175.472760,,0.000000,,,,,-1.370000,,,,,,,,,-1.225078,-1.370000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001868","Nodes","1868",21.000000,26.683717,"DDS demands","Known Flow",267770.839019,673191.835391,,0.000000,,,,,-3.739999,,,,,,,,,-3.344374,-3.739999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100002631","Nodes","-2631",21.000000,26.665789,"Default Known Flow Node","Known Flow",267771.089019,673186.210390,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100001869","Nodes","1869",21.000000,26.097532,"DDS demands","Known Flow",267698.338999,673219.335399,,0.000000,,,,,-8.949999,,,,,,,,,-8.003249,-8.949999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001865","Nodes","1865",21.000000,27.205060,"DDS demands","Known Flow",267760.214016,673281.960416,,0.000000,,,,,-3.940000,,,,,,,,,-3.523218,-3.940000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001163","Nodes",,21.000000,24.301140,"Default Known Flow Node","Known Flow",267682.877468,673388.115729,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100001866","Nodes","1866",21.000000,26.958575,"DDS demands","Known Flow",267770.214018,673238.835404,,0.000000,,,,,-4.230000,,,,,,,,,-3.782541,-4.230000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001867","Nodes","1867",21.000000,27.002381,"Default Known Flow Node","Known Flow",267792.214024,673238.460404,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100001161","Nodes","1161",21.000000,25.962263,"DDS demands","Known Flow",267866.089044,673195.835392,,0.000000,,,,,-1.700000,,,,,,,,,-1.520170,-1.700000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001164","Nodes","1164",21.000000,25.709052,"DDS demands","Known Flow",267823.714033,673213.085397,,0.000000,,,,,-3.910000,,,,,,,,,-3.496391,-3.910000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401101463017","Nodes","-1463017",21.000000,28.538519,"Default Known Flow Node","Known Flow",267691.463997,673174.335386,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100002621","Nodes",,21.000000,28.396847,"DDS demands","Known Flow",267708.714002,673150.585380,,0.000000,,,,,-1.450000,,,,,,,,,-1.296615,-1.450000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100000834","Nodes","834",21.000000,26.557768,"DDS demands","Known Flow",267835.714036,673116.585371,,0.000000,,,,,-2.130000,,,,,,,,,-1.904684,-2.130000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001158","Nodes","1158",21.000000,26.437248,"DDS demands","Known Flow",267872.214046,673125.460373,,0.000000,,,,,-5.650000,,,,,,,,,-5.052330,-5.650000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100327021","Nodes","-327021",21.000000,29.193909,"Default Known Flow Node","Known Flow",267580.338967,673319.585426,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100002622","Nodes",,21.000000,26.690828,"DDS demands","Known Flow",267578.338966,673154.960381,,0.000000,,,,-6.070000,,,,,,,,,,-5.427901,-6.070000,,"",,,,"C4 PROFILE",,,,,,,,,
"64401100002628","Nodes","-2628",21.000000,28.346702,"Default Known Flow Node","Known Flow",267584.463968,673176.585387,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401101462781","Nodes","-1462781",21.000000,29.129232,"Default Known Flow Node","Known Flow",267580.338967,673334.085430,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401101463100","Nodes",,21.000000,29.127062,"DDS demands","Known Flow",267610.463975,673337.460431,,0.000000,,,,,-1.690000,,,,,,,,,-1.511228,-1.690000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100002683","Nodes","-2683",21.000000,28.812413,"Default Known Flow Node","Known Flow",267607.588974,673374.960441,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401101462987","Nodes","-1462987",21.000000,28.812413,"Default Known Flow Node","Known Flow",267600.213972,673346.960433,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401101463034","Nodes",,21.000000,28.886102,"DDS demands","Known Flow",267653.213987,673358.460437,,0.000000,,,,,-5.010000,,,,,,,,,-4.480031,-5.010000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100002640","Nodes","-2640",21.000000,28.531664,"Default Known Flow Node","Known Flow",267643.370898,673216.633531,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401101462625","Nodes","-1462625",21.000000,28.531664,"Default Known Flow Node","Known Flow",267647.213985,673214.085397,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100002114","Nodes","2114",21.000000,23.964052,"DDS demands","Known Flow",267674.588992,673403.710449,,0.000000,,,,,-5.290000,,,,,,,,,-4.730412,-5.290000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100002116","Nodes","2116",21.000000,26.071755,"DDS demands","Known Flow",267802.839027,673388.210445,,0.000000,,,,,-7.269999,,,,,,,,,-6.500962,-7.269999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100002686","Nodes","64401100002686",21.000000,26.295619,"DDS demands","Known Flow",267769.001453,673343.680656,,0.000000,,,,,-5.300000,,,,,,,,,-4.739354,-5.300000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100002615","Nodes","-2615",21.000000,26.563548,"Default Known Flow Node","Known Flow",267833.589144,673116.570193,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100002619","Nodes",,21.000000,26.024342,"DDS demands","Known Flow",267822.589033,673132.085375,,0.000000,,,,,-3.280000,,,,,,,,,-2.933034,-3.280000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100002608","Nodes",,21.000000,26.007865,"DDS demands","Known Flow",267819.339032,673056.835354,,0.000000,,,,,-1.490000,,,,,,,,,-1.332384,-1.490000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001165","Nodes","1165",21.000000,25.846826,"DDS demands","Known Flow",267827.714034,673173.085386,,0.000000,,,,,-4.619999,,,,,,,,,-4.131286,-4.619999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001466","Nodes","1466",21.000000,26.578098,"DDS demands","Known Flow",267849.964040,673068.460358,,0.000000,,,,,-0.889999,,,,,,,,,-0.795853,-0.889999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001619","Nodes","Logger 10404, Springwell Inn Pit Road",21.000000,26.691482,"Val Log Cath","Known Flow",267930.457632,673073.845121,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100001359","Nodes","1359",21.000000,40.644142,"DDS demands","Known Flow",264410.713104,673925.960591,,0.000000,,,,,-9.390000,,,,,,,,,-8.396705,-9.390000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401110000362","Nodes","-362",21.000000,39.517957,"Default Known Flow Node","Known Flow",264342.088086,673618.460507,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100001475","Nodes","1475",21.000000,39.493772,"DDS demands","Known Flow",264337.588084,673639.460513,,0.000000,,,,,-4.760000,,,,,,,,,-4.256477,-4.760000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401110000394","Nodes","-394",21.000000,42.859062,"Default Known Flow Node","Known Flow",264402.933716,673778.439475,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401110000392","Nodes","-392",21.000000,42.825918,"Default Known Flow Node","Known Flow",264404.588103,673775.335550,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100001859","Nodes","1859",21.000000,42.792043,"Default Known Flow Node","Known Flow",264407.851204,673776.933804,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100000826","Nodes","826",21.000000,40.833693,"DDS demands","Known Flow",264135.713029,673801.335557,,0.000000,,,,,-29.420001,,,,,,,,,-26.307889,-29.420001,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100000827","Nodes","827",21.000000,40.516519,"DDS demands","Known Flow",264126.463027,673835.460566,,0.000000,,,,,-12.560000,,,,,,,,,-11.231375,-12.560000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100000828","Nodes","828",21.000000,40.999581,"DDS demands","Known Flow",264180.838042,673723.960536,,0.000000,,,,,-8.709999,,,,,,,,,-7.788636,-8.709999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100000824","Nodes","824",21.000000,41.253423,"DDS demands","Known Flow",264365.213092,673836.335567,,0.000000,,,,,-7.389999,,,,,,,,,-6.608269,-7.389999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001469","Nodes","1469",21.000000,41.149988,"DDS demands","Known Flow",264395.588100,673854.835572,,0.000000,,,,,-9.679999,,,,,,,,,-8.656028,-9.679999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001471","Nodes","1471",21.000000,40.831774,"DDS demands","Known Flow",264458.588117,673842.835568,,0.000000,,,,,-7.989999,,,,,,,,,-7.144799,-7.989999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001470","Nodes","1470",21.000000,41.141342,"DDS demands","Known Flow",264419.588107,673809.460559,,0.000000,,,,,-1.529999,,,,,,,,,-1.368153,-1.529999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401110000413","Nodes",,21.000000,41.280994,"DDS demands","Known Flow",264366.713092,673832.960566,,0.000000,,,,,-43.210001,,,,,,,,,-38.639152,-43.210001,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001741","Nodes","1741",21.000000,40.831910,"DDS demands","Known Flow",264144.338032,673689.960527,,0.000000,,,,,-1.890000,,,,,,,,,-1.690071,-1.890000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001742","Nodes","1742",21.000000,40.990454,"DDS demands","Known Flow",264209.713050,673691.710527,,0.000000,,,,,-10.140000,,,,,,,,,-9.067368,-10.140000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001743","Nodes","1743",21.000000,40.947813,"Default Known Flow Node","Known Flow",264187.213043,673651.085516,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100001857","Nodes","1857",21.000000,40.990318,"Default Known Flow Node","Known Flow",264218.713052,673682.335525,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401110000386","Nodes","-386,",21.000000,42.190160,"Default Known Flow Node","Known Flow",264359.088090,673751.710544,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401101462834","Nodes","-1462834",21.000000,40.990318,"Default Known Flow Node","Known Flow",264221.713053,673679.210524,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100001474","Nodes","1474",21.000000,40.632179,"DDS demands","Known Flow",264267.963065,673641.335513,,0.000000,,,,,-10.920000,,,,,,,,,-9.764858,-10.920000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001476","Nodes","1476",21.000000,39.385661,"DDS demands","Known Flow",264312.338078,673674.585523,,0.000000,,,,,-6.229999,,,,,,,,,-5.570976,-6.229999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100000823","Nodes","823",21.000000,42.790116,"DDS demands","Known Flow",264411.713105,673776.460550,,0.000000,-3.489999,,,,-14.259999,,,,,,,,,-15.872365,-17.750000,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,,,,
"64401101462942","Nodes",,21.000000,40.918626,"DDS demands","Known Flow",264233.713056,673680.585524,,0.000000,,,,,-2.580000,,,,,,,,,-2.307082,-2.580000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401101462730","Nodes","2730, P12128534, CAMPSIE VIEW, -34.06SCMH",24.000000,39.496546,"CSEP DDS Matched","Known Flow",264346.088087,673619.085507,,0.000000,,,,,,-34.060001,,,,,,,,-30.457058,-34.060001,,"",,,,,,"DC PROFILE",,,,,,,
"64401104904543","Nodes","4543, P12130900, Flats 1-28 Glasgow Rd, 24.28scm/h",24.000000,42.261018,"CSEP Unmatched","Known Flow",264369.926931,673755.839626,,0.000000,,,,,,,,,,,,-24.280000,,-21.711607,-24.280000,,"",,,,,,,,,,,,"DC PROFILE",
"64401110000389","Nodes","-389",21.000000,42.190160,"Default Known Flow Node","Known Flow",264361.338091,673766.210547,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401101463078","Nodes","-1463078",21.000000,42.825918,"Default Known Flow Node","Known Flow",264405.213103,673773.460549,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401110000342","Nodes","-342",21.000000,40.080540,"Default Known Flow Node","Known Flow",264918.963243,673535.835485,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100001655","Nodes","1655, P00072597, (HAYSTON GARAGE SITE) GLASGOW ROAD, -16.62SCMH",24.000000,43.086138,"CSEP DDS Matched","Known Flow",264518.997589,673827.382732,,0.000000,,,,,,-16.600000,,,,,,,,-14.844015,-16.600000,,"",,,,,,"DC PROFILE",,,,,,,
"64401100001580","Nodes","1580",21.000000,40.122779,"Default Known Flow Node","Known Flow",264918.213242,673605.460504,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401110000360","Nodes","-360",21.000000,40.140565,"Default Known Flow Node","Known Flow",264920.588243,673610.585505,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401101462905","Nodes","-1462905",21.000000,43.499218,"Default Known Flow Node","Known Flow",264701.106258,673905.312977,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100000183","Nodes","183",21.000000,43.352674,"DDS demands","Known Flow",264700.352319,673903.449793,,0.000000,,,,,-8.060000,,,,,,,,,-7.207395,-8.060000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100000180","Nodes","180",21.000000,43.558326,"DDS demands","Known Flow",264723.713189,673935.960594,,0.000000,,,,,-4.090000,,,,,,,,,-3.657350,-4.090000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401110000344","Nodes","-344",21.000000,35.702748,"Default Known Flow Node","Known Flow",264773.838203,673537.585485,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100000194","Nodes","194",21.000000,35.608001,"DDS demands","Known Flow",264797.637531,673544.143127,,0.000000,,,,,-26.290000,,,,,,,,,-23.508986,-26.290000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401110000476","Nodes","-476",21.000000,45.493136,"Default Known Flow Node","Known Flow",264955.963253,673991.585609,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100000186","Nodes","186",21.000000,34.850903,"DDS demands","Known Flow",264754.445198,673726.319537,,0.000000,,,,,-17.410000,,,,,,,,,-15.568331,-17.410000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001749","Nodes","1749",21.000000,43.535979,"Default Known Flow Node","Known Flow",264700.088183,673907.960586,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100001750","Nodes","1750",21.000000,43.647394,"DDS demands","Known Flow",264728.963191,673922.585590,,0.000000,,,,,-21.690001,,,,,,,,,-19.395584,-21.690001,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100000182","Nodes","182",21.000000,43.864327,"DDS demands","Known Flow",264786.588207,673951.335598,,0.000000,,,,,-12.729999,,,,,,,,,-11.383392,-12.729999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100000181","Nodes","181",21.000000,43.402667,"DDS demands","Known Flow",264705.463184,673966.960602,,0.000000,,,,,-9.009999,,,,,,,,,-8.056902,-9.009999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001654","Nodes","1654",21.000000,43.506073,"Default Known Flow Node","Known Flow",264669.838175,673892.960582,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401101463130","Nodes","-1463130",21.000000,43.506073,"Default Known Flow Node","Known Flow",264652.963170,673954.460599,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100001748","Nodes","1748",21.000000,43.452878,"Default Known Flow Node","Known Flow",264647.588169,673881.960579,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100001747","Nodes","1747",21.000000,43.377800,"Default Known Flow Node","Known Flow",264633.338165,673874.210577,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100000184","Nodes","184",21.000000,43.364259,"DDS demands","Known Flow",264636.713166,673871.210576,,0.000000,,,,,-7.080000,,,,,,,,,-6.331061,-7.080000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001591","Nodes","1591",21.000000,43.339544,"DDS demands","Known Flow",264661.213172,673818.835562,,0.000000,,,,,-4.119999,,,,,,,,,-3.684177,-4.119999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100002660","Nodes","2660",21.000000,43.906746,"Default Known Flow Node","Known Flow",264809.963213,673888.835581,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100000187","Nodes","187",21.000000,32.838545,"DDS demands","Known Flow",264826.713217,673842.460568,,0.000000,,,,,-13.000000,,,,,,,,,-11.624831,-13.000000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401101463472","Nodes","-1463472",21.000000,32.708752,"Default Known Flow Node","Known Flow",264824.463217,673848.335570,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401110000422","Nodes","-422",21.000000,32.193762,"Default Known Flow Node","Known Flow",264843.214862,673849.950524,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100000190","Nodes","190",21.000000,34.228180,"DDS demands","Known Flow",264855.213225,673766.085547,,0.000000,,,,,-25.170000,,,,,,,,,-22.507461,-25.170000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401110000368","Nodes","-368",21.000000,39.141432,"Default Known Flow Node","Known Flow",264907.838240,673638.460513,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100000191","Nodes","191",21.000000,34.572396,"DDS demands","Known Flow",264762.588200,673710.460532,,0.000000,,,,,-10.600000,,,,,,,,,-9.478708,-10.600000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001152","Nodes","1152",21.000000,34.075920,"DDS demands","Known Flow",264725.358461,673688.442489,,0.000000,,,,,-5.850000,,,,,,,,,-5.231174,-5.850000,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001400","Nodes","1400",21.000000,34.520623,"DDS demands","Known Flow",264827.463218,673587.210499,,0.000000,,,,,-10.159999,,,,,,,,,-9.085252,-10.159999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100001155","Nodes","1155",21.000000,33.323007,"DDS demands","Known Flow",264604.713157,673714.835533,,0.000000,,,,,-18.079999,,,,,,,,,-16.167457,-18.079999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100000193","Nodes","193",21.000000,33.744532,"DDS demands","Known Flow",264682.347488,673556.340507,,0.000000,,,,,-22.809998,,,,,,,,,-20.397106,-22.809998,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100000343","Nodes","-343",21.000000,40.080540,"Default Known Flow Node","Known Flow",264920.474144,673536.010030,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100001573","Nodes","1573",21.000000,40.162522,"DDS demands","Known Flow",264924.588244,673608.585505,,0.000000,,,,,-1.379999,,,,,,,,,-1.234020,-1.379999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100002025","Nodes","2025",21.000000,40.324157,"DDS demands","Known Flow",264934.838247,673630.210510,,0.000000,,-5.310000,,,,,,,,,,,,-4.748296,-5.310000,,"",,"C2 PROFILE",,,,,,,,,,,
"64401100002028","Nodes","2028",21.000000,40.314651,"DDS demands","Known Flow",264938.963248,673628.835510,,0.000000,,-6.000000,,,,,,,,,,,,-5.365306,-6.000000,,"",,"C2 PROFILE",,,,,,,,,,,
"64401100001156","Nodes","1156",21.000000,33.409440,"Default Known Flow Node","Known Flow",264585.713152,673656.710518,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401100000188","Nodes","188",21.000000,30.705478,"DDS demands","Known Flow",264884.338233,673858.960573,,0.000000,,,,,-4.679999,,,,,,,,,-4.184939,-4.679999,,"",,,,,"D1 PROFILE",,,,,,,,
"64401100000361","Nodes","-361",21.000000,40.139924,"Default Known Flow Node","Known Flow",264921.241694,673612.250021,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64401110000363","Nodes","-363",21.000000,39.141432,"Default Known Flow Node","Known Flow",264877.838231,673627.085510,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
