"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)"
"64403500010226","Nodes","10226",21.000000,34.385204,"Default Known Flow Node","Known Flow",279627.071245,658073.379277,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010349","Nodes","10349",21.000000,34.174784,"Default Known Flow Node","Known Flow",279622.205243,658094.882283,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010231","Nodes","10231",21.000000,34.083432,"DDS demands","Known Flow",279620.953243,658127.290292,,0.000000,,,,,-2.900000,,,-2.593232,-2.900000,,"",,,,,"D1 PROFILE",,
"64403500010305","Nodes","10305",21.000000,36.203544,"Default Known Flow Node","Known Flow",279665.547255,658134.223294,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010337","Nodes","10337",21.000000,33.986187,"Default Known Flow Node","Known Flow",279747.949903,658046.924353,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010241","Nodes","10241",21.000000,34.336326,"Default Known Flow Node","Known Flow",279689.321262,658047.507270,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010209","Nodes","10209",21.000000,33.986187,"Default Known Flow Node","Known Flow",279737.817275,658028.760265,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010335","Nodes","10335",21.000000,33.543988,"Default Known Flow Node","Known Flow",279785.512288,658037.885268,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010170","Nodes","10170",21.000000,33.543988,"Default Known Flow Node","Known Flow",279783.801287,658038.865268,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010339","Nodes","10339",21.000000,33.543988,"Default Known Flow Node","Known Flow",279775.670285,658061.824274,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010338","Nodes","10338",21.000000,40.096522,"Default Known Flow Node","Known Flow",279936.806408,658059.045754,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500000317","Nodes","317",21.000000,38.922908,"Default Known Flow Node","Known Flow",279861.458308,658151.500299,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500000320","Nodes","320",21.000000,39.010303,"Default Known Flow Node","Known Flow",279928.203327,658144.021297,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010358","Nodes","10358",21.000000,39.010303,"Default Known Flow Node","Known Flow",279852.310306,658119.932290,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500000033","Nodes","33",21.000000,36.192098,"DDS demands","Known Flow",279861.944309,658844.221487,,0.000000,,,,,-13.049999,,,-11.669543,-13.049999,,"",,,,,"D1 PROFILE",,
"64403500000191","Nodes","191",21.000000,35.617449,"DDS demands","Known Flow",279920.608325,658824.039482,,0.000000,,,,,-9.580000,,,-8.566607,-9.580000,,"",,,,,"D1 PROFILE",,
"64403500010301","Nodes","10301",21.000000,38.555687,"Default Known Flow Node","Known Flow",279907.194321,658755.198463,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010213","Nodes","10213",21.000000,38.555687,"Default Known Flow Node","Known Flow",279919.825324,658735.881458,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010299","Nodes","10299",21.000000,38.853029,"Default Known Flow Node","Known Flow",279945.479610,658754.560497,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010294","Nodes","10294",21.000000,38.853029,"Default Known Flow Node","Known Flow",279946.115332,658736.747458,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010297","Nodes","10297",21.000000,38.877649,"Default Known Flow Node","Known Flow",279949.280332,658754.527463,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010308","Nodes","10308",21.000000,38.893003,"Default Known Flow Node","Known Flow",279945.382331,658777.616469,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500000310","Nodes","310",21.000000,38.598977,"Default Known Flow Node","Known Flow",279913.038323,658754.842463,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500000312","Nodes","312",21.000000,39.178237,"DDS demands","Known Flow",279988.796343,658763.674465,,0.000000,,,,,-6.439999,,,-5.758763,-6.439999,,"",,,,,"D1 PROFILE",,
"64403500010295","Nodes","10295",21.000000,39.174510,"Default Known Flow Node","Known Flow",279992.060344,658745.892460,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500000173","Nodes","173",21.000000,37.940990,"DDS demands","Known Flow",279842.642423,658981.391321,,0.000000,,,,,-14.630000,,,-13.082408,-14.630000,,"",,,,,"D1 PROFILE",,
"64403500000174","Nodes","174",21.000000,38.136216,"DDS demands","Known Flow",279849.239684,658945.328753,,0.000000,,,,,-15.640000,,,-13.985568,-15.640000,,"",,,,,"D1 PROFILE",,
"64403500000028","Nodes","28",21.000000,37.904928,"DDS demands","Known Flow",279748.821762,658987.084007,,0.000000,,,,,-7.469999,,,-6.679807,-7.469999,,"",,,,,"D1 PROFILE",,
"64403500000172","Nodes","172",21.000000,37.904637,"DDS demands","Known Flow",279727.802786,658933.477414,,0.000000,,,,,-13.409999,,,-11.991461,-13.409999,,"",,,,,"D1 PROFILE",,
"64403500010186","Nodes","10186",21.000000,37.904665,"Default Known Flow Node","Known Flow",279728.656960,658935.361863,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500000201","Nodes","201",21.000000,37.936091,"DDS demands","Known Flow",279759.290035,658858.171918,,0.000000,,,,,-6.650000,,,-5.946549,-6.650000,,"",,,,,"D1 PROFILE",,
"64403500010322","Nodes","10322",21.000000,37.842031,"Default Known Flow Node","Known Flow",279745.104920,658849.836927,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010327","Nodes","10327",21.000000,35.886135,"Default Known Flow Node","Known Flow",279803.147676,658916.651208,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500000193","Nodes","193",21.000000,35.599597,"DDS demands","Known Flow",279960.917336,658827.654483,,0.000000,,,,,-6.550000,,,-5.857127,-6.550000,,"",,,,,"D1 PROFILE",,
"64403500000237","Nodes","237",21.000000,35.617449,"Default Known Flow Node","Known Flow",279919.721516,658809.828377,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010318","Nodes","10318",21.000000,35.531699,"Default Known Flow Node","Known Flow",279967.634388,658808.098865,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500000202","Nodes","202",21.000000,37.781324,"DDS demands","Known Flow",279738.477275,658858.980491,,0.000000,,,,,-10.119999,,,-9.049484,-10.119999,,"",,,,,"D1 PROFILE",,
"64403500000031","Nodes","31",21.000000,35.877710,"DDS demands","Known Flow",279801.635292,658918.741507,,0.000000,,,,,-10.719999,,,-9.586015,-10.719999,,"",,,,,"D1 PROFILE",,
"64403500010309","Nodes","10309",21.000000,38.893003,"Default Known Flow Node","Known Flow",279959.308335,658779.917470,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010244","Nodes","10244",21.000000,38.853029,"Default Known Flow Node","Known Flow",279944.087331,658736.314458,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010311","Nodes","10311",21.000000,38.849124,"Default Known Flow Node","Known Flow",279977.681340,658783.783471,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010229","Nodes","10229",21.000000,38.849124,"Default Known Flow Node","Known Flow",279983.904342,658783.578471,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500000238","Nodes","238",21.000000,35.617449,"Default Known Flow Node","Known Flow",279916.748324,658784.178471,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500000194","Nodes","194",21.000000,35.450871,"DDS demands","Known Flow",279994.298345,658819.613480,,0.000000,,,,,-4.280000,,,-3.827252,-4.280000,,"",,,,,"D1 PROFILE",,
"64403500010189","Nodes","10189",21.000000,35.531699,"Default Known Flow Node","Known Flow",279925.328205,658806.137878,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500000313","Nodes","313",21.000000,39.168107,"DDS demands","Known Flow",279961.618863,658739.803781,,0.000000,,,,,-8.949999,,,-8.003250,-8.949999,,"",,,,,"D1 PROFILE",,
"64403500000022","Nodes","22",21.000000,37.608039,"DDS demands","Known Flow",279796.513291,659167.315575,,0.000000,,,,,-5.889999,,,-5.266943,-5.889999,,"",,,,,"D1 PROFILE",,
"64403500000227","Nodes","227",21.000000,37.580303,"DDS demands","Known Flow",279801.595651,659107.950286,,0.000000,,,,,-5.879999,,,-5.258001,-5.879999,,"",,,,,"D1 PROFILE",,
"64403500000195","Nodes","195",21.000000,37.852235,"DDS demands","Known Flow",279898.794319,659151.952571,,0.000000,,,,,-9.710000,,,-8.682855,-9.710000,,"",,,,,"D1 PROFILE",,
"64403500000196","Nodes","196",21.000000,37.833557,"DDS demands","Known Flow",279918.518324,659113.926560,,0.000000,,,,,-4.099999,,,-3.666293,-4.099999,,"",,,,,"D1 PROFILE",,
"64403500000178","Nodes","178",21.000000,37.722577,"DDS demands","Known Flow",279837.845302,659022.137535,,0.000000,,,,,-9.330000,,,-8.343053,-9.330000,,"",,,,,"D1 PROFILE",,
"64403500000179","Nodes","179",21.000000,37.690424,"DDS demands","Known Flow",279808.907124,659050.455333,,0.000000,,,,,-2.829999,,,-2.530636,-2.829999,,"",,,,,"D1 PROFILE",,
"64403500000024","Nodes","24",21.000000,37.717440,"DDS demands","Known Flow",279832.743340,659087.654947,,0.000000,,,,,-2.160000,,,-1.931510,-2.160000,,"",,,,,"D1 PROFILE",,
"64403500000025","Nodes","25",21.000000,37.466406,"DDS demands","Known Flow",279881.601435,659092.010882,,0.000000,,,,,-11.719999,,,-10.480234,-11.719999,,"",,,,,"D1 PROFILE",,
"64403500000023","Nodes","23",21.000000,37.582650,"Default Known Flow Node","Known Flow",279804.887008,659086.091498,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500000027","Nodes","27",21.000000,37.639346,"DDS demands","Known Flow",279721.321546,659028.187895,,0.000000,,,,,-3.599999,,,-3.219184,-3.599999,,"",,,,,"D1 PROFILE",,
"64403500000230","Nodes","230",21.000000,37.648580,"Default Known Flow Node","Known Flow",279876.211313,659117.392561,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500000026","Nodes","26",21.000000,37.634772,"DDS demands","Known Flow",279693.349263,659020.442535,,0.000000,,,,,-1.450000,,,-1.296616,-1.450000,,"",,,,,"D1 PROFILE",,
"64403500010357","Nodes","10357",21.000000,39.972039,"Default Known Flow Node","Known Flow",280102.640120,658115.342983,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010207","Nodes","10207",21.000000,39.972039,"Default Known Flow Node","Known Flow",280082.436371,658133.008152,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500000157","Nodes","157",21.000000,36.593926,"DDS demands","Known Flow",280337.934685,658330.184344,,0.000000,,,,,-5.840000,,,-5.222232,-5.840000,,"",,,,,"D1 PROFILE",,
"64403500000064","Nodes","64",21.000000,41.387823,"Default Known Flow Node","Known Flow",280279.744200,658417.595151,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500000063","Nodes","63",21.000000,42.512418,"DDS demands","Known Flow",280278.118251,658466.497017,,0.000000,,,,,-7.430000,,,-6.644039,-7.430000,,"",,,,,"D1 PROFILE",,
"64403500000151","Nodes","151",21.000000,40.622670,"DDS demands","Known Flow",280179.252395,658321.870345,,0.000000,-3.589999,,-7.360000,,-14.300000,,,-22.579002,-25.250000,,"","C1 PROFILE",,"C4 PROFILE",,"D1 PROFILE",,
"64403500000065","Nodes","65",21.000000,40.515656,"DDS demands","Known Flow",280394.549454,658410.362369,,0.000000,,-24.999999,,,-21.850001,,,-41.894107,-46.850000,,"",,"C2 PROFILE",,,"D1 PROFILE",,
"64403500000156","Nodes","156",21.000000,36.680668,"DDS demands","Known Flow",280301.133428,658337.153349,,0.000000,,,,,-11.750000,,,-10.507060,-11.750000,,"",,,,,"D1 PROFILE",,
"64403500000158","Nodes","158",21.000000,36.649829,"DDS demands","Known Flow",280305.076429,658381.258361,,0.000000,,,,,-6.710000,,,-6.000202,-6.710000,,"",,,,,"D1 PROFILE",,
"64403500000152","Nodes","152",21.000000,37.434404,"DDS demands","Known Flow",280264.579418,658282.645334,,0.000000,,,,,-5.489999,,,-4.909256,-5.489999,,"",,,,,"D1 PROFILE",,
"64403500010259","Nodes","10259",21.000000,37.259771,"Default Known Flow Node","Known Flow",280300.318428,658278.920333,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010263","Nodes","10263",21.000000,36.872409,"DDS demands","Known Flow",280267.870419,658339.864350,,0.000000,,,,,-7.020000,,,-6.277409,-7.020000,,"",,,,,"D1 PROFILE",,
"64403500000153","Nodes","153",21.000000,37.231210,"DDS demands","Known Flow",280300.623428,658271.081331,,0.000000,,,,,-10.320000,,,-9.228329,-10.320000,,"",,,,,"D1 PROFILE",,
"64403500000154","Nodes","154",21.000000,37.173914,"DDS demands","Known Flow",280329.351436,658269.451331,,0.000000,,,,,-5.630000,,,-5.034446,-5.630000,,"",,,,,"D1 PROFILE",,
"64403500000155","Nodes","155",21.000000,37.095749,"DDS demands","Known Flow",280257.545416,658230.326320,,0.000000,,,,,-5.739999,,,-5.132810,-5.739999,,"",,,,,"D1 PROFILE",,
"64403500000160","Nodes","160",21.000000,40.152696,"DDS demands","Known Flow",280115.860636,658236.038405,,0.000000,-0.029999,-6.000000,,,-10.090000,,-4.150000,-18.125798,-20.269999,,"","C1 PROFILE","C2 PROFILE",,,"D1 PROFILE",,"I2 PROFILE"
"64403500000161","Nodes","161",21.000000,40.060272,"DDS demands","Known Flow",280140.803682,658202.761853,,0.000000,,,,,-5.899999,,,-5.275885,-5.899999,,"",,,,,"D1 PROFILE",,
"64403500010159","Nodes","10159",21.000000,40.043866,"Default Known Flow Node","Known Flow",280155.883088,658219.554696,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500000162","Nodes","162",21.000000,40.017811,"DDS demands","Known Flow",280146.292993,658163.708177,,0.000000,,,,,-6.139999,,,-5.490497,-6.139999,,"",,,,,"D1 PROFILE",,
"64403500000164","Nodes","164",21.000000,39.994600,"DDS demands","Known Flow",280204.946402,658215.715316,,0.000000,,,,,-8.420000,,,-7.529314,-8.420000,,"",,,,,"D1 PROFILE",,
"64403500010155","Nodes","10155",21.000000,39.994600,"Default Known Flow Node","Known Flow",280203.027052,658181.937957,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010249","Nodes","10249",21.000000,40.017811,"Default Known Flow Node","Known Flow",280169.947392,658161.336301,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010354","Nodes","10354",21.000000,39.972039,"Default Known Flow Node","Known Flow",280104.651375,658113.249288,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500000163","Nodes","163",21.000000,39.963926,"DDS demands","Known Flow",280109.289376,658109.433287,,0.000000,,,,,-4.469999,,,-3.997153,-4.469999,,"",,,,,"D1 PROFILE",,
"64403500000235","Nodes","235",21.000000,39.994600,"Default Known Flow Node","Known Flow",280217.072405,658200.460312,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010168","Nodes","10168",21.000000,39.994600,"Default Known Flow Node","Known Flow",280191.280398,658174.215305,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010171","Nodes","10171",21.000000,39.994600,"Default Known Flow Node","Known Flow",280223.081407,658209.204314,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64403500010246","Nodes","10246",21.000000,36.735740,"DDS demands","Known Flow",280233.864410,658342.849351,,0.000000,,,,,-7.479999,,,-6.688749,-7.479999,,"",,,,,"D1 PROFILE",,
"64403500010167","Nodes","10167",21.000000,36.804498,"DDS demands","Known Flow",280257.546939,658350.499380,,0.000000,,,,,-3.000000,,,-2.682653,-3.000000,,"",,,,,"D1 PROFILE",,
"64403500010163","Nodes","10163",21.000000,37.259771,"Default Known Flow Node","Known Flow",280302.936429,658278.703333,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
