"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(TT)"
"64401000000636","Nodes","636","21.000000","33.450889","DDS demands","Known Flow","287693.472300","694141.095048","","0.000000","","","","","","","-14.519999","","","","","","","-12.984044","-14.519999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000012193","Nodes","","21.000000","33.660756","Default Known Flow Node","Known Flow","287682.555458","694108.089104","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000012199","Nodes","","21.000000","33.594867","Default Known Flow Node","Known Flow","287702.708821","694130.743673","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000221","Nodes","","21.000000","33.657433","Default Known Flow Node","Known Flow","287685.845288","694109.935459","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016447","Nodes","-301","21.000000","31.068651","Default Known Flow Node","Known Flow","287733.168063","693980.017427","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000180","Nodes","180","21.000000","31.068158","DDS demands","Known Flow","287734.094451","693980.966048","","0.000000","","","","","","","-17.969998","","","","","","","-16.069095","-17.969998","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000012250","Nodes","","21.000000","31.723264","Default Known Flow Node","Known Flow","287664.398415","693872.957990","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016489","Nodes","-374","21.000000","33.450889","Default Known Flow Node","Known Flow","287676.230249","694153.855016","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001973","Nodes","1973","21.000000","32.695634","DDS demands","Known Flow","287595.420575","693917.102709","","0.000000","","","","","","","-10.560000","","","","","","","-9.442941","-10.560000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000001972","Nodes","1972","21.000000","32.699577","Default Known Flow Node","Known Flow","287596.344413","693920.966032","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001909","Nodes","1909","21.000000","32.701274","Default Known Flow Node","Known Flow","287598.107823","693922.024929","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000012091","Nodes","","21.000000","30.288672","Default Known Flow Node","Known Flow","287770.168461","693750.554985","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001919","Nodes","1919","21.000000","33.615635","DDS demands","Known Flow","287762.967518","694212.454261","","0.000000","","","","","","","-4.320000","","","","","","","-3.863021","-4.320000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000015740","Nodes","-1462809","21.000000","33.744908","Default Known Flow Node","Known Flow","287781.219464","694209.466110","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001032","Nodes","1032","21.000000","30.821570","Default Known Flow Node","Known Flow","287800.730245","693942.047204","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001034","Nodes","1034","21.000000","31.017398","Default Known Flow Node","Known Flow","287750.489455","693995.004052","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000012232","Nodes","","21.000000","33.113756","Default Known Flow Node","Known Flow","287611.991315","693984.543385","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000012177","Nodes","","21.000000","33.113756","Default Known Flow Node","Known Flow","287615.909419","694001.305054","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016502","Nodes","-423","21.000000","31.754487","Default Known Flow Node","Known Flow","287492.361163","694283.227875","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015925","Nodes","-1463277","21.000000","31.754487","Default Known Flow Node","Known Flow","287493.594385","694281.466130","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001903","Nodes","1903","21.000000","32.592105","Default Known Flow Node","Known Flow","287572.475310","694233.845452","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000012238","Nodes","Logger 9311, 4 Gean Road","21.000000","33.387903","Val Log Cath","Known Flow","287645.731524","694041.812281","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016454","Nodes","-312","21.000000","33.387903","Default Known Flow Node","Known Flow","287631.969423","694047.966066","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000032","Nodes","32","21.000000","32.694241","DDS demands","Known Flow","287777.978150","694240.028618","","0.000000","","","","","","","-2.419999","","","","","","","-2.164007","-2.419999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000016437","Nodes","-258","21.000000","27.893115","Default Known Flow Node","Known Flow","287415.844364","693847.091012","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
