"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(TT)"
"64401000015952","Nodes","-1463356","21.000000","28.382116","Default Known Flow Node","Known Flow","288679.469708","693539.465928","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001002","Nodes","1002","21.000000","28.152620","DDS demands","Known Flow","288477.719653","693636.340954","","0.000000","","","","","","","-9.460000","","","","","","","-8.459301","-9.460000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000001978","Nodes","1978","21.000000","27.897858","DDS demands","Known Flow","288504.344660","693675.465965","","0.000000","","","","","","","-14.720000","","","","","","","-13.162887","-14.720000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000001403","Nodes","1403","21.000000","28.353721","DDS demands","Known Flow","288676.594707","693502.715918","","0.000000","","","","","","","-11.570000","","","","","","","-10.346101","-11.570000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000001408","Nodes","1408","21.000000","28.311236","DDS demands","Known Flow","288654.844701","693329.090871","","0.000000","","","","","","","-1.630000","","","","","","","-1.457575","-1.630000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000015507","Nodes","-1257","21.000000","28.327612","Default Known Flow Node","Known Flow","288620.969692","693529.215925","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016540","Nodes","-4904600","21.000000","28.295911","Default Known Flow Node","Known Flow","288645.987872","693516.057210","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001142","Nodes","1142","21.000000","27.641707","DDS demands","Known Flow","288239.844588","693391.840888","","0.000000","-0.930000","","","","","","-9.600000","","","","","","","-9.416115","-10.530001","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","","",""
"64401000015475","Nodes","-1176","21.000000","27.693126","Default Known Flow Node","Known Flow","288243.469589","693399.465890","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015478","Nodes","-1190","21.000000","27.808180","Default Known Flow Node","Known Flow","288258.094593","693422.465896","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015438","Nodes","-1106","21.000000","27.081647","Default Known Flow Node","Known Flow","288223.094584","693269.840855","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001485","Nodes","1485","21.000000","26.876909","DDS demands","Known Flow","288230.219586","693285.965859","","0.000000","","","","","","","-15.920000","","","","","","","-14.235949","-15.920000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000012670","Nodes","","21.000000","27.519319","Default Known Flow Node","Known Flow","288245.569590","693621.589950","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001877","Nodes","1877","21.000000","27.492349","DDS demands","Known Flow","288266.469596","693625.840951","","0.000000","","","","","","","-4.300000","","","","","","","-3.845137","-4.300000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000015511","Nodes","-1276","21.000000","27.595515","Default Known Flow Node","Known Flow","288195.469576","693585.965941","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016536","Nodes","-4904592","21.000000","27.592441","Default Known Flow Node","Known Flow","288197.585508","693587.537776","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001700","Nodes","1700","21.000000","27.590620","Default Known Flow Node","Known Flow","288292.969603","693417.965895","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000012700","Nodes","","21.000000","28.764606","Default Known Flow Node","Known Flow","288218.083582","693748.735985","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000231","Nodes","231","21.000000","28.734047","DDS demands","Known Flow","288226.469585","693752.590986","","0.000000","","","","","","","-7.610000","","","","","","","-6.804998","-7.610000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000012628","Nodes","","21.000000","28.545590","Default Known Flow Node","Known Flow","288304.817606","693717.745976","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000289","Nodes","289","21.000000","28.556009","DDS demands","Known Flow","288415.099963","693647.079271","","0.000000","","","","","","","-13.270000","","","","","","","-11.866272","-13.270000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000015461","Nodes","-1148","21.000000","28.288070","Default Known Flow Node","Known Flow","288652.344701","693336.340873","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001407","Nodes","1407","21.000000","28.288070","Default Known Flow Node","Known Flow","288652.969701","693329.590871","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000379","Nodes","379","21.000000","27.634042","DDS demands","Known Flow","288209.219580","693490.715915","","0.000000","","","","","","","-7.280000","","","","","","","-6.509906","-7.280000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000015500","Nodes","-1241","21.000000","27.628340","Default Known Flow Node","Known Flow","288206.534579","693493.604915","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015449","Nodes","-1123","21.000000","28.268410","Default Known Flow Node","Known Flow","288657.318702","693305.083864","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000691","Nodes","691","21.000000","28.279296","DDS demands","Known Flow","288658.344702","693295.465862","","0.000000","","","","","","","-5.420000","","","","","","","-4.846660","-5.420000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000243","Nodes","243","21.000000","27.540348","Default Known Flow Node","Known Flow","288264.094595","693521.465923","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015889","Nodes","-1463187","21.000000","27.540348","Default Known Flow Node","Known Flow","288265.844595","693522.340923","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015527","Nodes","-1322","21.000000","25.937083","Default Known Flow Node","Known Flow","288745.594726","693728.715979","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001320","Nodes","1320","21.000000","26.681052","DDS demands","Known Flow","288768.719732","693735.840981","","0.000000","","","","","","","-8.920000","","","","","","","-7.976423","-8.920000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000013497","Nodes","","21.000000","28.296016","Default Known Flow Node","Known Flow","288466.233650","693618.125949","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000013622","Nodes","","21.000000","33.079680","DDS demands","Known Flow","288842.113752","694337.510145","","0.000000","","","","","","","-2.209999","","","","","","","-1.976221","-2.209999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000015582","Nodes","","21.000000","32.916551","DDS demands","Known Flow","288738.110724","694480.677184","","0.000000","","","","","","","-1.169999","","","","","","","-1.046234","-1.169999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000015585","Nodes","","21.000000","32.715286","DDS demands","Known Flow","288771.571733","694515.402193","","0.000000","","","","","","","-2.300000","","","","","","","-2.056701","-2.300000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000697","Nodes","697","21.000000","31.782734","DDS demands","Known Flow","288654.443701","694288.370132","","0.000000","","","","","","","-6.099999","","","","","","","-5.454729","-6.099999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000015555","Nodes","-1405","21.000000","31.951622","Default Known Flow Node","Known Flow","288703.817715","694219.232113","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015579","Nodes","-1444","21.000000","32.833507","Default Known Flow Node","Known Flow","288585.988683","694461.809179","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000048","Nodes","48","21.000000","32.833227","DDS demands","Known Flow","288601.391687","694418.107167","","0.000000","","","","","","","-5.769999","","","","","","","-5.159637","-5.769999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000015540","Nodes","-1365","21.000000","33.615522","Default Known Flow Node","Known Flow","288608.719689","693896.466025","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000808","Nodes","808","21.000000","33.615522","DDS demands","Known Flow","288616.219691","693894.841025","","0.000000","","","","","","","-11.379999","","","","","","","-10.176199","-11.379999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000133","Nodes","133","21.000000","33.120823","Default Known Flow Node","Known Flow","288651.704700","694574.630210","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016096","Nodes","","21.000000","33.115034","DDS demands","Known Flow","288655.341701","694568.443208","","0.000000","","","","","","","-4.639999","","","","","","","-4.149170","-4.639999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000015809","Nodes","","21.000000","33.114806","DDS demands","Known Flow","288656.261696","694568.267063","","0.000000","","","","","","","-3.749999","","","","","","","-3.353317","-3.749999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000002075","Nodes","2075","21.000000","33.295080","Default Known Flow Node","Known Flow","288642.093698","694576.317210","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016101","Nodes","-1472","21.000000","33.287005","Default Known Flow Node","Known Flow","288659.027702","694610.352219","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001833","Nodes","1833","21.000000","33.887548","DDS demands","Known Flow","288538.594670","694794.091269","","0.000000","","","","","","","-0.419999","","","","","","","-0.375571","-0.419999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000229","Nodes","","21.000000","33.795238","Default Known Flow Node","Known Flow","288548.200303","694744.054929","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016106","Nodes","-1482","21.000000","32.009368","Default Known Flow Node","Known Flow","288659.844703","694696.466243","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001589","Nodes","1589","21.000000","31.938096","DDS demands","Known Flow","288688.344710","694674.716237","","0.000000","","","","","","","-6.070000","","","","","","","-5.427902","-6.070000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000016107","Nodes","-1483","21.000000","31.973485","Default Known Flow Node","Known Flow","288648.969700","694703.216245","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000134","Nodes","134","21.000000","32.712054","DDS demands","Known Flow","288775.469734","694514.591193","","0.000000","","","","","","","-1.559999","","","","","","","-1.394979","-1.559999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000016643","Nodes","-669","21.000000","26.296650","Default Known Flow Node","Known Flow","289036.469805","692611.715675","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001355","Nodes","1355","21.000000","26.507729","DDS demands","Known Flow","289043.594807","692618.215677","","0.000000","","","","","","","-6.119999","","","","","","","-5.472613","-6.119999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000565","Nodes","565","21.000000","27.455918","Default Known Flow Node","Known Flow","289337.219887","692590.340670","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000557","Nodes","557","21.000000","27.466905","DDS demands","Known Flow","289370.344896","692599.340672","","0.000000","","","","","","","-0.569999","","","","","","","-0.509704","-0.569999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000016603","Nodes","-584","21.000000","29.382698","Default Known Flow Node","Known Flow","288888.912765","692415.527622","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001758","Nodes","1758","21.000000","29.256063","DDS demands","Known Flow","288894.219766","692444.715630","","0.000000","","","","","","","-2.789999","","","","","","","-2.494867","-2.789999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000016634","Nodes","-655","21.000000","25.939044","Default Known Flow Node","Known Flow","289026.219802","692597.465672","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016637","Nodes","-659","21.000000","25.941557","Default Known Flow Node","Known Flow","289027.344803","692598.715672","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000012943","Nodes","","21.000000","33.186525","Default Known Flow Node","Known Flow","288827.289748","692049.928523","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015856","Nodes","-1463118","21.000000","33.186525","Default Known Flow Node","Known Flow","288869.719760","692058.340525","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016608","Nodes","-589","21.000000","29.118890","Default Known Flow Node","Known Flow","288833.184750","692431.098626","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000520","Nodes","520","21.000000","29.212877","DDS demands","Known Flow","288865.969759","692425.340625","","0.000000","","","","","","","-2.160000","","","","","","","-1.931510","-2.160000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000016267","Nodes","-1887","21.000000","25.941557","Default Known Flow Node","Known Flow","289030.719804","692602.340673","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016582","Nodes","-527","21.000000","30.412353","Default Known Flow Node","Known Flow","288815.344745","692292.340589","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016633","Nodes","-653","21.000000","25.934661","Default Known Flow Node","Known Flow","289025.094802","692596.215671","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016606","Nodes","-587","21.000000","29.181058","Default Known Flow Node","Known Flow","288868.199759","692424.356624","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000002035","Nodes","2035","21.000000","29.181058","Default Known Flow Node","Known Flow","288869.207760","692424.744625","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016759","Nodes","-831","21.000000","27.856754","Default Known Flow Node","Known Flow","288992.219793","692798.340726","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000631","Nodes","631","21.000000","29.297884","DDS demands","Known Flow","288790.969738","692847.965740","","0.000000","","","","-18.729999","","","-0.699999","","","","","","","-17.374652","-19.429999","","","","","","","C4 PROFILE","","","D1 PROFILE","","","","","","",""
"64401000001025","Nodes","P00109156, Shillinghill CSEP, 77.91","24.000000","29.297450","CSEP DDS Matched","Known Flow","288792.311739","692848.971740","","0.000000","","","","","-49.110002","","","-28.799999","","","","","","-69.668517","-77.910004","","","","","","","","CC PROFILE","","","DC PROFILE","","","","","",""
"64401000016842","Nodes","-934","21.000000","28.897712","Default Known Flow Node","Known Flow","288854.469756","692897.965753","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016172","Nodes","-1726","21.000000","25.081342","Default Known Flow Node","Known Flow","289378.719898","693161.215825","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016126","Nodes","-1565","21.000000","25.408372","Default Known Flow Node","Known Flow","289382.844899","692787.215723","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016170","Nodes","-1724","21.000000","25.082024","Default Known Flow Node","Known Flow","289377.969898","693158.340824","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016169","Nodes","-1723","21.000000","25.081989","Default Known Flow Node","Known Flow","289377.604592","693156.276444","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000013192","Nodes","","21.000000","29.297904","Default Known Flow Node","Known Flow","288790.307738","692848.715740","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015442","Nodes","-1113","21.000000","29.276374","Default Known Flow Node","Known Flow","288809.094743","693287.590859","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016161","Nodes","-1656","21.000000","27.416628","Default Known Flow Node","Known Flow","289083.219818","692965.715772","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015836","Nodes","-1463071","21.000000","27.416628","Default Known Flow Node","Known Flow","289077.719816","692965.965772","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016155","Nodes","mprn:9297491303","21.000000","27.087661","DDS demands","Known Flow","289132.344831","692951.840768","","0.000000","","-87.910004","","","","","","","","","","","","-78.610703","-87.910004","","","","","C2 PROFILE","","","","","","","","","","","",""
"64401000016154","Nodes","-1647","21.000000","27.049839","Default Known Flow Node","Known Flow","289142.219834","692950.340768","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016153","Nodes","-1646","21.000000","27.028284","Default Known Flow Node","Known Flow","289147.844835","692949.465767","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016866","Nodes","Logger 9246, Hawkhill Primary School","21.000000","27.822013","Val Log Post","Known Flow","289007.594797","692954.965769","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000013911","Nodes","","21.000000","27.770657","Default Known Flow Node","Known Flow","289025.063802","692956.450769","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016156","Nodes","-1649","21.000000","27.028284","Default Known Flow Node","Known Flow","289148.969836","692957.215769","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015690","Nodes","-1462703","21.000000","27.028284","Default Known Flow Node","Known Flow","289151.469836","692974.715774","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015843","Nodes","-1463086","21.000000","26.700985","Default Known Flow Node","Known Flow","289226.094857","692930.590762","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016816","Nodes","-901","21.000000","29.112085","Default Known Flow Node","Known Flow","288815.094745","692866.840745","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016818","Nodes","-906","21.000000","29.059647","Default Known Flow Node","Known Flow","288822.344747","692872.590746","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000013930","Nodes","","21.000000","26.084082","Default Known Flow Node","Known Flow","289290.322874","692809.866729","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016810","Nodes","-896","21.000000","29.174586","Default Known Flow Node","Known Flow","288806.469742","692859.965743","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016151","Nodes","-1639","21.000000","26.919396","Default Known Flow Node","Known Flow","289186.094846","692940.965765","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016148","Nodes","-1635","21.000000","26.774284","Default Known Flow Node","Known Flow","289223.969856","692935.215764","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016130","Nodes","-1573","21.000000","26.081330","Default Known Flow Node","Known Flow","289285.844873","692802.965728","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001525","Nodes","1525","21.000000","26.081330","DDS demands","Known Flow","289289.714874","692807.516729","","0.000000","","","","","","","-4.030000","","","","","","","-3.603698","-4.030000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000339","Nodes","339","21.000000","27.111873","DDS demands","Known Flow","289220.433855","693231.605844","","0.000000","","","","","","","-10.779999","","","","","","","-9.639668","-10.779999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000016192","Nodes","-1762","21.000000","27.073752","Default Known Flow Node","Known Flow","289278.578871","693285.461859","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001882","Nodes","1882","21.000000","27.849239","Default Known Flow Node","Known Flow","288956.594783","692871.840746","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015928","Nodes","-1463283","21.000000","27.849239","Default Known Flow Node","Known Flow","288956.969783","692869.340746","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001523","Nodes","1523","21.000000","26.753296","DDS demands","Known Flow","289171.844842","692854.965742","","0.000000","","","","","","","-6.829999","","","","","","","-6.107508","-6.829999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000016178","Nodes","-1736","21.000000","25.085807","Default Known Flow Node","Known Flow","289132.094831","693194.965834","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000345","Nodes","345","21.000000","25.042809","DDS demands","Known Flow","289138.594833","693186.590832","","0.000000","","","","","","","-20.980000","","","","","","","-18.760691","-20.980000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000013164","Nodes","","21.000000","28.360713","Default Known Flow Node","Known Flow","288801.054741","693031.926790","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016152","Nodes","-1643","21.000000","26.774284","Default Known Flow Node","Known Flow","289225.469857","692945.465766","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016020","Nodes","-1463541","21.000000","26.774284","Default Known Flow Node","Known Flow","289212.969853","692947.340767","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016138","Nodes","-1594","21.000000","26.753296","Default Known Flow Node","Known Flow","289163.219840","692836.965737","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001906","Nodes","1906","21.000000","29.046038","DDS demands","Known Flow","288824.219747","692874.090747","","0.000000","","-6.000000","","-12.669999","","","-8.169999","","","","","","","-24.000807","-26.839998","","","","","C2 PROFILE","","C4 PROFILE","","","D1 PROFILE","","","","","","",""
"64401000016158","Nodes","-1651","21.000000","27.416628","Default Known Flow Node","Known Flow","289083.219818","692957.840770","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015388","Nodes","-1021","21.000000","27.798498","Default Known Flow Node","Known Flow","288974.926788","693007.246783","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016157","Nodes","-1650","21.000000","27.396395","Default Known Flow Node","Known Flow","289074.344815","692957.840770","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016125","Nodes","-1563","21.000000","25.272794","Default Known Flow Node","Known Flow","289402.460905","692782.401722","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001461","Nodes","1461","21.000000","26.720491","DDS demands","Known Flow","289234.719859","692929.215762","","0.000000","","","","","","","-14.189999","","","","","","","-12.688951","-14.189999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000016802","Nodes","-886","21.000000","29.300019","Default Known Flow Node","Known Flow","288789.098171","692850.094829","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016821","Nodes","-910","21.000000","29.002032","Default Known Flow Node","Known Flow","288836.344751","692878.215748","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016270","Nodes","-1907","21.000000","29.002032","Default Known Flow Node","Known Flow","288840.344752","692872.465746","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016052","Nodes","-1463630","21.000000","29.297450","Default Known Flow Node","Known Flow","288793.969739","692850.215740","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016867","Nodes","-985","21.000000","27.726058","Default Known Flow Node","Known Flow","289030.974951","692955.959590","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016234","Nodes","-1831","21.000000","27.310749","Default Known Flow Node","Known Flow","289334.844886","693424.715897","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016233","Nodes","-1829","21.000000","27.310749","Default Known Flow Node","Known Flow","289335.844887","693421.965896","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016211","Nodes","-1789","21.000000","25.589296","Default Known Flow Node","Known Flow","289094.469821","693323.215869","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015847","Nodes","-1463107","21.000000","25.562915","DDS demands","Known Flow","289096.094821","693318.465868","","0.000000","","","","","","","-1.580000","","","","","","","-1.412864","-1.580000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000016230","Nodes","-1826","21.000000","27.310749","Default Known Flow Node","Known Flow","289344.844889","693416.340894","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001859","Nodes","1859","21.000000","27.310749","DDS demands","Known Flow","289362.469894","693423.590896","","0.000000","","","","","","","-1.169999","","","","-24.420000","","","-22.883036","-25.590000","","","","","","","","","","D1 PROFILE","","","","I2 PROFILE","","",""
"64401000016215","Nodes","-1796","21.000000","26.633499","Default Known Flow Node","Known Flow","289288.969874","693362.090880","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015968","Nodes","-1463411","21.000000","30.813049","Default Known Flow Node","Known Flow","289389.344901","693630.840953","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
