"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"D1","Flow Categories",-344.710002,0.000000,1.000000,"Volumetric",-1.000000
"C3","Flow Categories",-4.880000,0.000000,1.000000,"Volumetric",-1.000000
"DL","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",0.000000
"C1","Flow Categories",-11.860000,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-40.020000,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-27.930000,0.000000,1.000000,"Volumetric",-1.000000
"DH","Flow Categories",-15.540000,0.000000,1.000000,"Volumetric",-1.000000
"PL-AF","Flow Categories",-70.543999,0.000000,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
