"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"644041-292622","Nodes","-292622",21.000000,27.431912,"Default Known Flow Node","Known Flow",289409.500000,663940.500000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000091","Nodes","91",21.000000,29.746902,"DDS demands","Known Flow",290887.250000,664534.875000,,0.000000,,,,,-26.030997,,,,,,-23.277384,-26.030997,,"",,,,,"D1 PROFILE",,,,,
"64404100001000","Nodes","1000",21.000000,29.969423,"Default Known Flow Node","Known Flow",290893.406250,664510.750000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000185","Nodes","185",21.000000,27.301572,"DDS demands","Known Flow",289456.125000,663890.000000,,0.000000,,,,,-6.204000,,,,,,-5.547727,-6.204000,,"",,,,,"D1 PROFILE",,,,,
"64404100000134","Nodes","134",21.000000,27.316481,"DDS demands","Known Flow",289450.375000,663902.625000,,0.000000,,,,,-12.235999,,,,,,-10.941650,-12.235999,,"",,,,,"D1 PROFILE",,,,,
"64404100000132","Nodes","132",21.000000,27.142565,"DDS demands","Known Flow",289486.000000,663929.250000,,0.000000,,,,,-14.179999,,,,,,-12.680009,-14.179999,,"",,,,,"D1 PROFILE",,,,,
"644041-292624","Nodes","-292624",21.000000,28.053048,"Default Known Flow Node","Known Flow",289146.625000,663972.875000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603196","Nodes","-603196",21.000000,28.051076,"Default Known Flow Node","Known Flow",289140.625000,663983.125000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292626","Nodes","-292626",21.000000,28.086009,"Default Known Flow Node","Known Flow",289172.000000,663984.875000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603195","Nodes","-603195",21.000000,28.053048,"Default Known Flow Node","Known Flow",289150.125000,663964.375000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292627","Nodes","-292627",21.000000,28.089005,"Default Known Flow Node","Known Flow",289173.875000,663985.750000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603197","Nodes","-603197",21.000000,28.086009,"Default Known Flow Node","Known Flow",289167.875000,663994.500000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292629","Nodes","-292629",21.000000,27.985263,"Default Known Flow Node","Known Flow",289199.125000,663997.625000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603198","Nodes","-603198",21.000000,27.953039,"Default Known Flow Node","Known Flow",289177.500000,663977.500000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292630","Nodes","-292630",21.000000,27.987494,"Default Known Flow Node","Known Flow",289200.875000,663998.375000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292631","Nodes","-292631",21.000000,27.988468,"Default Known Flow Node","Known Flow",289201.500000,663998.625000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603199","Nodes","-603199",21.000000,27.987494,"Default Known Flow Node","Known Flow",289204.250000,663989.875000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000183","Nodes","183",21.000000,26.750352,"DDS demands","Known Flow",289635.750000,663986.375000,,0.000000,,,,,-8.298999,,,,,,-7.421113,-8.298999,,"",,,,,"D1 PROFILE",,,,,
"64404100000191","Nodes","191",21.000000,26.500324,"DDS demands","Known Flow",289588.625000,663920.375000,,0.000000,,,,,-17.297000,,,,,,-15.467287,-17.297000,,"",,,,,"D1 PROFILE",,,,,
"64404100000131","Nodes","131",21.000000,27.143796,"DDS demands","Known Flow",289519.000000,663973.250000,,0.000000,,,,,-16.750000,,,,,,-14.978150,-16.750000,,"",,,,,"D1 PROFILE",,,,,
"644041-603855","Nodes","-603855",21.000000,26.500324,"Default Known Flow Node","Known Flow",289581.500000,663889.625000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292633","Nodes","-292633",21.000000,27.935234,"Default Known Flow Node","Known Flow",289228.375000,664011.000000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603202","Nodes","-603202",21.000000,27.988468,"Default Known Flow Node","Known Flow",289196.750000,664008.875000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000222","Nodes","222",21.000000,28.782682,"DDS demands","Known Flow",289168.500000,664215.375000,,0.000000,,,,,-14.645000,,,,,,-13.095821,-14.645000,,"",,,,,"D1 PROFILE",,,,,
"644041-292686","Nodes","-292686",21.000000,28.566343,"Default Known Flow Node","Known Flow",289157.500000,664213.625000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000213","Nodes","213",21.000000,27.779216,"DDS demands","Known Flow",289079.250000,664138.500000,,0.000000,,,,,-4.767000,,,,,,-4.262737,-4.767000,,"",,,,,"D1 PROFILE",,,,,
"644041-292663","Nodes","-292663",21.000000,27.781186,"Default Known Flow Node","Known Flow",289086.125000,664140.125000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000041","Nodes","41",21.000000,26.593205,"DDS demands","Known Flow",289466.875000,664011.375000,,0.000000,,,,,-12.478998,,,,,,-11.158943,-12.478998,,"",,,,,"D1 PROFILE",,,,,
"644041-603231","Nodes","-603231",21.000000,27.781905,"Default Known Flow Node","Known Flow",289091.125000,664125.375000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292664","Nodes","-292664",21.000000,27.781905,"Default Known Flow Node","Known Flow",289088.625000,664140.750000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603232","Nodes","-603232",21.000000,27.789221,"Default Known Flow Node","Known Flow",289116.875000,664129.875000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292670","Nodes","-292670",21.000000,27.789221,"Default Known Flow Node","Known Flow",289114.125000,664146.875000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603224","Nodes","-603224",21.000000,27.900827,"Default Known Flow Node","Known Flow",289206.625000,664102.250000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292661","Nodes","-292661",21.000000,27.810327,"Default Known Flow Node","Known Flow",289229.000000,664104.875000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603207","Nodes","-603207",21.000000,27.939120,"Default Known Flow Node","Known Flow",289292.000000,664025.000000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292642","Nodes","-292642",21.000000,27.939120,"Default Known Flow Node","Known Flow",289291.625000,664038.625000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603247","Nodes","-603247",21.000000,27.958127,"Default Known Flow Node","Known Flow",289316.875000,664054.125000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292649","Nodes","-292649",21.000000,27.958127,"Default Known Flow Node","Known Flow",289314.750000,664053.125000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000024","Nodes","24",21.000000,27.672531,"DDS demands","Known Flow",289104.750000,664205.500000,,0.000000,,,,,-6.741000,,,,,-1661.599952,-6.027923,-6.741000,,"",,,,,"D1 PROFILE",,,,,"PL-PL PROFILE"
"644041-603236","Nodes","-603236",21.000000,27.672531,"Default Known Flow Node","Known Flow",289103.125000,664205.000000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292688","Nodes","-292688",21.000000,28.885219,"Default Known Flow Node","Known Flow",289184.750000,664217.875000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000212","Nodes","212",21.000000,27.794279,"DDS demands","Known Flow",289129.500000,664156.250000,,0.000000,,,,,-11.719999,,,,,,-10.480234,-11.719999,,"",,,,,"D1 PROFILE",,,,,
"644041-292679","Nodes","-292679",21.000000,27.611577,"Default Known Flow Node","Known Flow",289113.625000,664178.000000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000214","Nodes","214",21.000000,27.634913,"DDS demands","Known Flow",289194.000000,664141.375000,,0.000000,,,,,-12.823000,,,,,,-11.466555,-12.823000,,"",,,,,"D1 PROFILE",,,,,
"644041-292668","Nodes","-292668",21.000000,27.628274,"Default Known Flow Node","Known Flow",289244.000000,664144.000000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292666","Nodes","-292666",21.000000,27.716138,"Default Known Flow Node","Known Flow",289174.000000,664143.125000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000216","Nodes","216",21.000000,27.796248,"DDS demands","Known Flow",289237.338424,664097.459240,,0.000000,,,,,-11.810998,,,,,,-10.561606,-11.810998,,"",,,,,"D1 PROFILE",,,,,
"64404100000025","Nodes","25",21.000000,27.958304,"DDS demands","Known Flow",289313.875000,664054.875000,,0.000000,,,,,-13.288999,,,,,,-11.883261,-13.288999,,"",,,,,"D1 PROFILE",,,,,
"644041-603246","Nodes","-603246",21.000000,27.958304,"Default Known Flow Node","Known Flow",289311.875000,664053.875000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000218","Nodes","218",21.000000,27.956382,"DDS demands","Known Flow",289297.875000,664044.875000,,0.000000,,,,,-21.608000,,,,,,-19.322260,-21.608000,,"",,,,,"D1 PROFILE",,,,,
"644041-292652","Nodes","-292652",21.000000,27.990745,"Default Known Flow Node","Known Flow",289271.000000,664066.500000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000032","Nodes","32",21.000000,29.195430,"DDS demands","Known Flow",289390.625000,664248.375000,,0.000000,,,,,-14.006998,,,,,,-12.525308,-14.006998,,"",,,,,"D1 PROFILE",,,,,
"64404100000030","Nodes","30",21.000000,28.363397,"DDS demands","Known Flow",289404.500000,664195.875000,,0.000000,,,,,-10.688000,,,,,,-9.557401,-10.688000,,"",,,,,"D1 PROFILE",,,,,
"64404100000117","Nodes","117",21.000000,27.552923,"DDS demands","Known Flow",289475.875000,664154.750000,,0.000000,,,,,-18.947000,,,,,,-16.942747,-18.947000,,"",,,,,"D1 PROFILE",,,,,
"64404100000028","Nodes","28",21.000000,27.506334,"DDS demands","Known Flow",289485.000000,664153.875000,,0.000000,,,,,-7.367999,,,,,,-6.588596,-7.367999,,"",,,,,"D1 PROFILE",,,,,
"644041-292681","Nodes","-292681",21.000000,27.669325,"Default Known Flow Node","Known Flow",289072.500000,664200.125000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603234","Nodes","-603234",21.000000,27.669325,"Default Known Flow Node","Known Flow",289068.250000,664199.625000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603235","Nodes","-603235",21.000000,27.669325,"Default Known Flow Node","Known Flow",289073.750000,664188.750000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603230","Nodes","-603230",21.000000,27.781186,"Default Known Flow Node","Known Flow",289085.125000,664144.750000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292682","Nodes","-292682",21.000000,27.669325,"Default Known Flow Node","Known Flow",289105.000000,664204.000000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603233","Nodes","-603233",21.000000,27.837547,"Default Known Flow Node","Known Flow",289104.500000,664172.875000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292684","Nodes","-292684",21.000000,27.847184,"Default Known Flow Node","Known Flow",289113.625000,664206.875000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603239","Nodes","-603239",21.000000,27.847184,"Default Known Flow Node","Known Flow",289110.625000,664199.000000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292685","Nodes","-292685",21.000000,28.025674,"Default Known Flow Node","Known Flow",289130.000000,664209.375000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603237","Nodes","-603237",21.000000,28.025674,"Default Known Flow Node","Known Flow",289131.500000,664198.125000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292674","Nodes","-292674",21.000000,27.773103,"Default Known Flow Node","Known Flow",289140.500000,664149.750000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603226","Nodes","-603226",21.000000,27.773103,"Default Known Flow Node","Known Flow",289145.750000,664157.750000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292669","Nodes","-292669",21.000000,27.757558,"Default Known Flow Node","Known Flow",289149.250000,664146.375000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603225","Nodes","-603225",21.000000,27.757558,"Default Known Flow Node","Known Flow",289144.625000,664131.875000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603238","Nodes","-603238",21.000000,28.566343,"Default Known Flow Node","Known Flow",289158.875000,664202.000000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603227","Nodes","-603227",21.000000,27.719343,"Default Known Flow Node","Known Flow",289171.750000,664150.625000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603228","Nodes","-603228",21.000000,27.716138,"Default Known Flow Node","Known Flow",289172.125000,664129.375000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292689","Nodes","-292689",21.000000,28.966429,"Default Known Flow Node","Known Flow",289208.875000,664221.500000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603241","Nodes","-603241",21.000000,28.885219,"Default Known Flow Node","Known Flow",289186.125000,664206.250000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292691","Nodes","-292691",21.000000,28.810815,"Default Known Flow Node","Known Flow",289233.625000,664225.250000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603242","Nodes","-603242",21.000000,28.966429,"Default Known Flow Node","Known Flow",289210.875000,664209.250000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603220","Nodes","-603220",21.000000,28.124091,"Default Known Flow Node","Known Flow",289223.875000,664074.375000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292634","Nodes","-292634",21.000000,27.937826,"Default Known Flow Node","Known Flow",289230.000000,664011.750000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603203","Nodes","-603203",21.000000,28.025841,"Default Known Flow Node","Known Flow",289224.000000,664020.750000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292636","Nodes","-292636",21.000000,27.975069,"Default Known Flow Node","Known Flow",289253.375000,664022.500000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603204","Nodes","-603204",21.000000,27.937826,"Default Known Flow Node","Known Flow",289234.125000,664003.750000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292693","Nodes","-292693",21.000000,28.896157,"Default Known Flow Node","Known Flow",289259.000000,664229.000000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603243","Nodes","-603243",21.000000,29.036033,"Default Known Flow Node","Known Flow",289235.500000,664212.875000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292671","Nodes","-292671",21.000000,27.624516,"Default Known Flow Node","Known Flow",289266.250000,664146.875000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603221","Nodes","-603221",21.000000,27.628274,"Default Known Flow Node","Known Flow",289242.625000,664150.750000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292658","Nodes","-292658",21.000000,27.776154,"Default Known Flow Node","Known Flow",289252.250000,664083.750000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603213","Nodes","-603213",21.000000,27.776154,"Default Known Flow Node","Known Flow",289259.750000,664092.125000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292638","Nodes","-292638",21.000000,27.979682,"Default Known Flow Node","Known Flow",289256.250000,664023.875000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603205","Nodes","-603205",21.000000,27.884489,"Default Known Flow Node","Known Flow",289248.500000,664033.125000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603206","Nodes","-603206",21.000000,27.979682,"Default Known Flow Node","Known Flow",289259.375000,664016.125000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603244","Nodes","-603244",21.000000,29.121342,"Default Known Flow Node","Known Flow",289260.875000,664217.250000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292654","Nodes","-292654",21.000000,27.763293,"Default Known Flow Node","Known Flow",289261.750000,664075.000000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603214","Nodes","-603214",21.000000,27.989604,"Default Known Flow Node","Known Flow",289255.875000,664068.625000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292672","Nodes","-292672",21.000000,27.623785,"Default Known Flow Node","Known Flow",289270.750000,664147.500000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000215","Nodes","215",21.000000,27.577759,"DDS demands","Known Flow",289275.750000,664148.125000,,0.000000,,,,,-3.693999,,,,,,-3.303240,-3.693999,,"",,,,,"D1 PROFILE",,,,,
"644041-603222","Nodes","-603222",21.000000,27.623785,"Default Known Flow Node","Known Flow",289269.500000,664154.750000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603215","Nodes","-603215",21.000000,27.990745,"Default Known Flow Node","Known Flow",289278.625000,664074.875000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292644","Nodes","-292644",21.000000,27.952828,"Default Known Flow Node","Known Flow",289300.375000,664042.250000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292639","Nodes","-292639",21.000000,27.940634,"Default Known Flow Node","Known Flow",289319.375000,664024.625000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-603248","Nodes","-603248",21.000000,27.940634,"Default Known Flow Node","Known Flow",289320.500000,664026.500000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000184","Nodes","184",21.000000,27.163691,"DDS demands","Known Flow",289562.375000,664030.375000,,0.000000,-4.079998,-52.210000,,,-10.383998,,,,,,-59.621083,-66.673996,,"","C1 PROFILE","C2 PROFILE",,,"D1 PROFILE",,,,,
"64404100000353","Nodes","353",21.000000,26.791770,"DDS demands","Known Flow",289672.250000,664001.250000,,0.000000,-4.389999,,,,-7.571000,,,,,,-10.695739,-11.960999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,
"64404100000034","Nodes","34",21.000000,27.343576,"DDS demands","Known Flow",289559.125000,664047.000000,,0.000000,,,,,-9.038000,,,,,,-8.081941,-9.038000,,"",,,,,"D1 PROFILE",,,,,
"64404100000182","Nodes","182",21.000000,27.596795,"DDS demands","Known Flow",289625.250000,664149.625000,,0.000000,,,,,-10.869999,,,,,,-9.720147,-10.869999,,"",,,,,"D1 PROFILE",,,,,
"644041-603868","Nodes","-603868",21.000000,27.343576,"Default Known Flow Node","Known Flow",289561.625000,664045.125000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"644041-292678","Nodes","-292678",21.000000,27.840558,"Default Known Flow Node","Known Flow",289627.250000,664159.500000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000033","Nodes","33",21.000000,31.332966,"DDS demands","Known Flow",289609.875000,664278.000000,,0.000000,-18.540000,,,,-4.301000,,,-30.690000,,,-47.868380,-53.531001,,"","C1 PROFILE",,,,"D1 PROFILE",,,"I2 PROFILE",,
"64404100000181","Nodes","181",21.000000,31.556624,"DDS demands","Known Flow",289618.000000,664273.500000,,0.000000,-8.060000,,,,,,,,,,-7.207396,-8.060000,,"","C1 PROFILE",,,,,,,,,
"644041-292695","Nodes","-292695",21.000000,31.252167,"Default Known Flow Node","Known Flow",289581.000000,664274.250000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000324","Nodes","324",21.000000,33.410362,"DDS demands","Known Flow",289945.375000,664384.750000,,0.000000,,,,,-14.048000,,,,,,-12.561973,-14.048000,,"",,,,,"D1 PROFILE",,,,,
"64404100001014","Nodes","Logger - 9338",21.000000,33.261607,"Val Log Cath","Known Flow",289927.250000,664382.375000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000322","Nodes","322",21.000000,33.496440,"Default Known Flow Node","Known Flow",289942.625000,664408.625000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000326","Nodes","326",21.000000,33.261139,"DDS demands","Known Flow",289918.375000,664381.250000,,0.000000,,,,,-0.860000,,,,,,-0.769027,-0.860000,,"",,,,,"D1 PROFILE",,,,,
"64404100000327","Nodes","327",21.000000,33.121374,"DDS demands","Known Flow",289924.875000,664401.625000,,0.000000,,,,,-8.097000,,,,,,-7.240482,-8.097000,,"",,,,,"D1 PROFILE",,,,,
"64404100000328","Nodes","328",21.000000,33.007230,"DDS demands","Known Flow",289870.625000,664414.250000,,0.000000,,,,,-3.885998,,,,,,-3.474929,-3.885998,,"",,,,,"D1 PROFILE",,,,,
"64404100000323","Nodes","323",21.000000,32.779122,"DDS demands","Known Flow",289964.875000,664435.000000,,0.000000,,,,,-3.460999,,,,,,-3.094887,-3.460999,,"",,,,,"D1 PROFILE",,,,,
"644041-303468","Nodes","-303468",21.000000,33.547343,"Default Known Flow Node","Known Flow",289935.750000,664457.250000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000312","Nodes","312",21.000000,33.123208,"DDS demands","Known Flow",289920.250000,664463.500000,,0.000000,,,,,-2.095000,,,,,,-1.873386,-2.095000,,"",,,,,"D1 PROFILE",,,,,
"64404100000313","Nodes","313",21.000000,33.078204,"DDS demands","Known Flow",289881.625000,664453.000000,,0.000000,,,,,-10.788998,,,,,,-9.647715,-10.788998,,"",,,,,"D1 PROFILE",,,,,
"64404100000311","Nodes","311",21.000000,33.581365,"Default Known Flow Node","Known Flow",289934.625000,664465.500000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64404100000317","Nodes","317",21.000000,33.444271,"DDS demands","Known Flow",289957.500000,664479.250000,,0.000000,,,,,-3.713999,,,,,,-3.321124,-3.713999,,"",,,,,"D1 PROFILE",,,,,
"64404100000318","Nodes","318",21.000000,33.444271,"Default Known Flow Node","Known Flow",289957.000000,664487.625000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
