"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"64403100000425","Nodes","425","21.000000","35.720267","DDS demands","Known Flow","264695.963021","675887.510618","","0.000000","","","","","-12.859999","","","","","","-11.499641","-12.859999","","","","","","","D1 PROFILE","","","","",""
"64403100000436","Nodes","436","21.000000","34.785486","DDS demands","Known Flow","264849.477224","675882.632123","","0.000000","","","","","-16.739999","","","","","","-14.969207","-16.739999","","","","","","","D1 PROFILE","","","","",""
"64403100000418","Nodes","418","21.000000","35.804514","DDS demands","Known Flow","264696.585821","675958.605190","","0.000000","","","","","-16.399999","","","","","","-14.665173","-16.399999","","","","","","","D1 PROFILE","","","","",""
"64403100000420","Nodes","420","21.000000","35.640019","DDS demands","Known Flow","264652.849419","675931.546009","","0.000000","","","","","-1.129999","","","","","","-1.010466","-1.129999","","","","","","","D1 PROFILE","","","","",""
"64403100000417","Nodes","417","21.000000","36.228472","DDS demands","Known Flow","264723.634007","675972.899738","","0.000000","","","","","-3.829999","","","","","","-3.424854","-3.829999","","","","","","","D1 PROFILE","","","","",""
"64403100000415","Nodes","415","21.000000","36.673940","DDS demands","Known Flow","264750.837197","675990.341153","","0.000000","","","","","-3.229999","","","","","","-2.888323","-3.229999","","","","","","","D1 PROFILE","","","","",""
"64403100000476","Nodes","476","21.000000","36.697780","DDS demands","Known Flow","264762.706200","675999.583155","","0.000000","","","","","-14.089999","","","","","","-12.599530","-14.089999","","","","","","","D1 PROFILE","","","","",""
"64403100000424","Nodes","424","21.000000","35.889591","DDS demands","Known Flow","264753.169197","675922.212134","","0.000000","","","","","-20.709999","","","","","","-18.519252","-20.709999","","","","","","","D1 PROFILE","","","","",""
"64403100000423","Nodes","423","21.000000","35.494330","DDS demands","Known Flow","264858.621226","675957.597144","","0.000000","","","","","-13.709999","","","","","","-12.259727","-13.709999","","","","","","","D1 PROFILE","","","","",""
"64403100000422","Nodes","422","21.000000","35.400750","DDS demands","Known Flow","264839.493221","675992.077153","","0.000000","","","","","-6.280000","","","","","","-5.615688","-6.280000","","","","","","","D1 PROFILE","","","","",""
"64403100000412","Nodes","412","21.000000","35.108792","DDS demands","Known Flow","264926.187245","675927.599136","","0.000000","","","0.000000","","-9.939999","","","","","","-8.888526","-9.939999","","","","","C3 PROFILE","","D1 PROFILE","","","","",""
"64403100000435","Nodes","435","21.000000","34.711074","DDS demands","Known Flow","264996.800264","675752.514088","","0.000000","","","","","-17.339999","","","","","","-15.505737","-17.339999","","","","","","","D1 PROFILE","","","","",""
"64403100000437","Nodes","437","21.000000","34.781311","DDS demands","Known Flow","264887.118234","675825.249108","","0.000000","","","","","-8.159999","","","","","","-7.296817","-8.159999","","","","","","","D1 PROFILE","","","","",""
"64403100000413","Nodes","413","21.000000","36.871443","DDS demands","Known Flow","264803.475211","676043.054167","","0.000000","","","","","-13.729999","","","","","","-12.277611","-13.729999","","","","","","","D1 PROFILE","","","","",""
"64403100000473","Nodes","473","21.000000","24.077537","DDS demands","Known Flow","264866.705858","676465.769966","","0.000000","","","","","-2.109999","","","","","","-1.886799","-2.109999","","","","","","","D1 PROFILE","","","","",""
"64403100000084","Nodes","84","21.000000","33.559937","DDS demands","Known Flow","264978.973259","676236.178220","","0.000000","","","","","-1.789999","","","","","","-1.600649","-1.789999","","","","","","","D1 PROFILE","","","","",""
"64403100000301","Nodes","301","21.000000","33.557665","DDS demands","Known Flow","264964.233255","676236.764220","","0.000000","","","","","-3.260000","","","","","","-2.915150","-3.260000","","","","","","","D1 PROFILE","","","","",""
"64403100000088","Nodes","88","21.000000","32.438198","DDS demands","Known Flow","264926.613599","676150.660725","","0.000000","","","","","-14.579999","","","","","","-13.037696","-14.579999","","","","","","","D1 PROFILE","","","","",""
"64403100000090","Nodes","90","21.000000","27.697527","DDS demands","Known Flow","264980.483259","676084.980178","","0.000000","","","","","-14.300000","","","","","","-12.787315","-14.300000","","","","","","","D1 PROFILE","","","","",""
"64403100000312","Nodes","312","21.000000","31.884617","DDS demands","Known Flow","264893.315236","676077.194176","","0.000000","","","","","-2.599999","","","","","","-2.324966","-2.599999","","","","","","","D1 PROFILE","","","","",""
"64403100000091","Nodes","91","21.000000","26.870868","DDS demands","Known Flow","264947.391250","676068.291174","","0.000000","","","-16.100000","","-7.620000","","","","","","-21.210849","-23.720001","","","","","C3 PROFILE","","D1 PROFILE","","","","",""
"64403100000317","Nodes","317","21.000000","35.317161","DDS demands","Known Flow","264841.389315","676234.688700","","0.000000","","","","","-8.970000","","","","","","-8.021135","-8.970000","","","","","","","D1 PROFILE","","","","",""
"64403100000314","Nodes","314","21.000000","37.034808","Default Known Flow Node","Known Flow","264888.236981","676195.006559","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64403100000410","Nodes","410","21.000000","37.674779","DDS demands","Known Flow","264809.336619","676148.244215","","0.000000","","","","","-9.790000","","","","","","-8.754393","-9.790000","","","","","","","D1 PROFILE","","","","",""
"64403100000409","Nodes","409","21.000000","37.574817","DDS demands","Known Flow","264856.782226","676148.295196","","0.000000","","","","","-9.679999","","","","","","-8.656029","-9.679999","","","","","","","D1 PROFILE","","","","",""
"64403100000411","Nodes","411","21.000000","36.981601","DDS demands","Known Flow","264846.858223","676079.098177","","0.000000","","","","-1.940000","-22.230000","","","","","","-21.613247","-24.170001","","","","","","C4 PROFILE","D1 PROFILE","","","","",""
"64403100000275","Nodes","275","21.000000","36.931406","DDS demands","Known Flow","264746.443346","676209.493378","","0.000000","","","","","-6.719999","","","","","","-6.009144","-6.719999","","","","","","","D1 PROFILE","","","","",""
"64403100000303","Nodes","303","21.000000","35.107091","DDS demands","Known Flow","264679.205717","676113.343022","","0.000000","","","","","-5.859999","","","","","","-5.240117","-5.859999","","","","","","","D1 PROFILE","","","","",""
"64403100000277","Nodes","277","21.000000","36.232730","DDS demands","Known Flow","264695.176849","676231.560843","","0.000000","","","","","-9.850000","","","","","","-8.808046","-9.850000","","","","","","","D1 PROFILE","","","","",""
"64403100000461","Nodes","461","21.000000","35.999194","DDS demands","Known Flow","264676.676350","676244.282909","","0.000000","","","","","-11.430000","","","","","","-10.220911","-11.430000","","","","","","","D1 PROFILE","","","","",""
"64403100000309","Nodes","309","21.000000","35.629330","DDS demands","Known Flow","264600.921665","676189.713448","","0.000000","","","","","-12.749999","","","","","","-11.401277","-12.749999","","","","","","","D1 PROFILE","","","","",""
"64403100001975","Nodes","1975","21.000000","36.041913","Default Known Flow Node","Known Flow","264665.676067","676282.602928","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64403100000304","Nodes","304","21.000000","35.052269","DDS demands","Known Flow","264663.375999","676148.692983","","0.000000","","","","","-3.589999","","","","","","-3.210242","-3.589999","","","","","","","D1 PROFILE","","","","",""
"64403100000459","Nodes","459","21.000000","35.581634","DDS demands","Known Flow","264654.452171","676487.262288","","0.000000","","","","","-20.479999","","","","","","-18.313583","-20.479999","","","","","","","D1 PROFILE","","","","",""
"64403100001979","Nodes","1979","21.000000","35.771350","Default Known Flow Node","Known Flow","264653.585170","676432.601273","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64403100001961","Nodes","1961","21.000000","35.728067","Default Known Flow Node","Known Flow","264689.710404","676428.761205","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64403100001950","Nodes","1950","21.000000","34.771822","Default Known Flow Node","Known Flow","264736.369193","676470.223283","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64403100000496","Nodes","496","21.000000","34.390735","DDS demands","Known Flow","264740.832194","676437.396274","","0.000000","","","","","-8.260000","","","","","","-7.386240","-8.260000","","","","","","","D1 PROFILE","","","","",""
"64403100000295","Nodes","295","21.000000","29.674432","DDS demands","Known Flow","265016.094269","676319.206242","","0.000000","","","","","-17.290000","","","","","","-15.461028","-17.290000","","","","","","","D1 PROFILE","","","","",""
"64403100000106","Nodes","106","21.000000","25.947818","DDS demands","Known Flow","265049.519706","676485.495857","","0.000000","","","","","-8.550000","","","","","","-7.645563","-8.550000","","","","","","","D1 PROFILE","","","","",""
"64403100000085","Nodes","85","21.000000","31.136934","DDS demands","Known Flow","265029.835422","676236.550998","","0.000000","","","","","-9.310000","","","","","","-8.325168","-9.310000","","","","","","","D1 PROFILE","","","","",""
"64403100000082","Nodes","82","21.000000","31.231434","Default Known Flow Node","Known Flow","265073.402285","676206.345211","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64403100000092","Nodes","92","21.000000","26.978336","DDS demands","Known Flow","265103.347864","676085.352148","","0.000000","","","","","-10.260000","","","","","","-9.174676","-10.260000","","","","","","","D1 PROFILE","","","","",""
"64403100000296","Nodes","296","21.000000","29.584993","DDS demands","Known Flow","265080.843265","676332.385807","","0.000000","","","","","-5.050000","","","","","","-4.515800","-5.050000","","","","","","","D1 PROFILE","","","","",""
"64403100000297","Nodes","297","21.000000","29.592289","DDS demands","Known Flow","265084.404288","676315.146241","","0.000000","","","","","-6.829999","","","","","","-6.107508","-6.829999","","","","","","","D1 PROFILE","","","","",""
"64403100001977","Nodes","1977","21.000000","27.760757","Default Known Flow Node","Known Flow","265155.630307","676420.318270","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64403100000483","Nodes","483","21.000000","25.659503","DDS demands","Known Flow","265236.531329","676220.133215","","0.000000","","","","","-9.350000","","","","","","-8.360937","-9.350000","","","","","","","D1 PROFILE","","","","",""
"64403100000070","Nodes","70","21.000000","27.581300","DDS demands","Known Flow","265161.187308","676490.574289","","0.000000","-0.920000","","","","-6.939999","","","","","","-7.028552","-7.860000","","","C1 PROFILE","","","","D1 PROFILE","","","","",""
"64403100000075","Nodes","75","21.000000","27.788082","DDS demands","Known Flow","265165.789577","676398.166541","","0.000000","","","","","-7.880000","","","","","","-7.046437","-7.880000","","","","","","","D1 PROFILE","","","","",""
"64403100000498","Nodes","498","21.000000","26.810574","Default Known Flow Node","Known Flow","265095.707291","676496.952291","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64403100000107","Nodes","107","21.000000","24.788866","DDS demands","Known Flow","265077.678286","676420.148270","","0.000000","","","","","-21.920000","","","","","","-19.601258","-21.920000","","","","","","","D1 PROFILE","","","","",""
"64403100000103","Nodes","103","21.000000","21.329288","DDS demands","Known Flow","265236.094671","676383.723282","","0.000000","","","","","-14.170000","","","","","","-12.671067","-14.170000","","","","","","","D1 PROFILE","","","","",""
"64403100000079","Nodes","79","21.000000","22.094593","DDS demands","Known Flow","265245.980379","676298.093299","","0.000000","","","","","-7.829999","","","","","","-7.001726","-7.829999","","","","","","","D1 PROFILE","","","","",""
