"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"94119109304084","Nodes","9304084",21.000000,28.514544,"DDS demands","Known Flow",532331.786008,124821.561175,,0.000000,,,,,-6.910000,,,,,,,-6.179045,-6.910000,,"",,,,,"D1 PROFILE",,,,,,
"94119100007098","Nodes","Logger 7098, os 97 Harlands Road",21.000000,28.691001,"Val Log Post","Known Flow",532344.661330,124842.446424,,0.000000,,,,,-5.400000,,,,,,,-4.828776,-5.400000,,"",,,,,"D1 PROFILE",,,,,,
"94119109304117","Nodes","9304117",21.000000,28.959925,"DDS demands","Known Flow",532419.661032,124868.311188,,0.000000,,,,,-13.859999,,,,,,,-12.393859,-13.859999,,"",,,,,"D1 PROFILE",,,,,,
"94119109304288","Nodes","9304288",21.000000,29.002511,"DDS demands","Known Flow",532510.675255,123931.082864,,0.000000,,,,,-1.549999,,,,,,,-1.386037,-1.549999,,"",,,,,"D1 PROFILE",,,,,,
"94119100008856","Nodes","-368",21.000000,29.089010,"Default Known Flow Node","Known Flow",532521.161060,123932.060933,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109304276","Nodes","9304276",21.000000,26.469038,"DDS demands","Known Flow",532624.786088,125635.436397,,0.000000,,,,,-19.520000,,,,,,,-17.455132,-19.520000,,"",,,,,"D1 PROFILE",,,,,,
"94119100001442","Nodes","Logger 1442, Borde Hill Lane",21.000000,26.371591,"Val Log Post","Known Flow",532601.108949,125650.698425,,0.000000,-24.999999,,,-9.729999,,,,,,,,-31.056186,-34.729999,,"","C1 PROFILE",,,"C4 PROFILE",,,,,,,
"94119100009163","Nodes","-679",21.000000,26.195936,"DDS demands","Known Flow",532488.661051,125741.186425,,0.000000,,,,,-19.810000,,,,,,,-17.714457,-19.810000,,"",,,,,"D1 PROFILE",,,,,,
"94119100008984","Nodes","-4904632",21.000000,27.063452,"Default Known Flow Node","Known Flow",532532.816020,123789.297306,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109304254","Nodes","JOAN NIGHTINGALE HOUSE",21.000000,26.920302,"DDS demands","Known Flow",532511.378840,123754.288104,,0.000000,,,-17.600000,,-12.529999,,,,,,,-26.942786,-30.129999,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,,,
"94119100008836","Nodes","-336",21.000000,26.754521,"Default Known Flow Node","Known Flow",532462.036044,123709.185872,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305276","Nodes","9305276",21.000000,33.458210,"DDS demands","Known Flow",533680.662065,123333.061859,,0.000000,,,,,-42.790000,,,,,,,-38.263585,-42.790000,,"",,,,,"D1 PROFILE",,,,,,
"94119109305278","Nodes","9305278",21.000000,32.705474,"DDS demands","Known Flow",533787.524097,123501.568087,,0.000000,,,,,-19.739999,,,,,,,-17.651861,-19.739999,,"",,,,,"D1 PROFILE",,,,,,
"94119100007751","Nodes","-1462498",21.000000,32.223447,"Default Known Flow Node","Known Flow",533846.661421,123591.685840,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119100008611","Nodes","-1980",21.000000,28.353632,"Default Known Flow Node","Known Flow",535007.752529,124793.701117,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119100007102","Nodes","Logger 7902, Grave Lye Lane",21.000000,28.473312,"Val Log Post","Known Flow",535002.654668,124776.946080,,0.000000,,,,,-23.690000,,,,,,,-21.184023,-23.690000,,"",,,,,"D1 PROFILE",,,,,,
"94119100008959","Nodes","-4904573",21.000000,28.718871,"Default Known Flow Node","Known Flow",534995.602516,124750.573832,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109304135","Nodes","9304135",21.000000,32.025585,"DDS demands","Known Flow",532899.661163,124611.311118,,0.000000,,,,,-20.719998,,,,,,,-18.528193,-20.719998,,"",,,,,"D1 PROFILE",,,,,,
"94119100007099","Nodes","Logger 7099, Market Place",21.000000,32.999008,"Val Log Post","Known Flow",532987.412662,124572.333894,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109304267","Nodes","9304267",21.000000,33.127945,"DDS demands","Known Flow",532999.399442,124568.524143,,0.000000,-15.999999,,,,-2.740000,,,,,,,-16.757642,-18.740000,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,,
"94119100008962","Nodes","-4904580",21.000000,44.611184,"Default Known Flow Node","Known Flow",530531.660519,125066.060000,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119100009270","Nodes","-84",21.000000,44.613375,"Default Known Flow Node","Known Flow",530531.660519,125049.686237,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305208","Nodes","9305208",21.000000,27.859719,"Default Known Flow Node","Known Flow",534046.161475,124129.435987,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305197","Nodes","9305197",21.000000,28.212523,"DDS demands","Known Flow",534009.913263,124117.267602,,0.000000,,,,,-30.719998,,,,,,,-27.470373,-30.719998,,"",,,,,"D1 PROFILE",,,,,,
"94119100007729","Nodes","-1453",21.000000,28.326819,"Default Known Flow Node","Known Flow",533990.786460,124109.935981,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305216","Nodes","9305216",21.000000,35.634443,"DDS demands","Known Flow",534627.411633,124225.561013,,0.000000,,,,,-38.979999,,,,,,,-34.856612,-38.979999,,"",,,,,"D1 PROFILE",,,,,,
"94119109305217","Nodes","9305217",21.000000,35.586467,"DDS demands","Known Flow",534639.701186,124259.446872,,0.000000,,,,,-1.370000,,,,,,,-1.225078,-1.370000,,"",,,,,"D1 PROFILE",,,,,,
"94119100008580","Nodes","-1924",21.000000,35.573296,"Default Known Flow Node","Known Flow",534640.786637,124269.936025,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119100008365","Nodes","-1676",21.000000,31.255853,"Default Known Flow Node","Known Flow",534301.036544,125883.061464,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119100008364","Nodes","-1675",21.000000,31.297440,"Default Known Flow Node","Known Flow",534291.507663,125879.173792,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305284","Nodes","9305284",21.000000,28.847369,"DDS demands","Known Flow",533768.339674,123913.057225,,0.000000,,,,,-15.089999,,,,,,,-13.493747,-15.089999,,"",,,,,"D1 PROFILE",,,,,,
"94119109305283","Nodes","9305283",21.000000,28.854553,"DDS demands","Known Flow",533803.086435,123926.892702,,0.000000,,,,,-4.869999,,,,,,,-4.354840,-4.869999,,"",,,,,"D1 PROFILE",,,,,,
"94119100007708","Nodes","-1426",21.000000,28.744901,"Default Known Flow Node","Known Flow",533834.367417,123937.858935,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119100008754","Nodes","-2164",21.000000,21.017630,"Default Known Flow Node","Known Flow",535258.286805,126410.186607,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305037","Nodes","9305037",21.000000,21.123925,"Default Known Flow Node","Known Flow",535565.855966,126477.616313,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305038","Nodes","Paxhill and Coach House",21.000000,21.626508,"DDS demands","Known Flow",535867.849008,126572.066615,,0.000000,,-16.649999,,,-0.019999,,,,,,,-14.906612,-16.669999,,"",,"C2 PROFILE",,,"D1 PROFILE",,,,,,
"94119109305201","Nodes","9305201",21.000000,31.408100,"DDS demands","Known Flow",533968.661454,124398.186060,,0.000000,,,,,-5.760000,,,,,,,-5.150695,-5.760000,,"",,,,,"D1 PROFILE",,,,,,
"94119109305186","Nodes","9305186",21.000000,31.366363,"Default Known Flow Node","Known Flow",533947.972064,124416.099671,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305153","Nodes","9305153",21.000000,37.027949,"Default Known Flow Node","Known Flow",533139.642736,124984.218280,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305154","Nodes","9305154",21.000000,37.066226,"DDS demands","Known Flow",533131.036226,124821.561175,,0.000000,-12.180000,,,,-23.639998,,-15.999999,,,,,-46.338371,-51.819998,,"","C1 PROFILE",,,,"D1 PROFILE",,"I2 PROFILE",,,,
"94119109304133","Nodes","P00032645, Harlands House, 43.93",26.100000,31.010796,"CSEP DDS Matched","Known Flow",532829.786144,124673.436135,,0.000000,,,,,,-43.930000,,,,,,-39.282994,-43.930000,,"",,,,,,"DC PROFILE",,,,,
"94119109304134","Nodes","9304134",21.000000,31.291015,"Default Known Flow Node","Known Flow",532851.342884,124655.048515,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119100009053","Nodes","-521",21.000000,31.987195,"Default Known Flow Node","Known Flow",532896.161162,124612.811118,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305045","Nodes","9305045",21.000000,37.019948,"Default Known Flow Node","Known Flow",533126.515173,125006.432237,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109304161","Nodes","9304161",21.000000,24.399554,"DDS demands","Known Flow",533043.411202,125010.686227,,0.000000,-8.460000,,,,-43.740001,,,,,,,-46.678174,-52.200004,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,,
"94119100009087","Nodes","-570",21.000000,29.960141,"Default Known Flow Node","Known Flow",532748.661122,124776.436163,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109304126","Nodes","9304126",21.000000,29.323575,"DDS demands","Known Flow",532817.495591,124935.949633,,0.000000,,,,,-17.180000,,,,,,,-15.362664,-17.180000,,"",,,,,"D1 PROFILE",,,,,,
"94119100009102","Nodes","-600",21.000000,29.150801,"Default Known Flow Node","Known Flow",532819.786141,124974.186217,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119100008757","Nodes","-2167",21.000000,21.582332,"Default Known Flow Node","Known Flow",535946.411992,126581.561654,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305391","Nodes","9305391",21.000000,21.637061,"DDS demands","Known Flow",535060.286751,123345.185773,,0.000000,,,,,-15.880000,,-6.000000,,,,,-19.565488,-21.879999,,"",,,,,"D1 PROFILE",,"I2 PROFILE",,,,
"94119109305390","Nodes","9305390",21.000000,22.187386,"DDS demands","Known Flow",535229.126896,123484.904739,,0.000000,,,,,-18.750000,,,,,,,-16.766585,-18.750000,,"",,,,,"D1 PROFILE",,,,,,
"94119100008440","Nodes","-1766",21.000000,22.561519,"Default Known Flow Node","Known Flow",535291.911814,123539.310826,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305320","Nodes","9305320",21.000000,29.920934,"DDS demands","Known Flow",534667.536644,123367.810780,,0.000000,,,,,-22.370001,,,,,,,-20.003655,-22.370001,,"",,,,,"D1 PROFILE",,,,,,
"94119109305321","Nodes","9305321",21.000000,29.935362,"DDS demands","Known Flow",534626.352500,123331.560770,,0.000000,,-30.440001,,,-36.849997,,,,,,,-60.171923,-67.289999,,"",,"C2 PROFILE",,,"D1 PROFILE",,,,,,
"94119109305311","Nodes","9305311",21.000000,30.345654,"DDS demands","Known Flow",534479.286593,123362.935778,,0.000000,,,,,-36.959998,,,,,,,-33.050292,-36.959998,,"",,,,,"D1 PROFILE",,,,,,
"94119100008559","Nodes","-1899",21.000000,32.616972,"Default Known Flow Node","Known Flow",534704.661654,124011.435955,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305304","Nodes","9305304",21.000000,32.380561,"DDS demands","Known Flow",534681.395983,123977.373135,,0.000000,,,,,-23.299998,,,,,,,-20.835275,-23.299998,,"",,,,,"D1 PROFILE",,,,,,
"94119109305306","Nodes","9305306",21.000000,31.561254,"DDS demands","Known Flow",534521.896178,123786.819179,,0.000000,-6.000000,,,,-46.089998,,,,,,,-46.579810,-52.089999,,"","",,,,"D1 PROFILE",,,,,,
"94119109305302","Nodes","9305302",21.000000,30.730454,"DDS demands","Known Flow",534222.762789,123681.845594,,0.000000,,,,,-17.360000,,,,,,,-15.523622,-17.360000,,"",,,,,"D1 PROFILE",,,,,,
"94119109305303","Nodes","9305303",21.000000,30.630063,"DDS demands","Known Flow",534330.450417,123819.703186,,0.000000,,,,,-20.850000,,,,,,,-18.644443,-20.850000,,"",,,,,"D1 PROFILE",,,,,,
"94119109305301","Nodes","9305301",21.000000,31.375722,"DDS demands","Known Flow",534230.830546,123460.649213,,0.000000,,,,,-25.649999,,,,,,,-22.936687,-25.649999,,"",,,,,"D1 PROFILE",,,,,,
"94119109305300","Nodes","9305300",21.000000,31.854593,"DDS demands","Known Flow",534352.836063,123383.940734,,0.000000,,,,,-29.139999,,,,,,,-26.057509,-29.139999,,"",,,,,"D1 PROFILE",,,,,,
"94119100008262","Nodes","-1532",21.000000,25.946069,"Default Known Flow Node","Known Flow",534385.411567,124790.561167,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305259","Nodes","9305259",21.000000,25.374498,"DDS demands","Known Flow",534192.826608,124863.498084,,0.000000,,,,,-20.739999,,,,,,,-18.546079,-20.739999,,"",,,,,"D1 PROFILE",,,,,,
"94119100008263","Nodes","-1537",21.000000,25.928385,"Default Known Flow Node","Known Flow",534326.411551,124830.561178,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305240","Nodes","9305240",21.000000,30.325462,"DDS demands","Known Flow",534935.161717,124566.936106,,0.000000,-7.210000,,-3.950000,,-27.719998,,,,,,,-34.767191,-38.880000,,"","C1 PROFILE",,"C3  PROFILE",,"D1 PROFILE",,,,,,
"94119109305241","Nodes","9305241",21.000000,30.181761,"Default Known Flow Node","Known Flow",534906.172569,124581.362970,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119100008601","Nodes","-1965",21.000000,30.114958,"Default Known Flow Node","Known Flow",534834.558461,124643.801847,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305238","Nodes","9305238",21.000000,32.533445,"DDS demands","Known Flow",534720.626177,124507.835679,,0.000000,,,,,-12.409999,,,,,,,-11.097243,-12.409999,,"",,,,,"D1 PROFILE",,,,,,
"94119109305213","Nodes","9305213",21.000000,29.891558,"DDS demands","Known Flow",534279.286538,124193.686004,,0.000000,,,,,-10.320000,,,,,,,-9.228329,-10.320000,,"",,,,,"D1 PROFILE",,,,,,
"94119109305212","Nodes","9305212",21.000000,28.508381,"DDS demands","Known Flow",534209.545112,124167.249289,,0.000000,,,,,-18.159999,,,,,,,-16.238996,-18.159999,,"",,,,,"D1 PROFILE",,,,,,
"94119100008237","Nodes","-1489",21.000000,30.088428,"Default Known Flow Node","Known Flow",534179.118054,124288.928751,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305198","Nodes","9305198",21.000000,29.660034,"DDS demands","Known Flow",533950.888449,124250.861020,,0.000000,,,,,-17.280001,,,,,,,-15.452086,-17.280001,,"",,,,,"D1 PROFILE",,,,,,
"94119109305202","Nodes","9305202",21.000000,31.523557,"DDS demands","Known Flow",534016.161467,124379.686055,,0.000000,,,,,-33.160000,,,,,,,-29.652265,-33.160000,,"",,,,,"D1 PROFILE",,,,,,
"94119109305203","Nodes","9305203",21.000000,31.322449,"DDS demands","Known Flow",534144.351408,124466.479818,,0.000000,,,,,-27.469999,,,,,,,-24.564165,-27.469999,,"",,,,,"D1 PROFILE",,,,,,
"94119109305204","Nodes","9305204",21.000000,31.850682,"DDS demands","Known Flow",534281.286539,124401.311061,,0.000000,,,,,-27.900000,,,,,,,-24.948679,-27.900000,,"",,,,,"D1 PROFILE",,,,,,
"94119109305199","Nodes","9305199",21.000000,30.412271,"DDS demands","Known Flow",533916.245864,124247.150544,,0.000000,,,,,-14.999999,,,,,,,-13.413268,-14.999999,,"",,,,,"D1 PROFILE",,,,,,
"94119109305193","Nodes","9305193",21.000000,29.637041,"DDS demands","Known Flow",533745.144196,124017.790181,,0.000000,,,,,-23.439999,,,,,,,-20.960468,-23.439999,,"",,,,,"D1 PROFILE",,,,,,
"94119109305188","Nodes","9305188",21.000000,31.208377,"DDS demands","Known Flow",533762.786398,124316.936038,,0.000000,,,,,-9.710000,,,,,,,-8.682855,-9.710000,,"",,,,,"D1 PROFILE",,,,,,
"94119109305189","Nodes","9305189",21.000000,31.074096,"DDS demands","Known Flow",533711.788839,124291.442145,,0.000000,,,,,-3.549999,,,,,,,-3.174473,-3.549999,,"",,,,,"D1 PROFILE",,,,,,
"94119100007473","Nodes","-1098",21.000000,31.103611,"Default Known Flow Node","Known Flow",533661.036370,124249.061019,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119100008977","Nodes","-4904619",21.000000,35.722076,"Default Known Flow Node","Known Flow",533548.909503,125001.688648,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305158","Nodes","9305158",21.000000,35.679052,"DDS demands","Known Flow",533627.401846,124829.666040,,0.000000,-11.779999,,,,-27.219999,,-48.009997,,,,,-77.805896,-87.009999,,"","C1 PROFILE",,,,"D1 PROFILE",,"I2 PROFILE",,,,
"94119109305159","Nodes","9305159",21.000000,35.826463,"Default Known Flow Node","Known Flow",533626.946806,124810.674629,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119100008726","Nodes","-2127",21.000000,28.615777,"Default Known Flow Node","Known Flow",534814.299201,125708.677996,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305120","Nodes","9305120",21.000000,26.221028,"DDS demands","Known Flow",534863.038130,125798.959006,,0.000000,,,-14.029999,,-30.370000,,,,,,,-39.703275,-44.400000,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,,,
"94119109305377","Nodes","9305377",21.000000,24.317989,"DDS demands","Known Flow",534915.786712,125921.186474,,0.000000,-8.830000,,-2.279999,,-35.040001,,,,,,,-41.268159,-46.150003,,"","C1 PROFILE",,"C3  PROFILE",,"D1 PROFILE",,,,,,
"94119109305114","Nodes","9305114",21.000000,30.384029,"DDS demands","Known Flow",534651.039625,125967.157129,,0.000000,,,,,-29.809998,,,,,,,-26.656635,-29.809998,,"",,,,,"D1 PROFILE",,,,,,
"94119109305117","Nodes","9305117",21.000000,30.179637,"DDS demands","Known Flow",534726.694450,125891.340346,,0.000000,,,,,-3.710000,,,,,,,-3.317548,-3.710000,,"",,,,,"D1 PROFILE",,,,,,
"94119109305118","Nodes","9305118",21.000000,30.089458,"DDS demands","Known Flow",534702.286653,125861.436458,,0.000000,,,,,-10.439999,,,,,,,-9.335634,-10.439999,,"",,,,,"D1 PROFILE",,,,,,
"94119109305091","Nodes","9305091",21.000000,31.692582,"DDS demands","Known Flow",534013.454164,125101.821771,,0.000000,,,,,-18.139999,,,,,,,-16.221111,-18.139999,,"",,,,,"D1 PROFILE",,,,,,
"94119109305090","Nodes","9305090",21.000000,31.504842,"DDS demands","Known Flow",534093.381117,125087.696089,,0.000000,,,,,-14.550000,,,,,,,-13.010870,-14.550000,,"",,,,,"D1 PROFILE",,,,,,
"94119109305089","Nodes","9305089",21.000000,31.454082,"DDS demands","Known Flow",534148.894609,125214.432331,,0.000000,,,,,-18.499999,,,,,,,-16.543030,-18.499999,,"",,,,,"D1 PROFILE",,,,,,
"94119100008355","Nodes","-1663",21.000000,31.191600,"Default Known Flow Node","Known Flow",534156.286505,125824.811448,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305078","Nodes","9305078",21.000000,31.152279,"DDS demands","Known Flow",534090.599692,125718.818773,,0.000000,,,,,-7.499999,,,,,,,-6.706634,-7.499999,,"",,,,,"D1 PROFILE",,,,,,
"94119109305069","Nodes","9305069",21.000000,30.899126,"DDS demands","Known Flow",534021.786468,125782.811437,,0.000000,,,,,-31.080000,,,,,,,-27.792292,-31.080000,,"",,,,,"D1 PROFILE",,,,,,
"94119109305070","Nodes","9305070",21.000000,30.770449,"DDS demands","Known Flow",534140.665487,125959.491573,,0.000000,,,,,-23.060000,,,,,,,-20.620665,-23.060000,,"",,,,,"D1 PROFILE",,,,,,
"94119109305068","Nodes","9305068",21.000000,31.232953,"DDS demands","Known Flow",534006.536464,125729.811422,,0.000000,,,,,-12.689999,,,,,,,-11.347624,-12.689999,,"",,,,,"D1 PROFILE",,,,,,
"94119109305071","Nodes","9305071",21.000000,31.043040,"DDS demands","Known Flow",534141.859529,125946.531669,,0.000000,,,,,-21.610000,,,,,,,-19.324049,-21.610000,,"",,,,,"D1 PROFILE",,,,,,
"94119109305331","Nodes","9305331",21.000000,31.103174,"DDS demands","Known Flow",533759.661176,125786.550078,,0.000000,,,,,-19.979999,,,,,,,-17.866473,-19.979999,,"",,,,,"D1 PROFILE",,,,,,
"94119109305063","Nodes","9305063",21.000000,30.038464,"DDS demands","Known Flow",533608.226045,125814.849567,,0.000000,,,,,-31.650000,,,,,,,-28.301996,-31.650000,,"",,,,,"D1 PROFILE",,,,,,
"94119100007594","Nodes","-1272",21.000000,30.038464,"Default Known Flow Node","Known Flow",533553.661341,125824.436448,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305043","Nodes","9305043",21.000000,33.015305,"DDS demands","Known Flow",533221.786251,125135.561261,,0.000000,,,,,-14.330000,,,,,,,-12.814142,-14.330000,,"",,,,,"D1 PROFILE",,,,,,
"94119109305041","Nodes","9305041",21.000000,32.577898,"DDS demands","Known Flow",533281.415673,125320.146738,,0.000000,,,,,-18.830000,,,,,,,-16.838123,-18.830000,,"",,,,,"D1 PROFILE",,,,,,
"94119109305042","Nodes","9305042",21.000000,32.571448,"DDS demands","Known Flow",533273.900886,125216.359011,,0.000000,,,,,-8.499999,,,,,,,-7.600851,-8.499999,,"",,,,,"D1 PROFILE",,,,,,
"94119100007563","Nodes","-1224",21.000000,32.986316,"Default Known Flow Node","Known Flow",533222.036251,125129.061259,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119100008499","Nodes","-1830",21.000000,23.561388,"Default Known Flow Node","Known Flow",535254.780813,123702.728992,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119109305011","Nodes","9305011",21.000000,25.013154,"DDS demands","Known Flow",535112.215141,123810.745562,,0.000000,,,,,-7.119999,,,,,,,-6.366831,-7.119999,,"",,,,,"D1 PROFILE",,,,,,
"94119109305305","Nodes","9305305",21.000000,26.874809,"DDS demands","Known Flow",534944.786719,123894.435923,,0.000000,,,,,-7.979999,,,,,,,-7.135858,-7.979999,,"",,,,,"D1 PROFILE",,,,,,
"94119109304265","Nodes","9304265",21.000000,23.071758,"DDS demands","Known Flow",532934.286172,123111.060710,,0.000000,,,,,-44.190000,,,,,,,-39.515490,-44.190000,,"",,,,,"D1 PROFILE",,,,,,
