"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)"
"94115802287007","Nodes","-2287007",21.000000,29.175233,"Default Known Flow Node","Known Flow",514432.531138,131325.062945,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94115800267720","Nodes","-267720",21.000000,29.175233,"Default Known Flow Node","Known Flow",514430.281137,131322.062944,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94115800361690","Nodes",,21.000000,26.675041,"DDS demands","Known Flow",515052.851535,131465.122994,,0.000000,,,,-3.029999,,,-2.709480,-3.029999,,"",,,,"D1 PROFILE",,
"94115807702020","Nodes","7702020",21.000000,27.344457,"DDS demands","Known Flow",514952.041627,131358.153033,,0.000000,,,,-1.330000,,,-1.189309,-1.330000,,"",,,,"D1 PROFILE",,
"94115800361697","Nodes","-361697",21.000000,27.186415,"Default Known Flow Node","Known Flow",514970.156284,131399.312965,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94115800027149","Nodes","-27149",21.000000,29.179702,"Default Known Flow Node","Known Flow",514438.656140,131354.062953,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94115800421850","Nodes","-421850",21.000000,29.179702,"Default Known Flow Node","Known Flow",514428.906137,131365.187956,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94115800029583","Nodes","-29583",21.000000,28.091952,"DDS demands","Known Flow",514454.031144,131320.187943,,0.000000,,,,-1.820000,,,-1.627476,-1.820000,,"",,,,"D1 PROFILE",,
"94115800029587","Nodes","-29587",21.000000,28.104272,"Default Known Flow Node","Known Flow",514491.031154,131327.687945,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94115800029584","Nodes","-29584",21.000000,28.145130,"Default Known Flow Node","Known Flow",514477.031150,131323.437944,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
