"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)"
"94117800001456","Nodes","LOW POINT",21.000000,30.943814,"Low Point","Known Flow",519296.994085,110771.032250,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94117801462535","Nodes","1462535",21.000000,30.982631,"Default Known Flow Node","Known Flow",519297.107720,110775.539699,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94117808303117","Nodes","8303117",21.000000,33.829508,"DDS demands","Known Flow",519865.360616,109152.288911,,0.000000,,,,-16.679999,,,-14.915554,-16.679999,,"",,,,"D1 PROFILE",,
"94117808303107","Nodes","8303107",21.000000,33.406744,"DDS demands","Known Flow",519926.785633,110421.520257,,0.000000,,,,-11.409999,,,-10.203026,-11.409999,,"",,,,"D1 PROFILE",,
"94117800000022","Nodes","22",21.000000,33.014027,"Default Known Flow Node","Known Flow",519964.494643,110274.541217,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94117800000025","Nodes","25",21.000000,32.926540,"Default Known Flow Node","Known Flow",519927.016633,110299.636224,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94117808303106","Nodes","8303106",21.000000,32.999995,"DDS demands","Known Flow",519958.089844,110271.046497,,0.000000,,,,-10.719999,,,-9.586015,-10.719999,,"",,,,"D1 PROFILE",,
"94117808303110","Nodes","8303110",21.000000,32.353241,"DDS demands","Known Flow",519936.523980,110189.947709,,0.000000,,,,-8.449999,,,-7.556141,-8.449999,,"",,,,"D1 PROFILE",,
"94117808303142","Nodes","8303142",21.000000,33.150410,"DDS demands","Known Flow",519791.637107,110426.409641,,0.000000,,,,-7.239999,,,-6.474137,-7.239999,,"",,,,"D1 PROFILE",,
"94117800000117","Nodes","117",21.000000,30.881679,"Default Known Flow Node","Known Flow",519261.050452,110815.048364,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94117808303163","Nodes","8303163",21.000000,30.923124,"DDS demands","Known Flow",519285.409638,110814.805043,,0.000000,,,,-3.660000,,,-3.272837,-3.660000,,"",,,,"D1 PROFILE",,
"94117808303077","Nodes","8303077",21.000000,29.635243,"DDS demands","Known Flow",519432.468498,110794.400358,,0.000000,,,,-2.289999,,,-2.047759,-2.289999,,"",,,,"D1 PROFILE",,
"94117808303154","Nodes","8303154",21.000000,29.799238,"Default Known Flow Node","Known Flow",519438.591290,110969.526214,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94117808303074","Nodes","8303074",21.000000,29.573607,"DDS demands","Known Flow",519287.274973,110902.771626,,0.000000,,,,-9.300000,,,-8.316226,-9.300000,,"",,,,"D1 PROFILE",,
"94117808303164","Nodes","8303164",21.000000,30.960587,"DDS demands","Known Flow",519297.359354,110788.681021,,0.000000,,,,-1.940000,,,-1.734782,-1.940000,,"",,,,"D1 PROFILE",,
"94117801462510","Nodes","1462510",21.000000,30.954263,"Default Known Flow Node","Known Flow",519297.582441,110793.419880,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94117808303162","Nodes","8303162",21.000000,30.000043,"DDS demands","Known Flow",519311.307335,110864.404935,,0.000000,,,,-6.289999,,,-5.624630,-6.289999,,"",,,,"D1 PROFILE",,
"94117800000132","Nodes","132",21.000000,29.646854,"Default Known Flow Node","Known Flow",519363.623321,110858.642074,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94117808303075","Nodes","8303075",21.000000,29.664996,"DDS demands","Known Flow",519367.742904,110854.974849,,0.000000,,,,-31.889998,,,-28.516608,-31.889998,,"",,,,"D1 PROFILE",,
"94117800000111","Nodes","111",21.000000,29.603605,"Default Known Flow Node","Known Flow",519450.343446,110798.645036,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94117800000161","Nodes","161",21.000000,29.799238,"Default Known Flow Node","Known Flow",519443.764501,110982.367409,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94117801462473","Nodes","1462473",21.000000,29.472657,"DDS demands","Known Flow",519471.230651,110724.559674,,0.000000,,-9.409999,,,,,-8.414590,-9.409999,,"",,"C2 PROFILE",,,,
"94117808303079","Nodes","8303079",21.000000,29.203696,"DDS demands","Known Flow",519486.242304,110859.099640,,0.000000,,,,-25.839999,,,-23.106591,-25.839999,,"",,,,"D1 PROFILE",,
"94117808303169","Nodes","8303169",21.000000,31.262316,"DDS demands","Known Flow",519212.467439,110680.091327,,0.000000,,,,-2.419999,,,-2.164007,-2.419999,,"",,,,"D1 PROFILE",,
"94117808303180","Nodes","8303180",21.000000,33.744442,"DDS demands","Known Flow",519946.300369,110528.851264,,0.000000,,,,-6.390000,,,-5.714052,-6.390000,,"",,,,"D1 PROFILE",,
"94117808303086","Nodes","8303086",21.000000,35.131629,"DDS demands","Known Flow",519653.297928,110632.562113,,0.000000,,,,-14.819999,,,-13.252309,-14.819999,,"",,,,"D1 PROFILE",,
"94117808303098","Nodes","8303098",21.000000,33.484002,"DDS demands","Known Flow",519756.985764,110496.412455,,0.000000,,,,-21.649999,,,-19.359817,-21.649999,,"",,,,"D1 PROFILE",,
"94117800000089","Nodes","89",21.000000,34.760369,"Default Known Flow Node","Known Flow",519706.460773,110700.161293,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94117808303134","Nodes","8303134",21.000000,33.865064,"DDS demands","Known Flow",519823.245970,110842.872513,,0.000000,,,,-4.639999,,,-4.149170,-4.639999,,"",,,,"D1 PROFILE",,
"94117808303125","Nodes","8303125",21.000000,33.790603,"DDS demands","Known Flow",519891.023574,110540.737045,,0.000000,,,,-7.840000,,,-7.010668,-7.840000,,"",,,,"D1 PROFILE",,
"94117800000073","Nodes","73",21.000000,34.092231,"Default Known Flow Node","Known Flow",519840.472609,110642.932317,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94117808303139","Nodes","8303139",21.000000,34.012519,"DDS demands","Known Flow",519841.225610,110779.476354,,0.000000,,,,-11.759999,,,-10.516002,-11.759999,,"",,,,"D1 PROFILE",,
"94117808303129","Nodes","8303129",21.000000,33.932330,"DDS demands","Known Flow",519917.822699,110715.316376,,0.000000,,,,-9.729999,,,-8.700739,-9.729999,,"",,,,"D1 PROFILE",,
"94117800000084","Nodes","84",21.000000,34.817607,"DDS demands","Known Flow",519662.343030,110683.812231,,0.000000,,,,-2.750000,,,-2.459099,-2.750000,,"",,,,"D1 PROFILE",,
"94117808303078","Nodes","8303078",21.000000,29.545606,"DDS demands","Known Flow",519501.151716,110827.054205,,0.000000,,,,-12.669999,,,-11.329740,-12.669999,,"",,,,"D1 PROFILE",,
"94117800000108","Nodes","108",21.000000,29.472521,"Default Known Flow Node","Known Flow",519550.788531,110790.060357,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94117808303132","Nodes","8303132",21.000000,34.308498,"DDS demands","Known Flow",519757.764610,110765.683636,,0.000000,,,,-6.610000,,,-5.910780,-6.610000,,"",,,,"D1 PROFILE",,
