"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)"
"94116000498527","Nodes","","21.000000","33.941452","DDS demands","Known Flow","515889.684206","127203.716652","","0.000000","","","","","-3.349999","","","","-2.995629","-3.349999","","","","","","","D1 PROFILE","","",""
"94116007707090","Nodes","","21.000000","33.251251","DDS demands","Known Flow","515970.543035","127203.552816","","0.000000","","","","","-18.660000","","","","-16.686106","-18.660000","","","","","","","D1 PROFILE","","",""
"94116007707091","Nodes","","21.000000","32.208215","DDS demands","Known Flow","516102.057475","127244.762313","","0.000000","","","","","-12.310000","","","","-11.007822","-12.310000","","","","","","","D1 PROFILE","","",""
"94116000451666","Nodes","","21.000000","31.461171","DDS demands","Known Flow","516327.077953","127200.198179","","0.000000","","","","","-5.310000","","","","-4.748297","-5.310000","","","","","","","D1 PROFILE","","",""
"94116000451667","Nodes","","21.000000","31.421308","Default Known Flow Node","Known Flow","516334.656655","127231.686831","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"94116007707152","Nodes","","21.000000","30.715320","DDS demands","Known Flow","516537.536858","126230.701585","","0.000000","","","","","-3.710000","","","","-3.317548","-3.710000","","","","","","","D1 PROFILE","","",""
"94116000498523","Nodes","","21.000000","34.676184","Default Known Flow Node","Known Flow","515826.747859","127250.405384","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"94116000394710","Nodes","","21.000000","24.028412","DDS demands","Known Flow","516006.620315","127480.507524","","0.000000","","","","","-5.840000","","","","-5.222232","-5.840000","","","","","","","D1 PROFILE","","",""
"94116007707084","Nodes","","21.000000","49.052128","DDS demands","Known Flow","515850.034035","126777.165026","","0.000000","","","","","-2.819999","","","","-2.521694","-2.819999","","","","","","","D1 PROFILE","","",""
"94116000338956","Nodes","","21.000000","45.790979","Default Known Flow Node","Known Flow","515381.679272","126004.224103","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
